,Young Mase,Lonely Gemma,Goldstar Butters,Opawa Solomon,Homebush Thaw,Six Pack Nugget,Mysterious Lady,Sozins Prince
05-01-2023 15:23:07.910881,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 24.0, 14.399999999999999)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 20.0, 12.4)","(9.0, 19.0, 13.8)"
05-01-2023 15:23:09.077622,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 24.0, 14.399999999999999)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 20.0, 12.733333333333334)","(9.0, 19.0, 13.8)"
05-01-2023 15:23:10.256807,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 24.0, 14.399999999999999)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 12.733333333333334)","(9.0, 19.0, 11.9)"
05-01-2023 15:23:11.357821,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 24.0, 14.399999999999999)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 12.733333333333334)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:12.499215,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 24.0, 14.399999999999999)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 12.733333333333334)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:13.826838,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 24.0, 14.399999999999999)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 12.733333333333334)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:15.069880,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 24.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 12.733333333333334)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:16.288140,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 12.733333333333334)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:17.815481,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 12.733333333333334)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:19.302379,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 12.733333333333334)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:20.532606,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:21.710293,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:22.864590,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:23.981146,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:25.198092,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.8)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:26.395742,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 20.6)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:27.615046,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 20.6)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:28.847687,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 11.9)"
05-01-2023 15:23:30.046246,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:31.191514,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:32.291530,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:33.419458,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:34.595428,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.228571428571428)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:35.783049,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:37.034059,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:38.301084,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:39.539459,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:40.713733,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 18.5, 16.52)"
05-01-2023 15:23:41.827736,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 18.5, 17.844444444444445)"
05-01-2023 15:23:42.897476,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:44.009086,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:45.184103,"(3.4, 5.0, 4.093333333333334)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:46.346244,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:47.537093,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:48.706337,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 15.9)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:49.901534,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 20.6)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.45)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:51.094522,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:52.190489,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:53.244291,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:54.291072,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:55.409697,"(3.4, 5.0, 4.381818181818182)","(10.0, 21.0, 13.4)","(4.6, 7.0, 6.5)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:56.541071,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 18.68)","(4.6, 7.0, 4.833333333333334)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:57.692259,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 7.0, 4.833333333333334)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:23:58.900244,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 7.0, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:00.103589,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:01.267552,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 19.541176470588233)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:02.437025,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 16.04)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:03.542057,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 16.04)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:04.630971,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 16.04)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:05.626604,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 16.04)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:06.700801,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 16.04)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:07.806365,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 10.533333333333333)","(4.4, 8.4, 5.67)","(9.0, 21.0, 16.04)","(9.0, 19.0, 17.844444444444445)"
05-01-2023 15:24:08.984016,"(3.4, 5.0, 4.408695652173913)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 19.0, 16.52)"
05-01-2023 15:24:10.148487,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:11.307809,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:12.444008,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:13.601887,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:14.747146,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:15.777391,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.533333333333333)","(4.6, 6.8, 4.742857142857143)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:16.886777,"(3.4, 5.0, 4.15)","(10.0, 20.0, 13.200000000000001)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:17.965992,"(3.4, 5.0, 4.15)","(10.0, 20.0, 13.200000000000001)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:19.061043,"(3.4, 5.0, 4.15)","(10.0, 20.0, 13.200000000000001)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.0)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:20.144073,"(3.4, 5.0, 4.15)","(10.0, 20.0, 13.200000000000001)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 19.9)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:21.231229,"(3.4, 5.0, 4.15)","(10.0, 20.0, 17.880000000000003)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 13.600000000000001)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:22.266898,"(3.4, 5.0, 4.15)","(10.0, 20.0, 13.066666666666666)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 13.733333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:23.270728,"(3.4, 5.0, 4.15)","(10.0, 20.0, 17.880000000000003)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 19.9)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:24.251596,"(3.4, 5.0, 4.15)","(10.0, 20.0, 17.880000000000003)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 19.9)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 5.67)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:25.260287,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.666666666666666)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:26.315192,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.666666666666666)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:27.376636,"(3.4, 5.0, 4.15)","(10.0, 21.0, 13.666666666666666)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:28.421127,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:29.402931,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:30.476193,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:31.483891,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:32.553133,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:33.598491,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 6.6, 4.714285714285714)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:34.687537,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 6.8, 5.6)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:35.778958,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 4.55)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:36.916507,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 5.984999999999999)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:38.004421,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 5.984999999999999)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:39.101391,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 4.55)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 18.52)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:40.174150,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 4.55)","(10.0, 22.0, 14.333333333333334)","(5.5, 13.0, 8.066666666666666)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 16.64)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:41.275589,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 4.55)","(10.0, 22.0, 14.333333333333334)","(5.5, 12.5, 8.36)","(4.4, 8.4, 6.794117647058824)","(9.0, 22.0, 16.64)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:42.378336,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 5.693333333333333)","(10.0, 22.0, 14.333333333333334)","(5.5, 12.5, 8.36)","(4.4, 8.4, 6.794117647058824)","(9.0, 22.0, 16.64)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:43.441910,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 5.693333333333333)","(10.0, 22.0, 14.333333333333334)","(5.5, 12.5, 8.36)","(4.4, 8.4, 6.794117647058824)","(9.0, 22.0, 16.64)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:44.549495,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 5.693333333333333)","(10.0, 22.0, 14.333333333333334)","(5.5, 12.5, 8.36)","(4.4, 8.4, 6.794117647058824)","(9.0, 22.0, 16.04)","(9.0, 18.5, 16.52)"
05-01-2023 15:24:45.618229,"(3.4, 5.0, 4.15)","(10.0, 22.0, 13.0)","(4.6, 7.0, 5.693333333333333)","(10.0, 24.0, 15.0)","(5.5, 12.5, 8.36)","(4.4, 8.4, 6.794117647058824)","(9.0, 21.0, 16.04)","(9.0, 18.5, 16.52)"
