,Des Troy,Another Sparky,Classic Reactor,Ozzie Daybreak,Southern Burgundy,Spring Delight,Tale Of The Dragon,Gracie Cullen,Stormont Star,Orama
388,"[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 1, 838421), 19.0, 36.0]"
389,"[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 3, 125111), 19.0, 36.0]"
390,"[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 4, 377832), 19.0, 36.0]"
391,"[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 5, 646404), 19.0, 36.0]"
392,"[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 6, 900956), 19.0, 36.0]"
393,"[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 8, 158172), 19.0, 36.0]"
394,"[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 9, 414092), 19.0, 36.0]"
395,"[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 10, 666833), 19.0, 36.0]"
396,"[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 11, 916049), 19.0, 36.0]"
397,"[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 13, 162244), 19.0, 36.0]"
398,"[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 14, 398938), 19.0, 36.0]"
399,"[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 15, 634481), 19.0, 36.0]"
400,"[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 16, 867001), 19.0, 36.0]"
401,"[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 18, 96187), 19.0, 36.0]"
402,"[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 19, 351441), 19.0, 36.0]"
403,"[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 20, 593098), 19.0, 36.0]"
404,"[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 21, 836453), 19.0, 36.0]"
405,"[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 23, 73809), 19.0, 36.0]"
406,"[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 24, 309440), 19.0, 36.0]"
407,"[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 25, 569562), 19.0, 36.0]"
408,"[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 26, 812699), 19.0, 36.0]"
409,"[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 28, 44147), 19.0, 36.0]"
410,"[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 29, 295700), 19.0, 36.0]"
411,"[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 30, 537879), 19.0, 36.0]"
412,"[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 31, 785512), 19.0, 36.0]"
413,"[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 33, 51342), 19.0, 36.0]"
414,"[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 34, 300684), 19.0, 36.0]"
415,"[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 35, 524155), 19.0, 36.0]"
416,"[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 36, 756724), 19.0, 36.0]"
417,"[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 37, 995299), 19.0, 36.0]"
418,"[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 39, 218847), 19.0, 36.0]"
419,"[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 3.4, 5.6]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 16, 14, 40, 450601), 19.0, 36.0]"
