,Atlantic Way,Coronel,Doctor Jack,Martini Dancer,Casrock,Stars N Riches,Alexandra Road,Zeeluck
07-12-2022 17:48:54.300095,"(3.8, 4.3, 4.27258064516129)","(31.0, 44.0, 43.25)","(11.0, 14.5, 13.788135593220339)","(8.0, 11.0, 10.713004484304932)","(2.15, 2.42, 2.418125)","(6.5, 7.6, 7.57029702970297)","(81.0, 130.0, 115.0)","(31.0, 46.0, 43.42857142857143)"
07-12-2022 17:48:55.736680,"(3.8, 4.3, 4.273770491803279)","(31.0, 44.0, 43.270270270270274)","(11.0, 14.0, 13.65)","(8.0, 11.0, 10.735537190082646)","(2.15, 2.42, 2.4183333333333334)","(6.5, 7.6, 7.57029702970297)","(81.0, 130.0, 122.5)","(31.0, 44.0, 43.42857142857143)"
07-12-2022 17:48:57.193740,"(3.8, 4.3, 4.311792452830189)","(31.0, 44.0, 43.270270270270274)","(11.0, 14.0, 13.65)","(8.0, 11.0, 10.735537190082646)","(2.15, 2.42, 2.4188965517241376)","(6.5, 7.6, 7.57029702970297)","(81.0, 130.0, 122.5)","(31.0, 44.0, 43.53846153846154)"
07-12-2022 17:48:58.756398,"(3.8, 4.4, 4.31697247706422)","(31.0, 44.0, 43.40659340659341)","(11.0, 14.0, 13.65)","(8.0, 11.0, 10.711711711711711)","(2.15, 2.42, 2.4177622377622376)","(6.5, 7.6, 7.57029702970297)","(81.0, 130.0, 121.81818181818181)","(31.0, 44.0, 43.53125)"
07-12-2022 17:49:00.252692,"(3.7, 4.4, 4.268398268398268)","(31.0, 44.0, 43.46534653465346)","(11.0, 14.0, 13.489051094890511)","(8.0, 11.0, 10.711711711711711)","(2.15, 2.42, 2.4270085470085467)","(6.5, 7.6, 7.516417910447761)","(81.0, 130.0, 121.81818181818181)","(31.0, 44.0, 43.523809523809526)"
07-12-2022 17:49:01.680269,"(3.7, 4.3, 4.268398268398268)","(31.0, 44.0, 43.46534653465346)","(11.0, 13.5, 13.2875)","(8.0, 11.0, 10.729957805907173)","(2.15, 2.44, 2.4247552447552447)","(6.5, 7.6, 7.431578947368421)","(81.0, 130.0, 122.72727272727272)","(31.0, 44.0, 43.55882352941177)"
07-12-2022 17:49:03.173562,"(3.7, 4.4, 4.290610328638498)","(31.0, 44.0, 43.46534653465346)","(11.0, 13.5, 13.10655737704918)","(8.0, 11.0, 10.742424242424242)","(2.15, 2.44, 2.431551724137931)","(6.5, 7.6, 7.494915254237288)","(81.0, 130.0, 122.72727272727272)","(31.0, 44.0, 42.11764705882353)"
07-12-2022 17:49:04.599263,"(3.7, 4.3, 4.274517374517375)","(31.0, 44.0, 43.46534653465346)","(11.0, 13.5, 13.036764705882353)","(8.0, 11.0, 10.761044176706827)","(2.15, 2.44, 2.4420202020202018)","(6.5, 7.6, 7.496551724137931)","(81.0, 130.0, 122.0)","(31.0, 44.0, 42.11764705882353)"
07-12-2022 17:49:06.085605,"(3.7, 4.3, 4.264084507042253)","(31.0, 44.0, 43.46534653465346)","(11.0, 13.5, 13.03623188405797)","(8.0, 11.0, 10.76008064516129)","(2.15, 2.46, 2.4452054794520546)","(6.5, 7.6, 7.496551724137931)","(81.0, 130.0, 122.0)","(31.0, 44.0, 42.11764705882353)"
07-12-2022 17:49:07.523486,"(3.7, 4.3, 4.264084507042253)","(31.0, 44.0, 43.577777777777776)","(11.0, 13.5, 13.231092436974789)","(8.0, 11.0, 10.747881355932204)","(2.15, 2.46, 2.4754791154791156)","(6.5, 7.6, 7.416666666666667)","(81.0, 130.0, 120.0)","(31.0, 44.0, 43.10526315789474)"
07-12-2022 17:49:08.922942,"(3.7, 4.3, 4.246408839779005)","(31.0, 44.0, 43.577777777777776)","(11.0, 13.5, 13.224576271186441)","(8.0, 11.0, 10.747881355932204)","(2.15, 2.48, 2.468313253012048)","(6.5, 7.6, 7.43953488372093)","(81.0, 130.0, 118.18181818181819)","(31.0, 44.0, 43.160493827160494)"
07-12-2022 17:49:10.222513,"(3.7, 4.2, 4.181732580037665)","(31.0, 44.0, 43.58695652173913)","(11.0, 13.5, 13.156084656084657)","(8.0, 11.0, 10.767578125)","(2.15, 2.48, 2.471392405063291)","(6.5, 7.6, 7.459898477157361)","(81.0, 120.0, 105.55555555555556)","(31.0, 44.0, 43.2093023255814)"
07-12-2022 17:49:11.581105,"(3.7, 4.2, 4.183159722222222)","(31.0, 44.0, 43.58695652173913)","(11.0, 13.5, 12.922131147540984)","(8.0, 11.0, 10.70353982300885)","(2.15, 2.48, 2.451212121212121)","(6.5, 7.6, 7.3830508474576275)","(81.0, 120.0, 94.28571428571429)","(31.0, 44.0, 40.74074074074074)"
07-12-2022 17:49:12.983105,"(3.7, 4.4, 4.485826771653543)","(31.0, 44.0, 43.51456310679612)","(11.0, 13.0, 12.911214953271028)","(8.0, 11.0, 10.6796875)","(2.15, 2.46, 2.424896265560166)","(6.5, 7.4, 7.367741935483871)","(81.0, 110.0, 98.42105263157895)","(31.0, 42.0, 41.276595744680854)"
07-12-2022 17:49:14.621920,"(3.7, 4.5, 4.534285714285714)","(31.0, 44.0, 45.2)","(11.0, 13.0, 12.860655737704919)","(8.0, 11.0, 10.685770750988143)","(2.15, 2.44, 2.3981012658227847)","(6.5, 7.4, 7.371428571428572)","(81.0, 110.0, 95.0)","(31.0, 42.0, 41.1764705882353)"
07-12-2022 17:49:16.155411,"(3.7, 4.6, 4.534285714285714)","(31.0, 46.0, 44.81818181818182)","(11.0, 13.0, 12.847222222222221)","(8.0, 11.0, 10.661825726141078)","(2.15, 2.4, 2.3798989898989897)","(6.5, 7.4, 7.392857142857143)","(81.0, 110.0, 96.4)","(31.0, 42.0, 40.97560975609756)"
07-12-2022 17:49:17.693468,"(3.7, 4.6, 4.555760368663594)","(31.0, 46.0, 45.0)","(11.0, 13.0, 12.955882352941176)","(8.0, 11.0, 10.738721804511279)","(2.15, 2.38, 2.376531791907514)","(6.5, 7.4, 7.254408060453401)","(81.0, 100.0, 95.71428571428572)","(31.0, 42.0, 41.02325581395349)"
07-12-2022 17:49:19.550653,"(3.7, 4.6, 4.587455197132616)","(31.0, 46.0, 45.77049180327869)","(11.0, 13.0, 13.229032258064516)","(8.0, 11.0, 10.780063291139241)","(2.15, 2.38, 2.375906432748538)","(6.5, 7.4, 7.219195046439629)","(81.0, 95.0, 94.44444444444444)","(31.0, 42.0, 41.5)"
07-12-2022 17:49:21.621739,"(3.7, 4.6, 4.617880794701986)","(31.0, 46.0, 45.77777777777778)","(11.0, 13.5, 13.246527777777779)","(8.0, 11.0, 10.794029850746268)","(2.15, 2.38, 2.3656281407035173)","(6.5, 7.4, 7.03)","(81.0, 95.0, 94.56521739130434)","(31.0, 44.0, 42.11764705882353)"
07-12-2022 17:49:23.089471,"(3.7, 4.7, 4.6964467005076145)","(31.0, 46.0, 45.77777777777778)","(11.0, 13.5, 13.265625)","(8.0, 11.0, 10.79585798816568)","(2.15, 2.4, 2.3937062937062934)","(6.5, 7.2, 6.992893401015229)","(81.0, 95.0, 94.6969696969697)","(31.0, 44.0, 42.11764705882353)"
07-12-2022 17:49:24.675861,"(3.8, 4.7, 4.6964467005076145)","(31.0, 46.0, 45.77777777777778)","(11.0, 13.5, 13.222222222222221)","(8.5, 11.0, 10.79585798816568)","(2.15, 2.4, 2.390806451612903)","(6.5, 7.0, 6.991139240506329)","(81.0, 95.0, 93.5)","(31.0, 44.0, 42.11764705882353)"
07-12-2022 17:49:26.676532,"(3.8, 4.7, 4.6785992217898835)","(31.0, 46.0, 45.77777777777778)","(11.0, 13.5, 13.222222222222221)","(8.5, 11.0, 10.809917355371901)","(2.15, 2.4, 2.390806451612903)","(6.5, 7.0, 6.991139240506329)","(81.0, 95.0, 93.5)","(31.0, 44.0, 42.11764705882353)"
07-12-2022 17:49:28.201860,"(3.8, 4.7, 4.6785992217898835)","(31.0, 46.0, 45.77777777777778)","(11.0, 13.5, 13.220149253731343)","(8.5, 11.0, 10.809917355371901)","(2.15, 2.4, 2.3905263157894736)","(6.0, 7.0, 6.991139240506329)","(81.0, 95.0, 93.46153846153845)","(31.0, 44.0, 41.333333333333336)"
07-12-2022 17:49:29.699286,"(3.8, 4.7, 4.7877040261153425)","(31.0, 46.0, 45.83720930232558)","(11.0, 13.5, 13.215909090909092)","(8.5, 11.0, 10.808864265927978)","(2.15, 2.4, 2.3634782608695653)","(6.0, 7.0, 6.990967741935484)","(81.0, 95.0, 109.26470588235294)","(31.0, 44.0, 41.24444444444445)"
07-12-2022 17:49:31.144773,"(3.8, 4.8, 4.794748358862145)","(31.0, 46.0, 45.822784810126585)","(11.0, 13.5, 13.19758064516129)","(8.5, 11.0, 10.80952380952381)","(2.15, 2.38, 2.3571717171717173)","(6.0, 7.0, 6.951020408163266)","(81.0, 110.0, 96.15384615384616)","(31.0, 44.0, 41.24444444444445)"
07-12-2022 17:49:32.637674,"(3.8, 4.8, 4.779262672811059)","(31.0, 46.0, 45.726027397260275)","(11.0, 13.5, 13.120535714285714)","(8.5, 11.0, 10.812857142857142)","(2.15, 2.36, 2.3530357142857143)","(6.0, 7.0, 6.951020408163266)","(81.0, 110.0, 96.15384615384616)","(31.0, 44.0, 41.24444444444445)"
07-12-2022 17:49:34.130382,"(3.8, 4.8, 4.681333333333334)","(31.0, 46.0, 46.03125)","(11.0, 13.5, 13.005813953488373)","(8.5, 11.0, 11.263157894736842)","(2.15, 2.36, 2.3577142857142857)","(6.0, 7.0, 7.081447963800905)","(81.0, 110.0, 101.0)","(31.0, 44.0, 42.97142857142857)"
07-12-2022 17:49:35.700039,"(3.8, 4.7, 4.681333333333334)","(31.0, 48.0, 45.89928057553957)","(11.0, 13.5, 13.463855421686747)","(8.5, 11.5, 10.941326530612244)","(2.15, 2.36, 2.360734693877551)","(6.0, 7.2, 7.268513853904282)","(81.0, 110.0, 105.0)","(31.0, 44.0, 46.97674418604651)"
07-12-2022 17:49:37.212501,"(3.8, 4.5, 4.433076923076923)","(31.0, 48.0, 45.89928057553957)","(11.0, 13.5, 13.432584269662922)","(8.5, 11.0, 11.044117647058824)","(2.15, 2.38, 2.3632047477744806)","(6.0, 7.4, 7.287272727272727)","(81.0, 120.0, 99.16666666666667)","(31.0, 48.0, 44.5)"
07-12-2022 17:49:38.877342,"(3.8, 4.5, 4.440495867768595)","(31.0, 48.0, 45.943661971830984)","(11.0, 14.0, 13.205882352941176)","(8.5, 11.5, 11.252747252747254)","(2.15, 2.38, 2.370935960591133)","(6.0, 7.4, 7.287286527514231)","(81.0, 110.0, 99.73684210526315)","(31.0, 46.0, 45.18181818181818)"
07-12-2022 17:49:40.372518,"(3.8, 4.5, 4.4541838134430725)","(31.0, 48.0, 46.43010752688172)","(11.0, 13.5, 13.170731707317072)","(8.5, 11.5, 11.252747252747254)","(2.15, 2.38, 2.3625344352617077)","(6.0, 7.4, 7.287286527514231)","(81.0, 110.0, 99.73684210526315)","(31.0, 46.0, 45.18181818181818)"
07-12-2022 17:49:41.851183,"(3.8, 4.5, 4.453994490358127)","(31.0, 48.0, 46.54)","(11.0, 13.5, 13.326923076923077)","(8.5, 11.5, 11.222222222222221)","(2.15, 2.38, 2.361628664495114)","(6.0, 7.4, 7.297053726169844)","(81.0, 110.0, 96.08695652173913)","(31.0, 46.0, 44.78787878787879)"
07-12-2022 17:49:43.343189,"(3.7, 4.6, 4.583132530120482)","(31.0, 48.0, 46.54)","(11.0, 13.5, 13.343023255813954)","(8.5, 11.5, 11.248)","(2.15, 2.38, 2.3427272727272728)","(6.5, 7.4, 7.300727272727273)","(81.0, 100.0, 95.92592592592592)","(31.0, 46.0, 44.78787878787879)"
07-12-2022 17:49:44.852816,"(3.7, 4.6, 4.564921465968586)","(31.0, 48.0, 46.54)","(11.0, 13.5, 13.376190476190477)","(8.5, 11.5, 11.231914893617022)","(2.15, 2.36, 2.3511330049261083)","(6.5, 7.4, 7.475806451612903)","(81.0, 100.0, 96.08695652173913)","(31.0, 46.0, 44.78787878787879)"
07-12-2022 17:49:46.378209,"(3.7, 4.6, 4.563119266055046)","(31.0, 48.0, 46.54)","(11.0, 13.5, 13.395604395604396)","(8.5, 11.5, 11.213709677419354)","(2.15, 2.36, 2.3490853658536586)","(6.5, 7.6, 7.534920634920635)","(81.0, 100.0, 96.08695652173913)","(31.0, 46.0, 41.352112676056336)"
07-12-2022 17:49:47.843115,"(3.7, 4.6, 4.486531986531986)","(31.0, 48.0, 46.525252525252526)","(11.0, 13.5, 13.36734693877551)","(8.5, 11.5, 11.1628664495114)","(2.15, 2.36, 2.346058394160584)","(6.0, 7.6, 7.442105263157895)","(81.0, 100.0, 95.78125)","(31.0, 42.0, 40.8780487804878)"
07-12-2022 17:49:49.386872,"(3.7, 4.5, 4.486666666666666)","(31.0, 48.0, 46.55670103092783)","(11.0, 13.5, 13.463636363636363)","(8.5, 11.5, 11.174193548387096)","(2.15, 2.36, 2.355151515151515)","(6.0, 7.6, 7.516470588235294)","(81.0, 100.0, 96.07142857142857)","(31.0, 42.0, 40.86486486486486)"
07-12-2022 17:49:51.216472,"(3.8, 4.6, 4.492495636998255)","(31.0, 48.0, 46.58585858585859)","(11.0, 13.5, 13.47391304347826)","(8.5, 11.5, 11.206713780918728)","(2.1, 2.34, 2.3398692810457513)","(6.5, 7.6, 7.519205298013245)","(81.0, 100.0, 96.20689655172414)","(31.0, 42.0, 41.9)"
07-12-2022 17:49:52.721304,"(3.8, 4.5, 4.47054794520548)","(31.0, 48.0, 45.64102564102564)","(11.0, 13.5, 13.261061946902656)","(8.5, 11.5, 11.1657060518732)","(2.1, 2.34, 2.4446725663716813)","(6.5, 7.6, 7.301204819277109)","(81.0, 100.0, 95.97222222222223)","(31.0, 42.0, 42.92063492063492)"
07-12-2022 17:49:54.346653,"(3.8, 4.5, 4.475)","(31.0, 46.0, 45.64102564102564)","(11.0, 13.5, 13.292134831460674)","(8.5, 11.5, 11.15625)","(2.1, 2.46, 2.4502139037433155)","(6.5, 7.4, 6.93206106870229)","(81.0, 100.0, 95.97222222222223)","(31.0, 44.0, 43.285714285714285)"
07-12-2022 17:49:55.938964,"(3.8, 4.5, 4.475)","(31.0, 46.0, 45.64102564102564)","(11.0, 13.5, 13.30952380952381)","(8.5, 11.5, 11.123693379790941)","(2.1, 2.46, 2.457433155080214)","(6.5, 7.0, 6.927642276422764)","(81.0, 100.0, 95.94594594594595)","(31.0, 44.0, 41.7037037037037)"
07-12-2022 17:49:57.482828,"(3.8, 4.5, 4.471982116244411)","(31.0, 46.0, 45.620253164556964)","(11.0, 13.5, 12.945054945054945)","(8.5, 11.5, 11.12589928057554)","(2.15, 2.46, 2.4687647058823528)","(6.5, 7.0, 6.942049469964664)","(81.0, 100.0, 96.12903225806451)","(31.0, 42.0, 41.67272727272727)"
07-12-2022 17:49:59.036894,"(3.8, 4.5, 4.498657718120805)","(31.0, 46.0, 45.734693877551024)","(11.0, 13.0, 12.957516339869281)","(8.5, 11.5, 10.935574229691877)","(2.15, 2.48, 2.4472279260780287)","(6.5, 7.0, 7.0875)","(81.0, 100.0, 93.6842105263158)","(31.0, 42.0, 38.71830985915493)"
07-12-2022 17:50:00.446496,"(3.8, 4.5, 4.532035928143713)","(31.0, 46.0, 45.734693877551024)","(11.0, 13.0, 12.949612403100776)","(8.5, 11.0, 10.928571428571429)","(2.15, 2.46, 2.4442947368421053)","(6.0, 7.2, 7.145126353790614)","(81.0, 95.0, 94.5)","(31.0, 40.0, 38.69064748201439)"
07-12-2022 17:50:01.955004,"(3.8, 4.6, 4.534202898550724)","(31.0, 46.0, 45.734693877551024)","(11.0, 13.0, 12.949612403100776)","(8.5, 11.0, 10.928571428571429)","(2.15, 2.46, 2.4442947368421053)","(6.0, 7.2, 7.145126353790614)","(81.0, 95.0, 94.5)","(31.0, 40.0, 38.68027210884354)"
07-12-2022 17:50:03.443868,"(3.8, 4.6, 4.536934306569343)","(31.0, 46.0, 45.57142857142857)","(11.0, 13.0, 12.925531914893616)","(8.5, 11.0, 10.897988505747126)","(2.15, 2.46, 2.4435620052770446)","(6.0, 7.2, 7.150943396226415)","(81.0, 110.0, 109.37984496124031)","(31.0, 40.0, 40.833333333333336)"
07-12-2022 17:50:05.013268,"(3.8, 4.5, 4.484178498985801)","(31.0, 46.0, 45.578947368421055)","(11.0, 13.0, 12.93046357615894)","(8.5, 11.0, 10.905927835051546)","(2.15, 2.46, 2.442250712250712)","(6.0, 7.2, 7.152212389380531)","(81.0, 110.0, 109.42446043165468)","(31.0, 42.0, 40.6)"
07-12-2022 17:50:06.829172,"(3.8, 4.5, 4.386807387862797)","(31.0, 46.0, 45.64179104477612)","(11.0, 13.0, 13.173170731707318)","(8.5, 11.0, 10.89873417721519)","(2.15, 2.46, 2.445)","(6.0, 7.2, 7.34)","(81.0, 110.0, 109.42446043165468)","(31.0, 42.0, 40.857142857142854)"
07-12-2022 17:50:08.764129,"(3.8, 4.4, 4.386595174262735)","(31.0, 46.0, 45.64179104477612)","(11.0, 13.5, 13.166666666666666)","(8.5, 11.0, 10.89873417721519)","(2.15, 2.46, 2.4499236641221374)","(6.0, 7.4, 7.348148148148148)","(81.0, 110.0, 109.42446043165468)","(31.0, 42.0, 39.84126984126984)"
07-12-2022 17:50:10.561711,"(3.8, 4.4, 4.392241379310345)","(31.0, 46.0, 45.549549549549546)","(11.0, 13.5, 13.160287081339712)","(8.5, 11.0, 10.899749373433584)","(2.15, 2.46, 2.4501923076923076)","(6.0, 7.4, 7.31264367816092)","(81.0, 110.0, 112.85714285714286)","(31.0, 40.0, 39.84848484848485)"
07-12-2022 17:50:12.472428,"(3.8, 4.4, 4.363600782778865)","(31.0, 46.0, 45.56521739130435)","(11.0, 13.5, 13.181614349775785)","(8.5, 11.0, 10.897094430992736)","(2.15, 2.46, 2.4470388349514565)","(6.0, 7.4, 7.321243523316062)","(81.0, 120.0, 113.47826086956522)","(31.0, 40.0, 39.84848484848485)"
07-12-2022 17:50:14.221103,"(3.8, 4.4, 4.35717017208413)","(31.0, 46.0, 46.7787610619469)","(11.0, 13.5, 13.181614349775785)","(8.5, 11.0, 10.896844660194175)","(2.15, 2.46, 2.4470388349514565)","(6.0, 7.4, 7.32108843537415)","(81.0, 120.0, 114.0)","(31.0, 44.0, 42.875)"
07-12-2022 17:50:15.981778,"(3.8, 4.4, 4.353004291845494)","(31.0, 48.0, 46.7787610619469)","(11.0, 13.5, 13.181614349775785)","(8.5, 11.0, 10.896844660194175)","(2.15, 2.46, 2.446149732620321)","(6.5, 7.4, 7.362)","(81.0, 120.0, 114.0)","(31.0, 38.0, 36.46601941747573)"
07-12-2022 17:50:17.381617,"(3.8, 4.4, 4.353004291845494)","(31.0, 48.0, 46.7787610619469)","(11.0, 13.5, 13.181614349775785)","(8.5, 11.0, 11.06425702811245)","(2.15, 2.46, 2.446149732620321)","(6.5, 7.4, 7.365957446808511)","(81.0, 120.0, 114.0)","(31.0, 38.0, 36.41237113402062)"
07-12-2022 17:50:18.862811,"(3.8, 4.4, 4.361375661375662)","(31.0, 48.0, 46.7787610619469)","(11.0, 13.5, 13.191304347826087)","(8.5, 11.5, 11.1067615658363)","(2.15, 2.46, 2.47166253101737)","(6.5, 7.4, 7.333823529411765)","(81.0, 120.0, 113.47826086956522)","(31.0, 38.0, 37.733333333333334)"
07-12-2022 17:50:20.343680,"(3.8, 4.4, 4.354166666666667)","(31.0, 46.0, 45.82857142857143)","(11.0, 13.5, 13.166666666666666)","(8.5, 11.5, 10.932569974554708)","(2.15, 2.48, 2.47219298245614)","(6.5, 7.4, 7.325786163522013)","(81.0, 120.0, 114.28571428571429)","(31.0, 38.0, 37.74193548387097)"
07-12-2022 17:50:21.845728,"(3.8, 4.4, 4.323684210526316)","(31.0, 46.0, 46.84126984126984)","(11.0, 13.5, 13.215909090909092)","(8.5, 11.0, 11.110412926391383)","(2.15, 2.48, 2.4698285714285713)","(6.5, 7.4, 7.3462184873949585)","(81.0, 120.0, 114.28571428571429)","(31.0, 38.0, 37.74193548387097)"
07-12-2022 17:50:23.357111,"(3.8, 4.4, 4.295195195195195)","(31.0, 48.0, 46.97709923664122)","(11.0, 13.5, 13.076271186440678)","(8.5, 11.5, 11.106060606060606)","(2.15, 2.48, 2.468441558441558)","(6.5, 7.4, 7.361971830985916)","(81.0, 120.0, 114.28571428571429)","(31.0, 38.0, 37.74193548387097)"
07-12-2022 17:50:24.857464,"(3.8, 4.3, 4.295195195195195)","(31.0, 48.0, 47.064748201438846)","(11.0, 13.5, 12.95)","(8.5, 11.5, 10.919444444444444)","(2.15, 2.48, 2.4691793313069907)","(6.5, 7.4, 7.393006993006993)","(81.0, 120.0, 114.54545454545455)","(31.0, 38.0, 38.166666666666664)"
07-12-2022 17:50:26.369747,"(3.8, 4.4, 4.305045871559633)","(31.0, 48.0, 47.08695652173913)","(11.0, 13.0, 13.157534246575342)","(8.5, 11.0, 10.919444444444444)","(2.15, 2.48, 2.451438596491228)","(6.5, 7.6, 7.339583333333334)","(81.0, 120.0, 114.54545454545455)","(31.0, 40.0, 38.8421052631579)"
07-12-2022 17:50:27.833018,"(3.8, 4.4, 4.334782608695652)","(31.0, 48.0, 47.088235294117645)","(11.0, 13.5, 13.165178571428571)","(8.5, 11.0, 10.919444444444444)","(2.15, 2.46, 2.446701570680628)","(6.5, 7.4, 7.339583333333334)","(81.0, 120.0, 114.54545454545455)","(31.0, 40.0, 38.8421052631579)"
07-12-2022 17:50:29.414833,"(3.8, 4.4, 4.288253968253968)","(31.0, 48.0, 47.08955223880597)","(11.0, 13.5, 13.190082644628099)","(8.5, 11.0, 11.084586466165414)","(2.15, 2.46, 2.458848594741614)","(6.5, 7.4, 7.3623529411764705)","(81.0, 120.0, 114.28571428571429)","(31.0, 40.0, 38.30769230769231)"
07-12-2022 17:50:30.914804,"(3.8, 4.3, 4.296978021978022)","(31.0, 48.0, 47.11764705882353)","(11.0, 13.5, 13.193877551020408)","(8.5, 11.5, 10.882867132867133)","(2.15, 2.46, 2.454037558685446)","(6.5, 7.4, 7.37696335078534)","(81.0, 120.0, 115.71428571428571)","(31.0, 40.0, 39.23076923076923)"
07-12-2022 17:50:32.333152,"(3.8, 4.3, 4.296978021978022)","(31.0, 48.0, 47.12408759124087)","(11.0, 13.5, 13.205882352941176)","(8.5, 11.0, 10.876271186440677)","(2.15, 2.46, 2.4643724696356273)","(6.5, 7.4, 7.377889447236181)","(81.0, 120.0, 115.71428571428571)","(31.0, 40.0, 39.333333333333336)"
07-12-2022 17:50:33.833176,"(3.8, 4.3, 4.259825327510917)","(31.0, 48.0, 47.12408759124087)","(11.0, 13.5, 13.205882352941176)","(8.5, 11.0, 10.87123745819398)","(2.15, 2.48, 2.48832)","(6.5, 7.4, 7.357333333333334)","(81.0, 120.0, 115.86206896551724)","(31.0, 40.0, 39.333333333333336)"
07-12-2022 17:50:35.383407,"(3.8, 4.3, 4.287658227848101)","(31.0, 48.0, 47.12408759124087)","(11.0, 13.5, 13.063953488372093)","(8.5, 11.0, 10.87890625)","(2.2, 2.5, 2.439503546099291)","(6.5, 7.4, 7.381818181818182)","(81.0, 120.0, 116.92307692307692)","(31.0, 40.0, 39.333333333333336)"
07-12-2022 17:50:36.761605,"(3.8, 4.3, 4.252561669829222)","(31.0, 48.0, 47.224806201550386)","(11.0, 13.5, 13.198795180722891)","(8.5, 11.0, 10.863295880149813)","(2.2, 2.44, 2.415022624434389)","(6.5, 7.4, 7.44945054945055)","(81.0, 120.0, 117.03703703703704)","(31.0, 40.0, 39.411764705882355)"
07-12-2022 17:50:38.341696,"(3.7, 4.4, 4.340431266846362)","(31.0, 48.0, 47.42253521126761)","(11.0, 13.5, 13.236)","(8.5, 11.0, 10.885185185185184)","(2.2, 2.44, 2.4085714285714284)","(6.5, 7.6, 7.446753246753247)","(81.0, 120.0, 117.41935483870968)","(31.0, 40.0, 39.473684210526315)"
07-12-2022 17:50:39.773930,"(3.7, 4.4, 4.3617283950617285)","(31.0, 48.0, 47.55725190839695)","(11.0, 13.5, 13.245098039215687)","(8.5, 11.0, 10.975663716814159)","(2.2, 2.42, 2.3616666666666664)","(6.5, 7.6, 7.476646706586826)","(81.0, 120.0, 119.47368421052632)","(31.0, 40.0, 44.4)"
07-12-2022 17:50:41.255738,"(3.7, 4.4, 4.364367816091955)","(31.0, 48.0, 47.67213114754098)","(11.0, 13.5, 13.185897435897436)","(8.5, 11.0, 11.119741100323624)","(2.2, 2.42, 2.3699375)","(6.5, 7.6, 7.580357142857142)","(81.0, 120.0, 127.41935483870968)","(31.0, 46.0, 43.5)"
07-12-2022 17:50:42.692803,"(3.7, 4.4, 4.337837837837838)","(31.0, 48.0, 47.67741935483871)","(11.0, 13.5, 13.25)","(8.5, 11.5, 11.138059701492537)","(2.2, 2.38, 2.3628729281767953)","(6.5, 7.6, 7.5855319148936164)","(81.0, 130.0, 126.66666666666667)","(31.0, 46.0, 45.48717948717949)"
07-12-2022 17:50:44.280217,"(3.7, 4.4, 4.354285714285714)","(31.0, 48.0, 47.67741935483871)","(11.0, 13.5, 13.25)","(8.5, 11.5, 10.883248730964468)","(2.2, 2.38, 2.3678923766816142)","(6.5, 7.6, 7.686792452830188)","(81.0, 130.0, 128.0722891566265)","(31.0, 46.0, 44.56)"
07-12-2022 17:50:45.709610,"(3.8, 4.4, 4.354285714285714)","(31.0, 48.0, 47.67741935483871)","(11.0, 13.5, 13.25)","(8.5, 11.0, 10.914948453608247)","(2.2, 2.38, 2.370833333333333)","(6.5, 7.8, 7.688311688311688)","(81.0, 130.0, 128.0722891566265)","(31.0, 46.0, 44.13333333333333)"
07-12-2022 17:50:47.181127,"(3.8, 4.3, 4.234913793103448)","(31.0, 50.0, 48.27272727272727)","(11.0, 14.0, 13.509615384615385)","(8.5, 11.0, 10.922535211267606)","(2.2, 2.38, 2.383851351351351)","(6.5, 7.8, 7.7095890410958905)","(81.0, 130.0, 128.11764705882354)","(31.0, 46.0, 44.276923076923076)"
07-12-2022 17:50:48.588474,"(3.8, 4.3, 4.223608768971332)","(31.0, 50.0, 48.58227848101266)","(11.0, 14.0, 13.74074074074074)","(8.5, 11.0, 10.935323383084578)","(2.2, 2.4, 2.372642487046632)","(6.5, 7.8, 7.698947368421052)","(81.0, 130.0, 125.55555555555556)","(31.0, 46.0, 44.276923076923076)"
07-12-2022 17:50:50.200744,"(3.8, 4.3, 4.231994459833795)","(31.0, 50.0, 48.795180722891565)","(11.0, 14.0, 13.395348837209303)","(8.5, 11.5, 11.066037735849056)","(2.15, 2.4, 2.385934065934066)","(6.5, 7.8, 7.706145251396648)","(81.0, 130.0, 122.27272727272727)","(31.0, 46.0, 44.6)"
07-12-2022 17:50:51.650970,"(3.8, 4.3, 4.231994459833795)","(31.0, 50.0, 48.795180722891565)","(11.0, 13.5, 13.451327433628318)","(8.5, 11.5, 11.113240418118467)","(2.15, 2.4, 2.4068246445497627)","(6.5, 7.8, 7.727102803738317)","(81.0, 130.0, 123.2)","(31.0, 46.0, 44.833333333333336)"
07-12-2022 17:50:53.158272,"(3.8, 4.2, 4.164777327935223)","(31.0, 50.0, 48.52348993288591)","(11.0, 13.5, 13.407534246575342)","(8.5, 11.5, 11.174137931034483)","(2.15, 2.42, 2.4287878787878787)","(6.5, 7.8, 7.573529411764706)","(81.0, 130.0, 123.2)","(31.0, 46.0, 44.833333333333336)"
07-12-2022 17:50:54.665583,"(3.8, 4.2, 4.163674321503131)","(31.0, 55.0, 50.56910569105691)","(11.0, 13.5, 13.62303664921466)","(8.5, 11.5, 11.199029126213592)","(2.15, 2.44, 2.397389221556886)","(6.5, 7.6, 7.5740384615384615)","(81.0, 130.0, 123.2)","(31.0, 46.0, 44.833333333333336)"
