,Appealing Road,Awesome Moon,Odina,Jumpin Jack Brass,Jubaslilballerina,Ellies At Windsor,S S Frontier Angel,Grey Flamingo,Van Hook,La Maddalena
07-01-2023 11:34:52.450385,"(17.0, 30.0, 29.272727272727273)","(31.0, 80.0, 74.0)","(19.0, 28.0, 24.818181818181817)","(2.1, 2.3, 2.283505154639175)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.435802469135803)","(4.4, 5.7, 5.608333333333333)"
07-01-2023 11:34:53.805216,"(17.0, 30.0, 29.272727272727273)","(31.0, 80.0, 74.0)","(19.0, 28.0, 24.818181818181817)","(2.1, 2.3, 2.283505154639175)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.435802469135803)","(4.4, 5.7, 5.608333333333333)"
07-01-2023 11:34:55.156833,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 24.818181818181817)","(2.1, 2.3, 2.267741935483871)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:34:56.463658,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 24.818181818181817)","(2.1, 2.28, 2.267741935483871)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:34:57.838607,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 25.941176470588236)","(2.1, 2.28, 2.267741935483871)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.516666666666667)"
07-01-2023 11:34:59.322166,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.125)","(2.1, 2.28, 2.267741935483871)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.516666666666667)"
07-01-2023 11:35:00.728758,"(17.0, 30.0, 28.666666666666668)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.125)","(2.1, 2.28, 2.267741935483871)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.516666666666667)"
07-01-2023 11:35:02.121701,"(17.0, 30.0, 28.857142857142858)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.267741935483871)","(21.0, 60.0, 51.0)","(26.0, 50.0, 49.0)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.516666666666667)"
07-01-2023 11:35:03.485385,"(17.0, 30.0, 28.857142857142858)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.267741935483871)","(21.0, 60.0, 51.0)","(26.0, 55.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.516666666666667)"
07-01-2023 11:35:04.934469,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2662135922330098)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:06.255030,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.3, 2.2662135922330098)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:07.575232,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.3, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:09.012032,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:10.453254,"(17.0, 30.0, 28.5)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:11.779165,"(17.0, 30.0, 29.11111111111111)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:13.184982,"(17.0, 30.0, 29.2)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:14.562976,"(17.0, 30.0, 29.2)","(31.0, 80.0, 74.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:15.882438,"(17.0, 30.0, 29.2)","(31.0, 80.0, 68.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:17.126767,"(17.0, 30.0, 29.2)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:18.466229,"(17.0, 30.0, 29.2)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2656603773584907)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.440909090909091)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:19.913761,"(17.0, 30.0, 29.2)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.28, 2.2621739130434784)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.428767123287671)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:21.279109,"(17.0, 30.0, 29.2)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.3, 2.2626666666666666)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.428767123287671)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:22.703409,"(17.0, 30.0, 28.0)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.3, 2.2626666666666666)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.428767123287671)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:24.087435,"(17.0, 30.0, 28.5)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.3, 2.2626666666666666)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.428767123287671)","(4.4, 5.7, 5.6063829787234045)"
07-01-2023 11:35:25.437989,"(17.0, 30.0, 28.5)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.3, 2.3007142857142857)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.425301204819277)","(4.4, 5.7, 5.530769230769231)"
07-01-2023 11:35:26.674488,"(17.0, 30.0, 28.5)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.34, 2.3007142857142857)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.425301204819277)","(4.4, 5.7, 5.514285714285714)"
07-01-2023 11:35:27.955021,"(17.0, 30.0, 28.5)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.34, 2.3007142857142857)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.425301204819277)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:29.263275,"(17.0, 30.0, 28.5)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.34, 2.3007142857142857)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.425301204819277)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:30.521717,"(17.0, 30.0, 28.5)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.34, 2.354375)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.425301204819277)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:31.860533,"(17.0, 30.0, 28.5)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.36, 2.354375)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.425301204819277)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:33.317066,"(17.0, 30.0, 28.8)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.36, 2.354375)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.425301204819277)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:34.781039,"(17.0, 30.0, 28.0)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.25)","(2.1, 2.36, 2.355862068965517)","(21.0, 60.0, 51.0)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 157.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.5, 5.217689530685921)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:36.349763,"(17.0, 30.0, 29.384615384615387)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.36, 2.355862068965517)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 47.33333333333333)","(41.0, 190.0, 172.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.4, 5.174285714285714)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:37.745449,"(17.0, 30.0, 29.384615384615387)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.36, 2.355862068965517)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 47.33333333333333)","(41.0, 210.0, 172.5)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.3, 5.174285714285714)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:39.064495,"(17.0, 30.0, 29.384615384615387)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.36, 2.355862068965517)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 47.33333333333333)","(41.0, 210.0, 162.0)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.3, 5.174285714285714)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:40.350435,"(17.0, 30.0, 29.384615384615387)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.36, 2.355862068965517)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 47.33333333333333)","(41.0, 230.0, 165.0)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.3, 5.174285714285714)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:41.582347,"(17.0, 30.0, 29.384615384615387)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.36, 2.3292035398230087)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 47.33333333333333)","(41.0, 200.0, 165.0)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.3, 5.174285714285714)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:42.918244,"(17.0, 30.0, 29.384615384615387)","(31.0, 80.0, 70.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.36, 2.2656)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 47.33333333333333)","(41.0, 200.0, 165.0)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.3, 5.102439024390244)","(4.4, 5.6, 5.514285714285714)"
07-01-2023 11:35:44.346821,"(17.0, 30.0, 29.384615384615387)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.42105263157895)","(2.1, 2.34, 2.2613636363636362)","(21.0, 60.0, 52.285714285714285)","(26.0, 50.0, 47.33333333333333)","(41.0, 200.0, 180.0)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.3, 4.878102189781022)","(4.4, 5.6, 5.663636363636364)"
07-01-2023 11:35:45.776593,"(17.0, 30.0, 29.384615384615387)","(31.0, 80.0, 64.0)","(19.0, 28.0, 25.333333333333332)","(2.1, 2.32, 2.282222222222222)","(21.0, 60.0, 50.0)","(26.0, 50.0, 43.0)","(41.0, 220.0, 180.0)","(11.0, 18.5, 18.142857142857142)","(3.8, 5.0, 4.904571428571429)","(4.4, 5.7, 5.6625000000000005)"
07-01-2023 11:35:47.329650,"(17.0, 30.0, 29.25)","(31.0, 80.0, 64.0)","(19.0, 28.0, 25.81818181818182)","(2.1, 2.32, 2.2736363636363635)","(21.0, 60.0, 51.111111111111114)","(26.0, 50.0, 43.0)","(41.0, 220.0, 188.0)","(11.0, 18.5, 18.17391304347826)","(3.8, 5.0, 4.749586776859505)","(4.4, 5.7, 5.666666666666667)"
07-01-2023 11:35:48.718298,"(17.0, 30.0, 29.25)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.18181818181818)","(2.1, 2.32, 2.314)","(21.0, 60.0, 53.333333333333336)","(26.0, 50.0, 42.0)","(41.0, 220.0, 188.0)","(11.0, 18.5, 18.304347826086957)","(3.8, 5.0, 4.665306122448979)","(4.4, 5.7, 5.632)"
07-01-2023 11:35:50.171245,"(17.0, 30.0, 29.4)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.125)","(2.1, 2.32, 2.2821052631578946)","(21.0, 60.0, 53.375)","(26.0, 48.0, 42.0)","(41.0, 220.0, 188.0)","(11.0, 18.5, 18.304347826086957)","(3.8, 5.0, 5.211627906976744)","(4.4, 5.7, 5.55)"
07-01-2023 11:35:51.498778,"(17.0, 30.0, 29.4)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.125)","(2.1, 2.32, 2.2809638554216867)","(21.0, 55.0, 52.25)","(26.0, 48.0, 37.714285714285715)","(41.0, 220.0, 188.0)","(11.0, 18.5, 18.304347826086957)","(3.8, 5.3, 5.0600000000000005)","(4.4, 5.7, 5.466666666666667)"
07-01-2023 11:35:52.730552,"(17.0, 30.0, 29.4)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.125)","(2.1, 2.34, 2.2644444444444445)","(21.0, 55.0, 52.85714285714286)","(26.0, 48.0, 41.0)","(41.0, 220.0, 188.0)","(11.0, 18.5, 18.295454545454547)","(3.8, 5.3, 5.249056603773585)","(4.4, 5.6, 5.536)"
07-01-2023 11:35:54.051026,"(17.0, 30.0, 29.4)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.125)","(2.1, 2.32, 2.2644444444444445)","(21.0, 55.0, 52.85714285714286)","(26.0, 46.0, 38.5)","(41.0, 220.0, 172.0)","(11.0, 18.5, 18.295454545454547)","(3.8, 5.3, 5.265822784810126)","(4.4, 5.6, 5.5058823529411764)"
07-01-2023 11:35:55.440635,"(17.0, 30.0, 29.4)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.125)","(2.1, 2.32, 2.2466666666666666)","(21.0, 55.0, 52.85714285714286)","(26.0, 46.0, 38.5)","(41.0, 200.0, 172.0)","(11.0, 18.5, 18.295454545454547)","(3.8, 5.3, 5.355813953488372)","(4.4, 5.6, 5.466666666666667)"
07-01-2023 11:35:56.790896,"(17.0, 30.0, 29.5)","(31.0, 80.0, 64.0)","(19.0, 28.0, 26.125)","(2.1, 2.28, 2.2456198347107437)","(21.0, 55.0, 53.92857142857143)","(26.0, 46.0, 38.5)","(41.0, 200.0, 172.0)","(11.0, 18.5, 18.295454545454547)","(3.8, 5.5, 5.433333333333334)","(4.4, 5.6, 5.5249999999999995)"
07-01-2023 11:35:58.218204,"(17.0, 30.0, 29.25)","(31.0, 80.0, 71.0)","(19.0, 28.0, 26.125)","(2.1, 2.26, 2.2541176470588233)","(21.0, 55.0, 50.666666666666664)","(26.0, 46.0, 40.0)","(41.0, 200.0, 168.33333333333334)","(11.0, 18.5, 18.295454545454547)","(3.8, 5.5, 5.414545454545455)","(4.4, 5.6, 5.5249999999999995)"
07-01-2023 11:35:59.687648,"(17.0, 30.0, 31.0)","(31.0, 80.0, 71.0)","(19.0, 28.0, 26.285714285714285)","(2.1, 2.26, 2.2387755102040816)","(21.0, 55.0, 49.2)","(26.0, 46.0, 40.0)","(41.0, 190.0, 181.42857142857142)","(11.0, 18.5, 18.3125)","(3.8, 5.5, 5.285416666666667)","(4.4, 5.6, 5.573684210526316)"
07-01-2023 11:36:01.069154,"(17.0, 32.0, 31.0)","(31.0, 80.0, 71.11111111111111)","(19.0, 28.0, 26.5)","(2.1, 2.26, 2.2295522388059705)","(21.0, 60.0, 54.0)","(26.0, 46.0, 40.0)","(41.0, 230.0, 173.33333333333331)","(11.0, 18.5, 18.454545454545453)","(3.8, 5.4, 5.377777777777778)","(4.4, 5.7, 5.479310344827586)"
07-01-2023 11:36:02.371667,"(17.0, 32.0, 31.0)","(31.0, 80.0, 71.11111111111111)","(19.0, 28.0, 26.8)","(2.1, 2.24, 2.246829268292683)","(21.0, 60.0, 48.0)","(26.0, 42.0, 41.0)","(41.0, 230.0, 120.0)","(11.0, 19.0, 18.53846153846154)","(3.8, 5.4, 5.412307692307692)","(4.4, 5.7, 5.481818181818182)"
07-01-2023 11:36:03.675010,"(17.0, 32.0, 30.666666666666668)","(31.0, 80.0, 72.0)","(19.0, 28.0, 26.285714285714285)","(2.1, 2.26, 2.2721428571428572)","(21.0, 60.0, 54.666666666666664)","(26.0, 42.0, 40.8)","(41.0, 230.0, 197.0)","(11.0, 19.0, 18.6)","(3.8, 5.5, 5.442682926829269)","(4.4, 5.7, 5.5285714285714285)"
07-01-2023 11:36:04.973484,"(17.0, 32.0, 30.666666666666668)","(31.0, 80.0, 72.0)","(19.0, 28.0, 26.285714285714285)","(2.1, 2.3, 2.2721428571428572)","(21.0, 60.0, 54.666666666666664)","(26.0, 42.0, 40.8)","(41.0, 230.0, 197.0)","(11.0, 19.0, 18.6)","(3.8, 5.5, 5.45982905982906)","(4.4, 5.7, 5.5285714285714285)"
07-01-2023 11:36:06.244093,"(17.0, 32.0, 30.666666666666668)","(31.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(2.1, 2.3, 2.248)","(21.0, 60.0, 54.666666666666664)","(26.0, 42.0, 44.0)","(41.0, 230.0, 197.0)","(11.0, 19.0, 18.53846153846154)","(3.8, 5.5, 5.459130434782609)","(4.4, 5.7, 5.515384615384615)"
07-01-2023 11:36:07.631628,"(19.0, 32.0, 28.818181818181817)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.264)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 44.0)","(41.0, 230.0, 120.0)","(12.0, 19.0, 18.53846153846154)","(3.9, 5.5, 5.459130434782609)","(4.4, 5.7, 5.515384615384615)"
07-01-2023 11:36:09.056678,"(19.0, 32.0, 27.916666666666668)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.253714285714286)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 42.666666666666664)","(41.0, 230.0, 120.0)","(12.0, 19.0, 18.53846153846154)","(3.9, 5.5, 5.459130434782609)","(4.4, 5.7, 5.515384615384615)"
07-01-2023 11:36:10.523990,"(19.0, 32.0, 27.692307692307693)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.253714285714286)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 42.666666666666664)","(41.0, 230.0, 120.0)","(12.0, 19.0, 18.6)","(3.9, 5.5, 5.459130434782609)","(4.4, 5.7, 5.515384615384615)"
07-01-2023 11:36:11.931973,"(19.0, 32.0, 29.09090909090909)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.2582608695652175)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 42.666666666666664)","(41.0, 230.0, 188.75)","(12.0, 19.0, 18.6)","(3.9, 5.5, 5.459130434782609)","(4.4, 5.7, 5.515384615384615)"
07-01-2023 11:36:13.293641,"(19.0, 32.0, 28.0)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.2582608695652175)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 42.666666666666664)","(41.0, 230.0, 188.75)","(12.0, 19.0, 18.6)","(3.9, 5.5, 5.459130434782609)","(4.4, 5.7, 5.558823529411765)"
07-01-2023 11:36:14.625274,"(19.0, 32.0, 28.0)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.2582608695652175)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 44.57142857142857)","(41.0, 230.0, 120.0)","(12.0, 19.0, 18.6)","(3.9, 5.5, 5.462096774193548)","(4.4, 5.7, 5.558823529411765)"
07-01-2023 11:36:16.054387,"(19.0, 32.0, 28.0)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.2582608695652175)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 44.57142857142857)","(41.0, 230.0, 120.0)","(12.0, 19.0, 18.6)","(3.9, 5.5, 5.528333333333333)","(4.4, 5.7, 5.558823529411765)"
07-01-2023 11:36:17.380223,"(18.0, 32.0, 28.0)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.2582608695652175)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 44.57142857142857)","(41.0, 230.0, 120.0)","(12.0, 19.0, 18.6)","(3.9, 5.6, 5.5376811594202895)","(4.4, 5.7, 5.558823529411765)"
07-01-2023 11:36:18.718930,"(18.0, 32.0, 28.0)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.2582608695652175)","(26.0, 60.0, 54.666666666666664)","(26.0, 46.0, 42.857142857142854)","(41.0, 230.0, 153.84615384615384)","(12.0, 19.0, 18.6)","(3.9, 5.6, 5.5376811594202895)","(4.4, 5.7, 5.558823529411765)"
07-01-2023 11:36:20.119097,"(18.0, 32.0, 28.0)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.244615384615385)","(26.0, 60.0, 54.666666666666664)","(26.0, 44.0, 42.4)","(41.0, 230.0, 153.84615384615384)","(12.0, 19.0, 18.6)","(3.9, 5.6, 5.5376811594202895)","(4.4, 5.7, 5.558823529411765)"
07-01-2023 11:36:21.492426,"(18.0, 32.0, 28.0)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.285714285714285)","(1.95, 2.3, 2.244615384615385)","(26.0, 60.0, 54.666666666666664)","(26.0, 44.0, 42.4)","(41.0, 230.0, 88.57142857142857)","(12.0, 19.0, 18.6)","(3.9, 5.6, 5.548192771084337)","(4.4, 5.7, 5.558823529411765)"
07-01-2023 11:36:22.832617,"(18.0, 32.0, 28.266666666666666)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.0)","(1.95, 2.3, 2.244615384615385)","(26.0, 60.0, 54.666666666666664)","(26.0, 44.0, 41.53846153846154)","(41.0, 230.0, 88.57142857142857)","(12.0, 19.0, 18.6)","(3.9, 5.6, 5.548192771084337)","(4.4, 5.7, 5.558823529411765)"
07-01-2023 11:36:24.252221,"(18.0, 32.0, 28.266666666666666)","(41.0, 80.0, 72.72727272727272)","(19.0, 28.0, 26.0)","(1.95, 2.3, 2.244615384615385)","(26.0, 60.0, 54.666666666666664)","(26.0, 42.0, 41.6)","(41.0, 230.0, 88.57142857142857)","(12.0, 19.0, 18.6)","(3.9, 5.6, 5.548192771084337)","(4.4, 5.7, 5.558823529411765)"
