,Keayang Shakenbake,Pennies Following,Keilah Nz,Royal Cadence,Chemical Reactor,Moneymakinmonkey,Mariahs Shadow
549,"[datetime.datetime(2022, 11, 28, 13, 16, 52, 691309), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 16, 52, 691309), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 16, 52, 691309), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 16, 52, 691309), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 16, 52, 691309), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 16, 52, 691309), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 16, 52, 691309), 21.0, 50.0]"
550,"[datetime.datetime(2022, 11, 28, 13, 16, 53, 861588), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 16, 53, 861588), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 16, 53, 861588), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 16, 53, 861588), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 16, 53, 861588), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 16, 53, 861588), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 16, 53, 861588), 21.0, 50.0]"
551,"[datetime.datetime(2022, 11, 28, 13, 16, 55, 26734), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 16, 55, 26734), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 16, 55, 26734), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 16, 55, 26734), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 16, 55, 26734), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 16, 55, 26734), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 16, 55, 26734), 21.0, 50.0]"
552,"[datetime.datetime(2022, 11, 28, 13, 16, 56, 190075), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 16, 56, 190075), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 16, 56, 190075), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 16, 56, 190075), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 16, 56, 190075), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 16, 56, 190075), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 16, 56, 190075), 21.0, 50.0]"
553,"[datetime.datetime(2022, 11, 28, 13, 16, 57, 350372), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 16, 57, 350372), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 16, 57, 350372), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 16, 57, 350372), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 16, 57, 350372), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 16, 57, 350372), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 16, 57, 350372), 21.0, 50.0]"
554,"[datetime.datetime(2022, 11, 28, 13, 16, 58, 522122), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 16, 58, 522122), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 16, 58, 522122), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 16, 58, 522122), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 16, 58, 522122), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 16, 58, 522122), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 16, 58, 522122), 21.0, 50.0]"
555,"[datetime.datetime(2022, 11, 28, 13, 16, 59, 699087), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 16, 59, 699087), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 16, 59, 699087), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 16, 59, 699087), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 16, 59, 699087), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 16, 59, 699087), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 16, 59, 699087), 21.0, 50.0]"
556,"[datetime.datetime(2022, 11, 28, 13, 17, 0, 865412), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 0, 865412), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 0, 865412), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 0, 865412), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 0, 865412), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 0, 865412), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 0, 865412), 21.0, 50.0]"
557,"[datetime.datetime(2022, 11, 28, 13, 17, 2, 24440), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 2, 24440), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 2, 24440), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 2, 24440), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 2, 24440), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 2, 24440), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 2, 24440), 21.0, 50.0]"
558,"[datetime.datetime(2022, 11, 28, 13, 17, 3, 181662), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 3, 181662), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 3, 181662), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 3, 181662), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 3, 181662), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 3, 181662), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 3, 181662), 21.0, 50.0]"
559,"[datetime.datetime(2022, 11, 28, 13, 17, 4, 345389), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 4, 345389), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 4, 345389), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 4, 345389), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 4, 345389), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 4, 345389), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 4, 345389), 21.0, 50.0]"
560,"[datetime.datetime(2022, 11, 28, 13, 17, 5, 511584), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 5, 511584), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 5, 511584), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 5, 511584), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 5, 511584), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 5, 511584), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 5, 511584), 21.0, 50.0]"
561,"[datetime.datetime(2022, 11, 28, 13, 17, 6, 678283), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 6, 678283), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 6, 678283), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 6, 678283), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 6, 678283), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 6, 678283), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 6, 678283), 21.0, 50.0]"
562,"[datetime.datetime(2022, 11, 28, 13, 17, 7, 836173), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 7, 836173), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 7, 836173), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 7, 836173), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 7, 836173), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 7, 836173), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 7, 836173), 21.0, 50.0]"
563,"[datetime.datetime(2022, 11, 28, 13, 17, 8, 992315), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 8, 992315), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 8, 992315), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 8, 992315), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 8, 992315), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 8, 992315), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 8, 992315), 21.0, 50.0]"
564,"[datetime.datetime(2022, 11, 28, 13, 17, 10, 161798), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 10, 161798), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 10, 161798), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 10, 161798), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 10, 161798), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 10, 161798), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 10, 161798), 21.0, 50.0]"
565,"[datetime.datetime(2022, 11, 28, 13, 17, 11, 330701), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 11, 330701), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 11, 330701), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 11, 330701), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 11, 330701), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 11, 330701), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 11, 330701), 21.0, 50.0]"
566,"[datetime.datetime(2022, 11, 28, 13, 17, 12, 500201), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 12, 500201), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 12, 500201), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 12, 500201), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 12, 500201), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 12, 500201), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 12, 500201), 21.0, 50.0]"
567,"[datetime.datetime(2022, 11, 28, 13, 17, 13, 667955), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 13, 667955), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 13, 667955), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 13, 667955), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 13, 667955), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 13, 667955), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 13, 667955), 21.0, 50.0]"
568,"[datetime.datetime(2022, 11, 28, 13, 17, 14, 826174), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 14, 826174), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 14, 826174), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 14, 826174), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 14, 826174), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 14, 826174), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 14, 826174), 21.0, 50.0]"
569,"[datetime.datetime(2022, 11, 28, 13, 17, 15, 994639), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 15, 994639), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 15, 994639), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 15, 994639), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 15, 994639), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 15, 994639), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 15, 994639), 21.0, 50.0]"
570,"[datetime.datetime(2022, 11, 28, 13, 17, 17, 164882), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 17, 164882), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 17, 164882), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 17, 164882), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 17, 164882), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 17, 164882), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 17, 164882), 21.0, 50.0]"
571,"[datetime.datetime(2022, 11, 28, 13, 17, 18, 332343), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 18, 332343), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 18, 332343), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 18, 332343), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 18, 332343), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 18, 332343), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 18, 332343), 21.0, 50.0]"
572,"[datetime.datetime(2022, 11, 28, 13, 17, 19, 496223), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 19, 496223), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 19, 496223), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 19, 496223), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 19, 496223), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 19, 496223), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 19, 496223), 21.0, 50.0]"
573,"[datetime.datetime(2022, 11, 28, 13, 17, 20, 660965), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 20, 660965), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 20, 660965), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 20, 660965), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 20, 660965), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 20, 660965), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 20, 660965), 21.0, 50.0]"
574,"[datetime.datetime(2022, 11, 28, 13, 17, 21, 826471), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 21, 826471), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 21, 826471), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 21, 826471), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 21, 826471), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 21, 826471), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 21, 826471), 21.0, 50.0]"
575,"[datetime.datetime(2022, 11, 28, 13, 17, 22, 991748), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 22, 991748), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 22, 991748), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 22, 991748), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 22, 991748), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 22, 991748), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 22, 991748), 21.0, 50.0]"
576,"[datetime.datetime(2022, 11, 28, 13, 17, 24, 158471), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 24, 158471), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 24, 158471), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 24, 158471), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 24, 158471), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 24, 158471), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 24, 158471), 21.0, 50.0]"
577,"[datetime.datetime(2022, 11, 28, 13, 17, 25, 319422), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 25, 319422), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 25, 319422), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 25, 319422), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 25, 319422), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 25, 319422), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 25, 319422), 21.0, 50.0]"
578,"[datetime.datetime(2022, 11, 28, 13, 17, 26, 486097), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 26, 486097), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 26, 486097), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 26, 486097), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 26, 486097), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 26, 486097), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 26, 486097), 21.0, 50.0]"
579,"[datetime.datetime(2022, 11, 28, 13, 17, 27, 649306), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 27, 649306), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 27, 649306), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 27, 649306), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 27, 649306), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 27, 649306), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 27, 649306), 21.0, 50.0]"
580,"[datetime.datetime(2022, 11, 28, 13, 17, 28, 812942), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 28, 812942), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 28, 812942), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 28, 812942), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 28, 812942), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 28, 812942), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 28, 812942), 21.0, 50.0]"
581,"[datetime.datetime(2022, 11, 28, 13, 17, 29, 977397), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 29, 977397), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 29, 977397), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 29, 977397), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 29, 977397), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 29, 977397), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 29, 977397), 21.0, 50.0]"
582,"[datetime.datetime(2022, 11, 28, 13, 17, 31, 139111), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 31, 139111), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 31, 139111), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 31, 139111), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 31, 139111), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 31, 139111), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 31, 139111), 21.0, 50.0]"
583,"[datetime.datetime(2022, 11, 28, 13, 17, 32, 299312), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 32, 300311), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 32, 300311), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 32, 300311), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 32, 300311), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 32, 300311), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 32, 300311), 21.0, 50.0]"
584,"[datetime.datetime(2022, 11, 28, 13, 17, 33, 464038), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 33, 464038), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 33, 464038), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 33, 464038), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 33, 464038), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 33, 464038), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 33, 464038), 21.0, 50.0]"
585,"[datetime.datetime(2022, 11, 28, 13, 17, 34, 629859), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 34, 629859), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 34, 629859), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 34, 629859), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 34, 629859), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 34, 629859), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 34, 629859), 21.0, 50.0]"
586,"[datetime.datetime(2022, 11, 28, 13, 17, 35, 791970), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 35, 791970), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 35, 791970), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 35, 791970), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 35, 791970), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 35, 791970), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 35, 791970), 21.0, 50.0]"
587,"[datetime.datetime(2022, 11, 28, 13, 17, 36, 952403), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 36, 952403), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 36, 952403), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 36, 952403), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 36, 952403), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 36, 952403), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 36, 952403), 21.0, 50.0]"
588,"[datetime.datetime(2022, 11, 28, 13, 17, 38, 112884), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 38, 112884), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 38, 112884), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 38, 112884), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 38, 112884), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 38, 112884), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 38, 112884), 21.0, 50.0]"
589,"[datetime.datetime(2022, 11, 28, 13, 17, 39, 274562), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 39, 274562), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 39, 274562), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 39, 274562), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 39, 274562), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 39, 274562), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 39, 274562), 21.0, 50.0]"
590,"[datetime.datetime(2022, 11, 28, 13, 17, 40, 439228), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 40, 439228), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 40, 439228), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 40, 439228), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 40, 439228), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 40, 439228), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 40, 439228), 21.0, 50.0]"
591,"[datetime.datetime(2022, 11, 28, 13, 17, 41, 602310), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 41, 602310), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 41, 602310), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 41, 602310), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 41, 602310), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 41, 602310), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 41, 602310), 21.0, 50.0]"
592,"[datetime.datetime(2022, 11, 28, 13, 17, 42, 765699), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 42, 765699), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 42, 765699), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 42, 765699), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 42, 765699), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 42, 765699), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 42, 765699), 21.0, 50.0]"
593,"[datetime.datetime(2022, 11, 28, 13, 17, 43, 926190), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 43, 926190), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 43, 926190), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 43, 926190), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 43, 926190), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 43, 926190), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 43, 926190), 21.0, 50.0]"
594,"[datetime.datetime(2022, 11, 28, 13, 17, 45, 90756), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 17, 45, 90756), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 13, 17, 45, 90756), 3.6, 99999]","[datetime.datetime(2022, 11, 28, 13, 17, 45, 90756), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 13, 17, 45, 90756), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 13, 17, 45, 90756), 1.7, 2.56]","[datetime.datetime(2022, 11, 28, 13, 17, 45, 90756), 21.0, 50.0]"
