,Sabreur Nz,Animal,Mr Kiwi Nz,Secret Operation,Bee Gees Bandit,Clarenden Envoy
526,"[datetime.datetime(2022, 11, 28, 13, 53, 37, 166384), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 37, 166384), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 37, 166384), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 37, 166384), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 37, 166384), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 37, 166384), 3.4, 5.6]"
527,"[datetime.datetime(2022, 11, 28, 13, 53, 38, 301364), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 38, 301364), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 38, 301364), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 38, 301364), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 38, 301364), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 38, 301364), 3.4, 5.6]"
528,"[datetime.datetime(2022, 11, 28, 13, 53, 39, 440845), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 39, 440845), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 39, 440845), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 39, 440845), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 39, 440845), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 39, 440845), 3.4, 5.6]"
529,"[datetime.datetime(2022, 11, 28, 13, 53, 40, 583585), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 40, 583585), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 40, 583585), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 40, 583585), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 40, 583585), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 40, 583585), 3.4, 5.6]"
530,"[datetime.datetime(2022, 11, 28, 13, 53, 41, 718193), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 41, 718193), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 41, 718193), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 41, 718193), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 41, 718193), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 41, 718193), 3.4, 5.6]"
531,"[datetime.datetime(2022, 11, 28, 13, 53, 42, 859142), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 42, 859142), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 42, 859142), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 42, 859142), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 42, 859142), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 42, 859142), 3.4, 5.6]"
532,"[datetime.datetime(2022, 11, 28, 13, 53, 43, 994154), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 43, 994154), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 43, 994154), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 43, 994154), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 43, 994154), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 43, 994154), 3.4, 5.6]"
533,"[datetime.datetime(2022, 11, 28, 13, 53, 45, 128544), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 45, 128544), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 45, 128544), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 45, 128544), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 45, 128544), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 45, 128544), 3.4, 5.6]"
534,"[datetime.datetime(2022, 11, 28, 13, 53, 46, 274559), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 46, 274559), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 46, 274559), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 46, 274559), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 46, 274559), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 46, 274559), 3.4, 5.6]"
535,"[datetime.datetime(2022, 11, 28, 13, 53, 47, 411186), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 47, 411186), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 47, 411186), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 47, 411186), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 47, 411186), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 47, 411186), 3.4, 5.6]"
536,"[datetime.datetime(2022, 11, 28, 13, 53, 48, 552384), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 48, 552384), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 48, 552384), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 48, 552384), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 48, 552384), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 48, 552384), 3.4, 5.6]"
537,"[datetime.datetime(2022, 11, 28, 13, 53, 49, 695999), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 49, 695999), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 49, 695999), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 49, 695999), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 49, 695999), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 49, 695999), 3.4, 5.6]"
538,"[datetime.datetime(2022, 11, 28, 13, 53, 50, 829524), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 50, 829524), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 50, 829524), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 50, 829524), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 50, 829524), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 50, 829524), 3.4, 5.6]"
539,"[datetime.datetime(2022, 11, 28, 13, 53, 51, 966860), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 51, 966860), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 51, 966860), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 51, 966860), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 51, 966860), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 51, 966860), 3.4, 5.6]"
540,"[datetime.datetime(2022, 11, 28, 13, 53, 53, 108293), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 53, 108293), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 53, 108293), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 53, 108293), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 53, 108293), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 53, 108293), 3.4, 5.6]"
541,"[datetime.datetime(2022, 11, 28, 13, 53, 54, 246722), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 54, 246722), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 54, 246722), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 54, 246722), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 54, 246722), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 54, 246722), 3.4, 5.6]"
542,"[datetime.datetime(2022, 11, 28, 13, 53, 55, 385390), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 55, 385390), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 55, 385390), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 55, 385390), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 55, 385390), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 55, 385390), 3.4, 5.6]"
543,"[datetime.datetime(2022, 11, 28, 13, 53, 56, 528226), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 56, 528226), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 56, 528226), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 56, 528226), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 56, 528226), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 56, 528226), 3.4, 5.6]"
544,"[datetime.datetime(2022, 11, 28, 13, 53, 57, 659826), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 57, 659826), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 57, 659826), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 57, 659826), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 57, 659826), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 57, 659826), 3.4, 5.6]"
545,"[datetime.datetime(2022, 11, 28, 13, 53, 58, 796019), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 58, 796019), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 58, 796019), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 58, 796019), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 58, 796019), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 58, 796019), 3.4, 5.6]"
546,"[datetime.datetime(2022, 11, 28, 13, 53, 59, 934669), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 59, 934669), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 53, 59, 934669), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 53, 59, 934669), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 53, 59, 934669), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 53, 59, 934669), 3.4, 5.6]"
547,"[datetime.datetime(2022, 11, 28, 13, 54, 1, 72378), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 1, 72378), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 1, 72378), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 1, 72378), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 1, 72378), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 1, 72378), 3.4, 5.6]"
548,"[datetime.datetime(2022, 11, 28, 13, 54, 2, 224556), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 2, 224556), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 2, 224556), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 2, 224556), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 2, 224556), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 2, 224556), 3.4, 5.6]"
549,"[datetime.datetime(2022, 11, 28, 13, 54, 3, 360112), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 3, 360112), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 3, 360112), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 3, 360112), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 3, 360112), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 3, 360112), 3.4, 5.6]"
550,"[datetime.datetime(2022, 11, 28, 13, 54, 4, 504107), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 4, 504107), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 4, 504107), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 4, 504107), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 4, 504107), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 4, 504107), 3.4, 5.6]"
551,"[datetime.datetime(2022, 11, 28, 13, 54, 5, 645817), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 5, 645817), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 5, 645817), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 5, 645817), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 5, 645817), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 5, 645817), 3.4, 5.6]"
552,"[datetime.datetime(2022, 11, 28, 13, 54, 6, 782243), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 6, 782243), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 6, 782243), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 6, 782243), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 6, 782243), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 6, 782243), 3.4, 5.6]"
553,"[datetime.datetime(2022, 11, 28, 13, 54, 7, 919938), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 7, 919938), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 7, 919938), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 7, 919938), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 7, 919938), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 7, 919938), 3.4, 5.6]"
554,"[datetime.datetime(2022, 11, 28, 13, 54, 9, 74296), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 9, 74296), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 9, 74296), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 9, 74296), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 9, 74296), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 9, 74296), 3.4, 5.6]"
555,"[datetime.datetime(2022, 11, 28, 13, 54, 10, 212365), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 10, 212365), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 10, 212365), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 10, 212365), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 10, 212365), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 10, 212365), 3.4, 5.6]"
556,"[datetime.datetime(2022, 11, 28, 13, 54, 11, 354244), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 11, 354244), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 11, 354244), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 11, 354244), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 11, 354244), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 11, 354244), 3.4, 5.6]"
557,"[datetime.datetime(2022, 11, 28, 13, 54, 12, 497402), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 12, 497402), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 12, 497402), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 12, 497402), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 12, 497402), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 12, 497402), 3.4, 5.6]"
558,"[datetime.datetime(2022, 11, 28, 13, 54, 13, 633221), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 13, 633221), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 13, 633221), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 13, 633221), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 13, 633221), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 13, 633221), 3.4, 5.6]"
559,"[datetime.datetime(2022, 11, 28, 13, 54, 14, 776170), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 14, 776170), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 14, 776170), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 14, 776170), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 14, 776170), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 14, 776170), 3.4, 5.6]"
560,"[datetime.datetime(2022, 11, 28, 13, 54, 15, 918638), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 15, 918638), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 15, 918638), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 15, 918638), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 15, 918638), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 15, 918638), 3.4, 5.6]"
561,"[datetime.datetime(2022, 11, 28, 13, 54, 17, 53591), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 17, 53591), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 17, 53591), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 17, 53591), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 17, 53591), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 17, 53591), 3.4, 5.6]"
562,"[datetime.datetime(2022, 11, 28, 13, 54, 18, 204959), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 18, 204959), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 18, 204959), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 18, 204959), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 18, 204959), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 18, 204959), 3.4, 5.6]"
563,"[datetime.datetime(2022, 11, 28, 13, 54, 19, 375403), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 19, 375403), 2.2, 3.0]","[datetime.datetime(2022, 11, 28, 13, 54, 19, 375403), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 19, 375403), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 19, 375403), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 19, 375403), 3.4, 5.6]"
564,"[datetime.datetime(2022, 11, 28, 13, 54, 20, 536555), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 20, 536555), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 20, 536555), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 20, 536555), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 13, 54, 20, 536555), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 13, 54, 20, 536555), 3.4, 5.6]"
565,"[datetime.datetime(2022, 11, 28, 13, 54, 21, 700246), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 21, 700246), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 21, 700246), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 21, 700246), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 21, 700246), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 21, 700246), 3.4, 5.5]"
566,"[datetime.datetime(2022, 11, 28, 13, 54, 22, 854089), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 22, 854089), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 22, 854089), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 22, 854089), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 22, 854089), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 22, 854089), 3.4, 5.5]"
567,"[datetime.datetime(2022, 11, 28, 13, 54, 23, 992663), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 23, 992663), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 23, 992663), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 23, 992663), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 23, 992663), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 23, 992663), 3.4, 5.5]"
568,"[datetime.datetime(2022, 11, 28, 13, 54, 25, 137067), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 25, 137067), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 25, 137067), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 25, 137067), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 25, 137067), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 25, 137067), 3.4, 5.5]"
569,"[datetime.datetime(2022, 11, 28, 13, 54, 26, 287300), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 26, 288300), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 26, 288300), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 26, 288300), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 26, 288300), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 26, 288300), 3.4, 5.5]"
570,"[datetime.datetime(2022, 11, 28, 13, 54, 27, 424106), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 27, 424106), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 27, 424106), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 27, 424106), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 27, 424106), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 27, 424106), 3.4, 5.5]"
571,"[datetime.datetime(2022, 11, 28, 13, 54, 28, 567501), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 28, 567501), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 28, 567501), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 28, 567501), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 28, 567501), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 28, 567501), 3.4, 5.5]"
572,"[datetime.datetime(2022, 11, 28, 13, 54, 29, 706596), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 29, 706596), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 29, 706596), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 29, 706596), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 29, 706596), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 29, 706596), 3.4, 5.5]"
573,"[datetime.datetime(2022, 11, 28, 13, 54, 30, 842799), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 30, 842799), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 30, 842799), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 30, 842799), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 30, 842799), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 30, 842799), 3.4, 5.5]"
574,"[datetime.datetime(2022, 11, 28, 13, 54, 31, 985285), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 31, 985285), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 31, 985285), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 31, 985285), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 31, 985285), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 31, 985285), 3.4, 5.5]"
575,"[datetime.datetime(2022, 11, 28, 13, 54, 33, 120094), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 33, 120094), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 33, 120094), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 33, 120094), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 33, 120094), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 33, 120094), 3.4, 5.5]"
576,"[datetime.datetime(2022, 11, 28, 13, 54, 34, 258317), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 34, 258317), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 34, 258317), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 34, 258317), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 34, 258317), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 34, 258317), 3.4, 5.5]"
577,"[datetime.datetime(2022, 11, 28, 13, 54, 35, 403708), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 35, 403708), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 35, 403708), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 35, 403708), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 35, 403708), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 35, 403708), 3.4, 5.5]"
578,"[datetime.datetime(2022, 11, 28, 13, 54, 36, 539263), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 36, 539263), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 36, 539263), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 36, 539263), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 36, 539263), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 36, 539263), 3.4, 5.5]"
579,"[datetime.datetime(2022, 11, 28, 13, 54, 37, 678607), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 37, 678607), 2.2, 2.98]","[datetime.datetime(2022, 11, 28, 13, 54, 37, 678607), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 13, 54, 37, 678607), 2.6, 4.0]","[datetime.datetime(2022, 11, 28, 13, 54, 37, 678607), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 13, 54, 37, 678607), 3.4, 5.5]"
