,My Girl Mandy,Shakatie,Our Ruby Rose,Crossed Legs,Beyonski,Jet Force,Wild About Town,Jelignite Jack,Teachers Pet
12-01-2023 15:41:35.255128,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:36.609545,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:38.009203,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:39.247286,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:40.534000,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:41.831987,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:43.162694,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:44.399438,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:45.708258,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:46.960127,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 36.83333333333333)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:48.147491,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:49.687125,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:51.009708,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:52.378225,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:53.763687,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:55.104398,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:56.454489,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:57.756438,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:41:59.010331,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:00.316890,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:01.795271,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:03.178918,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:04.838242,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:06.487210,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:07.929500,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:09.296062,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:10.618963,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:11.865541,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:13.142583,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:14.439042,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:15.785577,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:17.181623,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:18.580695,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:20.024109,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:21.344365,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:22.572745,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:23.783039,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:25.051205,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:26.324197,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:27.763517,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:29.312739,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:30.682979,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:32.193584,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:33.653918,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:35.059093,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:36.612165,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:38.099239,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:39.339225,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:40.593554,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:41.860252,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:43.202783,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:44.500516,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:45.779091,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:46.954566,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:48.119073,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:49.505518,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:50.776856,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:52.033189,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:53.253573,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:54.478145,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:55.752800,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:56.958532,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:58.207905,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:42:59.345487,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:43:00.516827,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:43:01.741458,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.15)","(11.0, 19.0, 15.25)","(8.0, 13.0, 10.4)","(21.0, 46.0, 27.0)","(6.0, 10.0, 9.35)","(31.0, 80.0, 48.0)","(7.0, 11.0, 10.272727272727273)","(3.2, 4.8, 4.365)"
12-01-2023 15:43:02.964677,"(14.0, 29.0, 19.0)","(3.1, 4.5, 4.163636363636364)","(11.0, 19.0, 15.0)","(8.0, 13.0, 10.15)","(21.0, 46.0, 26.333333333333336)","(6.0, 10.0, 9.457142857142857)","(31.0, 80.0, 56.0)","(7.0, 11.0, 9.863636363636363)","(3.2, 4.8, 4.4)"
12-01-2023 15:43:04.208138,"(14.0, 28.0, 18.666666666666668)","(3.1, 4.4, 4.075)","(11.0, 18.5, 16.5)","(8.0, 12.5, 11.266666666666666)","(21.0, 44.0, 31.75)","(6.0, 9.8, 9.457142857142857)","(31.0, 80.0, 69.33333333333333)","(7.0, 10.5, 9.863636363636363)","(3.2, 4.7, 4.4)"
12-01-2023 15:43:05.460984,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 9.8, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 10.5, 10.6)","(3.2, 4.7, 4.477777777777778)"
12-01-2023 15:43:06.766858,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:08.144567,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:09.390252,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:10.560716,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:11.730526,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:12.964968,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:14.193364,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:15.410127,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:16.712459,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:17.938276,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:19.140361,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:20.351886,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
12-01-2023 15:43:21.603708,"(14.0, 30.0, 19.333333333333332)","(3.1, 4.5, 4.15)","(11.0, 19.0, 16.5)","(8.0, 13.0, 11.266666666666666)","(21.0, 46.0, 31.75)","(6.0, 10.5, 9.466666666666667)","(31.0, 80.0, 69.33333333333333)","(7.0, 11.0, 10.6)","(3.2, 4.8, 4.477777777777778)"
