,Colden Mandella,Yallaroo,Mepunga Robyn,Carry On Jack,Escape Way,Lily Luna Potter,Pick Star,Moraine Chloe
07-01-2023 16:59:01.372143,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.886666666666667)","(2.9, 3.05, 2.9059999999999997)","(11.0, 13.0, 11.96875)","(7.5, 11.0, 9.133333333333333)","(71.0, 160.0, 101.66666666666667)","(4.4, 6.2, 5.428571428571429)","(91.0, 550.0, 255.78947368421052)"
07-01-2023 16:59:02.387071,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.976923076923077)","(2.9, 3.05, 2.9059999999999997)","(11.0, 13.0, 11.96875)","(7.5, 11.0, 9.133333333333333)","(71.0, 160.0, 101.66666666666667)","(4.4, 6.2, 5.428571428571429)","(91.0, 550.0, 281.25)"
07-01-2023 16:59:03.376748,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.788888888888889)","(2.9, 3.05, 2.9059999999999997)","(11.0, 13.0, 11.96875)","(7.5, 11.0, 9.133333333333333)","(71.0, 160.0, 102.0)","(4.4, 6.2, 5.428571428571429)","(91.0, 550.0, 263.33333333333337)"
07-01-2023 16:59:04.451274,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.788888888888889)","(2.9, 3.05, 3.00125)","(11.0, 13.0, 11.96875)","(7.5, 11.0, 9.133333333333333)","(71.0, 150.0, 98.33333333333333)","(4.4, 6.2, 5.428571428571429)","(91.0, 550.0, 263.33333333333337)"
07-01-2023 16:59:05.496481,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.74)","(2.9, 3.05, 3.00125)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 140.0, 95.0)","(4.4, 6.2, 5.428571428571429)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:06.552568,"(3.7, 8.6, 8.45)","(4.6, 6.4, 5.638461538461539)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 140.0, 98.0)","(4.4, 6.2, 5.74)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:07.592993,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.539130434782608)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 130.0, 94.44444444444444)","(4.4, 6.4, 5.8133333333333335)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:08.640220,"(3.7, 8.6, 8.3)","(4.6, 6.4, 5.903448275862069)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 130.0, 94.44444444444444)","(4.4, 6.4, 5.969565217391304)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:09.793080,"(3.7, 9.2, 8.446153846153846)","(4.6, 6.4, 5.539130434782608)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 130.0, 105.0)","(4.4, 6.4, 6.2877551020408164)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:10.865658,"(3.7, 9.2, 8.266666666666666)","(4.6, 6.4, 5.6000000000000005)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 120.0, 105.0)","(4.4, 6.4, 6.249019607843137)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:11.863923,"(3.7, 9.2, 8.266666666666666)","(4.6, 6.2, 5.523076923076923)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 120.0, 105.0)","(4.4, 6.4, 6.249019607843137)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:12.841260,"(3.7, 9.2, 8.0)","(4.6, 6.2, 5.523076923076923)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 120.0, 94.28571428571429)","(4.4, 6.4, 6.249019607843137)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:13.802601,"(3.7, 9.0, 7.984615384615385)","(4.6, 6.2, 5.523076923076923)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 120.0, 92.72727272727273)","(4.4, 6.4, 6.249019607843137)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:14.819729,"(3.7, 9.0, 7.95)","(4.6, 6.2, 5.523076923076923)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 96.66666666666667)","(4.4, 6.4, 6.249019607843137)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:15.951076,"(3.7, 9.0, 7.95)","(4.6, 6.2, 5.523076923076923)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 92.85714285714286)","(4.4, 6.4, 6.251923076923077)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:16.886601,"(3.7, 9.0, 7.95)","(4.6, 6.2, 5.523076923076923)","(2.9, 3.05, 3.0151785714285713)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 92.85714285714286)","(4.4, 6.4, 6.353191489361702)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:17.817871,"(3.7, 9.0, 7.95)","(4.6, 6.0, 5.571428571428572)","(2.9, 3.05, 2.9427499999999998)","(11.0, 13.0, 12.175)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 92.85714285714286)","(4.4, 6.4, 6.353191489361702)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:18.762929,"(3.7, 9.0, 7.95)","(4.6, 6.0, 5.5200000000000005)","(2.9, 3.05, 2.9255319148936167)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 92.85714285714286)","(4.4, 6.4, 6.353191489361702)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:19.764865,"(3.7, 9.0, 7.95)","(4.6, 6.0, 5.5200000000000005)","(2.9, 3.05, 2.9170454545454545)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 91.17647058823529)","(4.4, 6.4, 6.2)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:20.795991,"(3.7, 9.0, 7.95)","(4.6, 6.0, 5.5200000000000005)","(2.9, 3.05, 2.9170454545454545)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 91.17647058823529)","(4.4, 6.4, 6.355555555555556)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:21.914433,"(3.7, 9.0, 7.95)","(4.6, 6.0, 5.5200000000000005)","(2.9, 3.05, 2.9170454545454545)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 91.17647058823529)","(4.4, 6.4, 6.2)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:22.956627,"(3.7, 9.0, 7.95)","(4.6, 6.0, 5.5200000000000005)","(2.9, 3.05, 2.9170454545454545)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 91.17647058823529)","(4.4, 6.4, 6.2)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:23.928651,"(3.7, 9.0, 7.95)","(4.6, 6.0, 5.5200000000000005)","(2.9, 3.05, 2.9170454545454545)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 91.17647058823529)","(4.4, 6.4, 6.3500000000000005)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:24.898551,"(3.7, 9.0, 7.95)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9170454545454545)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 91.17647058823529)","(4.4, 6.4, 5.933333333333334)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:26.173347,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 91.17647058823529)","(4.4, 6.4, 5.933333333333334)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:27.397135,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 77.05882352941177)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:28.458345,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 76.94444444444444)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:29.651438,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 76.94444444444444)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:30.784330,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 110.0, 83.33333333333333)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:31.902666,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 83.33333333333333)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:32.905576,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 83.33333333333333)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:33.873329,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 83.33333333333333)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:34.881687,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9166666666666665)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 89.23076923076923)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:35.920627,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9223404255319148)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:36.914643,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9223404255319148)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:37.908850,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9223404255319148)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 5.963636363636364)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:39.015578,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9223404255319148)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 6.030769230769231)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:40.046954,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9223404255319148)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 6.030769230769231)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:41.037557,"(3.7, 9.0, 7.933333333333334)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:42.024878,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:43.019738,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:44.131176,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:45.224858,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 81.33333333333334)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:46.351421,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 83.84615384615384)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:47.401668,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 100.0, 91.25)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:48.595168,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 91.25)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:49.719796,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 91.25)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:50.948570,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.6000000000000005)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 91.25)","(4.4, 6.4, 6.273684210526316)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:52.356411,"(3.7, 9.0, 8.066666666666666)","(4.6, 6.0, 5.523076923076923)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 80.0)","(4.4, 6.4, 6.1375)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:53.487291,"(3.7, 9.0, 8.533333333333333)","(4.6, 5.8, 5.472727272727273)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 80.0)","(4.4, 6.4, 6.1375)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:54.687041,"(3.7, 9.0, 8.533333333333333)","(4.6, 5.8, 5.472727272727273)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 80.0)","(4.4, 6.4, 6.1375)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:55.895580,"(3.7, 9.0, 8.533333333333333)","(4.6, 5.8, 5.472727272727273)","(2.9, 3.05, 2.9214285714285713)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 80.0)","(4.4, 6.4, 6.072727272727272)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:57.224613,"(3.7, 9.0, 8.533333333333333)","(4.6, 5.8, 5.472727272727273)","(2.9, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 80.0)","(4.4, 6.4, 6.072727272727272)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:58.542083,"(3.7, 9.0, 8.533333333333333)","(4.6, 5.8, 5.472727272727273)","(2.9, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 80.0)","(4.4, 6.4, 6.072727272727272)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 16:59:59.857104,"(3.7, 9.0, 8.533333333333333)","(4.6, 5.8, 5.472727272727273)","(2.9, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 79.0)","(4.4, 6.4, 6.072727272727272)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:01.105021,"(3.7, 9.0, 8.533333333333333)","(4.6, 5.8, 5.472727272727273)","(2.9, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 95.0, 86.875)","(4.4, 6.4, 6.072727272727272)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:02.262938,"(3.7, 9.0, 8.377777777777776)","(4.6, 5.8, 5.472727272727273)","(2.9, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.133333333333333)","(71.0, 90.0, 86.875)","(4.4, 6.4, 6.072727272727272)","(91.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:03.342429,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.090909090909092)","(71.0, 90.0, 79.58333333333333)","(4.4, 6.4, 6.072727272727272)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:04.399438,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 11.0, 9.2)","(71.0, 90.0, 79.58333333333333)","(4.4, 6.4, 6.175)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:05.582507,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 10.0, 8.7)","(71.0, 90.0, 79.58333333333333)","(4.4, 6.4, 6.175)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:06.731445,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 10.0, 8.7)","(71.0, 90.0, 79.58333333333333)","(4.4, 6.4, 6.2615384615384615)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:07.924050,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 10.0, 9.272)","(71.0, 90.0, 76.66666666666667)","(4.4, 6.4, 6.2615384615384615)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:09.068314,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 10.0, 8.988888888888889)","(71.0, 90.0, 76.66666666666667)","(4.4, 6.4, 6.2615384615384615)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:10.239861,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 10.0, 8.799999999999999)","(71.0, 90.0, 76.66666666666667)","(4.4, 6.4, 6.266666666666667)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:11.542846,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 12.029411764705882)","(7.5, 10.0, 8.799999999999999)","(71.0, 90.0, 76.66666666666667)","(4.4, 6.4, 6.266666666666667)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:12.735821,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.95)","(7.5, 10.0, 8.91578947368421)","(71.0, 90.0, 76.66666666666667)","(4.4, 6.4, 6.266666666666667)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:14.310029,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.8, 8.872727272727273)","(71.0, 90.0, 76.66666666666667)","(4.4, 6.4, 6.266666666666667)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:15.775745,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.8, 8.757894736842106)","(71.0, 90.0, 77.5)","(4.4, 6.4, 6.266666666666667)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:17.268690,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.8, 8.933333333333334)","(71.0, 90.0, 77.5)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:18.313515,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.472727272727273)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.6, 8.661538461538461)","(71.0, 90.0, 77.5)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:19.417310,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.9305555555555554)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.575)","(71.0, 90.0, 77.5)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:20.545308,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.7)","(71.0, 90.0, 77.5)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:21.571635,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.7)","(71.0, 90.0, 77.5)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:22.660494,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 77.5)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:23.718234,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 77.5)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:24.770442,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 76.66666666666667)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:25.762680,"(3.8, 9.0, 8.461538461538462)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 76.66666666666667)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:26.861716,"(3.8, 9.0, 8.066666666666666)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:27.982970,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.712121212121213)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
07-01-2023 17:00:29.060391,"(3.8, 9.0, 8.236363636363636)","(4.6, 5.8, 5.461538461538462)","(2.8, 3.05, 2.921)","(11.0, 13.0, 11.454545454545455)","(7.5, 9.4, 8.430769230769231)","(71.0, 90.0, 80.9090909090909)","(4.4, 6.4, 6.236363636363636)","(101.0, 550.0, 302.94117647058823)"
