,Maxs Magic,Super Keen,Winlock Apples,Monkey Paw,Als Holiday,Skylah,Winlock One Out
05-01-2023 15:18:30.105101,"(3.0, 4.1, 3.871428571428571)","(2.8, 4.1, 3.5749999999999997)","(11.0, 30.0, 27.0)","(3.0, 3.7, 3.3464285714285715)","(61.0, 190.0, 96.66666666666666)","(17.0, 65.0, 47.5)","(10.0, 17.5, 18.5)"
05-01-2023 15:18:31.215780,"(3.0, 4.1, 3.8)","(2.8, 4.0, 3.525)","(11.0, 32.0, 25.529411764705884)","(3.0, 3.7, 3.3464285714285715)","(61.0, 190.0, 96.66666666666666)","(17.0, 65.0, 37.5)","(10.0, 19.5, 17.46551724137931)"
05-01-2023 15:18:32.475435,"(3.0, 4.1, 3.8)","(2.8, 4.0, 3.525)","(11.0, 32.0, 25.529411764705884)","(3.0, 3.7, 3.3823529411764706)","(61.0, 190.0, 96.66666666666666)","(17.0, 65.0, 37.5)","(10.0, 18.5, 17.46551724137931)"
05-01-2023 15:18:33.629402,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 25.529411764705884)","(3.0, 3.7, 3.4000000000000004)","(61.0, 190.0, 76.0)","(17.0, 65.0, 46.666666666666664)","(10.0, 18.5, 15.75)"
05-01-2023 15:18:34.778377,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 24.857142857142858)","(3.0, 3.7, 3.4000000000000004)","(61.0, 180.0, 115.0)","(17.0, 65.0, 46.666666666666664)","(10.0, 18.5, 16.0)"
05-01-2023 15:18:35.741218,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 24.857142857142858)","(3.0, 3.7, 3.4000000000000004)","(61.0, 180.0, 82.5)","(17.0, 65.0, 46.666666666666664)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:36.831347,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.7, 3.4000000000000004)","(61.0, 180.0, 68.57142857142857)","(17.0, 65.0, 46.666666666666664)","(10.0, 18.5, 18.57142857142857)"
05-01-2023 15:18:37.821717,"(3.0, 4.1, 3.3666666666666667)","(2.8, 4.2, 3.816666666666667)","(11.0, 32.0, 27.0)","(3.0, 3.7, 3.4000000000000004)","(61.0, 180.0, 68.57142857142857)","(17.0, 65.0, 46.666666666666664)","(10.0, 19.5, 18.57142857142857)"
05-01-2023 15:18:39.035023,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.7, 3.284615384615385)","(61.0, 180.0, 80.0)","(17.0, 65.0, 46.666666666666664)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:40.085502,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.7, 3.3464285714285715)","(61.0, 170.0, 105.0)","(17.0, 65.0, 46.666666666666664)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:41.224288,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.7, 3.4525)","(61.0, 160.0, 86.66666666666666)","(17.0, 65.0, 77.42857142857143)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:42.414108,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.7, 3.4525)","(61.0, 160.0, 86.66666666666666)","(17.0, 85.0, 77.42857142857143)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:43.701324,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.7, 3.37)","(61.0, 160.0, 86.66666666666666)","(17.0, 85.0, 63.63636363636363)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:44.896913,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.7, 3.325)","(61.0, 160.0, 86.66666666666666)","(17.0, 90.0, 64.25)","(10.0, 18.5, 18.57142857142857)"
05-01-2023 15:18:46.005159,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.65, 3.381818181818182)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 47.666666666666664)","(10.0, 19.5, 17.551724137931032)"
05-01-2023 15:18:47.183653,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.381818181818182)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 47.666666666666664)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:48.470984,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.381818181818182)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 47.666666666666664)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:49.646038,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.381818181818182)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:50.728785,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.381818181818182)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:51.733101,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.381818181818182)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 18.57142857142857)"
05-01-2023 15:18:52.825328,"(3.0, 4.1, 3.3666666666666667)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.381818181818182)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 58.599999999999994)","(10.0, 19.5, 17.551724137931032)"
05-01-2023 15:18:54.015753,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.257142857142857)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:55.277056,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.257142857142857)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:56.383666,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.5749999999999997)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.257142857142857)","(61.0, 160.0, 86.66666666666666)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:57.601259,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.5749999999999997)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.375)","(61.0, 150.0, 83.33333333333334)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:18:58.794522,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.5749999999999997)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.381818181818182)","(61.0, 150.0, 83.33333333333334)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:00.022308,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.381818181818182)","(61.0, 150.0, 83.33333333333334)","(17.0, 75.0, 58.599999999999994)","(10.0, 18.5, 17.714285714285715)"
05-01-2023 15:19:01.247768,"(3.0, 4.1, 3.3666666666666667)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.3600000000000003)","(61.0, 150.0, 83.33333333333334)","(17.0, 75.0, 54.5)","(10.0, 19.5, 17.551724137931032)"
05-01-2023 15:19:02.390491,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.3600000000000003)","(61.0, 150.0, 83.33333333333334)","(17.0, 75.0, 54.5)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:03.543684,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.3600000000000003)","(61.0, 150.0, 83.33333333333334)","(17.0, 75.0, 54.5)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:04.750962,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.3499999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.5)","(61.0, 150.0, 83.33333333333334)","(17.0, 70.0, 55.6)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:06.064443,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.625)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.533333333333333)","(61.0, 150.0, 83.33333333333334)","(17.0, 70.0, 55.6)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:07.252651,"(3.0, 4.1, 3.8)","(2.8, 4.2, 3.625)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.533333333333333)","(61.0, 150.0, 83.33333333333334)","(17.0, 70.0, 55.6)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:08.552117,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.2249999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.533333333333333)","(61.0, 150.0, 83.33333333333334)","(17.0, 70.0, 55.6)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:09.902910,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.2249999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.533333333333333)","(61.0, 150.0, 83.33333333333334)","(17.0, 70.0, 55.6)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:11.440456,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.2249999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.533333333333333)","(61.0, 150.0, 83.33333333333334)","(17.0, 70.0, 55.6)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:12.764913,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.2249999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.5)","(61.0, 150.0, 83.33333333333334)","(17.0, 70.0, 55.6)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:14.013505,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.2249999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.5)","(61.0, 150.0, 83.33333333333334)","(17.0, 70.0, 55.6)","(10.0, 18.5, 18.57142857142857)"
05-01-2023 15:19:15.234338,"(3.0, 4.1, 3.3666666666666667)","(2.8, 4.1, 3.2249999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.85)","(61.0, 150.0, 68.0)","(17.0, 70.0, 43.81818181818182)","(10.0, 19.5, 17.551724137931032)"
05-01-2023 15:19:16.515402,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.2249999999999996)","(11.0, 32.0, 27.0)","(3.0, 3.95, 3.85)","(61.0, 140.0, 68.0)","(17.0, 70.0, 43.81818181818182)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:17.941241,"(3.0, 4.1, 3.8)","(2.8, 4.0, 3.2399999999999998)","(11.0, 32.0, 27.0)","(3.0, 3.95, 3.75)","(61.0, 140.0, 68.0)","(17.0, 70.0, 43.81818181818182)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:19.413018,"(3.0, 4.1, 3.8)","(2.8, 3.95, 3.35)","(11.0, 32.0, 27.0)","(3.0, 3.95, 3.75)","(61.0, 140.0, 68.0)","(17.0, 70.0, 46.0)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:20.647465,"(3.0, 4.1, 3.8)","(2.8, 3.95, 3.35)","(11.0, 32.0, 27.0)","(3.0, 3.95, 3.857142857142857)","(61.0, 140.0, 68.0)","(17.0, 70.0, 46.0)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:21.886245,"(3.0, 4.1, 3.8)","(2.8, 4.0, 3.1916666666666664)","(11.0, 32.0, 27.0)","(3.0, 3.95, 3.5)","(61.0, 140.0, 68.0)","(17.0, 70.0, 41.55555555555556)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:23.068658,"(3.0, 4.1, 3.8)","(2.8, 3.9, 3.1916666666666664)","(11.0, 32.0, 27.0)","(3.0, 3.65, 3.5)","(61.0, 140.0, 68.0)","(17.0, 70.0, 41.55555555555556)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:24.290516,"(3.0, 4.1, 3.8)","(2.8, 3.9, 3.1916666666666664)","(11.0, 32.0, 27.0)","(3.0, 3.65, 3.603846153846154)","(61.0, 140.0, 68.0)","(17.0, 70.0, 41.55555555555556)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:25.588389,"(3.0, 4.1, 3.8)","(2.8, 3.9, 3.1916666666666664)","(11.0, 32.0, 27.0)","(3.0, 3.65, 3.525)","(61.0, 140.0, 68.0)","(17.0, 70.0, 41.55555555555556)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:26.747353,"(3.0, 4.1, 3.8)","(2.8, 3.9, 3.1916666666666664)","(11.0, 32.0, 27.0)","(3.0, 3.65, 3.375)","(61.0, 140.0, 68.0)","(17.0, 70.0, 41.55555555555556)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:27.938818,"(3.0, 4.1, 3.8)","(2.8, 3.9, 3.1916666666666664)","(11.0, 32.0, 27.0)","(3.0, 3.6, 3.342857142857143)","(61.0, 140.0, 68.0)","(17.0, 70.0, 41.55555555555556)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:29.093034,"(3.0, 4.1, 3.8)","(2.8, 4.3, 3.2416666666666667)","(11.0, 32.0, 22.90909090909091)","(3.0, 3.6, 3.2625)","(61.0, 140.0, 76.66666666666667)","(17.0, 70.0, 41.55555555555556)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:30.353761,"(3.0, 4.1, 3.8)","(2.8, 4.2, 3.5749999999999997)","(11.0, 32.0, 24.0)","(3.0, 3.6, 3.2625)","(61.0, 130.0, 86.36363636363636)","(17.0, 70.0, 40.7)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:31.544945,"(3.0, 4.1, 3.8)","(2.8, 4.1, 3.683333333333333)","(11.0, 26.0, 24.0)","(3.0, 3.6, 3.2625)","(61.0, 130.0, 86.36363636363636)","(17.0, 65.0, 40.7)","(10.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:32.775248,"(3.0, 4.1, 3.8)","(2.8, 4.0, 3.683333333333333)","(11.0, 26.0, 24.0)","(3.0, 3.6, 3.2833333333333337)","(61.0, 130.0, 86.36363636363636)","(17.0, 65.0, 40.7)","(9.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:34.001532,"(3.0, 4.1, 3.8)","(2.8, 4.0, 3.3666666666666667)","(11.0, 26.0, 24.0)","(3.0, 3.5, 3.2833333333333337)","(61.0, 130.0, 112.42857142857143)","(17.0, 65.0, 40.7)","(9.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:35.237804,"(3.0, 4.1, 3.8)","(2.8, 4.0, 3.3666666666666667)","(11.0, 26.0, 24.0)","(3.0, 3.5, 3.3041666666666667)","(61.0, 130.0, 104.57142857142858)","(17.0, 65.0, 40.7)","(9.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:36.531424,"(3.0, 4.1, 3.8)","(2.8, 4.0, 3.333333333333333)","(11.0, 26.0, 24.0)","(3.0, 3.45, 3.3041666666666667)","(61.0, 120.0, 104.57142857142858)","(18.0, 65.0, 40.7)","(9.0, 18.5, 18.57142857142857)"
05-01-2023 15:19:37.819495,"(3.0, 4.1, 3.8)","(2.8, 3.9, 3.1999999999999997)","(11.0, 26.0, 24.0)","(3.0, 3.45, 3.24)","(61.0, 120.0, 102.56)","(18.0, 65.0, 40.7)","(9.0, 19.5, 17.551724137931032)"
05-01-2023 15:19:39.043225,"(3.0, 4.1, 3.8)","(2.8, 3.95, 3.1999999999999997)","(11.0, 26.0, 24.0)","(3.0, 3.45, 3.155)","(61.0, 110.0, 97.7391304347826)","(18.0, 65.0, 39.38461538461539)","(9.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:40.620831,"(3.0, 4.1, 3.8666666666666663)","(2.8, 3.95, 3.1999999999999997)","(11.0, 26.0, 24.0)","(3.0, 3.4, 3.154)","(61.0, 100.0, 92.0)","(18.0, 65.0, 42.4)","(9.0, 18.5, 17.551724137931032)"
05-01-2023 15:19:42.264760,"(3.0, 4.1, 3.8666666666666663)","(2.8, 3.95, 3.6166666666666667)","(11.0, 26.0, 24.0)","(3.0, 3.4, 3.303125)","(61.0, 100.0, 90.37037037037037)","(18.0, 46.0, 42.4)","(9.0, 18.5, 16.0)"
05-01-2023 15:19:43.565977,"(3.0, 4.1, 3.5)","(2.8, 3.9, 3.6166666666666667)","(11.0, 26.0, 24.0)","(3.0, 3.35, 3.303125)","(61.0, 100.0, 90.37037037037037)","(18.0, 46.0, 42.4)","(9.0, 16.5, 16.0)"
05-01-2023 15:19:44.877717,"(3.0, 4.1, 3.875)","(2.8, 3.85, 3.225)","(11.0, 26.0, 23.833333333333332)","(3.0, 3.35, 3.175)","(61.0, 95.0, 87.76923076923077)","(18.0, 46.0, 43.2)","(9.0, 16.5, 15.4)"
05-01-2023 15:19:46.139070,"(3.0, 4.1, 3.533333333333333)","(2.8, 3.85, 3.225)","(11.0, 26.0, 23.833333333333332)","(3.0, 3.35, 3.175)","(61.0, 95.0, 84.96000000000001)","(18.0, 46.0, 43.2)","(9.0, 16.0, 15.4)"
05-01-2023 15:19:47.332897,"(3.0, 4.1, 3.958333333333333)","(2.8, 3.85, 3.225)","(11.0, 26.0, 23.833333333333332)","(3.0, 3.35, 3.2625)","(61.0, 90.0, 83.53846153846155)","(18.0, 46.0, 40.0)","(9.0, 16.0, 15.0)"
05-01-2023 15:19:48.476388,"(3.0, 4.1, 3.958333333333333)","(2.8, 3.85, 3.225)","(11.0, 26.0, 23.833333333333332)","(3.0, 3.35, 3.2625)","(61.0, 90.0, 83.53846153846155)","(18.0, 46.0, 40.0)","(9.0, 16.0, 15.272727272727273)"
05-01-2023 15:19:49.638775,"(3.0, 4.1, 3.958333333333333)","(2.8, 3.85, 3.3142857142857145)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2625)","(61.0, 85.0, 79.3076923076923)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.5, 15.272727272727273)"
05-01-2023 15:19:50.812423,"(3.0, 4.1, 3.8571428571428568)","(2.8, 3.9, 3.5)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2625)","(61.0, 85.0, 79.3076923076923)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.5, 15.272727272727273)"
05-01-2023 15:19:52.012916,"(3.0, 4.1, 3.871428571428571)","(2.8, 3.85, 3.3142857142857145)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.240625)","(61.0, 85.0, 75.07692307692308)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.5, 14.333333333333334)"
05-01-2023 15:19:53.357910,"(3.0, 4.1, 3.9666666666666663)","(2.8, 3.85, 3.35)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 80.0, 75.07692307692308)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 14.333333333333334)"
05-01-2023 15:19:54.465145,"(3.0, 4.1, 3.9666666666666663)","(2.8, 3.85, 3.35)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 80.0, 70.0)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 14.333333333333334)"
05-01-2023 15:19:55.792631,"(3.0, 4.1, 3.9666666666666663)","(2.8, 3.85, 3.35)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 75.0, 70.84615384615384)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 14.333333333333334)"
05-01-2023 15:19:56.950958,"(3.0, 4.1, 3.8499999999999996)","(2.8, 3.85, 3.35)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 75.0, 78.47619047619048)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 14.333333333333334)"
05-01-2023 15:19:58.180652,"(3.0, 4.1, 3.8499999999999996)","(2.8, 3.9, 3.525)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 80.0, 65.6)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 15.272727272727273)"
05-01-2023 15:19:59.275023,"(3.0, 4.1, 3.9)","(2.8, 3.85, 3.3142857142857145)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 70.0, 65.6)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.5, 14.333333333333334)"
05-01-2023 15:20:00.469582,"(3.0, 4.1, 3.9)","(2.8, 3.85, 3.35)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 70.0, 61.6)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 14.333333333333334)"
05-01-2023 15:20:01.573503,"(3.0, 4.1, 3.9)","(2.8, 3.85, 3.35)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 65.0, 61.6)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 14.333333333333334)"
05-01-2023 15:20:02.811661,"(3.0, 4.1, 3.8833333333333333)","(2.8, 3.85, 3.35)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 65.0, 57.23076923076923)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 14.333333333333334)"
05-01-2023 15:20:04.076022,"(3.0, 4.1, 3.8833333333333333)","(2.8, 3.85, 3.35)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 60.0, 57.23076923076923)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 14.333333333333334)"
05-01-2023 15:20:05.280115,"(3.0, 4.1, 4.012499999999999)","(2.8, 3.45, 3.225)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 60.0, 57.23076923076923)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.0, 15.272727272727273)"
05-01-2023 15:20:06.290099,"(3.0, 4.1, 3.983333333333333)","(2.8, 3.4, 3.2214285714285715)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 60.0, 57.23076923076923)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.5, 15.272727272727273)"
05-01-2023 15:20:07.469040,"(3.0, 4.1, 3.983333333333333)","(2.8, 3.4, 3.2214285714285715)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 60.0, 57.23076923076923)","(18.0, 46.0, 41.333333333333336)","(9.0, 15.5, 14.333333333333334)"
05-01-2023 15:20:08.563698,"(3.0, 5.2, 4.833333333333333)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2333333333333334)","(61.0, 55.0, 53.25)","(18.0, 46.0, 44.0)","(9.0, 15.0, 15.477272727272727)"
05-01-2023 15:20:09.634040,"(3.0, 5.2, 4.833333333333333)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.226923076923077)","(61.0, 55.0, 52.666666666666664)","(18.0, 46.0, 44.0)","(9.0, 15.5, 18.81818181818182)"
05-01-2023 15:20:10.971688,"(3.0, 5.2, 4.833333333333333)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.226923076923077)","(61.0, 55.0, 52.666666666666664)","(19.0, 46.0, 44.0)","(9.0, 19.0, 17.826923076923077)"
05-01-2023 15:20:12.255349,"(3.0, 5.2, 4.375)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2125)","(61.0, 55.0, 52.666666666666664)","(19.0, 46.0, 44.6)","(9.0, 18.5, 17.370967741935484)"
05-01-2023 15:20:13.444535,"(3.0, 5.2, 4.283333333333333)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2435483870967743)","(61.0, 55.0, 52.666666666666664)","(19.0, 46.0, 41.6)","(9.0, 18.5, 14.666666666666666)"
05-01-2023 15:20:14.725562,"(3.0, 5.1, 4.125)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.178125)","(61.0, 55.0, 52.666666666666664)","(19.0, 48.0, 41.81818181818181)","(9.0, 18.0, 14.444444444444445)"
05-01-2023 15:20:15.944292,"(3.0, 5.0, 4.464285714285714)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.178125)","(61.0, 55.0, 52.666666666666664)","(19.0, 44.0, 41.69230769230769)","(9.0, 18.0, 14.666666666666666)"
05-01-2023 15:20:17.132755,"(3.0, 5.0, 4.7)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.178125)","(61.0, 55.0, 52.666666666666664)","(19.0, 46.0, 39.411764705882355)","(9.0, 18.0, 14.666666666666666)"
05-01-2023 15:20:18.599229,"(3.0, 5.0, 4.345454545454546)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.178125)","(61.0, 55.0, 52.666666666666664)","(19.0, 46.0, 39.875)","(9.0, 18.0, 14.583333333333334)"
05-01-2023 15:20:19.696932,"(3.0, 4.8, 4.20625)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.178125)","(61.0, 55.0, 50.5)","(19.0, 46.0, 39.875)","(9.0, 17.5, 14.38888888888889)"
05-01-2023 15:20:20.813993,"(3.0, 4.8, 4.15)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.2435483870967743)","(61.0, 55.0, 50.5)","(19.0, 46.0, 39.875)","(9.0, 17.5, 16.045454545454547)"
05-01-2023 15:20:22.266351,"(3.0, 4.8, 4.1499999999999995)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.178125)","(61.0, 55.0, 50.5)","(19.0, 46.0, 39.875)","(9.0, 17.5, 16.045454545454547)"
05-01-2023 15:20:23.460803,"(3.0, 4.8, 4.1499999999999995)","(2.8, 3.4, 3.1083333333333334)","(11.0, 26.0, 22.75)","(3.0, 3.35, 3.178125)","(61.0, 55.0, 50.5)","(19.0, 46.0, 39.875)","(9.0, 17.5, 16.108695652173914)"
