,Mr Blitz,Filorga Bale,Im Indigo,Pablos Star,Clever Trevor,Gypsy Warrior,Mrs Watson
09-01-2023 17:49:55.955351,"(2.35, 2.66, 2.6028571428571428)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 350.0, 217.5)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:49:57.047014,"(2.35, 2.66, 2.6028571428571428)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 350.0, 217.5)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:49:58.165818,"(2.35, 2.66, 2.6028571428571428)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 350.0, 227.5)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:49:59.320611,"(2.35, 2.66, 2.6028571428571428)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 370.0, 227.5)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:50:00.517696,"(2.35, 2.66, 2.6028571428571428)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 370.0, 225.0)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:50:01.640895,"(2.35, 2.66, 2.6028571428571428)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 370.0, 225.0)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:50:02.842016,"(2.35, 2.66, 2.6085714285714285)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 370.0, 227.5)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:50:03.912287,"(2.35, 2.66, 2.6085714285714285)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 370.0, 227.5)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:50:05.004795,"(2.35, 2.66, 2.6085714285714285)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 13.0)","(31.0, 370.0, 227.5)","(4.4, 9.8, 8.473684210526317)"
09-01-2023 17:50:06.058713,"(2.35, 2.66, 2.6085714285714285)","(26.0, 260.0, 130.0)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.085714285714285)","(8.5, 15.0, 11.833333333333334)","(31.0, 370.0, 312.1428571428571)","(4.4, 9.8, 9.328)"
09-01-2023 17:50:07.171929,"(2.35, 2.66, 2.6085714285714285)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.388461538461538)","(8.5, 14.5, 13.5)","(31.0, 350.0, 329.2857142857143)","(4.4, 9.6, 9.328)"
09-01-2023 17:50:08.260739,"(2.35, 2.66, 2.6085714285714285)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.388461538461538)","(8.5, 14.0, 13.5)","(31.0, 370.0, 329.2857142857143)","(4.4, 9.6, 9.328)"
09-01-2023 17:50:09.339734,"(2.35, 2.66, 2.6085714285714285)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.0, 10.822222222222223)","(8.5, 14.0, 13.5)","(31.0, 370.0, 329.2857142857143)","(4.4, 9.6, 9.328)"
09-01-2023 17:50:10.463453,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.285185185185185)","(8.5, 14.0, 13.5)","(31.0, 370.0, 329.2857142857143)","(4.4, 9.6, 9.338461538461537)"
09-01-2023 17:50:11.505043,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.388461538461538)","(8.5, 14.0, 13.5)","(31.0, 370.0, 329.2857142857143)","(4.4, 9.6, 9.338461538461537)"
09-01-2023 17:50:12.594529,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.403333333333332)","(8.5, 14.0, 13.5)","(31.0, 370.0, 330.0)","(4.4, 9.4, 8.2)"
09-01-2023 17:50:13.667467,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.403333333333332)","(8.5, 14.0, 13.5)","(31.0, 370.0, 335.0)","(4.4, 9.4, 9.085714285714285)"
09-01-2023 17:50:14.865660,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.23)","(8.5, 14.0, 13.5)","(31.0, 370.0, 335.0)","(4.4, 9.4, 9.285714285714285)"
09-01-2023 17:50:16.008910,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.4)","(8.5, 14.0, 13.5)","(31.0, 370.0, 335.625)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:17.205405,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 13.5)","(31.0, 370.0, 335.625)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:18.441539,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 13.5)","(31.0, 370.0, 335.625)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:19.591528,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 13.5)","(31.0, 370.0, 331.42857142857144)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:20.698030,"(2.35, 2.66, 2.564)","(26.0, 260.0, 133.33333333333334)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 13.5)","(31.0, 370.0, 331.42857142857144)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:21.802315,"(2.35, 2.66, 2.564)","(26.0, 260.0, 136.66666666666666)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 13.5)","(31.0, 370.0, 331.42857142857144)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:22.906084,"(2.35, 2.66, 2.564)","(26.0, 260.0, 136.66666666666666)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 13.142857142857142)","(31.0, 370.0, 332.8571428571429)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:23.977425,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 13.142857142857142)","(31.0, 370.0, 332.8571428571429)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:25.075213,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 13.142857142857142)","(31.0, 370.0, 286.66666666666663)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:26.126200,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 14.0, 11.681818181818182)","(31.0, 370.0, 286.66666666666663)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:27.192557,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 13.5, 11.657894736842104)","(31.0, 370.0, 328.3333333333333)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:28.234795,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.25)","(8.5, 13.5, 11.403225806451612)","(31.0, 370.0, 335.7142857142857)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:29.365097,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.6375)","(8.5, 13.5, 11.403225806451612)","(31.0, 370.0, 335.7142857142857)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:30.567359,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.6375)","(8.5, 13.5, 11.403225806451612)","(31.0, 370.0, 306.0)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:31.885728,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.545454545454545)","(8.5, 13.5, 11.444444444444445)","(31.0, 350.0, 308.0)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:33.121155,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 10.545454545454545)","(8.5, 13.0, 11.333333333333334)","(31.0, 350.0, 308.0)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:34.304249,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.65)","(7.0, 11.5, 11.08)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.6, 9.285714285714285)"
09-01-2023 17:50:35.476863,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.8166666666666664)","(7.0, 11.5, 11.0)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.6, 8.133333333333333)"
09-01-2023 17:50:36.680272,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.958333333333333)","(7.0, 11.5, 10.941176470588236)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.6, 8.133333333333333)"
09-01-2023 17:50:37.862968,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.958333333333333)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.6, 7.866666666666666)"
09-01-2023 17:50:39.014946,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.958333333333333)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.6, 9.040000000000001)"
09-01-2023 17:50:40.527488,"(2.35, 2.66, 2.564)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.958333333333333)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.4, 7.978947368421053)"
09-01-2023 17:50:41.959432,"(2.35, 2.66, 2.55)","(26.0, 260.0, 167.5)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.4, 7.8999999999999995)"
09-01-2023 17:50:43.364066,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.4, 7.847058823529411)"
09-01-2023 17:50:44.475830,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 283.33333333333337)","(4.4, 9.4, 8.5)"
09-01-2023 17:50:45.667107,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 330.0)","(4.4, 9.2, 8.5)"
09-01-2023 17:50:46.808996,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 420.0, 336.66666666666663)","(4.4, 9.2, 8.5)"
09-01-2023 17:50:47.844682,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 430.0, 290.0)","(4.4, 9.2, 8.5)"
09-01-2023 17:50:48.906856,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 430.0, 336.66666666666663)","(4.4, 9.2, 8.5)"
09-01-2023 17:50:50.032173,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 286.6666666666667)","(4.4, 9.2, 8.5)"
09-01-2023 17:50:51.102775,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 260.0)","(4.4, 9.2, 8.5)"
09-01-2023 17:50:52.202053,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 260.0)","(4.4, 9.2, 8.5)"
09-01-2023 17:50:53.333037,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.927272727272727)"
09-01-2023 17:50:54.508739,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.781818181818182)"
09-01-2023 17:50:55.488642,"(2.35, 2.66, 2.55)","(26.0, 260.0, 170.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.183333333333334)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.7375)"
09-01-2023 17:50:56.527588,"(2.35, 2.66, 2.55)","(26.0, 260.0, 170.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.193548387096774)","(8.5, 13.0, 10.934782608695652)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.7375)"
09-01-2023 17:50:57.636095,"(2.35, 2.66, 2.6408695652173915)","(26.0, 260.0, 170.0)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.193548387096774)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.9399999999999995)"
09-01-2023 17:50:58.832461,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 10.4375)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.914285714285715)"
09-01-2023 17:50:59.947648,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 10.4375)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.914285714285715)"
09-01-2023 17:51:01.158376,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.914285714285715)"
09-01-2023 17:51:02.280341,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.914285714285715)"
09-01-2023 17:51:03.264355,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.914285714285715)"
09-01-2023 17:51:04.370551,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.914285714285715)"
09-01-2023 17:51:05.389842,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.2, 7.914285714285715)"
09-01-2023 17:51:06.451236,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.6999999999999997)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.2, 8.018181818181818)"
09-01-2023 17:51:07.444261,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.0, 8.169230769230769)"
09-01-2023 17:51:08.445458,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 260.0)","(4.4, 9.0, 8.169230769230769)"
09-01-2023 17:51:09.484520,"(2.35, 2.66, 2.55)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 11.1)","(31.0, 350.0, 300.0)","(4.4, 9.0, 7.9714285714285715)"
09-01-2023 17:51:10.443026,"(2.35, 2.66, 2.55)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 430.0, 300.0)","(4.4, 9.0, 8.0625)"
09-01-2023 17:51:11.431749,"(2.35, 2.66, 2.54)","(26.0, 260.0, 140.0)","(3.1, 4.1, 3.5666666666666664)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 430.0, 205.71428571428572)","(4.4, 9.0, 8.0)"
09-01-2023 17:51:12.399203,"(2.35, 2.66, 2.54)","(26.0, 260.0, 143.33333333333334)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 420.0, 260.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:13.565239,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 260.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:14.623090,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 260.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:15.671556,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 260.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:16.767333,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 260.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:17.798688,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 290.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:18.889363,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 290.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:20.001795,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 290.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:21.033175,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 265.0)","(4.4, 8.8, 7.911111111111111)"
09-01-2023 17:51:22.045317,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 7.9818181818181815)"
09-01-2023 17:51:23.016704,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.075)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:24.018475,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 10.74736842105263)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:25.005954,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.0, 10.74736842105263)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:25.987330,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.0, 10.74736842105263)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:27.009426,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.0, 10.74736842105263)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:28.013125,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.0, 10.74736842105263)","(8.5, 13.0, 10.840909090909092)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:29.061831,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.0, 11.075)","(8.5, 13.0, 11.357142857142858)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:30.085087,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.03125)","(8.5, 12.5, 11.25)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:31.149805,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.03125)","(8.5, 12.5, 11.25)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:32.202087,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.211538461538462)","(8.5, 12.5, 10.852941176470589)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:33.292369,"(2.35, 2.66, 2.54)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.1, 3.5)","(7.0, 11.5, 11.211538461538462)","(8.5, 12.5, 10.852941176470589)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:34.434082,"(2.35, 2.66, 2.5533333333333332)","(26.0, 260.0, 146.66666666666666)","(3.1, 3.85, 3.4749999999999996)","(7.0, 11.5, 11.211538461538462)","(8.5, 12.5, 10.852941176470589)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:35.541996,"(2.35, 2.66, 2.605)","(26.0, 260.0, 146.66666666666666)","(3.1, 4.0, 3.625)","(7.0, 11.5, 11.211538461538462)","(8.5, 12.5, 10.852941176470589)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:36.633898,"(2.35, 2.66, 2.56)","(26.0, 260.0, 146.66666666666666)","(3.1, 3.95, 3.625)","(7.0, 11.5, 11.211538461538462)","(8.5, 12.5, 10.852941176470589)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:37.839331,"(2.35, 2.66, 2.56)","(26.0, 260.0, 146.66666666666666)","(3.1, 3.95, 3.625)","(7.0, 11.5, 11.211538461538462)","(8.5, 12.5, 10.852941176470589)","(31.0, 350.0, 231.11111111111111)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:39.012773,"(2.35, 2.66, 2.56)","(26.0, 260.0, 146.66666666666666)","(3.1, 3.95, 3.929310344827586)","(7.0, 11.5, 11.211538461538462)","(8.5, 12.5, 10.852941176470589)","(31.0, 410.0, 326.66666666666663)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:40.204629,"(2.35, 2.66, 2.56)","(26.0, 260.0, 143.33333333333334)","(3.1, 3.95, 3.88125)","(7.0, 11.5, 11.211538461538462)","(8.5, 12.5, 10.852941176470589)","(31.0, 400.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
09-01-2023 17:51:41.430857,"(2.35, 2.66, 2.56)","(26.0, 260.0, 143.33333333333334)","(3.1, 3.95, 3.9176470588235297)","(7.0, 11.5, 11.826086956521738)","(8.5, 12.5, 10.852941176470589)","(31.0, 350.0, 293.3333333333333)","(4.4, 8.8, 8.05)"
