,Bronze Lady,Lucky Lockett,Hallelujah Baby,Get My Point,Shes Fancy Like,A Rousing Babe,Hot Link,Raucous Tizzy,Standforgrit,Mo Town Gal
07-01-2023 09:33:21.049928,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.0, 4.68)","(20.0, 180.0, 47.5)","(3.0, 4.4, 4.253846153846154)","(12.0, 30.0, 23.2)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:22.283248,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.0, 4.68)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 30.0, 23.2)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:23.544392,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.0, 4.68)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 30.0, 23.2)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:24.730883,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.0, 4.68)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 30.0, 23.2)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:26.028667,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.0, 4.68)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 30.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:27.441177,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.0, 4.68)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:28.799050,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 16.5)","(3.1, 5.0, 4.68)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:30.081191,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.466666666666667)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:31.356876,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.944444444444445)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:32.630871,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.944444444444445)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:33.930683,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.64)","(20.0, 180.0, 47.5)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:35.231905,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.64)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:36.444202,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.64)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:37.724781,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.928)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:39.086249,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.928)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:40.402844,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.928)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:41.757644,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.928)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:43.028032,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.928)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:44.310051,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.928)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:45.567428,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.928)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:46.800283,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.733333333333333)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:48.046380,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.0, 4.733333333333333)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:49.297551,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.1, 4.84)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:50.589189,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.2, 4.84)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:51.964590,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.2, 4.84)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:53.254647,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.7)","(3.1, 5.2, 4.84)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:54.548827,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.7)","(3.1, 5.2, 4.84)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:55.891335,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.7)","(3.1, 5.2, 4.84)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:57.253612,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.7)","(3.1, 5.2, 4.942857142857143)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:58.523566,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.7)","(3.1, 5.2, 4.942857142857143)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:33:59.878025,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:01.311081,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:02.802846,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:04.215250,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.6)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:05.486924,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 29.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:06.913207,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:08.338331,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:09.801548,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:11.211327,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:12.541680,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:13.901370,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:15.285728,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:16.969787,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:18.515213,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:19.920661,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:21.379913,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:22.989569,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.666666666666666)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 22.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:24.489016,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.253846153846154)","(12.0, 28.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:25.841856,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.123529411764705)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:27.131254,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.123529411764705)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:28.404003,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.123529411764705)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:29.678779,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.123529411764705)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:31.019801,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.123529411764705)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:32.353917,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.123529411764705)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:33.692737,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.123529411764705)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:35.311141,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 4.123529411764705)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:36.809136,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:38.160363,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.88)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:39.738384,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 5.04)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:41.283843,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 5.04)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:42.789269,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.92)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:44.302880,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.92)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:45.663574,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.92)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 19.0)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:46.943062,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.92)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:48.387465,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.92)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:49.896600,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.92)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:51.557486,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.92)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:53.063898,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.92)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:54.655364,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 5.083333333333334)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:56.249167,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.96)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
07-01-2023 09:34:57.853520,"(14.0, 26.0, 20.75)","(8.0, 10.0, 9.5)","(13.0, 17.5, 15.5)","(3.1, 5.2, 4.96)","(20.0, 180.0, 91.11111111111111)","(3.0, 4.3, 3.9057142857142857)","(12.0, 27.0, 21.4)","(19.0, 140.0, 66.8)","(18.0, 24.0, 21.428571428571427)","(7.0, 9.8, 9.305882352941175)"
