,Sirius Thinking,Garside To Excel,Blinks Princess,Leonidas,Mighty Kristy,Crab,Sublime Dallas,Tanyas Babe
07-12-2022 13:39:53.127990,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.596)","(61.0, 350.0, 112.5)","(1.6, 1.9, 1.8614285714285714)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 46.0)"
07-12-2022 13:39:54.889804,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.596)","(61.0, 350.0, 112.5)","(1.6, 1.9, 1.8614285714285714)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:39:56.410281,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.596)","(61.0, 350.0, 112.5)","(1.6, 1.9, 1.8614285714285714)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:39:57.815091,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.596)","(61.0, 350.0, 233.84615384615384)","(1.6, 1.9, 1.8614285714285714)","(71.0, 570.0, 269.5833333333333)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 46.0)"
07-12-2022 13:39:59.166304,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.596)","(61.0, 350.0, 233.84615384615384)","(1.6, 1.9, 1.8614285714285714)","(71.0, 560.0, 241.25)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:00.606842,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.596)","(61.0, 350.0, 233.84615384615384)","(1.6, 1.9, 1.8614285714285714)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:02.094984,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.596)","(61.0, 350.0, 112.5)","(1.6, 1.9, 1.8614285714285714)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:03.409296,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.596)","(61.0, 350.0, 112.5)","(1.6, 1.9, 1.8614285714285714)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:04.755605,"(8.5, 25.0, 14.777777777777779)","(2.25, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:06.170964,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.83)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:07.638554,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.83)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:09.032042,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.83)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:10.491942,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:11.980880,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:13.388730,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:14.759229,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:16.185686,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:17.518120,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:18.787694,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:20.270294,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 32.36363636363636)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:21.671652,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:23.038816,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 151.66666666666669)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:24.444084,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 560.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:25.777416,"(8.5, 25.0, 15.222222222222221)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:27.025071,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:28.324050,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:29.687565,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:31.077444,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:32.568313,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:34.143594,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:35.589329,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:37.043537,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:38.490775,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:39.982398,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:41.561638,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:43.088798,"(8.5, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.6, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:44.429296,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:46.615644,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:48.139419,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:49.506134,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:50.795480,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:52.087188,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:53.509037,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 269.5833333333333)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:55.001529,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 269.5833333333333)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 44.285714285714285)"
07-12-2022 13:40:56.618692,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 269.5833333333333)","(41.0, 300.0, 172.0)","(21.0, 60.0, 42.72727272727273)","(19.0, 70.0, 46.0)"
07-12-2022 13:40:58.118487,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:40:59.543906,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:00.868737,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:02.348125,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:03.750150,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:05.239941,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:06.672187,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:08.139051,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:09.518061,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:10.895049,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:12.302961,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:13.606869,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:15.027738,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:16.449877,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:17.928203,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:19.408887,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:20.865003,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:22.311734,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:23.868334,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:25.373785,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:26.876783,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:28.306866,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 112.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:29.837388,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 233.84615384615384)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:31.365667,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 233.84615384615384)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 172.0)","(21.0, 60.0, 38.285714285714285)","(19.0, 70.0, 46.0)"
07-12-2022 13:41:33.090947,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 236.75)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 179.52941176470588)","(21.0, 60.0, 42.11764705882353)","(19.0, 70.0, 50.0)"
07-12-2022 13:41:34.602692,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 350.0, 84.5)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 300.0, 189.52941176470588)","(21.0, 60.0, 42.11764705882353)","(19.0, 70.0, 44.565217391304344)"
07-12-2022 13:41:35.937699,"(8.0, 25.0, 15.666666666666666)","(2.25, 2.74, 2.5945454545454547)","(61.0, 340.0, 99.375)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 290.0, 159.6923076923077)","(21.0, 60.0, 42.11764705882353)","(19.0, 70.0, 44.565217391304344)"
07-12-2022 13:41:37.277333,"(8.0, 25.0, 20.058823529411764)","(2.25, 2.74, 2.5945454545454547)","(61.0, 340.0, 99.375)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 290.0, 159.6923076923077)","(21.0, 60.0, 42.11764705882353)","(19.0, 70.0, 44.565217391304344)"
07-12-2022 13:41:38.622550,"(8.0, 25.0, 20.058823529411764)","(2.25, 2.74, 2.5945454545454547)","(61.0, 340.0, 99.375)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 290.0, 163.46153846153845)","(21.0, 60.0, 42.11764705882353)","(19.0, 70.0, 44.565217391304344)"
07-12-2022 13:41:40.021883,"(8.0, 25.0, 18.0)","(2.25, 2.74, 2.5945454545454547)","(61.0, 340.0, 99.375)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 290.0, 163.46153846153845)","(21.0, 60.0, 42.11764705882353)","(19.0, 70.0, 44.565217391304344)"
07-12-2022 13:41:41.402049,"(8.0, 25.0, 18.0)","(2.25, 2.74, 2.5945454545454547)","(61.0, 340.0, 99.375)","(1.55, 1.91, 1.8366666666666667)","(71.0, 570.0, 132.5)","(41.0, 290.0, 163.46153846153845)","(21.0, 60.0, 42.11764705882353)","(19.0, 70.0, 44.565217391304344)"
07-12-2022 13:41:42.784656,"(8.0, 25.0, 19.333333333333332)","(2.25, 2.74, 2.6176470588235294)","(61.0, 340.0, 99.375)","(1.55, 1.91, 1.8478260869565217)","(71.0, 570.0, 132.5)","(41.0, 290.0, 163.46153846153845)","(21.0, 60.0, 37.54545454545455)","(19.0, 70.0, 44.565217391304344)"
07-12-2022 13:41:44.106397,"(8.0, 29.0, 19.333333333333332)","(2.25, 2.74, 2.6176470588235294)","(61.0, 340.0, 99.375)","(1.55, 1.91, 1.8478260869565217)","(71.0, 570.0, 132.5)","(41.0, 290.0, 166.15384615384616)","(21.0, 60.0, 37.54545454545455)","(19.0, 70.0, 50.0)"
07-12-2022 13:41:45.423710,"(8.0, 29.0, 19.333333333333332)","(2.25, 2.74, 2.6176470588235294)","(61.0, 340.0, 99.375)","(1.55, 1.91, 1.8478260869565217)","(71.0, 570.0, 132.5)","(41.0, 290.0, 166.15384615384616)","(21.0, 60.0, 41.0)","(19.0, 70.0, 50.0)"
07-12-2022 13:41:46.893360,"(8.0, 29.0, 19.333333333333332)","(2.25, 2.74, 2.6176470588235294)","(61.0, 340.0, 104.28571428571428)","(1.55, 1.91, 1.8478260869565217)","(71.0, 570.0, 132.5)","(41.0, 290.0, 166.15384615384616)","(21.0, 60.0, 46.42857142857143)","(19.0, 70.0, 50.0)"
07-12-2022 13:41:48.256460,"(8.0, 28.0, 22.214285714285715)","(2.25, 2.74, 2.6176470588235294)","(61.0, 340.0, 104.28571428571428)","(1.55, 1.91, 1.8478260869565217)","(71.0, 570.0, 132.5)","(41.0, 290.0, 166.15384615384616)","(21.0, 60.0, 46.42857142857143)","(19.0, 70.0, 50.0)"
07-12-2022 13:41:49.559824,"(8.0, 28.0, 19.9)","(2.25, 2.74, 2.6176470588235294)","(61.0, 340.0, 104.28571428571428)","(1.55, 1.91, 1.8478260869565217)","(71.0, 570.0, 132.5)","(41.0, 290.0, 166.15384615384616)","(21.0, 60.0, 46.42857142857143)","(19.0, 70.0, 50.0)"
07-12-2022 13:41:51.006415,"(8.0, 28.0, 19.9)","(2.25, 2.74, 2.6176470588235294)","(61.0, 340.0, 104.28571428571428)","(1.55, 1.91, 1.8478260869565217)","(71.0, 570.0, 132.5)","(41.0, 290.0, 166.15384615384616)","(21.0, 60.0, 46.42857142857143)","(19.0, 70.0, 50.0)"
