,Torque To The Max,The Crom,Risky Buziness,Furiosa,Perfect Feeling,Fly Cheval,La Pistola,Eagles Response,Mister Woodport,Bee Gees Best
10-01-2023 14:33:29.887145,"(11.0, 15.5, 15.235294117647058)","(21.0, 30.0, 28.35)","(7.0, 8.4, 8.22857142857143)","(12.0, 15.0, 14.454545454545455)","(18.0, 23.0, 21.22222222222222)","(20.0, 32.0, 31.4)","(81.0, 270.0, 236.66666666666669)","(12.0, 17.0, 16.8)","(3.3, 3.5, 3.4520992366412218)","(2.6, 3.6, 3.6402777777777775)"
10-01-2023 14:33:31.293071,"(11.0, 15.5, 15.235294117647058)","(21.0, 30.0, 28.35)","(7.0, 8.4, 8.22857142857143)","(12.0, 15.0, 14.321428571428571)","(18.0, 23.0, 21.153846153846153)","(20.0, 32.0, 31.666666666666668)","(81.0, 250.0, 236.66666666666669)","(12.0, 17.0, 16.8)","(3.3, 3.5, 3.371900826446281)","(2.6, 3.65, 3.675)"
10-01-2023 14:33:32.730608,"(11.0, 15.5, 15.3125)","(21.0, 30.0, 28.6)","(7.0, 8.4, 7.909090909090909)","(12.0, 15.5, 14.5)","(18.0, 23.0, 21.666666666666668)","(20.0, 32.0, 33.44444444444444)","(81.0, 250.0, 236.66666666666669)","(12.0, 17.0, 16.8)","(3.3, 3.4, 3.418994413407821)","(2.6, 3.75, 3.6982758620689657)"
10-01-2023 14:33:34.100327,"(11.0, 15.5, 15.3125)","(21.0, 29.0, 28.6)","(7.0, 8.4, 8.014285714285714)","(12.0, 15.5, 14.2625)","(18.0, 22.0, 21.75)","(20.0, 34.0, 33.44444444444444)","(81.0, 250.0, 236.66666666666669)","(12.0, 17.0, 16.96)","(3.3, 3.5, 3.476725521669342)","(2.6, 3.75, 3.6982758620689657)"
10-01-2023 14:33:35.523662,"(11.0, 15.5, 15.3125)","(21.0, 29.0, 28.6)","(7.0, 8.4, 8.361702127659575)","(12.0, 15.5, 14.19811320754717)","(18.0, 22.0, 21.75)","(20.0, 34.0, 33.44444444444444)","(81.0, 250.0, 236.66666666666669)","(12.0, 17.0, 16.96)","(3.3, 3.5, 3.477093206951027)","(2.6, 3.75, 3.7442622950819673)"
10-01-2023 14:33:36.948685,"(11.0, 15.5, 15.3125)","(21.0, 29.0, 28.333333333333332)","(7.0, 8.4, 8.361702127659575)","(12.0, 15.5, 14.777777777777779)","(18.0, 22.0, 21.166666666666668)","(20.0, 34.0, 33.44444444444444)","(81.0, 250.0, 236.66666666666669)","(12.0, 17.0, 16.96)","(3.3, 3.5, 3.477093206951027)","(2.7, 3.75, 3.7422222222222223)"
10-01-2023 14:33:38.339631,"(11.0, 15.5, 15.3125)","(21.0, 29.0, 28.333333333333332)","(7.0, 8.4, 8.36326530612245)","(12.0, 15.0, 14.777777777777779)","(18.0, 22.0, 21.166666666666668)","(20.0, 34.0, 33.54545454545455)","(81.0, 250.0, 236.66666666666669)","(12.0, 17.0, 16.96)","(3.3, 3.5, 3.4759535655058045)","(2.7, 3.75, 3.7333333333333334)"
10-01-2023 14:33:39.705439,"(11.0, 15.5, 14.615384615384615)","(21.0, 29.0, 27.857142857142858)","(7.0, 8.4, 8.571428571428571)","(12.0, 15.0, 14.916666666666666)","(18.0, 22.0, 20.807692307692307)","(20.0, 34.0, 32.84615384615385)","(81.0, 250.0, 248.57142857142856)","(12.0, 17.0, 16.375)","(3.2, 3.5, 3.482513661202186)","(2.8, 3.75, 3.354090909090909)"
10-01-2023 14:33:41.030985,"(11.0, 16.0, 15.307692307692308)","(21.0, 29.0, 27.727272727272727)","(7.0, 8.8, 8.76923076923077)","(12.0, 15.0, 14.75)","(18.0, 23.0, 20.88888888888889)","(20.0, 34.0, 32.18181818181818)","(81.0, 280.0, 230.0)","(12.0, 16.5, 16.82758620689655)","(3.2, 3.5, 3.4770334928229665)","(2.8, 3.5, 3.3629310344827585)"
10-01-2023 14:33:42.372834,"(11.0, 16.0, 15.4375)","(21.0, 30.0, 27.794117647058822)","(7.0, 9.0, 8.76923076923077)","(12.0, 15.0, 14.916666666666666)","(18.0, 23.0, 21.03448275862069)","(20.0, 36.0, 32.857142857142854)","(81.0, 280.0, 230.0)","(12.0, 17.0, 16.583333333333332)","(3.2, 3.5, 3.4770334928229665)","(2.8, 3.5, 3.3833333333333333)"
10-01-2023 14:33:43.712789,"(11.0, 16.0, 15.4375)","(21.0, 30.0, 27.794117647058822)","(7.0, 9.0, 8.833333333333334)","(12.0, 15.0, 14.941176470588236)","(18.0, 23.0, 21.21875)","(20.0, 34.0, 33.111111111111114)","(81.0, 280.0, 230.0)","(12.0, 17.0, 16.75)","(3.2, 3.5, 3.4582608695652177)","(2.8, 3.45, 3.435185185185185)"
10-01-2023 14:33:45.089517,"(11.0, 16.0, 15.152173913043478)","(21.0, 30.0, 27.972972972972972)","(7.0, 9.0, 8.833333333333334)","(12.0, 15.0, 14.807692307692308)","(18.0, 23.0, 21.53846153846154)","(20.0, 34.0, 33.9)","(81.0, 280.0, 230.0)","(12.0, 17.0, 16.926470588235293)","(3.2, 3.5, 3.4644444444444447)","(2.8, 3.45, 3.4414893617021276)"
10-01-2023 14:33:46.513139,"(11.0, 16.0, 15.303571428571429)","(21.0, 30.0, 28.125)","(7.0, 9.0, 8.9)","(12.0, 15.0, 14.833333333333334)","(18.0, 23.0, 21.53846153846154)","(20.0, 36.0, 33.07692307692308)","(81.0, 280.0, 230.0)","(12.0, 17.0, 16.926470588235293)","(3.2, 3.5, 3.4524752475247524)","(2.8, 3.45, 3.4414893617021276)"
10-01-2023 14:33:47.940829,"(11.0, 16.0, 15.303571428571429)","(21.0, 30.0, 28.022727272727273)","(7.0, 9.0, 8.7125)","(12.0, 15.0, 14.88888888888889)","(18.0, 23.0, 21.53846153846154)","(20.0, 34.0, 33.07692307692308)","(81.0, 280.0, 230.0)","(12.0, 17.0, 16.93243243243243)","(3.2, 3.5, 3.4761194029850744)","(2.8, 3.45, 3.4402439024390246)"
10-01-2023 14:33:49.334345,"(11.0, 16.0, 15.303571428571429)","(21.0, 30.0, 28.022727272727273)","(7.0, 8.8, 8.7125)","(12.0, 15.0, 14.88888888888889)","(18.0, 23.0, 21.347826086956523)","(20.0, 34.0, 33.2)","(81.0, 280.0, 230.0)","(12.0, 17.0, 16.9390243902439)","(3.2, 3.5, 3.4484177215189877)","(2.8, 3.45, 3.4421568627450982)"
10-01-2023 14:33:50.706536,"(11.0, 16.0, 15.303571428571429)","(21.0, 30.0, 28.022727272727273)","(7.0, 8.8, 8.7125)","(12.0, 15.0, 14.772727272727273)","(18.0, 23.0, 21.347826086956523)","(20.0, 34.0, 33.2)","(81.0, 280.0, 230.0)","(12.0, 17.0, 16.9390243902439)","(3.2, 3.45, 3.4486196319018405)","(2.8, 3.45, 3.4447368421052635)"
10-01-2023 14:33:52.068239,"(11.0, 16.0, 15.303571428571429)","(21.0, 30.0, 28.022727272727273)","(7.0, 8.8, 8.72)","(12.0, 15.0, 14.807692307692308)","(18.0, 23.0, 21.48)","(20.0, 34.0, 33.25)","(81.0, 280.0, 213.33333333333334)","(12.0, 17.0, 16.95098039215686)","(3.2, 3.45, 3.4486526946107787)","(2.8, 3.45, 3.4363636363636365)"
10-01-2023 14:33:53.471456,"(11.0, 16.0, 15.472972972972974)","(21.0, 30.0, 27.363636363636363)","(7.0, 8.8, 8.72)","(12.0, 15.0, 14.807692307692308)","(18.0, 23.0, 21.48)","(20.0, 34.0, 33.25)","(81.0, 280.0, 213.33333333333334)","(12.0, 17.0, 16.953703703703702)","(3.2, 3.45, 3.4486526946107787)","(2.8, 3.45, 3.4363636363636365)"
10-01-2023 14:33:54.858933,"(11.0, 16.0, 15.378048780487806)","(20.0, 30.0, 28.266666666666666)","(7.0, 8.8, 8.744827586206897)","(12.0, 15.0, 14.823076923076924)","(18.0, 23.0, 21.48)","(21.0, 34.0, 33.142857142857146)","(101.0, 280.0, 210.0)","(12.0, 17.0, 16.953703703703702)","(3.2, 3.45, 3.454779411764706)","(2.7, 3.45, 3.3532303370786516)"
10-01-2023 14:33:56.165572,"(11.0, 16.0, 15.392857142857142)","(20.0, 30.0, 28.266666666666666)","(7.0, 8.8, 8.923076923076923)","(12.0, 15.5, 14.25925925925926)","(18.0, 23.0, 21.48)","(21.0, 34.0, 33.142857142857146)","(101.0, 270.0, 195.0)","(12.0, 17.0, 17.19047619047619)","(3.2, 3.5, 3.4560714285714287)","(2.7, 3.35, 3.349721706864564)"
10-01-2023 14:33:57.434889,"(11.0, 16.0, 15.392857142857142)","(20.0, 30.0, 28.266666666666666)","(7.0, 9.0, 8.985714285714286)","(12.0, 14.5, 14.232876712328768)","(18.0, 23.0, 21.48)","(21.0, 34.0, 33.142857142857146)","(101.0, 270.0, 198.0)","(12.0, 17.5, 17.31)","(3.2, 3.5, 3.4642857142857144)","(2.7, 3.35, 3.342562929061785)"
10-01-2023 14:33:58.725413,"(11.0, 16.0, 15.19047619047619)","(20.0, 30.0, 28.32)","(7.0, 9.0, 8.985714285714286)","(12.0, 14.5, 14.151162790697674)","(18.0, 23.0, 21.774193548387096)","(21.0, 34.0, 33.142857142857146)","(101.0, 270.0, 230.0)","(12.0, 17.5, 17.31)","(3.2, 3.5, 3.438132911392405)","(2.7, 3.35, 3.3414285714285716)"
10-01-2023 14:34:00.112711,"(11.0, 16.0, 15.45)","(20.0, 30.0, 28.551724137931036)","(7.0, 9.2, 8.87816091954023)","(12.0, 14.5, 14.1875)","(18.0, 23.0, 21.642857142857142)","(21.0, 34.0, 34.18181818181818)","(101.0, 280.0, 230.0)","(12.0, 17.5, 17.293478260869566)","(3.2, 3.45, 3.4375)","(2.7, 3.35, 3.3620229007633586)"
10-01-2023 14:34:01.451973,"(11.0, 16.0, 15.45)","(20.0, 30.0, 28.551724137931036)","(7.0, 9.2, 8.87816091954023)","(12.0, 14.5, 14.195652173913043)","(18.0, 23.0, 21.642857142857142)","(21.0, 36.0, 34.18181818181818)","(101.0, 280.0, 230.0)","(12.0, 17.5, 17.31)","(3.2, 3.45, 3.483240223463687)","(2.7, 3.4, 3.3654639175257732)"
10-01-2023 14:34:02.825454,"(11.0, 16.0, 15.45)","(20.0, 30.0, 28.551724137931036)","(7.0, 9.2, 8.841025641025642)","(12.0, 14.5, 14.195652173913043)","(18.0, 23.0, 21.642857142857142)","(21.0, 36.0, 34.18181818181818)","(101.0, 280.0, 230.0)","(12.0, 17.5, 17.316326530612244)","(3.2, 3.5, 3.4823529411764707)","(2.7, 3.4, 3.3427083333333334)"
10-01-2023 14:34:04.260268,"(11.0, 16.0, 15.36)","(20.0, 30.0, 28.764705882352942)","(7.0, 9.2, 8.841025641025642)","(12.0, 14.5, 14.109375)","(18.0, 23.0, 21.642857142857142)","(21.0, 36.0, 34.333333333333336)","(101.0, 280.0, 230.0)","(12.0, 17.5, 17.316326530612244)","(3.2, 3.5, 3.465217391304348)","(2.7, 3.35, 3.3425974025974026)"
10-01-2023 14:34:05.629445,"(11.0, 16.0, 15.36)","(20.0, 30.0, 28.545454545454547)","(7.0, 9.0, 8.78095238095238)","(12.0, 14.5, 14.076271186440678)","(18.0, 23.0, 21.848484848484848)","(21.0, 36.0, 34.888888888888886)","(101.0, 280.0, 235.0)","(12.0, 17.5, 17.304347826086957)","(3.2, 3.5, 3.517857142857143)","(2.7, 3.35, 3.367167381974249)"
10-01-2023 14:34:06.999449,"(11.0, 16.0, 15.36)","(20.0, 30.0, 28.545454545454547)","(7.0, 9.0, 8.78095238095238)","(12.0, 14.5, 14.076271186440678)","(18.0, 23.0, 21.153846153846153)","(21.0, 36.0, 35.77272727272727)","(101.0, 290.0, 235.0)","(12.0, 17.5, 17.304347826086957)","(3.2, 3.55, 3.4594594594594597)","(2.7, 3.4, 3.363221153846154)"
10-01-2023 14:34:08.341486,"(11.0, 16.0, 15.36)","(20.0, 30.0, 28.6)","(7.0, 9.0, 8.78095238095238)","(12.0, 14.5, 14.076271186440678)","(18.0, 22.0, 21.153846153846153)","(21.0, 36.0, 35.77272727272727)","(101.0, 290.0, 235.0)","(12.0, 17.5, 17.304347826086957)","(3.2, 3.5, 3.46875)","(2.7, 3.4, 3.3603626943005183)"
10-01-2023 14:34:09.705070,"(11.0, 16.0, 15.36)","(20.0, 30.0, 28.545454545454547)","(7.0, 9.0, 8.78095238095238)","(12.0, 14.5, 14.076271186440678)","(18.0, 22.0, 21.12)","(21.0, 36.0, 35.77272727272727)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.304347826086957)","(3.1, 3.5, 3.46875)","(2.7, 3.4, 3.3623152709359605)"
10-01-2023 14:34:11.195076,"(12.0, 16.0, 15.36)","(20.0, 30.0, 28.62857142857143)","(7.5, 9.0, 8.78095238095238)","(12.0, 14.5, 14.076271186440678)","(18.0, 22.0, 21.24137931034483)","(21.0, 36.0, 35.77272727272727)","(101.0, 290.0, 253.33333333333331)","(13.0, 17.5, 17.304347826086957)","(3.1, 3.5, 3.473101265822785)","(2.7, 3.4, 3.3623152709359605)"
10-01-2023 14:34:12.586861,"(12.0, 16.0, 15.36)","(20.0, 30.0, 28.06896551724138)","(7.5, 9.0, 8.78095238095238)","(12.0, 14.5, 14.076271186440678)","(18.0, 22.0, 21.153846153846153)","(21.0, 36.0, 35.77272727272727)","(101.0, 290.0, 216.66666666666666)","(13.0, 17.5, 17.304347826086957)","(3.1, 3.5, 3.473101265822785)","(2.7, 3.4, 3.3623152709359605)"
10-01-2023 14:34:13.969969,"(12.0, 16.0, 15.36)","(20.0, 30.0, 28.06451612903226)","(7.5, 9.0, 8.77560975609756)","(12.0, 14.5, 14.076271186440678)","(18.0, 22.0, 21.24137931034483)","(21.0, 36.0, 35.78260869565217)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.304347826086957)","(3.1, 3.5, 3.4722222222222223)","(2.7, 3.4, 3.362773722627737)"
10-01-2023 14:34:15.578878,"(12.0, 16.0, 15.36)","(20.0, 30.0, 27.428571428571427)","(7.5, 9.0, 8.77560975609756)","(12.0, 14.5, 14.076271186440678)","(18.0, 22.0, 21.24137931034483)","(21.0, 36.0, 35.78260869565217)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.25)","(3.1, 3.5, 3.4691011235955056)","(2.7, 3.4, 3.362773722627737)"
10-01-2023 14:34:17.226674,"(12.0, 16.0, 15.36)","(20.0, 30.0, 27.428571428571427)","(7.5, 9.0, 8.77560975609756)","(12.0, 14.5, 14.076271186440678)","(18.0, 22.0, 21.24137931034483)","(21.0, 36.0, 37.793103448275865)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.26923076923077)","(3.1, 3.5, 3.4691011235955056)","(2.7, 3.4, 3.4479532163742688)"
10-01-2023 14:34:18.610001,"(12.0, 16.0, 15.36)","(20.0, 30.0, 28.11111111111111)","(7.5, 9.0, 8.77560975609756)","(12.0, 14.5, 14.076271186440678)","(18.0, 22.0, 21.24137931034483)","(21.0, 38.0, 37.793103448275865)","(101.0, 290.0, 216.66666666666666)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.472413793103448)","(2.7, 3.5, 3.3637755102040816)"
10-01-2023 14:34:19.984437,"(12.0, 16.0, 15.36)","(20.0, 29.0, 28.11111111111111)","(7.5, 9.0, 8.77560975609756)","(12.0, 14.5, 13.738805970149254)","(18.0, 22.0, 21.24137931034483)","(21.0, 38.0, 37.793103448275865)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.472413793103448)","(2.7, 3.5, 3.4219298245614036)"
10-01-2023 14:34:21.414972,"(12.0, 16.0, 15.36)","(20.0, 29.0, 27.76923076923077)","(7.5, 9.0, 8.818181818181818)","(12.0, 14.5, 13.738805970149254)","(18.0, 22.0, 21.24137931034483)","(21.0, 38.0, 37.925925925925924)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.472413793103448)","(2.7, 3.5, 3.4120689655172414)"
10-01-2023 14:34:22.860026,"(12.0, 16.0, 15.45)","(20.0, 28.0, 27.5)","(7.5, 9.0, 8.846153846153847)","(12.0, 14.5, 13.78169014084507)","(18.0, 22.0, 21.3125)","(21.0, 38.0, 37.93939393939394)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.263157894736842)","(3.1, 3.5, 3.475)","(2.7, 3.5, 3.4521739130434783)"
10-01-2023 14:34:24.216877,"(12.0, 16.0, 15.421052631578947)","(20.0, 28.0, 27.166666666666668)","(7.5, 9.0, 8.907692307692308)","(12.0, 14.5, 13.753164556962025)","(18.0, 22.0, 21.083333333333332)","(21.0, 38.0, 37.93939393939394)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.4733333333333336)","(2.7, 3.5, 3.509090909090909)"
10-01-2023 14:34:25.585921,"(12.0, 16.0, 15.421052631578947)","(20.0, 28.0, 27.166666666666668)","(7.5, 9.0, 8.907692307692308)","(12.0, 14.5, 13.74390243902439)","(18.0, 22.0, 21.083333333333332)","(21.0, 38.0, 37.93939393939394)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.4733333333333336)","(2.7, 3.55, 3.4895833333333335)"
10-01-2023 14:34:26.962488,"(12.0, 16.0, 15.421052631578947)","(20.0, 28.0, 27.11111111111111)","(7.5, 9.0, 8.571428571428571)","(12.0, 14.5, 13.74390243902439)","(18.0, 22.0, 21.083333333333332)","(21.0, 38.0, 37.91304347826087)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.4733333333333336)","(2.7, 3.55, 3.4895833333333335)"
10-01-2023 14:34:28.312785,"(12.0, 16.0, 15.421052631578947)","(20.0, 28.0, 27.166666666666668)","(7.5, 9.0, 8.571428571428571)","(12.0, 14.5, 13.724719101123595)","(18.0, 22.0, 21.083333333333332)","(21.0, 38.0, 37.91304347826087)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.4733333333333336)","(2.7, 3.55, 3.427551020408163)"
10-01-2023 14:34:29.650265,"(12.0, 16.0, 15.5)","(20.0, 28.0, 27.166666666666668)","(7.5, 9.0, 8.492307692307692)","(12.0, 14.5, 13.74390243902439)","(18.0, 22.0, 21.083333333333332)","(21.0, 38.0, 39.25)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.4954330708661416)","(2.7, 3.55, 3.427551020408163)"
10-01-2023 14:34:30.919777,"(12.0, 16.0, 15.61111111111111)","(20.0, 28.0, 26.333333333333332)","(7.5, 8.8, 8.492307692307692)","(12.0, 14.5, 13.74390243902439)","(18.0, 22.0, 21.083333333333332)","(21.0, 40.0, 40.57142857142857)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.4954330708661416)","(2.7, 3.55, 3.4666666666666663)"
10-01-2023 14:34:32.203337,"(12.0, 16.0, 15.922222222222222)","(20.0, 28.0, 26.333333333333332)","(7.5, 8.8, 8.492307692307692)","(12.0, 14.5, 13.74390243902439)","(18.0, 22.0, 21.083333333333332)","(21.0, 42.0, 40.57142857142857)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.242857142857144)","(3.1, 3.5, 3.4954330708661416)","(2.7, 3.55, 3.4666666666666663)"
10-01-2023 14:34:33.477547,"(12.0, 16.0, 15.922222222222222)","(20.0, 28.0, 26.333333333333332)","(7.5, 8.8, 8.482758620689655)","(12.0, 14.5, 13.74390243902439)","(18.0, 22.0, 21.083333333333332)","(21.0, 44.0, 44.888888888888886)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.235294117647058)","(3.1, 3.5, 3.4954330708661416)","(2.7, 3.55, 3.4666666666666663)"
10-01-2023 14:34:34.868086,"(12.0, 16.0, 15.922222222222222)","(20.0, 28.0, 26.333333333333332)","(7.5, 8.8, 8.248648648648649)","(12.0, 14.5, 13.74390243902439)","(18.0, 22.0, 21.083333333333332)","(21.0, 46.0, 46.666666666666664)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.235294117647058)","(3.1, 3.5, 3.4954330708661416)","(2.7, 3.55, 3.4551724137931035)"
10-01-2023 14:34:36.147993,"(12.0, 16.0, 15.922222222222222)","(20.0, 28.0, 26.333333333333332)","(7.5, 8.4, 8.248648648648649)","(12.0, 14.5, 13.756410256410255)","(18.0, 22.0, 21.08695652173913)","(21.0, 48.0, 47.0)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.333333333333332)","(3.1, 3.5, 3.5013513513513512)","(2.7, 3.5, 3.4347826086956523)"
10-01-2023 14:34:37.508119,"(12.0, 16.0, 15.942857142857143)","(20.0, 28.0, 26.333333333333332)","(7.5, 8.4, 8.219354838709677)","(12.0, 14.5, 13.765822784810126)","(18.0, 22.0, 21.08695652173913)","(21.0, 48.0, 47.0)","(101.0, 290.0, 235.0)","(13.0, 17.5, 17.166666666666668)","(3.1, 3.55, 3.5013513513513512)","(2.7, 3.5, 3.3548387096774195)"
10-01-2023 14:34:38.800483,"(13.0, 16.0, 15.955882352941176)","(20.0, 28.0, 26.333333333333332)","(6.5, 8.4, 8.219354838709677)","(12.0, 14.5, 13.765822784810126)","(17.0, 22.0, 21.08695652173913)","(26.0, 48.0, 47.5)","(101.0, 290.0, 235.0)","(14.0, 17.5, 17.166666666666668)","(3.1, 3.55, 3.5013513513513512)","(2.7, 3.5, 3.3548387096774195)"
10-01-2023 14:34:40.032836,"(13.0, 16.0, 15.955882352941176)","(20.0, 28.0, 26.333333333333332)","(6.5, 8.4, 8.180451127819548)","(12.0, 14.5, 13.765822784810126)","(17.0, 22.0, 21.08695652173913)","(26.0, 48.0, 47.55555555555556)","(101.0, 290.0, 216.66666666666666)","(14.0, 17.5, 16.693548387096776)","(3.1, 3.55, 3.5023255813953487)","(2.7, 3.5, 3.3846153846153846)"
10-01-2023 14:34:41.374307,"(13.0, 16.0, 15.931818181818182)","(20.0, 28.0, 26.333333333333332)","(6.5, 8.2, 8.18)","(12.0, 14.5, 13.765822784810126)","(17.0, 22.0, 21.08695652173913)","(26.0, 48.0, 46.666666666666664)","(101.0, 290.0, 235.0)","(14.0, 17.0, 16.693548387096776)","(3.1, 3.55, 3.5023255813953487)","(2.7, 3.5, 3.3846153846153846)"
10-01-2023 14:34:42.553025,"(13.0, 16.0, 15.931818181818182)","(20.0, 28.0, 26.333333333333332)","(6.5, 8.2, 8.270967741935484)","(12.0, 14.5, 13.765822784810126)","(17.0, 22.0, 21.08695652173913)","(26.0, 48.0, 46.666666666666664)","(101.0, 290.0, 250.0)","(14.0, 17.0, 16.693548387096776)","(3.1, 3.55, 3.512264150943396)","(2.7, 3.5, 3.4036231884057973)"
10-01-2023 14:34:43.823486,"(13.0, 16.5, 16.071428571428573)","(20.0, 28.0, 26.333333333333332)","(6.5, 8.4, 8.325581395348838)","(12.0, 14.5, 13.765822784810126)","(17.0, 22.0, 21.08695652173913)","(26.0, 48.0, 46.666666666666664)","(101.0, 290.0, 260.0)","(14.0, 17.0, 16.693548387096776)","(3.1, 3.55, 3.5103174603174603)","(2.7, 3.45, 3.3670731707317074)"
10-01-2023 14:34:45.030327,"(13.0, 16.5, 16.264705882352942)","(20.0, 28.0, 26.166666666666668)","(6.5, 8.4, 8.325581395348838)","(12.0, 14.5, 13.765822784810126)","(17.0, 22.0, 21.08695652173913)","(26.0, 48.0, 46.666666666666664)","(101.0, 290.0, 260.0)","(14.0, 17.0, 16.693548387096776)","(3.1, 3.55, 3.5103174603174603)","(2.7, 3.4, 3.3670731707317074)"
10-01-2023 14:34:46.222724,"(13.0, 16.5, 16.11904761904762)","(20.0, 28.0, 26.166666666666668)","(6.5, 8.4, 8.307692307692308)","(12.0, 14.5, 13.801204819277109)","(17.0, 21.0, 20.71875)","(26.0, 50.0, 49.5)","(101.0, 290.0, 260.0)","(14.0, 17.0, 16.693548387096776)","(3.1, 3.55, 3.5103174603174603)","(2.7, 3.4, 3.370967741935484)"
10-01-2023 14:34:47.414961,"(13.0, 16.5, 16.166666666666668)","(20.0, 28.0, 26.428571428571427)","(6.5, 8.4, 8.225)","(12.0, 14.5, 13.37037037037037)","(17.0, 21.0, 20.735294117647058)","(26.0, 50.0, 49.77777777777778)","(101.0, 290.0, 260.0)","(14.0, 17.5, 16.86842105263158)","(3.1, 3.65, 3.6497023809523808)","(2.7, 3.4, 3.3166666666666664)"
10-01-2023 14:34:48.590134,"(13.0, 16.5, 16.09259259259259)","(20.0, 28.0, 26.428571428571427)","(6.5, 8.4, 8.323232323232324)","(12.0, 14.0, 13.666666666666666)","(17.0, 21.0, 20.735294117647058)","(26.0, 60.0, 58.333333333333336)","(101.0, 290.0, 260.0)","(14.0, 17.5, 16.79787234042553)","(3.1, 3.7, 3.6516666666666664)","(2.7, 3.4, 3.3166666666666664)"
10-01-2023 14:34:49.840492,"(13.0, 16.5, 16.166666666666668)","(20.0, 28.0, 26.428571428571427)","(6.5, 8.4, 8.328971962616823)","(12.0, 14.0, 13.846153846153847)","(17.0, 21.0, 20.735294117647058)","(26.0, 60.0, 58.333333333333336)","(101.0, 300.0, 265.0)","(14.0, 17.5, 16.79787234042553)","(3.1, 3.7, 3.691703056768559)","(2.7, 3.2, 3.125846153846154)"
10-01-2023 14:34:51.085624,"(13.0, 16.5, 16.166666666666668)","(20.0, 28.0, 26.77777777777778)","(6.5, 8.4, 8.338461538461539)","(12.0, 14.0, 13.5)","(17.0, 21.0, 20.57777777777778)","(26.0, 60.0, 59.166666666666664)","(101.0, 300.0, 265.0)","(14.0, 17.5, 17.041666666666668)","(3.1, 3.7, 3.6245454545454545)","(2.7, 3.2, 3.1524050632911393)"
10-01-2023 14:34:52.343911,"(13.0, 16.5, 16.136363636363637)","(20.0, 28.0, 27.22222222222222)","(6.5, 8.4, 8.237499999999999)","(12.0, 14.0, 13.75)","(17.0, 21.0, 20.547619047619047)","(26.0, 60.0, 58.90909090909091)","(101.0, 300.0, 265.0)","(14.0, 17.5, 16.79787234042553)","(3.1, 3.65, 3.7328685258964143)","(2.7, 3.2, 3.11875)"
10-01-2023 14:34:53.689185,"(13.0, 16.5, 16.166666666666668)","(20.0, 28.0, 27.076923076923077)","(6.5, 8.4, 8.30188679245283)","(12.0, 14.0, 13.612903225806452)","(17.0, 21.0, 20.833333333333332)","(26.0, 60.0, 69.6)","(101.0, 300.0, 260.0)","(14.0, 17.5, 17.07894736842105)","(3.1, 3.75, 3.791866028708134)","(2.7, 3.2, 3.011006289308176)"
10-01-2023 14:34:54.993248,"(13.0, 16.5, 16.4)","(20.0, 29.0, 28.333333333333332)","(6.5, 8.6, 8.466666666666667)","(12.0, 14.5, 13.8)","(17.0, 21.0, 20.9)","(26.0, 75.0, 66.61538461538461)","(101.0, 320.0, 260.0)","(14.0, 17.5, 17.096774193548388)","(3.1, 3.8, 3.8666666666666667)","(2.7, 3.05, 3.0049295774647886)"
10-01-2023 14:34:56.224332,"(13.0, 17.0, 16.85576923076923)","(20.0, 29.0, 28.6)","(6.5, 8.4, 8.346153846153847)","(12.0, 14.0, 12.673913043478262)","(17.0, 21.0, 21.8)","(26.0, 70.0, 66.0)","(101.0, 320.0, 250.0)","(14.0, 17.5, 17.75)","(3.1, 3.9, 4.1269230769230765)","(2.7, 3.05, 3.1820689655172414)"
10-01-2023 14:34:57.529851,"(13.0, 9.6, 9.225806451612902)","(20.0, 32.0, 30.5)","(6.5, 8.6, 13.07027027027027)","(12.0, 14.5, 18.25)","(17.0, 22.0, 19.75)","(26.0, 80.0, 59.25)","(101.0, 330.0, 5047.0)","(14.0, 18.5, 16.2)","(3.1, 4.3, 5.213636363636364)","(2.7, 3.2, 3.4368421052631577)"
