,Stoker Ace,Mister Hart,Onlysbest,Quick Step Nz,Magicol Ideal Nz,Arts Peregrine,Gabbys Sportstar,October Racketeer,Watchful Lady,Mighty George Nz
06-01-2023 15:42:50.939613,"(2.6, 3.15, 2.925)","(31.0, 70.0, 56.66666666666667)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:42:52.489669,"(2.6, 3.15, 2.925)","(31.0, 70.0, 56.66666666666667)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:42:53.862187,"(2.6, 3.15, 2.925)","(31.0, 70.0, 56.66666666666667)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:42:55.240927,"(2.6, 3.15, 2.925)","(31.0, 70.0, 56.66666666666667)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:42:56.512026,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:42:57.881426,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:42:59.430353,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:00.699030,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:02.045693,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:03.235896,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:04.912386,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:06.374541,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:07.831776,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:09.042424,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:10.208141,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:11.397463,"(2.6, 3.15, 2.925)","(31.0, 70.0, 61.42857142857143)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:12.623318,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:13.889526,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:15.081673,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:16.196081,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:17.380094,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:18.625870,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:20.046028,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:21.265544,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:22.467796,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:23.597811,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:24.945619,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:26.389585,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:27.747131,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:29.109027,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:30.308016,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:31.511156,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:32.758968,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:34.018828,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:35.292221,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:36.522752,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:37.734873,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:39.173627,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:40.437940,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 12.9)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.0)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:41.635357,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 13.52)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:43:42.842310,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 13.52)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 12.0, 10.1)","(6.0, 99999, 99990)"
06-01-2023 15:43:43.997248,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 9.933333333333334)","(6.0, 99999, 99990)"
06-01-2023 15:43:45.216960,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.0, 9.933333333333334)","(6.0, 99999, 99990)"
06-01-2023 15:43:46.502599,"(2.6, 3.15, 3.0375)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.0, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:47.823416,"(2.6, 3.15, 3.0375)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:49.060249,"(2.6, 3.15, 2.925)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:50.265613,"(2.6, 3.15, 3.1)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:51.446758,"(2.6, 3.1, 2.8466666666666667)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:52.614526,"(2.6, 3.1, 2.8466666666666667)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:53.852393,"(2.6, 3.1, 2.8333333333333335)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:55.091988,"(2.6, 3.1, 2.8333333333333335)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:56.550587,"(2.6, 3.1, 2.8333333333333335)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:57.669461,"(2.6, 3.1, 2.8333333333333335)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:43:58.880216,"(2.6, 3.1, 2.8333333333333335)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:44:00.214700,"(2.6, 3.1, 2.8333333333333335)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:44:01.480236,"(2.6, 3.1, 2.8333333333333335)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:44:02.791213,"(2.6, 3.15, 3.146938775510204)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:44:04.102023,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:44:05.216745,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:44:06.458052,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:44:07.699986,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 51.333333333333336)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.45)","(6.0, 99999, 99990)"
06-01-2023 15:44:08.896615,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 13.0)","(17.0, 29.0, 22.5)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.7)","(6.0, 99999, 99990)"
06-01-2023 15:44:10.067146,"(2.6, 3.15, 3.075)","(31.0, 65.0, 49.666666666666664)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 14.0)","(17.0, 29.0, 22.5)","(5.5, 9.0, 8.333333333333334)","(7.5, 12.0, 10.7)","(6.0, 99999, 99990)"
06-01-2023 15:44:11.180230,"(2.6, 3.15, 3.075)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 13.0)","(17.0, 29.0, 21.5)","(5.5, 9.0, 8.333333333333334)","(7.5, 12.0, 9.92)","(6.0, 99999, 99990)"
06-01-2023 15:44:12.328988,"(2.6, 3.15, 3.075)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 16.0, 13.333333333333334)","(17.0, 27.0, 21.5)","(5.5, 9.0, 8.333333333333334)","(7.5, 12.0, 10.1)","(6.0, 99999, 99990)"
06-01-2023 15:44:13.553779,"(2.6, 3.15, 3.075)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 27.0, 24.666666666666664)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.1)","(6.0, 99999, 99990)"
06-01-2023 15:44:14.798245,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 29.0, 18.88888888888889)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 9.700000000000001)","(6.0, 99999, 99990)"
06-01-2023 15:44:16.012890,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 29.0, 22.0)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.5, 10.2)","(6.0, 99999, 99990)"
06-01-2023 15:44:17.389701,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 28.0, 22.666666666666668)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.0, 10.2)","(6.0, 99999, 99990)"
06-01-2023 15:44:18.534329,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 26.0, 22.666666666666668)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.0, 10.2)","(6.0, 99999, 99990)"
06-01-2023 15:44:19.725667,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 29.0, 27.5)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.0, 10.2)","(6.0, 99999, 99990)"
06-01-2023 15:44:20.914191,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 29.0, 22.0)","(5.5, 10.0, 8.333333333333334)","(7.5, 11.0, 10.2)","(6.0, 99999, 99990)"
06-01-2023 15:44:22.125720,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 28.0, 22.0)","(5.5, 9.0, 8.333333333333334)","(7.5, 11.0, 10.2)","(6.0, 99999, 99990)"
06-01-2023 15:44:23.388287,"(2.6, 3.15, 3.0999999999999996)","(31.0, 70.0, 49.0)","(6.0, 8.8, 7.6000000000000005)","(15.0, 99999, 99990)","(21.0, 99999, 99990)","(9.0, 15.0, 12.0)","(17.0, 28.0, 24.666666666666664)","(5.5, 9.0, 8.6)","(7.5, 11.0, 10.2)","(6.0, 99999, 99990)"
