,Fast Liar,Kingsbrae Bear,Clover Athena,Integrity Angel,Liar For Hire,Backcreek Bingo,Fernando Diva
12-01-2023 13:22:00.692457,"(6.0, 6.6, 6.42)","(10.0, 13.5, 13.28125)","(31.0, 60.0, 55.76923076923077)","(10.0, 16.5, 15.0)","(3.5, 4.1, 3.801851851851852)","(7.0, 10.0, 9.428571428571429)","(2.45, 3.1, 3.0159090909090907)"
12-01-2023 13:22:01.725088,"(6.0, 6.6, 6.475862068965517)","(10.0, 13.5, 13.277777777777779)","(31.0, 60.0, 55.76923076923077)","(10.0, 16.5, 15.75)","(3.5, 3.85, 3.932608695652174)","(7.0, 10.0, 9.333333333333332)","(2.45, 3.05, 3.0593749999999997)"
12-01-2023 13:22:02.837324,"(6.0, 6.6, 6.393548387096774)","(10.0, 14.0, 13.409090909090908)","(31.0, 60.0, 51.76470588235294)","(10.0, 16.5, 15.818181818181818)","(3.5, 3.95, 3.868181818181818)","(7.0, 10.0, 9.6)","(2.45, 3.15, 3.070689655172414)"
12-01-2023 13:22:03.962574,"(6.0, 6.6, 6.41)","(10.0, 13.5, 13.479166666666666)","(31.0, 80.0, 61.0)","(10.0, 16.5, 15.517857142857142)","(3.5, 3.9, 3.8642857142857143)","(7.0, 10.0, 9.714285714285715)","(2.45, 3.1, 3.0848837209302324)"
12-01-2023 13:22:04.978541,"(6.0, 6.6, 6.37)","(10.0, 13.5, 13.354166666666666)","(31.0, 80.0, 59.733333333333334)","(10.0, 16.5, 15.810344827586206)","(3.5, 3.9, 3.8733333333333335)","(7.0, 9.8, 9.621052631578948)","(2.45, 3.15, 3.083333333333333)"
12-01-2023 13:22:06.014146,"(6.0, 6.6, 6.356521739130435)","(10.0, 13.5, 13.386075949367088)","(31.0, 80.0, 51.5)","(10.0, 16.5, 15.810344827586206)","(3.5, 3.9, 3.8733333333333335)","(7.0, 10.0, 9.6625)","(2.45, 3.15, 3.065151515151515)"
12-01-2023 13:22:07.162914,"(6.0, 6.6, 6.394594594594595)","(10.0, 13.5, 13.386075949367088)","(31.0, 80.0, 52.5)","(10.0, 16.5, 15.166666666666666)","(3.5, 3.9, 3.8785714285714286)","(7.0, 10.0, 9.64)","(2.45, 3.15, 3.0666666666666664)"
12-01-2023 13:22:08.184304,"(6.0, 6.6, 6.41)","(10.0, 13.5, 13.386075949367088)","(31.0, 55.0, 50.41379310344828)","(10.0, 16.5, 15.966666666666667)","(3.5, 3.9, 3.8785714285714286)","(7.0, 10.0, 9.657142857142857)","(2.45, 3.1, 3.07)"
12-01-2023 13:22:09.298053,"(6.0, 6.6, 6.382456140350877)","(10.0, 13.5, 13.333333333333334)","(31.0, 80.0, 61.57575757575758)","(10.0, 16.5, 16.142857142857142)","(3.5, 3.9, 3.8684210526315788)","(7.0, 10.0, 9.88)","(2.45, 3.1, 3.07)"
12-01-2023 13:22:10.386366,"(6.0, 6.6, 6.426086956521739)","(10.0, 13.5, 13.333333333333334)","(31.0, 80.0, 61.57575757575758)","(10.0, 16.5, 16.083333333333332)","(3.5, 3.9, 3.8514285714285714)","(7.0, 10.0, 9.860526315789473)","(2.45, 3.1, 3.07)"
12-01-2023 13:22:11.392351,"(6.0, 6.6, 6.4363636363636365)","(10.0, 13.0, 12.991935483870968)","(31.0, 80.0, 59.03448275862069)","(10.0, 16.5, 16.058823529411764)","(3.5, 3.9, 3.8565217391304345)","(7.0, 10.5, 9.860526315789473)","(2.45, 3.1, 3.0766666666666667)"
12-01-2023 13:22:12.545935,"(6.0, 6.6, 6.453061224489796)","(10.0, 13.0, 12.991935483870968)","(31.0, 75.0, 63.75)","(10.0, 16.5, 16.03125)","(3.5, 3.9, 3.8473684210526313)","(7.0, 10.5, 9.947727272727272)","(2.45, 3.1, 3.0855555555555556)"
12-01-2023 13:22:13.748614,"(6.0, 6.6, 6.425454545454546)","(10.0, 13.0, 12.947761194029852)","(31.0, 75.0, 63.75)","(10.0, 16.5, 16.17391304347826)","(3.5, 3.9, 3.8473684210526313)","(7.0, 10.5, 9.947727272727272)","(2.5, 3.15, 3.0782608695652174)"
12-01-2023 13:22:14.907986,"(6.0, 6.6, 6.404081632653061)","(10.0, 13.0, 12.947761194029852)","(31.0, 75.0, 61.5)","(10.0, 16.5, 16.17391304347826)","(3.5, 3.9, 3.7982758620689654)","(7.0, 10.5, 9.843243243243244)","(2.5, 3.15, 3.1157894736842104)"
12-01-2023 13:22:16.007346,"(6.0, 6.6, 6.446808510638298)","(10.0, 13.0, 12.991803278688524)","(31.0, 75.0, 61.5)","(10.0, 16.5, 16.17391304347826)","(3.5, 3.85, 3.804838709677419)","(7.0, 10.5, 9.843243243243244)","(2.5, 3.15, 3.11304347826087)"
12-01-2023 13:22:17.101617,"(6.0, 6.6, 6.446808510638298)","(10.0, 13.5, 13.23076923076923)","(31.0, 75.0, 63.095238095238095)","(10.0, 16.5, 16.21153846153846)","(3.5, 3.85, 3.819512195121951)","(7.0, 10.5, 9.843243243243244)","(2.5, 3.15, 3.0999999999999996)"
12-01-2023 13:22:18.077038,"(6.0, 6.6, 6.418867924528302)","(10.0, 13.5, 13.31578947368421)","(31.0, 75.0, 63.095238095238095)","(10.0, 16.5, 16.21153846153846)","(3.5, 3.85, 3.819512195121951)","(7.0, 10.5, 9.92142857142857)","(2.5, 3.15, 3.0966666666666667)"
12-01-2023 13:22:19.126701,"(6.0, 6.6, 6.418867924528302)","(10.0, 13.5, 13.31578947368421)","(31.0, 75.0, 64.58333333333333)","(10.0, 16.5, 15.672413793103448)","(3.5, 3.85, 3.819512195121951)","(7.0, 10.5, 9.92142857142857)","(2.5, 3.15, 3.0634615384615382)"
12-01-2023 13:22:20.209834,"(6.0, 6.6, 6.447619047619048)","(10.0, 13.5, 13.461538461538462)","(31.0, 75.0, 63.095238095238095)","(10.0, 16.5, 15.709302325581396)","(3.5, 3.85, 3.834375)","(7.0, 10.5, 9.934883720930232)","(2.5, 3.1, 3.040449438202247)"
12-01-2023 13:22:21.341952,"(6.0, 6.6, 6.557575757575758)","(10.0, 13.5, 13.461538461538462)","(31.0, 75.0, 63.095238095238095)","(10.0, 16.5, 15.442857142857143)","(3.5, 3.85, 3.8261904761904764)","(7.0, 10.5, 9.934883720930232)","(2.5, 3.1, 3.040223463687151)"
12-01-2023 13:22:22.386437,"(6.0, 6.8, 6.544444444444444)","(10.0, 13.5, 13.192307692307692)","(31.0, 75.0, 63.095238095238095)","(10.0, 16.0, 15.486842105263158)","(3.5, 3.85, 3.8338709677419356)","(7.0, 10.5, 10.16842105263158)","(2.5, 3.1, 3.0383333333333336)"
12-01-2023 13:22:23.393309,"(6.0, 6.6, 6.46875)","(10.0, 13.5, 13.290123456790123)","(31.0, 75.0, 64.58333333333333)","(10.0, 16.0, 15.486842105263158)","(3.5, 3.85, 3.871875)","(7.0, 10.5, 10.175)","(2.5, 3.1, 3.0379888268156425)"
12-01-2023 13:22:24.424532,"(6.0, 6.6, 6.438709677419355)","(10.0, 13.5, 13.290123456790123)","(31.0, 75.0, 64.58333333333333)","(10.0, 16.0, 15.486842105263158)","(3.5, 3.9, 3.871875)","(7.0, 10.5, 10.175)","(2.5, 3.1, 3.0379888268156425)"
12-01-2023 13:22:25.595225,"(6.0, 6.6, 6.407692307692308)","(10.0, 13.0, 12.81578947368421)","(31.0, 75.0, 60.294117647058826)","(10.0, 16.0, 15.375)","(3.5, 3.9, 3.8720930232558137)","(7.0, 10.5, 10.23235294117647)","(2.5, 3.1, 3.0492753623188404)"
12-01-2023 13:22:26.727010,"(6.0, 6.6, 6.403921568627451)","(10.0, 13.0, 12.787878787878787)","(31.0, 75.0, 63.095238095238095)","(10.0, 16.0, 15.375)","(3.5, 3.85, 3.848148148148148)","(7.0, 10.5, 10.217391304347826)","(2.5, 3.05, 3.0492753623188404)"
12-01-2023 13:22:27.722077,"(6.0, 6.6, 6.4)","(10.0, 13.0, 12.75)","(31.0, 75.0, 64.58333333333333)","(10.0, 16.0, 15.451219512195122)","(3.5, 3.85, 3.806349206349206)","(7.0, 10.5, 10.24)","(2.5, 3.1, 3.0640495867768593)"
12-01-2023 13:22:28.808407,"(6.0, 6.6, 6.4)","(10.0, 13.0, 12.75)","(31.0, 75.0, 71.95121951219512)","(10.0, 16.0, 15.333333333333334)","(3.5, 3.85, 3.8041666666666667)","(7.0, 10.5, 10.24)","(2.5, 3.1, 3.06231884057971)"
12-01-2023 13:22:29.883694,"(6.0, 6.6, 6.418181818181818)","(10.0, 13.5, 13.166666666666666)","(31.0, 75.0, 71.7948717948718)","(10.0, 16.0, 15.125)","(3.5, 3.85, 3.8045454545454542)","(7.0, 10.5, 10.216216216216216)","(2.5, 3.1, 3.0609022556390975)"
12-01-2023 13:22:30.875025,"(6.0, 6.6, 6.418181818181818)","(10.0, 13.5, 13.178571428571429)","(31.0, 75.0, 71.7948717948718)","(10.0, 16.0, 15.304347826086957)","(3.5, 3.85, 3.8045454545454542)","(7.0, 10.5, 10.216216216216216)","(2.5, 3.1, 3.0584)"
12-01-2023 13:22:31.882421,"(6.0, 6.6, 6.4)","(10.0, 13.5, 13.058823529411764)","(31.0, 75.0, 72.09302325581396)","(10.0, 16.0, 14.84375)","(3.5, 3.85, 3.864444444444444)","(7.0, 10.5, 10.25)","(2.5, 3.1, 3.054583333333333)"
12-01-2023 13:22:32.917156,"(6.0, 6.6, 6.396610169491526)","(10.0, 13.5, 13.058823529411764)","(31.0, 75.0, 71.7948717948718)","(10.0, 15.0, 14.454545454545455)","(3.5, 3.9, 3.8515151515151516)","(7.0, 10.5, 10.25294117647059)","(2.5, 3.1, 3.097435897435897)"
12-01-2023 13:22:33.904956,"(6.0, 6.6, 6.444444444444445)","(10.0, 13.5, 13.14)","(31.0, 75.0, 71.7948717948718)","(10.0, 15.0, 14.454545454545455)","(3.5, 3.9, 3.8515151515151516)","(7.0, 10.5, 10.25294117647059)","(2.5, 3.15, 3.107894736842105)"
12-01-2023 13:22:34.923182,"(6.0, 6.6, 6.44375)","(10.0, 13.5, 13.178571428571429)","(31.0, 75.0, 57.142857142857146)","(10.0, 15.0, 14.35)","(3.5, 3.9, 3.841818181818182)","(7.0, 10.5, 10.161290322580646)","(2.5, 3.15, 3.1311320754716983)"
12-01-2023 13:22:36.237645,"(6.0, 6.6, 6.426086956521739)","(10.0, 13.5, 13.115384615384615)","(31.0, 75.0, 56.81818181818182)","(10.0, 15.0, 14.136363636363637)","(3.5, 3.9, 3.841818181818182)","(7.0, 10.5, 10.120000000000001)","(2.5, 3.15, 3.117741935483871)"
12-01-2023 13:22:37.554840,"(6.0, 6.6, 6.46)","(10.0, 13.5, 13.2)","(31.0, 75.0, 71.42857142857143)","(10.0, 14.5, 14.136363636363637)","(3.5, 3.9, 3.841818181818182)","(7.0, 10.5, 10.041379310344828)","(2.5, 3.15, 3.122972972972973)"
12-01-2023 13:22:38.693852,"(6.0, 6.6, 6.438461538461539)","(10.0, 13.5, 13.2)","(31.0, 75.0, 71.42857142857143)","(10.0, 14.5, 14.136363636363637)","(3.5, 3.9, 3.86)","(7.0, 10.5, 10.15)","(2.5, 3.15, 3.137837837837838)"
12-01-2023 13:22:39.842247,"(6.0, 6.4, 6.34)","(10.0, 13.5, 13.15625)","(31.0, 75.0, 71.42857142857143)","(10.0, 14.5, 14.904761904761905)","(3.5, 3.9, 3.845901639344262)","(7.0, 10.5, 10.175609756097561)","(2.5, 3.15, 3.1341463414634148)"
12-01-2023 13:22:41.017212,"(6.0, 6.4, 6.264788732394367)","(10.0, 13.5, 12.987179487179487)","(31.0, 75.0, 72.1590909090909)","(10.0, 15.0, 15.291666666666666)","(3.5, 3.9, 3.845901639344262)","(7.0, 10.5, 10.175609756097561)","(2.5, 3.15, 3.122093023255814)"
12-01-2023 13:22:42.184452,"(6.0, 6.4, 6.272)","(10.0, 13.5, 12.944444444444445)","(31.0, 75.0, 72.1590909090909)","(10.0, 15.5, 15.333333333333334)","(3.5, 3.9, 3.854761904761905)","(7.0, 10.5, 10.256521739130434)","(2.5, 3.15, 3.093835616438356)"
12-01-2023 13:22:43.407066,"(6.0, 6.4, 6.2875000000000005)","(10.0, 13.5, 12.973684210526315)","(31.0, 75.0, 71.95121951219512)","(10.0, 15.5, 15.0)","(3.5, 3.9, 3.8410714285714285)","(7.0, 10.5, 10.125)","(2.5, 3.15, 3.100561797752809)"
12-01-2023 13:22:44.574125,"(6.0, 6.4, 6.333333333333334)","(10.0, 13.5, 12.875)","(31.0, 75.0, 72.22222222222223)","(10.0, 15.5, 14.75)","(3.5, 3.85, 3.8393442622950817)","(7.0, 10.5, 10.21505376344086)","(2.5, 3.15, 3.097540983606557)"
12-01-2023 13:22:45.617584,"(6.0, 6.4, 6.376)","(10.0, 13.5, 12.875)","(31.0, 75.0, 72.22222222222223)","(10.0, 15.0, 14.75)","(3.5, 3.9, 3.8333333333333335)","(7.0, 11.0, 10.208333333333334)","(2.5, 3.15, 3.0775862068965516)"
12-01-2023 13:22:46.575994,"(6.0, 6.6, 6.447058823529412)","(10.0, 13.5, 12.875)","(31.0, 75.0, 71.875)","(10.0, 15.0, 14.647058823529411)","(3.5, 3.85, 3.83)","(7.0, 11.0, 10.179775280898877)","(2.5, 3.15, 3.103846153846154)"
12-01-2023 13:22:47.664299,"(6.0, 6.8, 6.580645161290323)","(10.0, 13.5, 12.928571428571429)","(31.0, 75.0, 70.94594594594594)","(10.0, 14.5, 14.333333333333334)","(3.5, 3.85, 3.824)","(7.0, 11.0, 10.185714285714285)","(2.5, 3.15, 3.105681818181818)"
12-01-2023 13:22:48.809260,"(6.0, 6.8, 6.582608695652174)","(10.0, 13.0, 12.666666666666666)","(31.0, 75.0, 71.34146341463415)","(10.0, 14.5, 14.2)","(3.5, 3.85, 3.81875)","(7.0, 10.5, 10.132352941176471)","(2.5, 3.15, 3.11375)"
12-01-2023 13:22:49.971527,"(6.0, 6.8, 6.5731958762886595)","(10.0, 13.0, 12.64516129032258)","(31.0, 75.0, 71.34146341463415)","(10.0, 14.5, 14.2)","(3.5, 3.85, 3.81875)","(7.0, 10.5, 10.132352941176471)","(2.5, 3.15, 3.109848484848485)"
12-01-2023 13:22:51.002815,"(6.0, 6.8, 6.581818181818182)","(10.0, 13.0, 12.521739130434783)","(31.0, 75.0, 71.34146341463415)","(10.0, 14.5, 14.071428571428571)","(3.5, 3.85, 3.836784140969163)","(7.0, 10.5, 10.068965517241379)","(2.5, 3.15, 3.109848484848485)"
12-01-2023 13:22:52.106025,"(6.0, 7.0, 6.795918367346939)","(10.0, 13.0, 12.520833333333334)","(31.0, 70.0, 69.375)","(10.0, 14.5, 13.666666666666666)","(3.5, 3.85, 3.829032258064516)","(7.0, 10.5, 10.033333333333333)","(2.5, 3.15, 3.109848484848485)"
12-01-2023 13:22:53.233121,"(6.0, 7.0, 6.8133333333333335)","(10.0, 13.0, 12.515625)","(31.0, 70.0, 69.42857142857143)","(10.0, 14.0, 13.653846153846153)","(3.5, 3.85, 3.81875)","(7.0, 10.5, 10.086363636363636)","(2.5, 3.15, 3.110483870967742)"
12-01-2023 13:22:54.288737,"(6.0, 7.0, 6.804255319148936)","(10.0, 13.0, 12.523076923076923)","(31.0, 70.0, 69.42857142857143)","(10.0, 14.0, 13.653846153846153)","(3.5, 3.85, 3.81875)","(7.0, 10.5, 10.093023255813954)","(2.5, 3.15, 3.1375)"
12-01-2023 13:22:55.359158,"(6.0, 6.6, 6.485906040268456)","(10.0, 13.0, 12.523076923076923)","(31.0, 70.0, 68.63636363636364)","(10.0, 14.0, 13.689655172413794)","(3.5, 3.85, 3.8583333333333334)","(7.0, 10.5, 10.26086956521739)","(2.5, 3.15, 3.14)"
12-01-2023 13:22:56.479770,"(6.0, 6.4, 6.361764705882353)","(10.0, 13.0, 12.840909090909092)","(31.0, 70.0, 65.5)","(10.0, 14.0, 13.689655172413794)","(3.5, 3.9, 3.8587719298245613)","(7.0, 10.5, 10.26086956521739)","(2.5, 3.15, 3.143333333333333)"
12-01-2023 13:22:57.513755,"(6.0, 6.6, 6.419130434782609)","(10.0, 13.5, 13.1)","(31.0, 70.0, 65.5)","(10.0, 14.0, 13.689655172413794)","(3.5, 3.9, 3.8669014084507043)","(7.0, 10.5, 10.206896551724139)","(2.5, 3.15, 3.1351851851851853)"
12-01-2023 13:22:58.546454,"(6.0, 6.4, 6.390654205607477)","(10.0, 13.0, 12.742424242424242)","(31.0, 70.0, 65.38461538461539)","(10.0, 14.0, 13.538461538461538)","(3.5, 3.9, 3.8669014084507043)","(7.0, 10.5, 10.206896551724139)","(2.5, 3.15, 3.1351851851851853)"
12-01-2023 13:22:59.681650,"(6.0, 6.4, 6.392233009708738)","(10.0, 13.0, 12.68918918918919)","(31.0, 70.0, 65.38461538461539)","(10.0, 13.5, 13.375)","(3.4, 3.9, 3.8580357142857142)","(7.0, 10.5, 10.191011235955056)","(2.5, 3.2, 3.146153846153846)"
12-01-2023 13:23:00.884605,"(6.0, 6.4, 6.392156862745098)","(10.0, 13.0, 12.571428571428571)","(31.0, 70.0, 63.666666666666664)","(10.0, 14.0, 13.678571428571429)","(3.4, 3.9, 3.86)","(7.0, 11.0, 10.191489361702128)","(2.5, 3.2, 3.1453125)"
12-01-2023 13:23:02.017160,"(6.0, 6.4, 6.392156862745098)","(10.0, 13.0, 12.621951219512194)","(31.0, 65.0, 63.666666666666664)","(10.0, 14.0, 13.446808510638299)","(3.4, 3.9, 3.897222222222222)","(7.0, 11.0, 10.333333333333334)","(2.5, 3.2, 3.1232558139534885)"
12-01-2023 13:23:02.991715,"(6.0, 6.4, 6.38936170212766)","(10.0, 13.0, 12.6875)","(31.0, 65.0, 63.888888888888886)","(10.0, 13.5, 13.646153846153846)","(3.4, 3.9, 3.860606060606061)","(7.0, 10.5, 10.209677419354838)","(2.5, 3.2, 3.1722222222222225)"
12-01-2023 13:23:04.063941,"(6.0, 6.4, 6.389247311827957)","(10.0, 13.0, 12.585365853658537)","(31.0, 65.0, 63.888888888888886)","(10.0, 14.0, 13.680555555555555)","(3.4, 3.9, 3.860606060606061)","(7.0, 10.5, 10.203125)","(2.5, 3.2, 3.159090909090909)"
12-01-2023 13:23:05.198795,"(6.0, 6.4, 6.379591836734694)","(10.0, 13.0, 12.583333333333334)","(31.0, 65.0, 63.57142857142857)","(10.0, 14.0, 13.676056338028168)","(3.4, 3.9, 3.875757575757576)","(7.0, 10.5, 10.134615384615385)","(2.5, 3.2, 3.159633027522936)"
12-01-2023 13:23:06.254791,"(6.0, 6.4, 6.370588235294118)","(10.0, 13.0, 12.5625)","(31.0, 65.0, 63.57142857142857)","(10.0, 14.0, 13.552631578947368)","(3.4, 3.9, 3.886)","(7.0, 10.5, 10.107142857142858)","(2.5, 3.2, 3.159633027522936)"
12-01-2023 13:23:07.360243,"(6.0, 6.4, 6.370588235294118)","(10.0, 13.0, 12.5625)","(31.0, 65.0, 58.1578947368421)","(10.0, 14.0, 13.637931034482758)","(3.4, 3.9, 3.8742424242424245)","(7.0, 10.5, 10.107142857142858)","(2.5, 3.2, 3.1083333333333334)"
12-01-2023 13:23:08.483705,"(6.0, 6.4, 6.370297029702971)","(10.0, 13.0, 12.546511627906977)","(31.0, 65.0, 58.80952380952381)","(10.0, 14.0, 13.274725274725276)","(3.4, 3.95, 3.8603896103896105)","(7.0, 10.5, 10.115384615384615)","(2.5, 3.15, 3.1120689655172415)"
12-01-2023 13:23:09.486849,"(6.0, 6.4, 6.252941176470588)","(10.0, 13.0, 12.65)","(31.0, 65.0, 60.806451612903224)","(10.0, 13.5, 13.274725274725276)","(3.4, 3.95, 3.88)","(7.0, 10.5, 10.085365853658537)","(2.5, 3.15, 3.1390243902439026)"
12-01-2023 13:23:10.553735,"(6.0, 6.4, 6.253820598006644)","(10.0, 13.0, 12.677083333333334)","(31.0, 65.0, 60.51724137931035)","(10.0, 13.5, 13.272222222222222)","(3.4, 3.9, 3.88)","(7.0, 10.5, 10.166666666666666)","(2.5, 3.15, 3.1390243902439026)"
12-01-2023 13:23:11.708647,"(6.0, 6.4, 6.253820598006644)","(10.0, 13.0, 12.677083333333334)","(31.0, 65.0, 60.806451612903224)","(10.0, 13.5, 13.76923076923077)","(3.4, 3.9, 3.873076923076923)","(7.0, 10.5, 10.228813559322035)","(2.5, 3.15, 3.1438356164383565)"
12-01-2023 13:23:12.754804,"(5.5, 6.4, 6.272340425531915)","(10.0, 13.0, 12.677083333333334)","(31.0, 65.0, 60.806451612903224)","(10.0, 14.0, 14.2)","(3.4, 3.9, 3.8391304347826085)","(7.0, 10.5, 10.228813559322035)","(2.5, 3.2, 3.142105263157895)"
12-01-2023 13:23:13.780907,"(5.5, 6.4, 6.263453815261045)","(10.0, 13.0, 12.677083333333334)","(31.0, 65.0, 60.806451612903224)","(10.0, 14.5, 14.0625)","(3.4, 3.85, 3.8391304347826085)","(7.0, 10.5, 10.19811320754717)","(2.5, 3.2, 3.1260000000000003)"
12-01-2023 13:23:14.918300,"(5.5, 6.4, 6.263453815261045)","(10.0, 13.0, 12.677083333333334)","(31.0, 65.0, 60.27272727272727)","(10.0, 14.5, 14.0625)","(3.4, 3.85, 3.8310344827586205)","(7.0, 10.5, 10.19811320754717)","(2.5, 3.2, 3.1260000000000003)"
12-01-2023 13:23:15.984274,"(5.5, 6.4, 6.263453815261045)","(10.0, 13.0, 12.677083333333334)","(31.0, 65.0, 60.27272727272727)","(10.0, 14.5, 14.0625)","(3.4, 3.9, 3.842857142857143)","(7.0, 10.5, 10.219298245614034)","(2.5, 3.2, 3.1444444444444444)"
12-01-2023 13:23:17.036507,"(5.5, 6.4, 6.2632)","(10.0, 13.0, 12.677083333333334)","(31.0, 65.0, 60.51724137931035)","(10.0, 14.5, 13.225806451612904)","(3.4, 3.85, 3.8252941176470587)","(7.0, 10.5, 10.219298245614034)","(2.5, 3.15, 3.1349397590361447)"
12-01-2023 13:23:18.066326,"(5.5, 6.6, 6.403603603603604)","(10.0, 14.0, 13.506849315068493)","(31.0, 65.0, 60.51724137931035)","(10.0, 13.5, 13.225806451612904)","(3.4, 3.85, 3.826923076923077)","(7.0, 10.5, 10.219298245614034)","(2.5, 3.2, 3.1349397590361447)"
12-01-2023 13:23:19.109178,"(5.5, 6.6, 6.408771929824562)","(10.0, 14.0, 13.564102564102564)","(31.0, 65.0, 60.51724137931035)","(10.0, 13.5, 13.234375)","(3.4, 3.85, 3.7946666666666666)","(7.0, 10.5, 10.19)","(2.5, 3.2, 3.1349397590361447)"
12-01-2023 13:23:20.138312,"(5.5, 6.6, 6.408771929824562)","(10.0, 14.0, 13.567796610169491)","(31.0, 65.0, 60.27272727272727)","(10.0, 13.5, 13.234375)","(3.4, 3.8, 3.7946666666666666)","(7.0, 10.5, 10.19)","(2.5, 3.2, 3.1349397590361447)"
12-01-2023 13:23:21.111817,"(5.5, 6.6, 6.408771929824562)","(10.0, 14.0, 13.567796610169491)","(31.0, 65.0, 60.27272727272727)","(10.0, 13.5, 13.375)","(3.4, 3.8, 3.8210280373831775)","(7.0, 10.5, 10.19)","(2.5, 3.2, 3.1406593406593406)"
12-01-2023 13:23:22.281028,"(5.5, 6.6, 6.408064516129032)","(10.0, 14.0, 13.567796610169491)","(31.0, 65.0, 59.34782608695652)","(10.0, 13.5, 13.373333333333333)","(3.4, 3.85, 3.7311111111111113)","(7.0, 10.5, 10.241666666666667)","(2.5, 3.2, 3.1616666666666666)"
12-01-2023 13:23:23.495048,"(5.5, 6.4, 6.3843137254901965)","(10.0, 14.0, 13.558333333333334)","(31.0, 65.0, 62.17391304347826)","(10.0, 13.5, 13.373333333333333)","(3.4, 3.8, 3.832777777777778)","(7.0, 10.5, 10.241666666666667)","(2.5, 3.2, 3.141111111111111)"
12-01-2023 13:23:24.491590,"(5.5, 6.4, 6.3843137254901965)","(10.0, 14.0, 13.558333333333334)","(31.0, 65.0, 62.17391304347826)","(10.0, 13.5, 13.373333333333333)","(3.4, 3.85, 3.832777777777778)","(7.0, 10.5, 10.241666666666667)","(2.5, 3.15, 3.141111111111111)"
12-01-2023 13:23:25.562092,"(5.5, 6.4, 6.3843137254901965)","(10.0, 14.0, 13.47)","(31.0, 65.0, 62.17391304347826)","(10.0, 13.5, 13.36986301369863)","(3.4, 3.85, 3.832777777777778)","(7.0, 10.5, 10.212962962962964)","(2.5, 3.15, 3.145679012345679)"
12-01-2023 13:23:26.682946,"(5.5, 6.4, 6.3843137254901965)","(10.0, 14.0, 13.551724137931034)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.38)","(3.4, 3.85, 3.814772727272727)","(7.0, 10.5, 10.241666666666667)","(2.5, 3.2, 3.1305555555555555)"
12-01-2023 13:23:27.745128,"(5.5, 6.4, 6.3843137254901965)","(10.0, 14.0, 13.551724137931034)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.38)","(3.4, 3.85, 3.8135416666666666)","(7.0, 10.5, 10.241666666666667)","(2.5, 3.2, 3.128947368421053)"
12-01-2023 13:23:28.867270,"(5.5, 6.4, 6.352845528455285)","(10.0, 14.0, 13.556521739130435)","(31.0, 65.0, 62.44897959183673)","(10.0, 13.5, 13.49090909090909)","(3.4, 3.85, 3.8135416666666666)","(7.0, 10.5, 10.183673469387756)","(2.5, 3.2, 3.128947368421053)"
12-01-2023 13:23:30.026911,"(5.5, 6.4, 6.337226277372263)","(10.0, 14.0, 13.556521739130435)","(31.0, 65.0, 62.22222222222222)","(10.0, 13.5, 13.49090909090909)","(3.4, 3.85, 3.8135416666666666)","(7.0, 10.5, 10.183673469387756)","(2.5, 3.2, 3.128947368421053)"
12-01-2023 13:23:31.191709,"(5.5, 6.4, 6.337226277372263)","(10.0, 14.0, 13.551724137931034)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.491071428571429)","(3.4, 3.85, 3.8344262295081966)","(7.0, 10.5, 10.196428571428571)","(2.5, 3.2, 3.128947368421053)"
12-01-2023 13:23:32.204483,"(5.5, 6.4, 6.337226277372263)","(10.0, 14.0, 13.551724137931034)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.491071428571429)","(3.4, 3.9, 3.8344262295081966)","(7.0, 10.5, 10.196428571428571)","(2.5, 3.2, 3.144)"
12-01-2023 13:23:33.197306,"(5.5, 6.4, 6.3596330275229365)","(10.0, 14.0, 13.56140350877193)","(31.0, 65.0, 62.44897959183673)","(10.0, 13.5, 13.491071428571429)","(3.4, 3.9, 3.837142857142857)","(7.0, 10.5, 10.183333333333334)","(2.5, 3.15, 3.1346153846153846)"
12-01-2023 13:23:34.266281,"(5.5, 6.4, 6.3596330275229365)","(10.0, 14.0, 13.56140350877193)","(31.0, 65.0, 62.59615384615385)","(10.0, 13.5, 13.491071428571429)","(3.4, 3.9, 3.837142857142857)","(7.0, 10.5, 10.169230769230769)","(2.6, 3.2, 3.1329268292682926)"
12-01-2023 13:23:35.329512,"(5.5, 6.4, 6.3596330275229365)","(10.0, 14.0, 13.56140350877193)","(31.0, 65.0, 62.59615384615385)","(10.0, 13.5, 13.491525423728813)","(3.4, 3.9, 3.837142857142857)","(7.0, 10.5, 10.169230769230769)","(2.6, 3.2, 3.1329268292682926)"
12-01-2023 13:23:36.298299,"(5.5, 6.4, 6.355102040816327)","(10.0, 14.0, 13.56140350877193)","(31.0, 65.0, 62.44897959183673)","(10.0, 13.5, 13.491525423728813)","(3.4, 3.9, 3.829032258064516)","(7.0, 10.5, 10.161764705882353)","(2.6, 3.2, 3.1329268292682926)"
12-01-2023 13:23:37.394855,"(5.5, 6.4, 6.3546391752577325)","(10.0, 14.0, 13.411764705882353)","(31.0, 65.0, 62.44897959183673)","(10.0, 13.5, 13.491525423728813)","(3.4, 3.9, 3.829032258064516)","(7.0, 10.5, 10.169230769230769)","(2.6, 3.2, 3.1329268292682926)"
