,Not Today,Turbo Worm,Wonder Woolly,Japanese Black,Stay Humble,Kitty Keen
12-01-2023 15:45:08.482816,"(10.0, 32.0, 30.0625)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:09.668832,"(10.0, 32.0, 30.0625)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:10.749850,"(10.0, 32.0, 30.0625)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:11.784240,"(10.0, 32.0, 30.0625)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:12.864970,"(10.0, 32.0, 30.0625)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:13.895706,"(10.0, 32.0, 30.0625)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:14.904448,"(10.0, 32.0, 30.0625)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:15.973668,"(10.0, 32.0, 30.0625)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:16.991069,"(10.0, 32.0, 27.166666666666664)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:18.048737,"(10.0, 32.0, 29.92857142857143)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:19.135355,"(10.0, 32.0, 29.92857142857143)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:20.199767,"(10.0, 32.0, 29.92857142857143)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:21.244852,"(10.0, 32.0, 29.92857142857143)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:22.258982,"(10.0, 32.0, 29.92857142857143)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:23.334387,"(10.0, 32.0, 29.92857142857143)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:24.465997,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 110.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:25.484269,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:26.482792,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:27.462754,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:28.621702,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:29.900618,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:31.090395,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6718840579710146)"
12-01-2023 15:45:32.096715,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:33.107348,"(10.0, 32.0, 24.75)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:34.101990,"(10.0, 32.0, 25.0)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:35.107653,"(10.0, 32.0, 25.0)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:36.211477,"(10.0, 32.0, 25.25)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:37.330000,"(10.0, 32.0, 25.25)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:38.378139,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:39.365397,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:40.381591,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.14, 2.1329411764705886)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:41.465211,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.14, 2.116986301369863)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:42.538048,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.14, 2.065)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:43.572482,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.12, 2.065)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:44.665322,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.12, 2.0859154929577466)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:45.802102,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.1, 2.0859154929577466)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:46.988902,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.1, 2.05)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:48.199664,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.12, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:49.327215,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:50.469039,"(10.0, 32.0, 30.07142857142857)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:51.665281,"(10.0, 32.0, 30.214285714285715)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:52.785040,"(10.0, 32.0, 30.863636363636367)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:53.801360,"(10.0, 32.0, 30.863636363636367)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:54.846681,"(10.0, 32.0, 30.863636363636367)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:55.924680,"(10.0, 32.0, 31.305555555555557)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:56.971441,"(10.0, 32.0, 28.333333333333332)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:58.033500,"(10.0, 32.0, 28.333333333333332)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 132.28571428571428)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:45:59.102822,"(10.0, 32.0, 28.333333333333332)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:00.101268,"(10.0, 32.0, 28.333333333333332)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:01.159246,"(10.0, 32.0, 30.166666666666664)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 62.16666666666667)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:02.295814,"(10.0, 32.0, 30.166666666666664)","(1.7, 2.08, 2.060540540540541)","(18.0, 160.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:03.320071,"(10.0, 32.0, 30.166666666666664)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:04.307371,"(10.0, 32.0, 30.166666666666664)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:05.345338,"(10.0, 32.0, 30.166666666666664)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:06.418039,"(10.0, 32.0, 30.166666666666664)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:07.524357,"(10.0, 32.0, 30.333333333333336)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:08.579700,"(10.0, 32.0, 30.333333333333336)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:09.530984,"(10.0, 32.0, 30.333333333333336)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:10.645685,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:11.747366,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:12.769694,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671764705882353)"
12-01-2023 15:46:13.854446,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.671111111111111)"
12-01-2023 15:46:14.950689,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:15.921008,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:17.001318,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:18.127606,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:19.058235,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:20.197654,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:21.320937,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:22.354373,"(10.0, 32.0, 29.75)","(1.7, 2.08, 2.060540540540541)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:23.458045,"(10.0, 32.0, 30.4)","(1.7, 2.08, 2.043132530120482)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.6717037037037037)"
12-01-2023 15:46:24.445915,"(10.0, 32.0, 30.4)","(1.7, 2.08, 2.043132530120482)","(18.0, 150.0, 134.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.68, 2.8634782608695653)"
12-01-2023 15:46:25.465041,"(10.0, 32.0, 30.4)","(1.7, 1.9, 1.8133333333333332)","(18.0, 150.0, 65.08333333333333)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.94, 2.722962962962963)"
12-01-2023 15:46:26.586595,"(10.0, 32.0, 30.4)","(1.7, 1.9, 1.8636)","(18.0, 160.0, 99.5)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.92, 2.8244444444444445)"
12-01-2023 15:46:27.698446,"(10.0, 32.0, 30.4)","(1.7, 1.9, 1.8685714285714285)","(18.0, 110.0, 80.66666666666666)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8296551724137933)"
12-01-2023 15:46:28.723818,"(10.0, 32.0, 28.333333333333332)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 80.66666666666666)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:29.817816,"(10.0, 32.0, 31.266666666666666)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 92.4)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:30.893456,"(10.0, 32.0, 31.266666666666666)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 92.4)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:31.979587,"(10.0, 32.0, 31.266666666666666)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 92.6)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:33.131684,"(10.0, 32.0, 31.266666666666666)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 92.6)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:34.217695,"(10.0, 32.0, 30.625)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 92.6)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:35.347334,"(10.0, 32.0, 30.625)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 95.33333333333333)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:36.540220,"(10.0, 32.0, 30.625)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 88.25)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:37.625004,"(10.0, 32.0, 30.625)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 88.25)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.8407692307692307)"
12-01-2023 15:46:38.776395,"(10.0, 32.0, 30.625)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 88.25)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:39.938985,"(10.0, 32.0, 30.88888888888889)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 88.25)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:41.138027,"(10.0, 32.0, 30.88888888888889)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 58.73913043478261)","(13.0, 36.0, 30.5)","(16.0, 46.0, 30.8)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:42.395484,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 160.0, 134.25)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:43.761207,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 150.0, 134.25)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:44.777593,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 150.0, 134.25)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:45.856067,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 97.85714285714286)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:46.978449,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:48.119613,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:49.214348,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:50.237006,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:51.247219,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:52.323485,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:53.423430,"(10.0, 32.0, 29.75)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:54.549457,"(10.0, 32.0, 30.4)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:55.590656,"(10.0, 32.0, 30.4)","(1.7, 1.89, 1.8685714285714285)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.864186046511628)"
12-01-2023 15:46:56.681361,"(10.0, 32.0, 30.4)","(1.7, 1.89, 1.863913043478261)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 2.9, 2.935714285714286)"
12-01-2023 15:46:57.986144,"(10.0, 32.0, 31.166666666666668)","(1.7, 1.89, 1.8786792452830188)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 3.25, 3.0989830508474574)"
12-01-2023 15:46:59.063779,"(10.0, 32.0, 31.166666666666668)","(1.7, 1.89, 1.8786792452830188)","(18.0, 110.0, 98.0)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 3.15, 2.8899999999999997)"
12-01-2023 15:47:00.117338,"(10.0, 32.0, 31.166666666666668)","(1.7, 1.89, 1.8786792452830188)","(18.0, 110.0, 132.28571428571428)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 3.15, 2.8899999999999997)"
12-01-2023 15:47:01.207466,"(10.0, 32.0, 31.166666666666668)","(1.7, 1.89, 1.8786792452830188)","(18.0, 150.0, 132.28571428571428)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 3.15, 2.8899999999999997)"
12-01-2023 15:47:02.252589,"(10.0, 32.0, 31.166666666666668)","(1.7, 1.89, 1.8786792452830188)","(18.0, 150.0, 132.28571428571428)","(13.0, 36.0, 30.5)","(16.0, 46.0, 33.333333333333336)","(2.6, 3.15, 2.8899999999999997)"
12-01-2023 15:47:03.365437,"(10.0, 32.0, 31.166666666666668)","(1.7, 1.89, 1.8786792452830188)","(18.0, 150.0, 59.81818181818182)","(13.0, 36.0, 31.75)","(16.0, 46.0, 38.333333333333336)","(2.6, 3.15, 2.8045454545454542)"
