,The Cunning Fox,Deficit,Akihiro,Military Gambler,Ashgrove,Kiplings Journey,Mr Dudwey,Head Of State,Bulloo,Mishani Spartan,Tyresa,Gracie Blue,Circling
07-01-2023 17:03:44.305531,"(3.8, 4.4, 4.368863261943987)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.285714285714285)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.81025)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.911764705882355)"
07-01-2023 17:03:45.733025,"(3.8, 4.4, 4.367911714770798)","(7.0, 9.0, 8.854716981132077)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.81025)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.82539682539682)"
07-01-2023 17:03:47.130245,"(3.8, 4.4, 4.367911714770798)","(7.0, 9.0, 8.83030303030303)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.81025)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.82539682539682)"
07-01-2023 17:03:48.495522,"(3.8, 4.4, 4.367911714770798)","(7.0, 9.0, 8.83030303030303)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.491111111111111)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.810832232496699)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.82539682539682)"
07-01-2023 17:03:49.940092,"(3.8, 4.4, 4.367911714770798)","(7.0, 9.0, 8.83030303030303)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.479012345679012)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.810832232496699)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.82539682539682)"
07-01-2023 17:03:51.310318,"(3.8, 4.4, 4.367581475128645)","(7.0, 9.0, 8.83030303030303)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.479012345679012)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.810832232496699)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.82539682539682)"
07-01-2023 17:03:52.634701,"(3.8, 4.4, 4.367581475128645)","(7.0, 9.0, 8.83030303030303)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.6, 5.5659090909090905)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.479012345679012)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.810832232496699)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.82539682539682)"
07-01-2023 17:03:54.121485,"(3.8, 4.4, 4.367581475128645)","(7.0, 9.0, 8.823899371069183)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.6, 5.600547445255474)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.467567567567567)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.810832232496699)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.76470588235294)"
07-01-2023 17:03:55.529421,"(3.8, 4.4, 4.367581475128645)","(7.0, 9.0, 8.823899371069183)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.7, 5.600562148657089)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.494623655913978)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.808906882591094)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.83870967741935)"
07-01-2023 17:03:56.936079,"(3.8, 4.4, 4.366548672566372)","(7.0, 9.0, 8.823899371069183)","(8.5, 10.0, 9.819469026548672)","(20.0, 26.0, 24.956521739130434)","(5.0, 5.7, 5.600562148657089)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.494623655913978)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.808906882591094)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.83870967741935)"
07-01-2023 17:03:58.267911,"(3.8, 4.4, 4.366548672566372)","(7.0, 9.0, 8.812949640287771)","(8.5, 10.0, 9.821359223300972)","(20.0, 26.0, 25.11111111111111)","(5.0, 5.7, 5.600562148657089)","(41.0, 60.0, 51.851851851851855)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.494623655913978)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.869565217391305)","(8.0, 9.0, 8.808906882591094)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.92537313432836)"
07-01-2023 17:03:59.554475,"(3.8, 4.4, 4.366548672566372)","(7.0, 9.0, 8.812949640287771)","(8.5, 10.0, 9.821359223300972)","(20.0, 26.0, 25.11111111111111)","(5.0, 5.7, 5.600562148657089)","(41.0, 60.0, 51.851851851851855)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.6, 9.4)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.93617021276596)","(8.0, 9.0, 8.695238095238095)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.92537313432836)"
07-01-2023 17:04:00.902430,"(3.8, 4.4, 4.3667253521126765)","(7.0, 9.0, 8.812949640287771)","(8.5, 10.0, 9.821359223300972)","(20.0, 26.0, 25.11111111111111)","(5.0, 5.7, 5.600562148657089)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 162.85714285714286)","(8.5, 9.4, 9.39245283018868)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.93617021276596)","(8.0, 8.8, 8.695238095238095)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.92537313432836)"
07-01-2023 17:04:02.302190,"(3.8, 4.4, 4.3667253521126765)","(7.0, 9.0, 8.81021897810219)","(8.5, 10.0, 9.821359223300972)","(20.0, 26.0, 25.11111111111111)","(5.0, 5.7, 5.600562148657089)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.39245283018868)","(26.0, 32.0, 30.5)","(18.0, 27.0, 23.93617021276596)","(8.0, 8.8, 8.695238095238095)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.92537313432836)"
07-01-2023 17:04:03.718994,"(3.8, 4.4, 4.364869888475837)","(7.0, 9.0, 8.814285714285715)","(8.5, 10.0, 9.824761904761905)","(20.0, 26.0, 25.142857142857142)","(5.0, 5.7, 5.600871731008717)","(41.0, 60.0, 52.903225806451616)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.392857142857142)","(26.0, 32.0, 30.571428571428573)","(18.0, 27.0, 24.0)","(8.0, 8.8, 8.690909090909091)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.56)"
07-01-2023 17:04:05.123584,"(3.8, 4.4, 4.364869888475837)","(7.0, 9.0, 8.815602836879433)","(8.5, 10.0, 9.826415094339623)","(20.0, 26.0, 25.46666666666667)","(5.0, 5.7, 5.606076696165191)","(41.0, 60.0, 54.21052631578947)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.4, 9.158715596330275)","(26.0, 32.0, 30.571428571428573)","(18.0, 27.0, 24.84)","(8.0, 8.8, 8.692682926829269)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.56)"
07-01-2023 17:04:06.607333,"(3.8, 4.4, 4.369558101472995)","(7.0, 9.0, 8.692307692307692)","(8.5, 10.0, 9.825000000000001)","(20.0, 26.0, 25.46666666666667)","(5.0, 5.7, 5.605972797161443)","(41.0, 60.0, 54.21052631578947)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.2, 9.15906976744186)","(26.0, 32.0, 30.6)","(18.0, 27.0, 24.84)","(8.0, 8.8, 8.691666666666666)","(91.0, 180.0, 165.51724137931035)","(31.0, 38.0, 36.47826086956522)"
07-01-2023 17:04:07.963872,"(3.8, 4.4, 4.369558101472995)","(7.0, 9.0, 8.690173410404624)","(8.5, 10.0, 9.836538461538462)","(20.0, 26.0, 25.375)","(5.0, 5.7, 5.603753026634382)","(41.0, 60.0, 53.333333333333336)","(91.0, 180.0, 163.33333333333334)","(8.5, 9.2, 9.194252873563217)","(26.0, 32.0, 30.727272727272727)","(18.0, 27.0, 24.3)","(8.0, 8.8, 8.707826086956523)","(91.0, 180.0, 167.27272727272728)","(31.0, 38.0, 36.57142857142857)"
07-01-2023 17:04:09.437804,"(3.8, 4.4, 4.366606822262119)","(7.0, 9.0, 8.673170731707316)","(8.5, 10.0, 9.841121495327103)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.603577926015767)","(41.0, 60.0, 52.69230769230769)","(91.0, 180.0, 164.0)","(8.5, 9.2, 9.34)","(26.0, 32.0, 30.526315789473685)","(18.0, 27.0, 24.3)","(8.0, 8.8, 8.7109243697479)","(91.0, 180.0, 167.5)","(31.0, 38.0, 36.57142857142857)"
07-01-2023 17:04:10.868129,"(3.8, 4.4, 4.354919236417034)","(7.0, 9.0, 8.73167701863354)","(8.5, 10.0, 9.8671875)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605637982195845)","(41.0, 60.0, 53.666666666666664)","(91.0, 180.0, 168.57142857142858)","(8.5, 9.4, 9.389189189189189)","(26.0, 32.0, 30.88)","(18.0, 27.0, 24.79591836734694)","(8.0, 8.8, 8.725352112676056)","(91.0, 180.0, 168.23529411764707)","(31.0, 38.0, 36.72727272727273)"
07-01-2023 17:04:12.415909,"(3.8, 4.4, 4.354919236417034)","(7.0, 9.0, 8.73167701863354)","(8.5, 10.0, 9.8671875)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605637982195845)","(41.0, 60.0, 53.666666666666664)","(91.0, 180.0, 170.0)","(8.5, 9.4, 9.389189189189189)","(26.0, 32.0, 30.88)","(18.0, 27.0, 24.88235294117647)","(8.0, 8.8, 8.725352112676056)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.74074074074074)"
07-01-2023 17:04:13.849372,"(3.8, 4.4, 4.35478645066274)","(7.0, 9.0, 8.713966480446928)","(8.5, 10.0, 9.8671875)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605637982195845)","(41.0, 60.0, 53.793103448275865)","(91.0, 180.0, 162.72727272727272)","(8.5, 9.4, 9.583333333333332)","(26.0, 32.0, 30.88)","(18.0, 27.0, 24.703125)","(8.0, 8.8, 8.725352112676056)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.69230769230769)"
07-01-2023 17:04:15.365902,"(3.8, 4.4, 4.35478645066274)","(7.0, 9.0, 8.713966480446928)","(8.5, 10.0, 9.8671875)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605571847507331)","(41.0, 60.0, 53.793103448275865)","(91.0, 180.0, 162.72727272727272)","(8.5, 9.6, 9.591304347826087)","(26.0, 32.0, 30.385964912280702)","(18.0, 27.0, 24.703125)","(8.0, 8.8, 8.77450980392157)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.69230769230769)"
07-01-2023 17:04:16.717351,"(3.8, 4.4, 4.35478645066274)","(7.0, 9.0, 8.713966480446928)","(8.5, 10.0, 9.8671875)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605571847507331)","(41.0, 60.0, 53.793103448275865)","(91.0, 180.0, 162.72727272727272)","(8.5, 9.6, 9.591304347826087)","(26.0, 32.0, 30.385964912280702)","(18.0, 27.0, 24.703125)","(8.0, 8.8, 8.77450980392157)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.69230769230769)"
07-01-2023 17:04:18.095612,"(3.8, 4.4, 4.35478645066274)","(7.0, 9.0, 8.713966480446928)","(8.5, 10.0, 9.8671875)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605571847507331)","(41.0, 60.0, 53.793103448275865)","(91.0, 180.0, 162.72727272727272)","(8.5, 9.6, 9.591304347826087)","(26.0, 32.0, 30.440677966101696)","(18.0, 27.0, 24.772727272727273)","(8.0, 8.8, 8.776146788990827)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.74074074074074)"
07-01-2023 17:04:19.462069,"(3.8, 4.4, 4.356942496493689)","(7.0, 9.0, 8.732673267326732)","(8.5, 10.0, 9.87313432835821)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.606152060359837)","(41.0, 60.0, 54.193548387096776)","(91.0, 180.0, 162.72727272727272)","(8.5, 9.6, 9.592105263157894)","(26.0, 32.0, 30.440677966101696)","(18.0, 27.0, 24.772727272727273)","(8.0, 8.8, 8.776146788990827)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.74074074074074)"
07-01-2023 17:04:20.874138,"(3.8, 4.4, 4.356942496493689)","(7.0, 9.0, 8.732673267326732)","(8.5, 10.0, 9.87313432835821)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.606152060359837)","(41.0, 60.0, 54.193548387096776)","(91.0, 180.0, 162.72727272727272)","(8.5, 9.6, 9.592105263157894)","(26.0, 32.0, 30.440677966101696)","(18.0, 27.0, 24.772727272727273)","(8.0, 8.8, 8.776146788990827)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.903225806451616)"
07-01-2023 17:04:22.313824,"(3.8, 4.4, 4.356942496493689)","(7.0, 9.0, 8.732673267326732)","(8.5, 10.0, 9.87313432835821)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605604203152364)","(41.0, 60.0, 54.193548387096776)","(91.0, 180.0, 162.72727272727272)","(8.5, 9.6, 9.592105263157894)","(26.0, 32.0, 30.5625)","(18.0, 27.0, 24.929577464788732)","(8.0, 8.8, 8.804904632152589)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.8235294117647)"
07-01-2023 17:04:23.620965,"(3.8, 4.4, 4.355927051671733)","(7.0, 9.0, 8.732673267326732)","(8.5, 10.0, 9.87313432835821)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605604203152364)","(41.0, 60.0, 55.0)","(91.0, 180.0, 162.72727272727272)","(8.5, 9.6, 9.592105263157894)","(26.0, 32.0, 30.5625)","(18.0, 27.0, 24.929577464788732)","(8.0, 9.0, 8.804904632152589)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.98245614035088)"
07-01-2023 17:04:24.961626,"(3.8, 4.4, 4.36865671641791)","(7.0, 9.0, 8.732673267326732)","(8.5, 10.0, 9.87313432835821)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605604203152364)","(41.0, 60.0, 55.0)","(91.0, 180.0, 162.6086956521739)","(8.5, 9.6, 9.592105263157894)","(26.0, 32.0, 30.5625)","(18.0, 27.0, 24.929577464788732)","(8.0, 9.0, 8.804904632152589)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:26.272779,"(3.8, 4.4, 4.36865671641791)","(7.0, 9.0, 8.688461538461539)","(8.5, 10.0, 9.87313432835821)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.605604203152364)","(41.0, 60.0, 55.0)","(91.0, 180.0, 162.6086956521739)","(8.5, 9.6, 9.591891891891892)","(26.0, 32.0, 30.5625)","(18.0, 27.0, 24.929577464788732)","(8.0, 9.0, 8.804904632152589)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:27.536627,"(3.8, 4.4, 4.367399267399268)","(7.0, 9.0, 8.688461538461539)","(8.5, 10.0, 9.87313432835821)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.606152060359837)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.5, 9.6, 9.5925)","(26.0, 32.0, 30.606060606060606)","(18.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.804904632152589)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:28.917719,"(3.8, 4.4, 4.369454545454546)","(7.0, 9.0, 8.696629213483146)","(8.5, 10.0, 9.87857142857143)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.606152060359837)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.5, 9.6, 9.5925)","(26.0, 32.0, 30.606060606060606)","(18.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.806747638326586)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.07936507936508)"
07-01-2023 17:04:30.319379,"(3.8, 4.4, 4.369454545454546)","(7.0, 9.0, 8.696629213483146)","(8.5, 10.0, 9.874074074074075)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.606152060359837)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.5, 9.6, 9.615019762845849)","(26.0, 32.0, 30.606060606060606)","(18.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.806702412868633)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.07936507936508)"
07-01-2023 17:04:31.650613,"(3.8, 4.4, 4.375494071146245)","(7.0, 9.0, 8.696629213483146)","(8.5, 10.0, 9.874074074074075)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.606152060359837)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.5, 9.8, 9.615019762845849)","(26.0, 32.0, 30.714285714285715)","(18.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.806702412868633)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.07936507936508)"
07-01-2023 17:04:32.962650,"(3.8, 4.4, 4.388)","(7.0, 9.0, 8.688421052631579)","(8.5, 10.0, 9.913636363636364)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.606152060359837)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.5, 9.8, 9.615019762845849)","(26.0, 32.0, 30.714285714285715)","(18.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.806702412868633)","(91.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.07936507936508)"
07-01-2023 17:04:34.311528,"(3.8, 4.4, 4.388)","(7.5, 8.8, 8.653703703703703)","(8.5, 10.0, 9.913636363636364)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.606152060359837)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.615019762845849)","(26.0, 32.0, 30.714285714285715)","(19.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.806702412868633)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.07936507936508)"
07-01-2023 17:04:35.677985,"(3.8, 4.4, 4.391747572815534)","(7.5, 8.8, 8.655707762557078)","(8.5, 10.0, 9.916483516483517)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.736842105263158)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.80747663551402)","(101.0, 180.0, 168.8235294117647)","(31.0, 38.0, 37.07936507936508)"
07-01-2023 17:04:36.985831,"(3.8, 4.4, 4.394059405940594)","(7.5, 8.8, 8.655707762557078)","(8.5, 10.0, 9.916483516483517)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.736842105263158)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.80747663551402)","(101.0, 180.0, 168.8235294117647)","(31.0, 38.0, 37.07936507936508)"
07-01-2023 17:04:38.369463,"(3.8, 4.4, 4.394059405940594)","(7.5, 8.8, 8.655707762557078)","(8.5, 10.0, 9.916483516483517)","(20.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.736842105263158)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.80747663551402)","(101.0, 180.0, 168.8235294117647)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:39.682993,"(3.8, 4.5, 4.425547445255475)","(7.5, 8.8, 8.655707762557078)","(8.5, 10.0, 9.916483516483517)","(21.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.736842105263158)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.80747663551402)","(101.0, 180.0, 168.8235294117647)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:41.000312,"(3.8, 4.5, 4.435646687697161)","(7.5, 8.8, 8.652336448598131)","(8.5, 10.0, 9.916483516483517)","(21.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 55.13513513513514)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.736842105263158)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.80747663551402)","(101.0, 180.0, 168.8235294117647)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:42.314992,"(3.8, 4.5, 4.435646687697161)","(7.5, 8.8, 8.652336448598131)","(8.5, 10.0, 9.916483516483517)","(21.0, 26.0, 25.09090909090909)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.0)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.736842105263158)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.806961178045515)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:43.675204,"(3.8, 4.5, 4.435646687697161)","(7.5, 8.8, 8.657142857142858)","(8.5, 10.0, 9.916483516483517)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.736842105263158)","(19.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.806961178045515)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:45.064912,"(3.8, 4.5, 4.435646687697161)","(7.5, 8.8, 8.657142857142858)","(8.5, 10.0, 9.916483516483517)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.736842105263158)","(19.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.807407407407409)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.049180327868854)"
07-01-2023 17:04:46.485094,"(3.8, 4.5, 4.444571428571429)","(7.5, 8.8, 8.657142857142858)","(8.5, 10.0, 9.916483516483517)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.807293127629734)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.01587301587301)"
07-01-2023 17:04:47.929085,"(3.8, 4.5, 4.438412698412699)","(7.5, 8.8, 8.657142857142858)","(8.5, 10.0, 9.844871794871796)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 25.013513513513512)","(8.0, 9.0, 8.807293127629734)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.01587301587301)"
07-01-2023 17:04:49.288953,"(3.8, 4.5, 4.438412698412699)","(7.5, 8.8, 8.637113402061857)","(8.5, 10.5, 10.029411764705882)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.616470588235293)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.807293127629734)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.62222222222222)"
07-01-2023 17:04:50.655259,"(3.8, 4.5, 4.438412698412699)","(7.5, 8.8, 8.637113402061857)","(8.5, 10.5, 10.029411764705882)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.608979591836734)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.807293127629734)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.62222222222222)"
07-01-2023 17:04:52.020399,"(3.8, 4.5, 4.438412698412699)","(7.5, 8.8, 8.637113402061857)","(8.5, 10.5, 10.029411764705882)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.608979591836734)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.807293127629734)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.62222222222222)"
