,Hidden Radar,More Sensation,Polarizer,Stressful Hope,Showtime Caesar,Inconsequential,Urana Lot,Just Too Fancy
10-01-2023 20:15:53.647662,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.64)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:15:54.752935,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:15:55.818126,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:15:56.951057,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:15:58.164064,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:15:59.369616,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:00.577828,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:01.730722,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:02.915912,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:04.006477,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:05.200730,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:06.282407,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:07.458720,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:08.610304,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:09.695191,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:10.736076,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:11.731536,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:12.778855,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.52)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:13.946061,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.52)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:15.143582,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:16.325313,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:17.551241,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:18.624513,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:19.680897,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:20.753808,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:21.925369,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.2)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:23.020595,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.0)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:24.084352,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.833333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:25.134708,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.833333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:26.140925,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.833333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:27.132331,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.833333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:28.168547,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.833333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:29.203340,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.833333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:30.268498,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.833333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:31.367223,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.5, 12.444444444444445)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:32.438439,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.444444444444445)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:33.596975,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.444444444444445)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:34.686071,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.64)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:35.725114,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.64)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:36.998488,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.64)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:38.219513,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:39.316211,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:40.431622,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:41.533838,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:42.628361,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:43.690181,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:44.765491,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:45.922478,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:47.099524,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:48.231422,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:49.363173,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:50.470739,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:51.564109,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:52.615437,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:53.690765,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:54.803898,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.8)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:55.956455,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:57.114641,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.52)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:58.183146,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.52)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:16:59.234317,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:00.322212,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:01.512568,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:02.570860,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:03.675195,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:04.709197,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:05.760956,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:06.857238,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:08.021889,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:09.177747,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:10.267340,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:11.308044,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:12.322970,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:13.338042,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:14.397192,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:15.467235,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.719999999999999)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:16.641853,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.971428571428572)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:17.847926,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.25)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:18.965046,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 12.25)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:20.000414,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.733333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:21.044028,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.733333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:22.114729,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.733333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:23.181474,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.733333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:24.221652,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.733333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:25.350076,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.733333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
10-01-2023 20:17:26.520164,"(7.0, 11.0, 9.666666666666666)","(3.6, 4.8, 4.225)","(8.0, 17.0, 14.428571428571429)","(3.7, 3.9, 3.81025641025641)","(7.0, 14.0, 11.733333333333334)","(6.0, 9.8, 9.425)","(8.0, 15.0, 11.8)","(13.0, 26.0, 21.799999999999997)"
