,Moment To Shake,Blessed Doll,Shian Pedro,Queen Maze,Shes Electric,My Time,Katchoo,Eddie Raider
11-01-2023 21:11:30.582283,"(4.4, 6.6, 4.95)","(8.0, 13.5, 12.054545454545455)","(6.0, 8.4, 7.666666666666667)","(11.0, 32.0, 27.0)","(10.0, 14.0, 12.133333333333333)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:31.765232,"(4.4, 6.6, 4.95)","(8.0, 13.5, 12.054545454545455)","(6.0, 8.4, 7.666666666666667)","(11.0, 32.0, 29.5)","(10.0, 14.0, 11.072727272727272)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:32.952043,"(4.4, 6.6, 4.95)","(8.0, 13.0, 11.690909090909091)","(6.0, 8.4, 7.666666666666667)","(11.0, 32.0, 29.5)","(10.0, 14.0, 11.072727272727272)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:34.154507,"(4.4, 6.6, 4.95)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.4, 7.666666666666667)","(11.0, 32.0, 29.5)","(10.0, 14.0, 11.072727272727272)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:35.272128,"(4.4, 6.0, 4.800000000000001)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.4, 7.666666666666667)","(11.0, 32.0, 29.5)","(10.0, 14.0, 11.2)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:36.373617,"(4.4, 6.0, 4.800000000000001)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.4, 7.666666666666667)","(11.0, 32.0, 29.5)","(10.0, 14.0, 11.2)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:37.531498,"(4.4, 6.0, 4.800000000000001)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.4, 7.666666666666667)","(11.0, 32.0, 29.5)","(10.0, 14.0, 11.946666666666665)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:38.824692,"(4.4, 6.0, 4.800000000000001)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.4, 7.960000000000001)","(11.0, 32.0, 29.5)","(10.0, 14.0, 11.06)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:40.193523,"(4.4, 6.0, 4.800000000000001)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.4, 7.960000000000001)","(11.0, 32.0, 28.1)","(10.0, 14.0, 11.06)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:41.473009,"(4.4, 6.0, 4.800000000000001)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.4, 7.960000000000001)","(11.0, 32.0, 30.416666666666664)","(10.0, 14.0, 11.06)","(2.7, 3.9, 3.5914285714285716)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 12.566666666666666)"
11-01-2023 21:11:42.799817,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.4, 9.24)","(11.0, 32.0, 26.75)","(10.0, 14.0, 13.5)","(2.7, 3.9, 3.1933333333333334)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:44.155854,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 9.280000000000001)","(11.0, 28.0, 26.75)","(10.0, 17.0, 14.307692307692307)","(2.7, 3.9, 3.1933333333333334)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:45.421482,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 9.280000000000001)","(11.0, 28.0, 24.5)","(10.0, 17.0, 13.666666666666666)","(2.7, 3.9, 3.1933333333333334)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:46.706325,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 9.280000000000001)","(11.0, 28.0, 24.5)","(10.0, 17.0, 13.666666666666666)","(2.7, 3.9, 3.1933333333333334)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:47.948495,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 9.280000000000001)","(11.0, 28.0, 24.5)","(10.0, 17.0, 14.5)","(2.7, 3.9, 3.1933333333333334)","(6.0, 19.0, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:49.204080,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 9.32)","(11.0, 28.0, 24.5)","(10.0, 17.0, 14.5)","(2.7, 3.9, 3.1933333333333334)","(6.0, 18.5, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:50.310786,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 9.32)","(11.0, 28.0, 24.5)","(10.0, 17.0, 14.75)","(2.7, 3.9, 3.21)","(6.0, 18.5, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:51.482485,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 9.2)","(11.0, 28.0, 26.0)","(10.0, 18.5, 13.75)","(2.7, 3.95, 3.1766666666666667)","(6.0, 18.5, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:52.665421,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 9.2)","(11.0, 28.0, 24.625)","(10.0, 16.5, 13.0)","(2.7, 3.85, 2.9283333333333332)","(6.0, 18.5, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:53.895188,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 7.968421052631578)","(11.0, 28.0, 24.75)","(10.0, 16.5, 13.0)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:55.134878,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.5, 7.6)","(11.0, 28.0, 24.75)","(10.0, 16.5, 13.0)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:56.339368,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.975)","(11.0, 28.0, 24.75)","(10.0, 16.5, 13.318181818181818)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:57.516048,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.975)","(11.0, 28.0, 24.75)","(10.0, 16.5, 13.318181818181818)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 14.05)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:58.715203,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 7.738888888888889)","(11.0, 28.0, 25.5)","(10.0, 16.5, 15.25)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:11:59.852127,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.425)","(11.0, 29.0, 25.5)","(10.0, 18.5, 15.25)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:01.013252,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.425)","(11.0, 29.0, 25.5)","(10.0, 18.5, 15.25)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:02.157552,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 26.3)","(10.0, 18.5, 15.25)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:03.393145,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 26.4)","(10.0, 18.5, 15.25)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:04.755869,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 24.833333333333336)","(10.0, 18.5, 15.25)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:06.049493,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 24.833333333333336)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:07.363807,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 24.833333333333336)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:08.667884,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:09.851723,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:11.076020,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:12.278200,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.9, 2.9241666666666664)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:13.565920,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.5)","(2.7, 3.85, 2.9241666666666664)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:14.764507,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.5)","(2.7, 3.85, 2.9241666666666664)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:16.035335,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.5)","(2.7, 3.85, 2.9241666666666664)","(6.0, 19.0, 10.644444444444444)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:17.210812,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.6875)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.5)","(2.7, 3.85, 2.9241666666666664)","(6.0, 19.0, 14.3)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:18.523063,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.016666666666666)","(11.0, 29.0, 27.863636363636367)","(10.0, 18.5, 15.5)","(2.7, 3.85, 2.9241666666666664)","(6.0, 19.0, 12.866666666666667)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:19.848706,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.016666666666666)","(11.0, 29.0, 28.772727272727273)","(10.0, 18.5, 15.5)","(2.7, 3.85, 2.9241666666666664)","(6.0, 19.0, 12.866666666666667)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:21.182472,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.016666666666666)","(11.0, 30.0, 28.772727272727273)","(10.0, 18.5, 15.5)","(2.7, 3.85, 2.9283333333333332)","(6.0, 19.0, 12.866666666666667)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:22.507089,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.016666666666666)","(11.0, 30.0, 28.07142857142857)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 12.866666666666667)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:23.822055,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 8.016666666666666)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 12.866666666666667)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:25.123871,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 10.0, 7.933333333333334)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 19.0, 13.666666666666668)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:26.460801,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.8, 7.85)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 14.15)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:27.723307,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.85)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 14.15)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:29.000301,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.85)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 14.15)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:30.317327,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:31.602443,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:32.928638,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:34.227676,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:35.459282,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:36.717162,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:38.002125,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9283333333333332)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:39.222510,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.9, 2.9318181818181817)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:40.485042,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 25.833333333333336)","(10.0, 18.5, 15.5)","(2.7, 3.85, 2.9466666666666663)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:41.721786,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 27.0)","(10.0, 18.5, 15.5)","(2.7, 3.8, 2.9099999999999997)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:42.934516,"(4.4, 6.0, 5.470588235294118)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 7.984615384615385)","(11.0, 30.0, 28.375)","(10.0, 18.5, 15.5)","(2.7, 3.75, 2.9099999999999997)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:44.153165,"(4.4, 6.8, 6.493333333333333)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.6, 6.73)","(11.0, 30.0, 28.375)","(10.0, 18.5, 15.5)","(2.7, 3.75, 2.9099999999999997)","(6.0, 18.5, 11.416666666666666)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:45.380059,"(4.4, 6.8, 6.066666666666666)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.4, 6.5636363636363635)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.5)","(2.7, 3.75, 2.9116666666666666)","(6.0, 18.5, 14.25)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:46.631225,"(4.4, 6.8, 6.418181818181818)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.2, 8.6)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.5)","(2.7, 3.7, 2.898461538461538)","(6.0, 18.5, 14.25)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:47.838571,"(4.4, 6.6, 5.76875)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.2, 8.6)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.5)","(2.7, 3.6, 2.898461538461538)","(6.0, 18.5, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:48.975309,"(4.4, 6.4, 5.6)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.2, 7.72)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.5)","(2.7, 3.6, 2.898461538461538)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:50.024505,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.2, 8.646153846153846)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.5)","(2.7, 3.6, 2.898461538461538)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:51.169434,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.0, 8.307692307692308)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.6, 2.898461538461538)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:52.354613,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.8, 8.307692307692308)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.6, 2.898461538461538)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:53.605479,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.0, 7.677777777777777)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.6, 2.898461538461538)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:54.825340,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.0, 7.677777777777777)","(11.0, 30.0, 28.4375)","(10.0, 18.5, 15.071428571428571)","(2.7, 3.6, 2.898461538461538)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:56.078406,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 9.0, 7.677777777777777)","(11.0, 30.0, 28.4375)","(10.0, 16.0, 13.8125)","(2.7, 3.55, 2.887142857142857)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:57.341677,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 8.138461538461538)","(11.0, 30.0, 28.4375)","(10.0, 16.0, 13.25)","(2.7, 3.5, 2.887142857142857)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:58.588562,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.666666666666667)","(11.0, 30.0, 26.166666666666668)","(10.0, 16.0, 13.25)","(2.7, 3.5, 2.887142857142857)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:12:59.801934,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.666666666666667)","(11.0, 30.0, 26.166666666666668)","(10.0, 16.0, 13.25)","(2.7, 3.5, 2.887142857142857)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:01.023522,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.666666666666667)","(11.0, 30.0, 26.166666666666668)","(10.0, 16.0, 13.25)","(2.7, 3.5, 3.1176470588235294)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:02.250291,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.666666666666667)","(11.0, 30.0, 26.166666666666668)","(10.0, 16.0, 13.25)","(2.7, 3.5, 3.1176470588235294)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:03.414313,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.666666666666667)","(11.0, 30.0, 26.166666666666668)","(10.0, 16.0, 13.25)","(2.7, 3.5, 3.12)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:04.705019,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.666666666666667)","(11.0, 30.0, 28.357142857142858)","(10.0, 16.0, 13.25)","(2.7, 3.45, 3.12)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:05.899562,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.666666666666667)","(11.0, 30.0, 26.5)","(10.0, 16.0, 13.25)","(2.7, 3.45, 3.12)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:07.253395,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.6, 6.0875)","(11.0, 30.0, 26.5)","(10.0, 16.0, 13.25)","(2.7, 3.45, 3.12)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:08.629267,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.8, 6.0875)","(11.0, 30.0, 26.5)","(10.0, 16.0, 13.25)","(2.7, 3.45, 3.12)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:09.987805,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.8, 6.0875)","(11.0, 30.0, 29.916666666666668)","(10.0, 16.0, 13.25)","(2.7, 3.45, 3.12)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
11-01-2023 21:13:11.304643,"(4.4, 6.6, 5.2)","(8.0, 12.5, 11.327272727272728)","(6.0, 8.8, 6.0875)","(11.0, 32.0, 29.916666666666668)","(10.0, 16.0, 13.25)","(2.7, 3.45, 3.12)","(6.0, 18.0, 13.636363636363637)","(10.0, 18.5, 15.957142857142857)"
