,Aston Harrison,Exclusively Mine,Low Planes,Way Up North,Jupiter Town,Flying Bella,Birdbrook
09-01-2023 12:22:17.040253,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:18.012830,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:19.084635,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:20.239814,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:21.420492,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:22.471493,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:23.812892,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:25.102033,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:26.289587,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.69)"
09-01-2023 12:22:27.421996,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.6875)"
09-01-2023 12:22:28.470029,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.6875)"
09-01-2023 12:22:29.454697,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.6875)"
09-01-2023 12:22:30.489148,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.138461538461539)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.6875)"
09-01-2023 12:22:31.482605,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.128571428571429)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.6875)"
09-01-2023 12:22:32.604253,"(4.2, 7.2, 5.7125)","(5.5, 8.8, 7.081818181818182)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.6875)"
09-01-2023 12:22:33.592490,"(4.2, 7.2, 5.7125)","(5.5, 8.6, 7.8)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 24.363636363636363)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.6875)"
09-01-2023 12:22:34.624542,"(4.2, 7.2, 5.7125)","(5.5, 8.6, 7.8)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.685)"
09-01-2023 12:22:35.588607,"(4.2, 7.2, 5.7125)","(5.5, 8.6, 7.8)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.86, 2.685)"
09-01-2023 12:22:36.672106,"(4.2, 7.2, 5.7125)","(5.5, 8.6, 7.8)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.86, 2.685)"
09-01-2023 12:22:37.857173,"(4.2, 7.2, 5.7125)","(5.5, 8.6, 7.8)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(17.0, 60.0, 57.53846153846154)","(2.45, 2.86, 2.685)"
09-01-2023 12:22:38.945977,"(4.4, 7.2, 5.7125)","(5.5, 8.6, 7.8)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.86, 2.685)"
09-01-2023 12:22:40.136398,"(4.4, 7.2, 5.7125)","(5.5, 8.6, 7.8)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.86, 2.685)"
09-01-2023 12:22:41.297957,"(4.4, 7.2, 5.7125)","(5.5, 8.6, 7.8)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.86, 2.685)"
09-01-2023 12:22:42.468140,"(4.4, 7.2, 5.7125)","(5.5, 8.6, 8.436363636363636)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.138888888888889)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.86, 2.6825)"
09-01-2023 12:22:43.623864,"(4.4, 7.2, 5.7125)","(5.5, 8.6, 8.436363636363636)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.403333333333333)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.84, 2.682857142857143)"
09-01-2023 12:22:44.698495,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.403333333333333)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.682857142857143)"
09-01-2023 12:22:45.730807,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.403333333333333)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.682857142857143)"
09-01-2023 12:22:46.830313,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.682857142857143)"
09-01-2023 12:22:47.816596,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:48.860781,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:50.103377,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:51.197641,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:52.193112,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:53.233979,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:54.296722,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:55.417288,"(4.4, 7.2, 5.613333333333333)","(5.5, 8.6, 8.494117647058824)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:56.510639,"(4.4, 7.0, 6.25)","(5.5, 8.6, 8.10909090909091)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:57.641902,"(4.4, 7.0, 6.25)","(5.5, 8.6, 8.10909090909091)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.245652173913044)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:58.766215,"(4.4, 7.0, 6.723684210526316)","(5.5, 8.6, 7.8125)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.233333333333333)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:22:59.825241,"(4.4, 7.0, 5.7749999999999995)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.233333333333333)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:23:00.891175,"(4.4, 7.0, 5.7749999999999995)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.233333333333333)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:23:01.918972,"(4.4, 7.0, 5.7749999999999995)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.233333333333333)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:23:02.941217,"(4.4, 7.0, 5.7749999999999995)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.3277777777777775)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.73)"
09-01-2023 12:23:04.048557,"(4.4, 7.0, 5.7749999999999995)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.091666666666667)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.8568421052631576)"
09-01-2023 12:23:05.148657,"(4.4, 7.0, 5.7749999999999995)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.091666666666667)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.67)"
09-01-2023 12:23:06.295328,"(4.4, 7.0, 5.7749999999999995)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 4.091666666666667)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.7)"
09-01-2023 12:23:07.479834,"(4.4, 7.0, 5.7749999999999995)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 3.9363636363636365)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.9208)"
09-01-2023 12:23:08.564411,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.8, 3.9444444444444446)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:09.617093,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.7, 3.9444444444444446)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:10.661259,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.7, 3.884)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:11.652271,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 25.142857142857142)","(3.6, 4.7, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:12.704574,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:13.733148,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:14.970091,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:16.167839,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:17.352944,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:18.658818,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:19.840513,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:21.008771,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:22.150881,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 28.125)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:23.278599,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:24.398611,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.225)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:25.422832,"(4.4, 7.2, 6.8)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 3.975)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:26.512320,"(4.4, 7.2, 6.909090909090909)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 3.975)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.864)"
09-01-2023 12:23:27.498678,"(4.4, 7.2, 6.909090909090909)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 3.975)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.636)"
09-01-2023 12:23:28.560741,"(4.4, 7.2, 6.909090909090909)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 3.975)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.94, 2.628)"
09-01-2023 12:23:29.659460,"(4.4, 7.2, 7.105882352941176)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 3.975)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.628)"
09-01-2023 12:23:30.770426,"(4.4, 7.2, 7.105882352941176)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 3.975)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.628)"
09-01-2023 12:23:31.868943,"(4.4, 7.2, 7.105882352941176)","(5.5, 8.6, 7.1066666666666665)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 3.9333333333333336)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.9, 2.6666666666666665)"
09-01-2023 12:23:32.935710,"(4.4, 7.0, 6.711764705882353)","(5.5, 8.6, 7.3809523809523805)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.638461538461539)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.88, 2.7304545454545455)"
09-01-2023 12:23:33.967583,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.3809523809523805)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.7, 4.45)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.86, 2.7741176470588234)"
09-01-2023 12:23:35.049288,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.7, 4.502631578947368)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.84, 2.7172093023255814)"
09-01-2023 12:23:36.000818,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.7, 4.353846153846154)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.82, 2.7435294117647056)"
09-01-2023 12:23:37.027621,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.7, 4.353846153846154)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.8, 2.7286486486486483)"
09-01-2023 12:23:38.084522,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.7, 4.353846153846154)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.8, 2.7286486486486483)"
09-01-2023 12:23:39.200772,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.7, 4.556666666666667)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.8, 2.7286486486486483)"
09-01-2023 12:23:40.301109,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.556666666666667)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.8, 2.7286486486486483)"
09-01-2023 12:23:41.459285,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 30.0, 29.285714285714285)","(19.0, 38.0, 30.0)","(3.6, 4.6, 4.535)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.8, 2.7286486486486483)"
09-01-2023 12:23:42.586954,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 30.0, 26.25)","(19.0, 38.0, 30.615384615384617)","(3.6, 4.6, 4.535)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.8, 2.7286486486486483)"
09-01-2023 12:23:43.699876,"(4.4, 7.0, 6.621621621621621)","(5.5, 8.6, 7.651851851851852)","(12.0, 34.0, 26.25)","(19.0, 38.0, 30.615384615384617)","(3.6, 4.6, 4.535)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.8, 2.58)"
09-01-2023 12:23:44.813337,"(4.4, 6.8, 6.5)","(5.5, 8.6, 7.8)","(12.0, 34.0, 29.75)","(19.0, 38.0, 28.4)","(3.6, 4.6, 4.535)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.8, 2.577777777777778)"
09-01-2023 12:23:45.760105,"(4.4, 6.8, 6.5)","(5.5, 8.6, 7.8)","(12.0, 34.0, 31.9375)","(19.0, 38.0, 29.0)","(3.6, 4.6, 4.535)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.78, 2.577777777777778)"
09-01-2023 12:23:46.691805,"(4.4, 6.8, 6.5)","(5.5, 8.6, 7.8)","(12.0, 32.0, 27.857142857142858)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.78, 2.56)"
09-01-2023 12:23:47.696632,"(4.4, 6.6, 6.531034482758621)","(5.5, 8.6, 7.8)","(12.0, 32.0, 25.555555555555557)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.78, 2.56)"
09-01-2023 12:23:48.695073,"(4.4, 6.4, 6.288888888888889)","(5.5, 8.6, 7.8)","(12.0, 32.0, 25.13157894736842)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 60.0, 57.53846153846154)","(2.45, 2.78, 2.56)"
09-01-2023 12:23:49.771972,"(4.4, 6.4, 6.011111111111111)","(5.5, 8.6, 7.8)","(12.0, 32.0, 25.13157894736842)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 60.0, 40.8)","(2.45, 2.78, 2.5733333333333333)"
09-01-2023 12:23:50.869238,"(4.4, 6.4, 6.108333333333333)","(5.5, 8.6, 7.88)","(12.0, 32.0, 25.13157894736842)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 60.0, 46.0)","(2.45, 2.76, 2.5371428571428574)"
09-01-2023 12:23:51.956838,"(4.4, 6.4, 6.293939393939394)","(5.5, 8.6, 7.88)","(12.0, 32.0, 25.13157894736842)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 55.0, 46.0)","(2.45, 2.76, 2.5371428571428574)"
09-01-2023 12:23:53.034399,"(4.4, 6.4, 6.283333333333333)","(5.5, 8.6, 7.88)","(12.0, 32.0, 25.13157894736842)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 55.0, 46.0)","(2.45, 2.76, 2.5371428571428574)"
09-01-2023 12:23:54.062499,"(4.4, 6.4, 6.283333333333333)","(5.5, 8.6, 7.88)","(12.0, 32.0, 25.13157894736842)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 55.0, 46.0)","(2.45, 2.76, 2.5371428571428574)"
09-01-2023 12:23:54.998468,"(4.4, 6.4, 6.283333333333333)","(5.5, 8.6, 7.88)","(12.0, 32.0, 25.13157894736842)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 55.0, 46.0)","(2.45, 2.76, 2.5371428571428574)"
09-01-2023 12:23:55.927328,"(4.4, 6.4, 6.283333333333333)","(5.5, 8.6, 7.88)","(12.0, 32.0, 25.13157894736842)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 55.0, 46.0)","(2.45, 2.76, 2.5371428571428574)"
09-01-2023 12:23:56.919767,"(4.4, 6.4, 6.283333333333333)","(5.5, 8.6, 7.88)","(12.0, 30.0, 27.954545454545453)","(19.0, 38.0, 28.0)","(3.6, 4.7, 4.432142857142857)","(18.0, 55.0, 46.0)","(2.45, 2.76, 2.5371428571428574)"
