,Brinktop Lad,Freak On A Lead,Gee Gee True Story,Mr Freeze,Shampz Again,Ziavera,Nevs Boy,Swing King,Zades Stories,Magic Typhoon,Heavens Miracle,Renascence
06-01-2023 14:20:09.870991,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.68125)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 9.8, 9.5)","(8.0, 11.0, 10.52)","(18.0, 32.0, 21.5)","(31.0, 130.0, 106.0)"
06-01-2023 14:20:11.376474,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.68125)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 9.8, 9.666666666666668)","(8.0, 11.0, 10.52)","(18.0, 32.0, 21.5)","(31.0, 130.0, 106.0)"
06-01-2023 14:20:12.940637,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.68125)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 9.8, 10.466666666666667)","(8.0, 11.0, 10.82857142857143)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:14.476370,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.68125)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:16.048916,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.68125)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:17.655445,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:19.230035,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:20.761329,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:22.304316,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:23.772035,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:25.450057,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:27.182143,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:28.628100,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:30.065898,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.781818181818181)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:31.536167,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.78)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:33.037402,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:34.554176,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:35.985407,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:37.377671,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:38.816880,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6965116279069767)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:40.329340,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:41.785177,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.554545454545455)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:43.205689,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.8, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:44.638285,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:45.993635,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:47.413722,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 10.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:48.994287,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 11.0, 9.655555555555555)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:50.391052,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 10.5, 9.655555555555555)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:51.823410,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.466666666666667)","(8.0, 10.5, 9.655555555555555)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:53.307500,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 10.5)","(8.0, 10.5, 9.655555555555555)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:54.778180,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 11.0, 9.9)","(8.0, 10.5, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:56.308122,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:57.858197,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:20:59.315016,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:00.736223,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:02.206976,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:03.657712,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 16.166666666666668)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.4363636363636365)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:05.197311,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 14.083333333333334)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.45)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:06.697620,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 14.083333333333334)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.45)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:08.326443,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 14.083333333333334)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.45)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:09.799104,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.725)","(13.0, 17.0, 14.083333333333334)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.45)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:11.309673,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.7232558139534886)","(13.0, 17.0, 14.083333333333334)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.33)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:12.789255,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6348837209302327)","(13.0, 17.0, 14.083333333333334)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.33)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:14.372426,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6521739130434785)","(13.0, 17.0, 14.083333333333334)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.33)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:15.899152,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6521739130434785)","(13.0, 17.0, 14.857142857142858)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.33)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:17.335841,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6521739130434785)","(13.0, 17.0, 14.857142857142858)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.33)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.9)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:18.809923,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6533333333333333)","(13.0, 17.0, 14.857142857142858)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.633333333333333)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:20.228401,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6533333333333333)","(13.0, 17.0, 14.857142857142858)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.633333333333333)","(8.0, 10.0, 9.6)","(18.0, 32.0, 25.0)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:21.643695,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6533333333333333)","(13.0, 17.0, 14.857142857142858)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 10.5, 9.633333333333333)","(8.0, 10.0, 9.6)","(18.0, 32.0, 28.769230769230766)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:23.130389,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6533333333333333)","(13.0, 17.0, 14.857142857142858)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 10.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:24.639322,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6533333333333333)","(13.0, 17.0, 14.857142857142858)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:26.162032,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6533333333333333)","(13.0, 17.0, 14.857142857142858)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:27.636268,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.6533333333333333)","(13.0, 17.0, 15.214285714285714)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:29.096020,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.658695652173913)","(13.0, 17.0, 15.214285714285714)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:30.515587,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.658695652173913)","(13.0, 17.0, 15.214285714285714)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:31.953612,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.658695652173913)","(13.0, 17.0, 16.23076923076923)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:33.493697,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.658695652173913)","(13.0, 17.0, 16.23076923076923)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:35.034531,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.658695652173913)","(13.0, 17.0, 16.23076923076923)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 29.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 10.35)","(8.0, 10.0, 9.6)","(18.0, 32.0, 21.875)","(31.0, 130.0, 72.66666666666667)"
06-01-2023 14:21:36.497498,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.789)","(13.0, 17.0, 15.75)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 36.0, 30.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.5, 9.424999999999999)","(8.0, 10.0, 9.6)","(18.0, 27.0, 22.75)","(31.0, 90.0, 67.0)"
06-01-2023 14:21:37.925165,"(10.0, 14.5, 11.8)","(3.5, 3.9, 3.789)","(13.0, 17.0, 15.75)","(12.0, 18.0, 15.142857142857142)","(10.0, 18.5, 16.5)","(26.0, 34.0, 30.0)","(4.8, 5.6, 5.314285714285714)","(101.0, 190.0, 150.0)","(5.5, 11.0, 9.424999999999999)","(8.0, 10.0, 9.6)","(18.0, 27.0, 21.0)","(31.0, 90.0, 67.0)"
