,Remedy,Showtime Lydia,Fully Blessed,Joni Rudderless,Young Yank,Secret Hustle,Big Ram,Showtime Hannah
10-01-2023 18:51:53.062340,"(2.35, 3.1, 3.028)","(5.0, 6.4, 5.52)","(13.0, 30.0, 27.5)","(51.0, 75.0, 69.66666666666667)","(4.2, 5.2, 5.1000000000000005)","(6.5, 15.5, 12.55)","(9.0, 10.5, 9.571428571428571)","(12.0, 17.5, 14.35)"
10-01-2023 18:51:54.341043,"(2.35, 3.1, 3.028)","(5.0, 6.4, 5.52)","(13.0, 30.0, 27.5)","(51.0, 75.0, 69.66666666666667)","(4.2, 5.2, 5.1000000000000005)","(6.5, 15.5, 14.91)","(9.0, 10.5, 9.571428571428571)","(12.0, 17.5, 14.35)"
10-01-2023 18:51:55.638378,"(2.35, 3.1, 3.028)","(5.0, 6.4, 5.52)","(13.0, 30.0, 27.5)","(51.0, 75.0, 69.66666666666667)","(4.2, 5.2, 5.1000000000000005)","(6.5, 15.5, 14.91)","(9.0, 10.5, 9.571428571428571)","(12.0, 17.5, 14.35)"
10-01-2023 18:51:56.966093,"(2.35, 3.1, 3.028)","(5.0, 6.4, 5.52)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 69.66666666666667)","(4.2, 5.2, 5.1000000000000005)","(6.5, 15.5, 14.93)","(9.0, 10.5, 9.571428571428571)","(12.0, 17.5, 14.35)"
10-01-2023 18:51:58.246270,"(2.35, 3.1, 3.0217391304347827)","(5.0, 6.4, 5.52)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 69.66666666666667)","(4.2, 5.2, 5.1000000000000005)","(6.5, 15.5, 14.98181818181818)","(9.0, 10.5, 9.571428571428571)","(12.0, 17.5, 15.0)"
10-01-2023 18:51:59.480195,"(2.35, 3.1, 3.0217391304347827)","(5.0, 6.4, 5.52)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 69.66666666666667)","(4.2, 5.2, 5.1000000000000005)","(6.5, 15.5, 14.98181818181818)","(9.0, 10.5, 9.571428571428571)","(12.0, 17.0, 15.0)"
10-01-2023 18:52:00.794581,"(2.35, 3.1, 3.0217391304347827)","(5.0, 6.4, 5.52)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 69.66666666666667)","(4.2, 5.2, 5.1000000000000005)","(6.5, 15.5, 14.55)","(9.0, 10.5, 9.571428571428571)","(12.0, 17.0, 15.25)"
10-01-2023 18:52:02.084503,"(2.35, 3.1, 3.0217391304347827)","(5.0, 6.4, 5.52)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 69.66666666666667)","(4.2, 5.2, 5.1000000000000005)","(6.5, 15.5, 14.319230769230769)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:03.372118,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.52)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 5.1000000000000005)","(6.5, 14.5, 14.319230769230769)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:04.588197,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.52)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 5.1000000000000005)","(6.5, 14.5, 13.471875)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:05.843405,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 5.1000000000000005)","(6.5, 14.5, 13.471875)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:07.086490,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 5.1000000000000005)","(6.5, 14.5, 13.851724137931035)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:08.392507,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.727906976744186)","(6.5, 14.5, 13.851724137931035)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:09.654180,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.727906976744186)","(6.5, 14.5, 13.851724137931035)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:10.932936,"(2.35, 3.1, 3.028)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.727906976744186)","(6.5, 14.5, 13.851724137931035)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:12.189543,"(2.35, 3.1, 3.028)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.727906976744186)","(6.5, 14.5, 13.851724137931035)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:13.416817,"(2.35, 3.1, 3.028)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.727906976744186)","(6.5, 14.5, 11.5)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:14.679861,"(2.35, 3.1, 3.0220000000000002)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.727906976744186)","(6.5, 14.5, 11.5)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:15.892002,"(2.35, 3.1, 3.0220000000000002)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.727906976744186)","(6.5, 14.5, 11.5)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:17.262725,"(2.35, 3.1, 3.0220000000000002)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.7272727272727275)","(6.5, 14.5, 12.863636363636363)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:19.034790,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.7272727272727275)","(6.5, 14.5, 13.78)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:20.512315,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.7272727272727275)","(6.5, 14.5, 13.78)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:21.715638,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.3, 4.7384615384615385)","(6.5, 14.5, 11.833333333333334)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:22.921474,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 4.7384615384615385)","(6.5, 14.5, 12.214285714285714)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:24.124605,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 4.714285714285714)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:25.342250,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 4.714285714285714)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:26.594196,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 4.714285714285714)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:27.870120,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 4.714285714285714)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:29.204878,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 4.714285714285714)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:30.510630,"(2.35, 3.1, 3.04)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.2, 4.728571428571429)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:31.918149,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.1, 4.728571428571429)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:33.246825,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:34.431942,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 13.7)","(9.0, 10.5, 9.571428571428571)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:35.576011,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 13.772727272727273)","(9.0, 10.5, 10.076923076923077)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:36.868200,"(2.35, 3.1, 3.0557894736842104)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 13.772727272727273)","(9.0, 11.0, 10.076923076923077)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:38.154345,"(2.35, 3.1, 3.0733333333333333)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 13.772727272727273)","(9.0, 11.0, 10.076923076923077)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:39.523926,"(2.35, 3.1, 3.08)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 67.0)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 12.944444444444445)","(9.0, 11.0, 10.083333333333334)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:40.962001,"(2.35, 3.1, 3.08)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.09090909090909)","(51.0, 75.0, 66.42857142857143)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 13.596774193548388)","(9.0, 10.5, 10.083333333333334)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:42.386351,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 34.0, 27.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 13.916666666666668)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:44.019750,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 27.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(6.5, 14.5, 13.916666666666668)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:45.267895,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 27.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.916666666666668)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:46.548396,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 26.923076923076923)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.916666666666668)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:47.798251,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 27.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.916666666666668)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:49.089856,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 26.923076923076923)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.916666666666668)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:50.357461,"(2.35, 3.1, 3.08)","(5.0, 6.4, 5.44)","(13.0, 30.0, 27.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.916666666666668)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:51.627218,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:52.922601,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:54.191598,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:55.416850,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 29.166666666666668)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:56.716217,"(2.35, 3.1, 3.0858823529411765)","(5.0, 6.4, 5.44)","(13.0, 30.0, 30.833333333333336)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:57.972808,"(2.35, 3.1, 3.08)","(5.0, 6.4, 5.44)","(13.0, 32.0, 28.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:52:59.252609,"(2.35, 3.25, 3.073529411764706)","(5.0, 6.4, 5.44)","(13.0, 32.0, 28.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:00.469969,"(2.35, 3.25, 3.1)","(5.0, 6.4, 5.44)","(13.0, 32.0, 28.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:01.715766,"(2.35, 3.25, 3.1)","(5.0, 6.4, 5.44)","(13.0, 32.0, 28.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.711764705882353)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:02.939509,"(2.35, 3.25, 3.1120689655172415)","(5.0, 6.4, 5.6173913043478265)","(13.0, 32.0, 28.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.641666666666667)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:04.203355,"(2.35, 3.25, 3.1923076923076925)","(5.0, 6.4, 5.6173913043478265)","(13.0, 32.0, 28.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.651282051282051)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:05.443603,"(2.35, 3.25, 3.1409090909090907)","(5.0, 6.2, 5.4799999999999995)","(13.0, 32.0, 29.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.651282051282051)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:06.746506,"(2.35, 3.25, 3.1441176470588235)","(5.0, 6.0, 5.9)","(13.0, 32.0, 30.125)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.651282051282051)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:08.033220,"(2.35, 3.15, 3.083333333333333)","(5.0, 6.0, 5.475)","(13.0, 32.0, 30.125)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.651282051282051)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:09.298199,"(2.35, 3.15, 3.083333333333333)","(5.0, 6.0, 5.461538461538462)","(13.0, 32.0, 30.125)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.651282051282051)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:10.534903,"(2.35, 3.15, 3.1083333333333334)","(5.0, 6.0, 5.461538461538462)","(13.0, 30.0, 29.5)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.651282051282051)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:11.679856,"(2.35, 3.15, 3.1083333333333334)","(5.0, 6.0, 5.461538461538462)","(13.0, 30.0, 29.833333333333332)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.647619047619047)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:12.837660,"(2.35, 3.15, 3.1083333333333334)","(5.0, 6.0, 5.461538461538462)","(13.0, 30.0, 29.833333333333332)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.647619047619047)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:13.990910,"(2.35, 3.15, 3.1083333333333334)","(5.0, 6.0, 5.461538461538462)","(13.0, 30.0, 29.833333333333332)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.647619047619047)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:15.207088,"(2.35, 3.15, 3.1083333333333334)","(5.0, 6.0, 5.461538461538462)","(13.0, 30.0, 29.833333333333332)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.647619047619047)","(7.0, 14.5, 13.763157894736842)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:16.440210,"(2.35, 3.15, 3.1083333333333334)","(5.0, 6.0, 5.461538461538462)","(13.0, 30.0, 28.333333333333332)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.1, 4.688888888888888)","(7.0, 14.5, 14.166666666666666)","(9.0, 10.5, 10.045454545454545)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:17.679910,"(2.35, 3.15, 3.1083333333333334)","(5.0, 6.0, 5.461538461538462)","(13.0, 30.0, 28.137931034482758)","(51.0, 75.0, 63.57142857142857)","(4.2, 5.0, 4.771428571428571)","(7.0, 15.5, 14.5)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:18.905507,"(2.35, 3.15, 3.1083333333333334)","(5.0, 6.0, 5.461538461538462)","(13.0, 32.0, 28.137931034482758)","(51.0, 75.0, 57.608695652173914)","(4.2, 4.9, 4.653333333333333)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:20.157528,"(2.35, 3.25, 3.0999999999999996)","(5.0, 6.0, 5.461538461538462)","(13.0, 32.0, 27.96969696969697)","(51.0, 75.0, 57.608695652173914)","(4.2, 5.0, 4.653333333333333)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:21.411248,"(2.35, 3.25, 3.0999999999999996)","(5.0, 6.0, 5.461538461538462)","(13.0, 32.0, 28.266666666666666)","(51.0, 75.0, 57.608695652173914)","(4.2, 5.0, 4.653333333333333)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:22.643742,"(2.35, 3.25, 3.0999999999999996)","(5.0, 6.0, 5.5)","(13.0, 32.0, 28.266666666666666)","(51.0, 75.0, 57.608695652173914)","(4.2, 5.0, 4.653333333333333)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:23.832191,"(2.35, 3.25, 3.0999999999999996)","(5.0, 6.0, 5.554545454545455)","(13.0, 32.0, 28.19047619047619)","(51.0, 75.0, 56.81818181818182)","(4.2, 5.0, 4.653333333333333)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:24.991940,"(2.35, 3.25, 3.1576923076923076)","(5.0, 6.0, 5.554545454545455)","(13.0, 32.0, 28.19047619047619)","(51.0, 75.0, 56.6)","(4.2, 5.0, 4.75)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:26.116166,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.566666666666666)","(13.0, 32.0, 28.19047619047619)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.75)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:27.260263,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.566666666666666)","(13.0, 32.0, 28.19047619047619)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.75)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:28.570248,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.566666666666666)","(13.0, 32.0, 28.19047619047619)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.6923076923076925)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:29.811097,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.566666666666666)","(13.0, 32.0, 28.19047619047619)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.6923076923076925)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:31.137251,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.566666666666666)","(13.0, 32.0, 30.476190476190474)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.648)","(7.0, 15.0, 14.78125)","(9.0, 10.5, 10.03125)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:32.553849,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.566666666666666)","(13.0, 32.0, 31.666666666666668)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.648)","(7.0, 15.0, 14.125)","(9.0, 10.5, 9.352941176470587)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:33.797310,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.566666666666666)","(13.0, 34.0, 31.333333333333332)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.648)","(7.0, 15.0, 13.6875)","(9.0, 10.5, 9.352941176470587)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:34.996425,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.7)","(13.0, 34.0, 31.333333333333332)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.648)","(7.0, 15.0, 13.6875)","(9.0, 10.5, 9.352941176470587)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:36.155948,"(2.35, 3.25, 3.1576923076923076)","(5.0, 6.0, 5.7)","(13.0, 34.0, 31.333333333333332)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.648)","(7.0, 15.0, 13.6875)","(9.0, 10.5, 9.416666666666666)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:37.301596,"(2.35, 3.25, 3.1576923076923076)","(5.0, 5.9, 5.766666666666667)","(13.0, 34.0, 31.333333333333332)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.648)","(7.0, 15.0, 13.6875)","(9.0, 10.5, 9.416666666666666)","(12.0, 16.5, 15.25)"
10-01-2023 18:53:38.541092,"(2.35, 3.25, 3.0999999999999996)","(5.0, 5.9, 5.823076923076924)","(13.0, 34.0, 31.46153846153846)","(51.0, 75.0, 56.6)","(4.2, 4.9, 4.648)","(7.0, 15.0, 13.6875)","(9.0, 10.5, 9.88888888888889)","(12.0, 16.5, 15.25)"
