,Hearts And Minds,Kazio,Demando,Coastal Town,Rich Memories,Playing It Safe,Laureus,Longtimedreaming,Mahrez,Golwen
08-12-2022 14:20:09.738010,"(8.0, 13.0, 12.727272727272727)","(8.0, 8.4, 8.276923076923076)","(4.2, 5.4, 5.292307692307692)","(7.0, 8.4, 8.233333333333333)","(21.0, 34.0, 33.6)","(8.0, 11.0, 10.152941176470588)","(6.5, 7.4, 7.347826086956522)","(17.0, 22.0, 21.75)","(4.2, 5.4, 5.262857142857143)","(101.0, 300.0, 290.0)"
08-12-2022 14:20:11.009032,"(8.0, 13.0, 12.727272727272727)","(8.0, 8.4, 8.276923076923076)","(4.2, 5.4, 5.292307692307692)","(7.0, 8.4, 8.233333333333333)","(21.0, 34.0, 33.6)","(8.0, 11.0, 10.152941176470588)","(6.5, 7.4, 7.347826086956522)","(17.0, 22.0, 21.75)","(4.2, 5.4, 5.262857142857143)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:12.284607,"(8.0, 13.0, 12.727272727272727)","(8.0, 8.4, 8.325)","(4.2, 5.4, 5.2250000000000005)","(7.0, 8.4, 8.233333333333333)","(21.0, 34.0, 33.333333333333336)","(8.0, 11.0, 10.160493827160494)","(6.5, 7.4, 7.325)","(17.0, 22.0, 21.428571428571427)","(4.2, 5.4, 5.257777777777778)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:13.602080,"(8.0, 13.0, 12.5)","(8.0, 8.4, 8.3)","(4.2, 5.4, 5.300000000000001)","(7.0, 8.4, 8.277777777777777)","(21.0, 34.0, 37.333333333333336)","(8.0, 11.0, 10.181818181818182)","(6.5, 7.4, 7.345454545454546)","(17.0, 22.0, 21.6)","(4.2, 5.4, 5.262857142857143)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:14.911533,"(8.0, 13.0, 12.7)","(8.0, 8.4, 8.333333333333334)","(4.2, 5.4, 5.300000000000001)","(7.0, 8.4, 8.277777777777777)","(21.0, 38.0, 37.333333333333336)","(8.0, 11.0, 10.181818181818182)","(6.5, 7.4, 7.345454545454546)","(17.0, 22.0, 21.454545454545453)","(4.2, 5.4, 5.308133971291866)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:16.225510,"(8.0, 13.0, 12.7)","(8.0, 8.4, 8.333333333333334)","(4.2, 5.4, 5.292307692307692)","(7.0, 8.4, 8.277777777777777)","(21.0, 38.0, 37.333333333333336)","(8.0, 11.0, 10.181818181818182)","(6.5, 7.4, 7.345454545454546)","(17.0, 22.0, 21.0)","(4.2, 5.4, 5.308133971291866)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:17.591980,"(8.0, 13.0, 12.7)","(8.0, 8.4, 8.333333333333334)","(4.2, 5.4, 5.26)","(7.0, 8.4, 8.233333333333333)","(21.0, 38.0, 36.8)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 22.0, 21.5)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:18.930088,"(8.0, 13.0, 12.5)","(8.0, 8.4, 8.333333333333334)","(4.2, 5.4, 5.295)","(7.0, 8.4, 8.233333333333333)","(21.0, 38.0, 35.42857142857143)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 22.0, 20.76923076923077)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:20.317516,"(8.0, 13.0, 12.5)","(8.0, 8.4, 8.333333333333334)","(4.2, 5.4, 5.295)","(7.0, 8.4, 8.233333333333333)","(21.0, 38.0, 35.42857142857143)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 21.0, 20.76923076923077)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:21.591873,"(8.0, 13.0, 12.5)","(8.0, 8.4, 8.333333333333334)","(4.2, 5.4, 5.295)","(7.0, 8.4, 8.233333333333333)","(21.0, 38.0, 35.42857142857143)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 21.0, 20.76923076923077)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:22.825895,"(8.0, 13.0, 12.5)","(8.0, 8.6, 8.494736842105263)","(4.2, 5.4, 5.26)","(7.0, 8.4, 8.233333333333333)","(21.0, 38.0, 35.42857142857143)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 21.0, 20.76923076923077)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:24.135664,"(8.0, 13.0, 12.5)","(8.0, 8.6, 8.494736842105263)","(4.2, 5.4, 5.26)","(7.0, 8.4, 8.233333333333333)","(21.0, 38.0, 36.8)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 21.0, 20.76923076923077)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:25.405374,"(8.0, 13.0, 12.5)","(8.0, 8.6, 8.494736842105263)","(4.2, 5.4, 5.209090909090909)","(7.0, 8.4, 8.233333333333333)","(21.0, 38.0, 36.8)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 21.0, 22.708333333333332)","(4.2, 5.4, 5.305882352941177)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:26.762503,"(8.0, 13.0, 12.5)","(8.0, 8.6, 8.494736842105263)","(4.2, 5.4, 5.209090909090909)","(7.0, 8.4, 8.233333333333333)","(21.0, 38.0, 33.0)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 23.0, 22.708333333333332)","(4.2, 5.4, 5.305882352941177)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:28.130079,"(8.0, 13.0, 12.5)","(7.5, 8.6, 8.494736842105263)","(4.2, 5.4, 5.26)","(7.0, 8.4, 8.233333333333333)","(21.0, 34.0, 32.5)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.345454545454546)","(17.0, 23.0, 22.7)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:29.524231,"(8.0, 13.0, 12.5)","(7.5, 8.6, 8.494736842105263)","(4.2, 5.4, 5.26)","(7.0, 8.4, 8.233333333333333)","(21.0, 34.0, 32.5)","(8.0, 11.0, 10.15)","(6.5, 7.4, 7.412903225806452)","(17.0, 23.0, 21.63157894736842)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:30.828582,"(8.0, 13.0, 12.5)","(7.5, 8.6, 8.494736842105263)","(4.2, 5.4, 5.26)","(7.0, 8.4, 8.233333333333333)","(21.0, 34.0, 32.5)","(8.0, 11.0, 10.142857142857142)","(6.5, 7.6, 7.412121212121212)","(17.0, 24.0, 21.490196078431374)","(4.2, 5.4, 5.308)","(101.0, 310.0, 290.0)"
08-12-2022 14:20:32.089316,"(8.0, 13.0, 12.5)","(7.5, 8.6, 8.494736842105263)","(4.2, 5.4, 5.378787878787879)","(7.0, 8.4, 8.336170212765957)","(21.0, 34.0, 32.90909090909091)","(8.0, 11.0, 10.52)","(6.5, 7.6, 7.412121212121212)","(17.0, 24.0, 21.473684210526315)","(4.2, 5.4, 5.305882352941177)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:33.461192,"(8.0, 13.0, 12.5)","(7.5, 8.6, 8.494736842105263)","(4.2, 5.4, 5.378787878787879)","(7.0, 8.4, 8.336170212765957)","(21.0, 34.0, 33.294117647058826)","(8.0, 11.0, 10.544303797468354)","(6.5, 7.6, 7.260273972602739)","(17.0, 24.0, 21.473684210526315)","(4.2, 5.4, 5.305882352941177)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:34.810963,"(8.0, 13.0, 12.7)","(7.5, 8.6, 8.509090909090908)","(4.2, 5.4, 5.380281690140845)","(7.0, 8.4, 8.336170212765957)","(21.0, 34.0, 33.294117647058826)","(8.0, 11.0, 10.544303797468354)","(6.5, 7.6, 7.312820512820513)","(17.0, 24.0, 21.75)","(4.2, 5.4, 5.265454545454546)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:36.230004,"(8.0, 13.0, 12.7)","(7.5, 8.8, 8.914285714285715)","(4.2, 5.4, 5.380281690140845)","(7.0, 8.4, 8.336170212765957)","(21.0, 40.0, 36.72727272727273)","(8.0, 11.0, 10.544303797468354)","(6.5, 7.6, 7.376)","(17.0, 22.0, 21.75)","(4.2, 5.3, 5.265454545454546)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:37.628883,"(8.0, 13.0, 12.7)","(7.5, 9.0, 8.917241379310346)","(4.2, 5.4, 5.380281690140845)","(7.0, 8.4, 8.340594059405941)","(21.0, 40.0, 37.2)","(8.0, 11.0, 10.544303797468354)","(6.5, 7.6, 7.466666666666667)","(17.0, 22.0, 21.875)","(4.2, 5.3, 5.265454545454546)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:38.945125,"(8.0, 13.0, 12.7)","(7.5, 9.0, 8.917241379310346)","(4.2, 5.4, 5.380281690140845)","(7.0, 8.4, 8.340594059405941)","(21.0, 38.0, 35.714285714285715)","(8.0, 11.0, 10.544303797468354)","(6.5, 7.6, 7.514285714285714)","(17.0, 22.0, 21.77777777777778)","(4.2, 5.3, 5.265454545454546)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:40.278862,"(8.0, 13.0, 12.7)","(7.5, 9.0, 8.917241379310346)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 38.0, 35.714285714285715)","(8.0, 11.0, 10.544303797468354)","(6.5, 7.6, 7.653333333333333)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:41.656812,"(8.0, 13.0, 12.7)","(7.5, 9.0, 8.917241379310346)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 38.0, 35.1764705882353)","(8.0, 11.0, 10.544303797468354)","(6.5, 7.8, 7.684210526315789)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:43.044430,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.917241379310346)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 38.0, 35.1764705882353)","(8.0, 11.0, 10.544303797468354)","(6.5, 7.8, 7.684210526315789)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:44.389473,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.917241379310346)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 38.0, 35.6)","(8.0, 11.0, 10.541176470588235)","(6.5, 7.8, 7.684210526315789)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:45.697752,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.917241379310346)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 36.0, 35.6)","(8.0, 11.0, 10.541176470588235)","(6.5, 7.8, 7.684210526315789)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:47.021136,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.917241379310346)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 36.0, 35.27272727272727)","(8.0, 11.0, 10.541176470588235)","(6.5, 7.8, 7.684210526315789)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:48.376469,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.920879120879121)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 36.0, 35.27272727272727)","(8.0, 11.0, 10.541176470588235)","(6.5, 7.8, 7.699999999999999)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:49.710512,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.920879120879121)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 36.0, 35.375)","(8.0, 11.0, 10.541176470588235)","(6.5, 7.8, 7.699999999999999)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:51.015894,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.920879120879121)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.340594059405941)","(21.0, 38.0, 35.375)","(8.0, 11.0, 10.541176470588235)","(6.5, 7.8, 7.699999999999999)","(17.0, 22.0, 21.2)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:52.311906,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.920879120879121)","(4.2, 5.4, 5.348148148148148)","(7.0, 8.4, 8.17391304347826)","(21.0, 38.0, 35.375)","(8.0, 11.0, 10.541176470588235)","(6.5, 7.8, 7.699999999999999)","(17.0, 22.0, 20.8)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:53.694558,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.920879120879121)","(4.2, 5.4, 5.2)","(7.0, 8.2, 8.321839080459771)","(21.0, 38.0, 35.9)","(8.0, 11.0, 10.541176470588235)","(6.5, 7.8, 7.828571428571428)","(17.0, 22.0, 20.8)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:55.046375,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.920879120879121)","(4.2, 5.2, 5.0256410256410255)","(7.0, 8.4, 8.105263157894736)","(21.0, 38.0, 35.45454545454545)","(8.0, 11.0, 10.541176470588235)","(6.5, 8.0, 7.828571428571428)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:56.368040,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.55)","(4.2, 5.2, 5.0256410256410255)","(7.0, 8.2, 8.105263157894736)","(21.0, 38.0, 35.45454545454545)","(8.0, 11.0, 10.541176470588235)","(6.5, 8.0, 7.828571428571428)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 295.0)"
08-12-2022 14:20:57.693984,"(9.0, 13.0, 12.7)","(7.5, 9.0, 8.7)","(4.2, 5.2, 5.0256410256410255)","(7.0, 8.2, 8.09047619047619)","(21.0, 38.0, 33.5)","(8.0, 11.0, 10.586206896551724)","(6.5, 8.0, 7.833333333333333)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.3, 5.276595744680851)","(101.0, 310.0, 310.0)"
08-12-2022 14:20:59.233322,"(9.0, 12.5, 12.175)","(7.5, 9.2, 9.220689655172414)","(4.2, 5.2, 5.052173913043478)","(7.0, 8.2, 8.09047619047619)","(21.0, 36.0, 33.77777777777778)","(8.0, 11.0, 10.586206896551724)","(6.5, 8.0, 7.888888888888888)","(16.0, 22.0, 20.823529411764707)","(4.2, 5.3, 5.279787234042553)","(101.0, 320.0, 295.0)"
08-12-2022 14:21:00.846600,"(9.0, 12.5, 12.691176470588236)","(7.5, 9.4, 8.9)","(4.2, 5.2, 5.08)","(7.0, 8.2, 8.107999999999999)","(21.0, 36.0, 33.77777777777778)","(8.0, 11.0, 10.208791208791208)","(6.5, 8.0, 7.933333333333334)","(16.0, 22.0, 20.823529411764707)","(4.2, 5.3, 5.281553398058253)","(101.0, 320.0, 295.0)"
08-12-2022 14:21:02.391353,"(9.0, 13.0, 12.691176470588236)","(7.5, 9.2, 9.028571428571428)","(4.2, 5.1, 5.057142857142857)","(7.0, 8.2, 8.119298245614035)","(21.0, 36.0, 34.10526315789474)","(8.0, 11.0, 10.208791208791208)","(6.5, 8.0, 7.935714285714286)","(16.0, 22.0, 20.823529411764707)","(4.2, 5.3, 5.290322580645161)","(101.0, 320.0, 316.1538461538462)"
08-12-2022 14:21:03.957079,"(9.0, 13.0, 12.5625)","(7.5, 9.2, 9.028571428571428)","(4.2, 5.2, 5.057142857142857)","(7.0, 8.2, 8.102127659574467)","(21.0, 36.0, 34.10526315789474)","(8.0, 11.0, 10.217391304347826)","(6.5, 8.0, 7.952)","(16.0, 22.0, 20.823529411764707)","(4.2, 5.3, 5.293333333333334)","(101.0, 320.0, 305.0)"
08-12-2022 14:21:05.483025,"(9.0, 13.0, 12.5625)","(7.5, 9.2, 9.028571428571428)","(4.2, 5.2, 5.057142857142857)","(7.0, 8.2, 8.078947368421053)","(21.0, 36.0, 34.10526315789474)","(8.0, 11.0, 10.357142857142858)","(6.5, 8.0, 7.952)","(16.0, 22.0, 21.555555555555557)","(4.2, 5.4, 5.293333333333334)","(101.0, 320.0, 311.8181818181818)"
08-12-2022 14:21:06.975600,"(9.0, 13.0, 12.857142857142858)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.2, 5.077419354838709)","(7.0, 8.2, 8.078947368421053)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.357142857142858)","(6.5, 8.0, 7.952)","(16.0, 22.0, 21.866666666666667)","(4.2, 5.4, 5.293333333333334)","(101.0, 320.0, 305.0)"
08-12-2022 14:21:08.363112,"(9.0, 13.0, 12.857142857142858)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.077419354838709)","(7.0, 8.2, 8.078947368421053)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.3)","(6.5, 8.0, 7.952)","(16.0, 22.0, 21.866666666666667)","(4.2, 5.4, 5.293333333333334)","(101.0, 320.0, 302.0)"
08-12-2022 14:21:09.782527,"(9.0, 13.0, 12.818181818181818)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.2, 8.1)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.0, 7.952)","(16.0, 22.0, 22.217391304347828)","(4.2, 5.4, 5.293333333333334)","(101.0, 310.0, 308.8235294117647)"
08-12-2022 14:21:11.183833,"(8.5, 13.0, 12.818181818181818)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.2, 8.1)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.0, 7.952)","(16.0, 23.0, 21.90909090909091)","(4.2, 5.4, 5.293333333333334)","(101.0, 310.0, 317.3076923076923)"
08-12-2022 14:21:12.600513,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.2, 8.1)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.0, 7.952)","(16.0, 23.0, 21.90909090909091)","(4.2, 5.4, 5.268918918918919)","(101.0, 320.0, 308.8235294117647)"
08-12-2022 14:21:13.990175,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.2, 8.1)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.0, 7.952)","(16.0, 23.0, 22.25)","(4.2, 5.3, 5.268000000000001)","(101.0, 310.0, 305.0)"
08-12-2022 14:21:15.376508,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.2, 7.929577464788732)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.0, 8.088888888888889)","(16.0, 23.0, 21.8)","(4.2, 5.4, 5.272049689440994)","(101.0, 310.0, 305.0)"
08-12-2022 14:21:16.712933,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.0, 7.904109589041096)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.2, 8.121739130434783)","(16.0, 23.0, 21.714285714285715)","(4.2, 5.4, 5.272049689440994)","(101.0, 310.0, 305.0)"
08-12-2022 14:21:18.065692,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.0, 7.893939393939394)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.2, 8.094117647058823)","(16.0, 23.0, 21.714285714285715)","(4.2, 5.4, 5.272049689440994)","(101.0, 310.0, 307.6923076923077)"
08-12-2022 14:21:19.340035,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.0, 7.893939393939394)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.4, 8.092753623188406)","(16.0, 23.0, 22.285714285714285)","(4.2, 5.4, 5.272049689440994)","(101.0, 310.0, 300.90909090909093)"
08-12-2022 14:21:20.627710,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.0, 7.893939393939394)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.4, 8.092753623188406)","(16.0, 23.0, 22.4)","(4.2, 5.4, 5.272049689440994)","(101.0, 310.0, 305.0)"
08-12-2022 14:21:21.906984,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.030769230769231)","(7.0, 8.0, 7.893939393939394)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.4, 8.092753623188406)","(16.0, 23.0, 22.2)","(4.2, 5.4, 5.272049689440994)","(101.0, 310.0, 305.0)"
08-12-2022 14:21:23.284986,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.0181818181818185)","(7.0, 8.0, 7.893939393939394)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.4, 8.092753623188406)","(16.0, 23.0, 22.2)","(4.2, 5.4, 5.272049689440994)","(101.0, 310.0, 308.8235294117647)"
08-12-2022 14:21:24.666513,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 8.988235294117647)","(4.2, 5.1, 5.0181818181818185)","(7.0, 8.0, 7.893939393939394)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.178571428571429)","(6.5, 8.4, 8.098461538461539)","(16.0, 23.0, 22.2)","(4.2, 5.4, 5.272049689440994)","(101.0, 310.0, 299.01960784313724)"
08-12-2022 14:21:26.045348,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 9.028571428571428)","(4.2, 5.1, 5.0181818181818185)","(7.0, 8.0, 7.893939393939394)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.4, 8.098461538461539)","(16.0, 23.0, 22.2)","(4.2, 5.4, 5.272049689440994)","(101.0, 300.0, 309.09090909090907)"
08-12-2022 14:21:27.437653,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 9.028571428571428)","(4.2, 5.1, 5.0181818181818185)","(7.0, 8.0, 7.893939393939394)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.4, 8.098461538461539)","(16.0, 23.0, 22.142857142857142)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 309.09090909090907)"
08-12-2022 14:21:28.869840,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.2, 9.028571428571428)","(4.2, 5.1, 5.0181818181818185)","(7.0, 8.0, 8.124137931034483)","(21.0, 36.0, 34.08695652173913)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.4, 8.105555555555556)","(16.0, 23.0, 20.5)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 317.3076923076923)"
08-12-2022 14:21:30.334030,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.4, 9.14)","(4.2, 5.1, 5.0181818181818185)","(7.0, 8.2, 7.9605263157894735)","(21.0, 36.0, 34.10526315789474)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.4, 8.105555555555556)","(16.0, 23.0, 21.071428571428573)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 309.09090909090907)"
08-12-2022 14:21:31.721735,"(8.5, 13.0, 12.882352941176471)","(7.5, 9.4, 9.14)","(4.2, 5.1, 5.0181818181818185)","(7.0, 8.0, 7.946987951807229)","(21.0, 36.0, 39.1578947368421)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.4, 8.158333333333333)","(16.0, 23.0, 21.071428571428573)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 309.09090909090907)"
08-12-2022 14:21:33.212226,"(8.5, 13.0, 12.9)","(7.5, 9.4, 9.14)","(4.2, 5.1, 5.0181818181818185)","(7.0, 8.0, 7.946987951807229)","(21.0, 40.0, 39.529411764705884)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.2, 8.158333333333333)","(16.0, 23.0, 21.071428571428573)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 317.3076923076923)"
08-12-2022 14:21:34.661936,"(8.5, 13.0, 12.9)","(7.5, 9.4, 9.14)","(4.2, 5.1, 5.0095238095238095)","(7.0, 8.0, 7.931645569620253)","(21.0, 40.0, 39.529411764705884)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.2, 8.158333333333333)","(16.0, 23.0, 21.636363636363637)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 317.3076923076923)"
08-12-2022 14:21:36.095958,"(8.5, 13.0, 12.91304347826087)","(7.5, 9.4, 9.14)","(4.2, 5.1, 4.961538461538462)","(7.0, 8.0, 7.931645569620253)","(21.0, 40.0, 39.75)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.2, 8.158333333333333)","(16.0, 23.0, 21.5)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 309.09090909090907)"
08-12-2022 14:21:37.461068,"(8.5, 13.0, 12.91304347826087)","(7.5, 9.4, 9.14)","(4.2, 5.0, 4.84)","(7.0, 8.0, 7.931645569620253)","(21.0, 40.0, 39.55555555555556)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.2, 8.113432835820896)","(16.0, 22.0, 21.5)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 313.6842105263158)"
08-12-2022 14:21:38.795906,"(8.5, 13.0, 12.91304347826087)","(7.5, 9.4, 9.14)","(4.2, 4.9, 4.848275862068966)","(7.0, 8.0, 7.931645569620253)","(21.0, 40.0, 39.55555555555556)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.4, 8.113432835820896)","(16.0, 22.0, 21.5)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 313.6842105263158)"
08-12-2022 14:21:40.107813,"(8.5, 13.0, 12.91304347826087)","(7.5, 9.4, 9.14)","(4.2, 4.9, 4.848275862068966)","(7.0, 8.0, 7.925)","(21.0, 40.0, 39.55555555555556)","(8.0, 10.5, 10.147058823529411)","(6.5, 8.4, 8.113432835820896)","(16.0, 22.0, 21.5)","(4.2, 5.4, 5.272049689440994)","(101.0, 320.0, 317.3076923076923)"
