,Class Of Twenty,Rosdue Swagman,Roulette,Miners Light,Sweet Babe,Diaz Herrera,Rocking The Ares,Worthy Explosion
09-01-2023 13:26:32.147536,"(7.5, 10.5, 9.94054054054054)","(51.0, 75.0, 63.0)","(7.5, 9.0, 8.5)","(8.5, 18.5, 18.214285714285715)","(16.0, 27.0, 23.615384615384617)","(1.35, 1.53, 1.528139534883721)","(31.0, 90.0, 84.375)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:26:33.506425,"(7.5, 10.5, 9.94054054054054)","(51.0, 75.0, 63.0)","(7.5, 9.0, 8.5)","(8.5, 18.5, 18.214285714285715)","(16.0, 27.0, 23.615384615384617)","(1.35, 1.53, 1.528139534883721)","(31.0, 90.0, 84.375)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:26:34.841816,"(7.5, 10.5, 9.94054054054054)","(51.0, 75.0, 63.0)","(7.5, 9.0, 8.5)","(8.5, 18.5, 18.214285714285715)","(16.0, 27.0, 23.615384615384617)","(1.35, 1.53, 1.528139534883721)","(31.0, 90.0, 84.375)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:26:36.060479,"(7.5, 10.5, 9.81)","(51.0, 75.0, 63.0)","(7.5, 9.0, 8.5)","(8.5, 18.5, 18.214285714285715)","(16.0, 27.0, 23.615384615384617)","(1.35, 1.53, 1.528139534883721)","(31.0, 90.0, 84.375)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:26:37.404125,"(7.5, 10.5, 9.853125)","(51.0, 75.0, 63.0)","(7.5, 9.0, 8.5)","(8.0, 18.5, 18.214285714285715)","(16.0, 27.0, 23.615384615384617)","(1.35, 1.53, 1.528139534883721)","(31.0, 90.0, 84.375)","(26.0, 75.0, 64.33333333333333)"
09-01-2023 13:26:38.797201,"(7.5, 10.5, 10.025)","(51.0, 75.0, 63.0)","(7.5, 9.0, 8.5)","(8.0, 18.5, 18.214285714285715)","(16.0, 27.0, 23.615384615384617)","(1.35, 1.53, 1.528139534883721)","(31.0, 90.0, 84.375)","(26.0, 75.0, 64.33333333333333)"
09-01-2023 13:26:40.246552,"(7.5, 10.5, 10.025)","(51.0, 75.0, 58.333333333333336)","(7.5, 9.0, 8.5)","(8.0, 18.5, 18.214285714285715)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.53, 1.5292105263157896)","(31.0, 90.0, 84.375)","(26.0, 75.0, 59.0)"
09-01-2023 13:26:41.799415,"(7.5, 10.5, 10.025)","(51.0, 75.0, 58.333333333333336)","(7.5, 9.0, 8.5)","(8.0, 18.5, 18.214285714285715)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.53, 1.5292105263157896)","(31.0, 90.0, 84.375)","(26.0, 75.0, 59.0)"
09-01-2023 13:26:43.150713,"(7.5, 10.5, 10.025)","(51.0, 75.0, 58.333333333333336)","(7.5, 9.0, 8.5)","(8.0, 18.5, 18.796296296296298)","(16.0, 27.0, 24.8)","(1.3, 1.53, 1.5067768595041322)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:44.581138,"(7.5, 10.5, 10.203125)","(51.0, 75.0, 58.333333333333336)","(7.5, 9.0, 8.5)","(8.0, 21.0, 18.796296296296298)","(16.0, 27.0, 24.8)","(1.3, 1.52, 1.5066666666666666)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:45.825879,"(7.5, 10.5, 10.203125)","(51.0, 75.0, 58.333333333333336)","(7.5, 9.0, 9.95)","(8.0, 21.0, 18.796296296296298)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.52, 1.5071794871794872)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:47.114869,"(7.5, 10.5, 10.212121212121213)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.661904761904761)","(8.0, 21.0, 18.796296296296298)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.51, 1.5025806451612904)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:48.298138,"(7.5, 10.5, 10.148148148148149)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.814285714285713)","(8.0, 21.0, 18.796296296296298)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.51, 1.5025806451612904)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:49.488408,"(7.5, 10.5, 10.148148148148149)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.873913043478261)","(8.0, 21.0, 18.796296296296298)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.51, 1.5013559322033898)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:50.848514,"(7.5, 10.5, 10.08695652173913)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.7)","(8.0, 21.0, 18.796296296296298)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.51, 1.5013559322033898)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:52.097129,"(7.5, 10.5, 10.08695652173913)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.7)","(8.0, 21.0, 18.796296296296298)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.51, 1.5013559322033898)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:53.326798,"(7.5, 10.5, 10.08695652173913)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.7)","(8.0, 21.0, 19.043478260869566)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.51, 1.4821311475409835)","(31.0, 90.0, 84.375)","(26.0, 75.0, 59.0)"
09-01-2023 13:26:54.468467,"(7.5, 10.5, 10.148148148148149)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.7)","(8.0, 21.0, 19.043478260869566)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.5, 1.4918181818181817)","(31.0, 90.0, 84.375)","(26.0, 75.0, 59.0)"
09-01-2023 13:26:55.592991,"(7.5, 10.5, 10.068181818181818)","(51.0, 75.0, 61.36363636363637)","(7.5, 10.5, 9.719999999999999)","(8.0, 21.0, 20.076923076923077)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.49, 1.476578947368421)","(31.0, 90.0, 84.375)","(26.0, 75.0, 59.0)"
09-01-2023 13:26:56.751758,"(7.5, 11.0, 10.36)","(51.0, 75.0, 61.36363636363637)","(7.5, 10.5, 9.7)","(8.0, 21.0, 20.076923076923077)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.48, 1.476578947368421)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:57.948593,"(7.5, 11.0, 10.35483870967742)","(51.0, 75.0, 58.333333333333336)","(7.5, 10.5, 9.9)","(8.0, 21.0, 20.076923076923077)","(16.0, 27.0, 23.615384615384617)","(1.3, 1.48, 1.4735)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:26:59.157798,"(7.5, 11.0, 10.35483870967742)","(51.0, 75.0, 58.333333333333336)","(7.5, 10.5, 9.9)","(8.0, 21.0, 20.076923076923077)","(16.0, 27.0, 23.615384615384617)","(1.35, 1.48, 1.4735)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:00.278559,"(7.5, 11.0, 10.35483870967742)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.994444444444445)","(8.0, 21.0, 20.076923076923077)","(16.0, 27.0, 23.615384615384617)","(1.35, 1.48, 1.4773076923076922)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:01.373763,"(7.5, 11.0, 10.23076923076923)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.994444444444445)","(8.0, 21.0, 20.076923076923077)","(16.0, 27.0, 24.8)","(1.35, 1.48, 1.4773076923076922)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:02.428332,"(7.5, 11.0, 10.23076923076923)","(51.0, 75.0, 54.166666666666664)","(7.5, 10.5, 9.994444444444445)","(8.0, 21.0, 20.076923076923077)","(16.0, 27.0, 24.8)","(1.35, 1.48, 1.4773076923076922)","(31.0, 90.0, 84.375)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:03.652622,"(7.5, 11.0, 10.23076923076923)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 10.096551724137932)","(8.0, 21.0, 19.19047619047619)","(16.0, 27.0, 24.6)","(1.35, 1.48, 1.4746666666666666)","(31.0, 90.0, 85.0)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:04.997661,"(7.5, 11.0, 10.428571428571429)","(51.0, 75.0, 67.85714285714286)","(7.5, 10.5, 9.742105263157894)","(8.0, 20.0, 19.958333333333332)","(16.0, 27.0, 25.095238095238095)","(1.35, 1.48, 1.4746666666666666)","(31.0, 90.0, 85.71428571428571)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:06.209243,"(7.5, 11.0, 10.703703703703704)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.9)","(8.0, 20.0, 19.789473684210527)","(16.0, 27.0, 25.095238095238095)","(1.35, 1.48, 1.478125)","(31.0, 90.0, 85.71428571428571)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:07.349125,"(7.5, 11.0, 10.5625)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.9)","(8.0, 20.0, 19.73913043478261)","(16.0, 27.0, 25.095238095238095)","(1.35, 1.48, 1.4769999999999999)","(31.0, 90.0, 82.5)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:08.487294,"(7.5, 11.0, 10.671875)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.942857142857143)","(8.0, 20.0, 19.703703703703702)","(16.0, 27.0, 25.11764705882353)","(1.35, 1.48, 1.4761904761904763)","(31.0, 90.0, 82.5)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:09.560295,"(7.5, 11.0, 10.5625)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.768749999999999)","(8.0, 20.0, 19.727272727272727)","(16.0, 27.0, 24.6)","(1.35, 1.48, 1.478125)","(31.0, 90.0, 82.5)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:10.605721,"(7.5, 11.0, 10.637931034482758)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.942857142857143)","(8.0, 20.0, 21.17391304347826)","(16.0, 27.0, 24.6)","(1.35, 1.48, 1.4761904761904763)","(31.0, 90.0, 82.5)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:11.688893,"(7.5, 11.0, 10.416666666666666)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.742105263157894)","(8.0, 23.0, 20.692307692307693)","(16.0, 27.0, 24.6)","(1.35, 1.48, 1.4761904761904763)","(31.0, 90.0, 82.5)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:12.829140,"(7.5, 11.0, 10.416666666666666)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.728571428571428)","(8.0, 23.0, 21.8)","(16.0, 27.0, 25.095238095238095)","(1.35, 1.48, 1.4769999999999999)","(31.0, 90.0, 82.5)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:13.979132,"(7.5, 11.0, 10.596153846153847)","(51.0, 75.0, 61.36363636363637)","(7.5, 10.5, 9.876923076923077)","(8.0, 23.0, 21.8)","(16.0, 27.0, 25.11764705882353)","(1.35, 1.48, 1.4752941176470589)","(31.0, 90.0, 82.5)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:15.122094,"(7.5, 11.0, 10.596153846153847)","(51.0, 75.0, 58.333333333333336)","(7.5, 10.5, 9.728571428571428)","(8.0, 23.0, 21.923076923076923)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4752941176470589)","(31.0, 90.0, 82.5)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:16.168850,"(7.5, 11.0, 10.661290322580646)","(51.0, 75.0, 58.333333333333336)","(7.5, 10.5, 9.728571428571428)","(8.0, 23.0, 21.923076923076923)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4779310344827585)","(31.0, 90.0, 82.5)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:17.147138,"(7.5, 11.0, 10.661290322580646)","(51.0, 75.0, 54.166666666666664)","(7.5, 10.5, 9.876923076923077)","(8.0, 23.0, 21.923076923076923)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4746666666666666)","(31.0, 90.0, 82.5)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:18.130642,"(7.5, 11.0, 10.596153846153847)","(51.0, 75.0, 56.81818181818182)","(7.5, 10.5, 9.728571428571428)","(8.0, 23.0, 21.444444444444443)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.478)","(31.0, 90.0, 82.5)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:19.224679,"(7.5, 11.0, 10.596153846153847)","(51.0, 70.0, 58.75)","(7.5, 10.5, 9.728571428571428)","(8.0, 23.0, 21.444444444444443)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.476)","(31.0, 90.0, 82.5)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:20.221780,"(7.5, 11.0, 10.416666666666666)","(51.0, 70.0, 58.75)","(7.5, 10.5, 9.728571428571428)","(8.0, 23.0, 21.444444444444443)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.478)","(31.0, 90.0, 82.5)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:21.243311,"(7.5, 11.0, 10.416666666666666)","(51.0, 70.0, 58.75)","(7.5, 10.5, 9.876923076923077)","(8.0, 23.0, 21.5)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.476)","(31.0, 90.0, 82.5)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:22.338751,"(7.5, 11.0, 10.5625)","(51.0, 70.0, 58.75)","(7.5, 10.5, 9.84)","(8.0, 23.0, 20.7)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4792307692307691)","(31.0, 90.0, 82.5)","(26.0, 75.0, 63.57142857142857)"
09-01-2023 13:27:23.413746,"(7.5, 11.0, 10.681818181818182)","(51.0, 70.0, 57.5)","(7.5, 10.5, 9.84)","(8.0, 21.0, 20.7)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4792307692307691)","(31.0, 90.0, 82.5)","(26.0, 75.0, 63.57142857142857)"
09-01-2023 13:27:24.574166,"(7.5, 11.0, 10.681818181818182)","(51.0, 70.0, 56.666666666666664)","(7.5, 10.5, 9.722727272727273)","(8.0, 21.0, 19.636363636363637)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4766666666666666)","(31.0, 90.0, 82.5)","(26.0, 75.0, 59.0)"
09-01-2023 13:27:25.706543,"(7.5, 11.0, 10.75)","(51.0, 70.0, 56.666666666666664)","(7.5, 10.5, 9.722727272727273)","(8.0, 21.0, 19.636363636363637)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4766666666666666)","(31.0, 90.0, 82.5)","(26.0, 75.0, 59.0)"
09-01-2023 13:27:26.857397,"(7.5, 11.0, 10.75)","(51.0, 70.0, 64.0)","(7.5, 10.5, 10.037837837837838)","(8.0, 20.0, 18.6875)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4742857142857142)","(31.0, 90.0, 82.5)","(26.0, 75.0, 63.57142857142857)"
09-01-2023 13:27:27.930089,"(7.5, 11.0, 10.75)","(51.0, 70.0, 64.0)","(7.5, 10.5, 10.037837837837838)","(8.0, 20.0, 18.636363636363637)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4742857142857142)","(31.0, 90.0, 82.5)","(26.0, 75.0, 59.0)"
09-01-2023 13:27:28.950631,"(7.5, 11.0, 10.716216216216216)","(51.0, 70.0, 64.0)","(7.5, 10.5, 10.05)","(8.0, 19.5, 19.0)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4742857142857142)","(31.0, 90.0, 82.5)","(26.0, 75.0, 63.57142857142857)"
09-01-2023 13:27:30.023752,"(7.5, 11.0, 10.716216216216216)","(51.0, 70.0, 64.0)","(7.5, 10.5, 10.01086956521739)","(8.0, 18.5, 18.25)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4717142857142858)","(31.0, 90.0, 85.0)","(26.0, 75.0, 59.0)"
09-01-2023 13:27:31.115612,"(7.5, 11.0, 10.771739130434783)","(51.0, 70.0, 64.0)","(7.5, 10.5, 10.104347826086958)","(8.0, 18.0, 17.6)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4717142857142858)","(31.0, 90.0, 85.0)","(26.0, 75.0, 66.11111111111111)"
09-01-2023 13:27:32.308010,"(7.5, 11.0, 10.771739130434783)","(51.0, 70.0, 61.0)","(7.5, 10.5, 10.104347826086958)","(8.0, 18.0, 17.333333333333332)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4725)","(31.0, 90.0, 82.5)","(26.0, 75.0, 66.11111111111111)"
09-01-2023 13:27:33.519083,"(7.5, 11.0, 10.798076923076923)","(51.0, 70.0, 66.66666666666667)","(7.5, 10.5, 9.994444444444445)","(8.0, 18.0, 17.2)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.4725)","(31.0, 90.0, 82.5)","(26.0, 75.0, 66.11111111111111)"
09-01-2023 13:27:34.693312,"(7.5, 11.0, 10.798076923076923)","(51.0, 70.0, 66.66666666666667)","(7.5, 10.5, 9.994444444444445)","(8.0, 18.0, 17.3)","(16.0, 27.0, 24.833333333333332)","(1.35, 1.48, 1.47375)","(31.0, 90.0, 85.0)","(26.0, 75.0, 66.11111111111111)"
09-01-2023 13:27:35.825084,"(7.5, 11.0, 10.723684210526315)","(51.0, 70.0, 67.14285714285714)","(7.5, 10.5, 9.959090909090909)","(8.0, 18.0, 17.25)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.48, 1.4910416666666666)","(31.0, 90.0, 85.0)","(26.0, 75.0, 66.11111111111111)"
09-01-2023 13:27:36.837667,"(7.5, 11.0, 10.363636363636363)","(51.0, 70.0, 67.89473684210526)","(7.5, 10.5, 9.911538461538461)","(8.0, 18.0, 17.25)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.5, 1.4910416666666666)","(31.0, 90.0, 81.92307692307692)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:37.894874,"(7.5, 11.0, 10.375)","(51.0, 70.0, 67.89473684210526)","(7.5, 10.5, 9.811764705882352)","(8.0, 18.5, 17.27777777777778)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.5, 1.5154545454545454)","(31.0, 90.0, 81.25)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:38.986519,"(7.5, 10.5, 10.342105263157894)","(51.0, 70.0, 67.89473684210526)","(7.5, 9.8, 9.55)","(8.0, 18.5, 16.970588235294116)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.52, 1.5150000000000001)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:40.159124,"(7.5, 10.5, 10.346153846153847)","(51.0, 70.0, 66.81818181818181)","(7.5, 10.0, 9.443478260869565)","(8.0, 18.5, 16.970588235294116)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.52, 1.5175)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:41.313446,"(7.5, 10.5, 10.277777777777779)","(51.0, 70.0, 66.81818181818181)","(7.5, 10.0, 9.443478260869565)","(8.0, 18.5, 16.970588235294116)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.52, 1.5182608695652173)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:42.402939,"(7.5, 10.5, 10.277777777777779)","(51.0, 70.0, 67.5)","(7.5, 10.0, 9.494736842105263)","(8.0, 18.5, 16.970588235294116)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.52, 1.5150000000000001)","(31.0, 90.0, 83.0)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:43.346020,"(7.5, 10.5, 10.277777777777779)","(51.0, 70.0, 67.5)","(7.5, 9.8, 9.620000000000001)","(8.0, 18.5, 17.261904761904763)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.52, 1.5150000000000001)","(31.0, 90.0, 83.0)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:44.408846,"(7.5, 10.5, 10.166666666666666)","(51.0, 70.0, 67.5)","(7.5, 9.8, 9.620000000000001)","(8.0, 18.5, 16.92105263157895)","(16.0, 27.0, 24.681818181818183)","(1.35, 1.52, 1.5182608695652173)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:45.520465,"(7.5, 10.5, 10.041666666666666)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.5)","(8.0, 18.5, 17.394736842105264)","(16.0, 27.0, 24.714285714285715)","(1.35, 1.52, 1.513)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:46.660709,"(7.5, 10.5, 10.041666666666666)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.620000000000001)","(8.0, 18.5, 17.566666666666666)","(16.0, 27.0, 24.714285714285715)","(1.35, 1.52, 1.5173333333333334)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:47.775423,"(7.5, 10.5, 10.107142857142858)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.44)","(9.0, 18.5, 17.566666666666666)","(18.0, 27.0, 24.714285714285715)","(1.3, 1.52, 1.5108333333333333)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:48.991826,"(7.5, 10.5, 10.225)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.447058823529412)","(9.0, 18.5, 17.566666666666666)","(18.0, 27.0, 24.714285714285715)","(1.3, 1.52, 1.5108333333333333)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:50.072655,"(7.5, 10.5, 10.225)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.447058823529412)","(9.0, 18.5, 17.566666666666666)","(18.0, 27.0, 24.714285714285715)","(1.3, 1.52, 1.5123809523809524)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:51.109206,"(7.5, 10.5, 10.225)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.466666666666667)","(9.0, 18.5, 17.61111111111111)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.52, 1.5118181818181817)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:52.214379,"(7.5, 10.5, 10.225)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.539130434782608)","(9.0, 18.5, 17.576923076923077)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5118181818181817)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:53.351492,"(7.5, 10.5, 10.194444444444445)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.539130434782608)","(9.0, 18.5, 17.576923076923077)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5118181818181817)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:54.514108,"(7.5, 10.5, 10.041666666666666)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.539130434782608)","(9.0, 18.0, 17.9)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5108333333333333)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:55.666359,"(7.5, 10.5, 10.041666666666666)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.8, 9.539130434782608)","(9.0, 18.5, 17.710526315789473)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5142857142857142)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:56.826404,"(7.5, 10.5, 10.1)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.6, 9.333333333333332)","(9.0, 18.5, 17.75)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5111428571428571)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:57.904937,"(7.5, 10.5, 10.136363636363637)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.6, 9.333333333333332)","(9.0, 18.5, 17.75)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5111428571428571)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:27:58.919435,"(7.5, 10.5, 10.136363636363637)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.6, 9.454545454545453)","(9.0, 18.5, 17.75)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5111428571428571)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:27:59.947258,"(7.5, 10.5, 10.136363636363637)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.6, 9.333333333333332)","(9.0, 18.5, 17.75)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5121875)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:28:01.031822,"(7.5, 10.5, 10.136363636363637)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.6, 9.333333333333332)","(9.0, 18.5, 17.710526315789473)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5105405405405405)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:28:02.188150,"(7.5, 10.5, 10.029411764705882)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.6, 9.333333333333332)","(9.0, 18.5, 17.710526315789473)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5105405405405405)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 62.69230769230769)"
09-01-2023 13:28:03.299729,"(7.5, 10.5, 10.033333333333333)","(51.0, 70.0, 68.33333333333333)","(7.5, 9.6, 9.333333333333332)","(9.0, 18.5, 17.710526315789473)","(18.0, 27.0, 24.473684210526315)","(1.3, 1.53, 1.5105405405405405)","(31.0, 90.0, 85.9090909090909)","(26.0, 75.0, 57.22222222222222)"
09-01-2023 13:28:04.456505,"(7.5, 10.5, 10.033333333333333)","(51.0, 70.0, 68.63636363636364)","(7.5, 9.6, 9.333333333333332)","(9.0, 18.5, 17.59090909090909)","(18.0, 27.0, 24.5)","(1.3, 1.53, 1.5105405405405405)","(31.0, 90.0, 87.1875)","(26.0, 75.0, 62.69230769230769)"
