,Goldstar Rita,Sefton Heights,Ava Effort,Deep Value,Tiggerlong Panda,Goldstar Linda,Adobe Kid,Goldstar Spencer
12-01-2023 14:42:56.725725,"(3.1, 8.8, 4.4714285714285715)","(2.5, 3.05, 3.0015384615384613)","(6.0, 25.0, 23.272727272727273)","(6.5, 16.5, 13.8)","(18.0, 120.0, 61.21875)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:42:57.980557,"(3.1, 8.8, 4.4714285714285715)","(2.5, 3.05, 3.0015384615384613)","(6.0, 25.0, 23.272727272727273)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:42:59.065063,"(3.1, 8.8, 4.4714285714285715)","(2.5, 3.05, 3.0015384615384613)","(6.0, 25.0, 23.272727272727273)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:00.312139,"(3.1, 8.8, 4.4714285714285715)","(2.5, 3.05, 3.0015384615384613)","(6.0, 25.0, 23.272727272727273)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:01.594788,"(3.1, 8.8, 4.4714285714285715)","(2.5, 3.05, 3.0015384615384613)","(6.0, 25.0, 23.272727272727273)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:02.958665,"(3.1, 8.8, 4.209090909090909)","(2.5, 3.05, 3.0015384615384613)","(6.0, 25.0, 23.272727272727273)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:04.228188,"(3.1, 8.8, 4.170833333333333)","(2.5, 3.05, 3.0015384615384613)","(6.0, 25.0, 13.407407407407407)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:05.509402,"(3.1, 8.8, 4.170833333333333)","(2.5, 3.05, 3.0015384615384613)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:06.793377,"(3.1, 8.8, 4.170833333333333)","(2.5, 3.05, 3.0015384615384613)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:08.075341,"(3.1, 8.8, 4.170833333333333)","(2.5, 3.05, 3.0015384615384613)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:09.408405,"(3.1, 8.8, 4.170833333333333)","(2.5, 3.05, 3.0015384615384613)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 13.8)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:10.842928,"(3.1, 8.8, 4.170833333333333)","(2.5, 3.05, 3.0015384615384613)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 10.68)","(18.0, 120.0, 57.6)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:12.276863,"(3.1, 8.8, 4.288888888888889)","(2.5, 3.05, 3.0015384615384613)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 10.559999999999999)","(18.0, 120.0, 47.714285714285715)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:13.868337,"(3.1, 8.6, 4.288888888888889)","(2.5, 3.05, 2.9226666666666667)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 10.8)","(18.0, 90.0, 47.714285714285715)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:15.560093,"(3.1, 8.6, 4.288888888888889)","(2.5, 3.0, 3.005)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 10.8)","(18.0, 90.0, 47.714285714285715)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:17.028993,"(3.1, 8.6, 4.288888888888889)","(2.5, 3.05, 2.7216)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 10.8)","(18.0, 90.0, 47.714285714285715)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:19.946753,"(3.1, 8.6, 4.288888888888889)","(2.5, 3.0, 2.652)","(6.0, 26.0, 13.407407407407407)","(6.5, 16.5, 10.8)","(18.0, 90.0, 47.714285714285715)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 91.66666666666667)"
12-01-2023 14:43:21.501975,"(3.1, 8.6, 4.35625)","(2.5, 3.0, 2.6305263157894734)","(6.0, 26.0, 20.615384615384613)","(6.5, 16.5, 9.714285714285715)","(18.0, 90.0, 47.714285714285715)","(16.0, 44.0, 40.95)","(7.5, 14.5, 13.5875)","(21.0, 180.0, 88.72727272727272)"
12-01-2023 14:43:23.203444,"(3.1, 8.6, 4.35625)","(2.5, 2.92, 2.58)","(6.0, 25.0, 13.6)","(6.5, 16.5, 12.964285714285715)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 36.5)","(7.5, 14.5, 12.725)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:24.683376,"(3.1, 8.6, 4.35625)","(2.5, 2.9, 2.58)","(6.0, 25.0, 20.090909090909093)","(6.5, 16.5, 9.714285714285715)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 36.5)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:26.218346,"(3.1, 8.6, 4.35625)","(2.5, 2.9, 2.58)","(6.0, 25.0, 14.32)","(6.5, 16.5, 9.714285714285715)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 36.5)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:27.716914,"(3.1, 8.6, 4.35625)","(2.5, 2.9, 2.58)","(6.0, 25.0, 14.32)","(6.5, 16.5, 13.333333333333332)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 36.5)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:29.172527,"(3.1, 8.6, 4.35625)","(2.5, 2.9, 2.5608)","(6.0, 25.0, 14.32)","(6.5, 16.5, 9.857142857142858)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:30.699924,"(3.1, 8.6, 4.35625)","(2.5, 2.86, 2.5553846153846154)","(6.0, 25.0, 14.32)","(6.5, 16.5, 8.916666666666668)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:32.118778,"(3.1, 8.6, 4.35625)","(2.5, 2.86, 2.566086956521739)","(6.0, 25.0, 14.32)","(6.5, 16.5, 9.083333333333332)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:33.487353,"(3.1, 8.6, 4.35625)","(2.5, 2.84, 2.543076923076923)","(6.0, 25.0, 20.200000000000003)","(6.5, 16.5, 8.3)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:34.860153,"(3.1, 8.6, 4.35625)","(2.5, 2.82, 2.7239999999999998)","(6.0, 25.0, 20.200000000000003)","(6.5, 15.5, 8.3)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:36.310093,"(3.1, 8.6, 4.35625)","(2.5, 2.8, 2.7399999999999998)","(6.0, 25.0, 13.066666666666666)","(6.5, 15.5, 8.3)","(18.0, 90.0, 55.17647058823529)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:37.692899,"(3.1, 8.6, 4.35625)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 20.981818181818184)","(6.5, 15.5, 8.3)","(18.0, 90.0, 57.11111111111111)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 11.05)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:39.086050,"(3.0, 8.6, 4.35625)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 20.981818181818184)","(7.0, 15.5, 8.3)","(18.0, 90.0, 58.8421052631579)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.04)","(21.0, 170.0, 106.14285714285714)"
12-01-2023 14:43:40.445064,"(3.0, 8.6, 4.35625)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 17.36)","(7.0, 15.5, 8.666666666666668)","(18.0, 90.0, 58.8421052631579)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.457142857142859)","(21.0, 170.0, 110.4)"
12-01-2023 14:43:41.743876,"(3.0, 8.6, 4.35625)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 17.28)","(7.0, 15.0, 9.175)","(18.0, 90.0, 58.8421052631579)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.457142857142859)","(21.0, 170.0, 110.4)"
12-01-2023 14:43:43.150326,"(3.0, 8.6, 5.233333333333333)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 17.28)","(7.0, 14.5, 9.175)","(18.0, 90.0, 58.8421052631579)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.457142857142859)","(21.0, 170.0, 110.4)"
12-01-2023 14:43:44.509545,"(3.0, 8.2, 5.233333333333333)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 17.28)","(7.0, 14.5, 8.583333333333334)","(18.0, 90.0, 58.8421052631579)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 14.207999999999998)","(21.0, 170.0, 110.4)"
12-01-2023 14:43:45.840909,"(3.0, 8.2, 5.233333333333333)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 17.28)","(7.0, 14.5, 8.583333333333334)","(18.0, 90.0, 58.8421052631579)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 110.4)"
12-01-2023 14:43:47.253649,"(3.0, 8.2, 6.075)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 19.8)","(7.0, 14.5, 8.583333333333334)","(18.0, 90.0, 58.8421052631579)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 110.4)"
12-01-2023 14:43:48.600585,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 19.8)","(7.0, 14.5, 8.583333333333334)","(18.0, 90.0, 58.8421052631579)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 110.4)"
12-01-2023 14:43:50.053710,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 19.8)","(7.0, 14.5, 9.175)","(18.0, 90.0, 48.0)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 89.27272727272728)"
12-01-2023 14:43:51.452590,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.7399999999999998)","(6.0, 24.0, 19.8)","(7.0, 14.5, 9.175)","(18.0, 90.0, 55.41176470588235)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 106.57142857142857)"
12-01-2023 14:43:52.801597,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 19.8)","(7.0, 14.5, 9.175)","(18.0, 90.0, 55.41176470588235)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 106.57142857142857)"
12-01-2023 14:43:54.100797,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 19.8)","(7.0, 14.5, 9.175)","(18.0, 90.0, 48.0)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 100.93333333333334)"
12-01-2023 14:43:55.508214,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 19.8)","(7.0, 14.5, 9.175)","(18.0, 90.0, 30.8)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 100.93333333333334)"
12-01-2023 14:43:56.948121,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 19.8)","(7.0, 14.5, 9.175)","(18.0, 90.0, 41.875)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 100.93333333333334)"
12-01-2023 14:43:58.339417,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 19.8)","(7.0, 14.5, 9.175)","(18.0, 85.0, 40.0)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 100.93333333333334)"
12-01-2023 14:43:59.659834,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 19.8)","(7.0, 14.5, 9.175)","(18.0, 80.0, 58.666666666666664)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 100.93333333333334)"
12-01-2023 14:44:01.027976,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 12.8)","(7.0, 14.5, 9.175)","(18.0, 80.0, 60.0)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 170.0, 107.33333333333333)"
12-01-2023 14:44:02.429595,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 12.8)","(7.0, 14.5, 9.175)","(18.0, 80.0, 60.0)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:03.792895,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 12.8)","(7.0, 14.5, 9.175)","(18.0, 80.0, 60.0)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:05.188298,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 12.240000000000002)","(7.0, 14.5, 9.175)","(18.0, 80.0, 60.0)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:06.553248,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 12.240000000000002)","(7.0, 14.5, 9.175)","(18.0, 80.0, 60.0)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:07.958579,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.7755555555555556)","(6.0, 24.0, 12.240000000000002)","(7.0, 14.5, 9.175)","(18.0, 80.0, 56.5625)","(16.0, 44.0, 41.272727272727266)","(7.5, 14.5, 13.79)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:09.321112,"(3.0, 8.4, 6.075)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 12.240000000000002)","(7.0, 14.5, 9.175)","(19.0, 75.0, 31.125)","(17.0, 44.0, 36.625)","(8.0, 14.5, 13.79)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:10.701591,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 24.0, 16.68)","(7.0, 14.5, 9.175)","(19.0, 75.0, 31.125)","(17.0, 44.0, 36.625)","(8.0, 14.5, 13.79)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:12.056724,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 16.68)","(7.0, 14.5, 9.175)","(19.0, 75.0, 31.125)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:13.386191,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 16.68)","(7.0, 14.5, 9.175)","(19.0, 75.0, 31.125)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:14.636645,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 16.68)","(7.0, 14.5, 9.175)","(19.0, 75.0, 31.125)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:15.913098,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 16.68)","(7.0, 14.5, 9.175)","(19.0, 75.0, 31.125)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:17.217062,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 16.68)","(7.0, 14.5, 9.175)","(19.0, 75.0, 31.125)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 103.81818181818181)"
12-01-2023 14:44:18.574579,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 16.68)","(7.0, 14.5, 9.175)","(19.0, 75.0, 31.125)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:19.836448,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 37.714285714285715)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:21.116315,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 37.714285714285715)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:22.436290,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5591304347826087)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 37.714285714285715)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:23.757239,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.7755555555555556)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 37.714285714285715)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:25.043194,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.7755555555555556)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 37.714285714285715)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 95.57142857142857)"
12-01-2023 14:44:26.345063,"(3.0, 8.8, 6.275)","(2.5, 2.82, 2.5416)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 37.714285714285715)","(17.0, 44.0, 36.625)","(8.0, 14.5, 11.05)","(21.0, 150.0, 95.57142857142857)"
12-01-2023 14:44:27.709267,"(3.0, 8.8, 6.275)","(2.5, 2.8, 2.5288)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 40.2)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 95.57142857142857)"
12-01-2023 14:44:29.044147,"(3.0, 8.8, 4.658333333333333)","(2.5, 2.76, 2.6919999999999997)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 45.90909090909091)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 95.57142857142857)"
12-01-2023 14:44:30.412136,"(3.0, 9.2, 4.43125)","(2.5, 2.76, 2.6919999999999997)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 70.0, 45.90909090909091)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 95.57142857142857)"
12-01-2023 14:44:31.736256,"(3.0, 9.2, 4.43125)","(2.5, 2.76, 2.6919999999999997)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 70.0, 45.90909090909091)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 95.57142857142857)"
12-01-2023 14:44:33.129395,"(3.0, 9.2, 4.43125)","(2.5, 2.76, 2.5224)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 70.0, 45.90909090909091)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:34.456789,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.74, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 70.0, 45.90909090909091)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:35.775291,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 70.0, 45.90909090909091)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:37.109586,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 70.0, 43.769230769230774)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:38.411571,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 43.769230769230774)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:39.991453,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 9.175)","(19.0, 75.0, 52.333333333333336)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:41.758827,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.5, 10.7)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 150.0, 107.66666666666667)"
12-01-2023 14:44:44.262804,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.0, 10.7)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 140.0, 95.0)"
12-01-2023 14:44:45.748120,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.0, 10.7)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 38.1)","(8.0, 14.5, 11.05)","(21.0, 140.0, 94.33333333333333)"
12-01-2023 14:44:47.093786,"(3.0, 9.2, 4.1692307692307695)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.0, 10.7)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 41.05)","(8.0, 14.5, 11.05)","(21.0, 130.0, 94.33333333333333)"
12-01-2023 14:44:48.493433,"(3.0, 9.2, 4.139285714285714)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.0, 10.7)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 36.75)","(8.0, 14.5, 11.05)","(21.0, 130.0, 94.33333333333333)"
12-01-2023 14:44:49.801126,"(3.0, 9.2, 4.139285714285714)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.0, 10.7)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 36.75)","(8.0, 14.5, 11.05)","(21.0, 130.0, 94.33333333333333)"
12-01-2023 14:44:51.119593,"(3.0, 9.2, 4.139285714285714)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.0, 10.7)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 36.75)","(8.0, 14.5, 11.05)","(21.0, 130.0, 94.33333333333333)"
12-01-2023 14:44:52.556660,"(3.0, 9.2, 4.153846153846154)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 14.0, 11.45)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 36.75)","(8.0, 14.5, 11.05)","(21.0, 130.0, 94.33333333333333)"
12-01-2023 14:44:53.934413,"(3.0, 9.0, 5.433333333333334)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 15.5, 11.45)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 36.75)","(8.0, 14.5, 11.05)","(21.0, 130.0, 84.14285714285714)"
12-01-2023 14:44:55.267243,"(3.0, 8.8, 5.433333333333334)","(2.5, 2.72, 2.686666666666667)","(6.0, 23.0, 20.12727272727273)","(7.0, 15.5, 9.3)","(19.0, 70.0, 52.333333333333336)","(17.0, 44.0, 36.75)","(8.0, 14.5, 11.05)","(21.0, 130.0, 94.33333333333333)"
