,Wise Counsel,Do It Right,Ocean Aura,Expelliarmus,Magic Whistle,Lets Erupt,Megami,Ran A Red Light,Belafonte Boy,Marlini,Nick Of Time,The White Witch,Vitai Lampada
14-12-2022 19:42:07.030679,"(4.2, 4.5, 4.427777777777778)","(14.0, 22.0, 20.333333333333332)","(20.0, 34.0, 30.57142857142857)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.481481481481481)","(6.0, 8.2, 7.999999999999999)","(2.35, 2.52, 2.504)","(31.0, 60.0, 54.0)","(61.0, 110.0, 92.14285714285714)","(61.0, 110.0, 93.0)","(31.0, 50.0, 48.666666666666664)","(31.0, 42.0, 40.94736842105263)","(101.0, 300.0, 290.0)"
14-12-2022 19:42:08.485815,"(4.2, 4.5, 4.461764705882353)","(14.0, 22.0, 20.666666666666668)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.666666666666666)","(6.0, 8.4, 8.210526315789474)","(2.35, 2.52, 2.504)","(31.0, 60.0, 54.0)","(61.0, 110.0, 92.14285714285714)","(61.0, 95.0, 93.0)","(31.0, 50.0, 48.666666666666664)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:09.927166,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.11111111111111)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.666666666666666)","(6.0, 8.4, 8.2)","(2.35, 2.46, 2.4597122302158274)","(31.0, 60.0, 54.0)","(61.0, 110.0, 92.14285714285714)","(61.0, 95.0, 93.0)","(31.0, 50.0, 48.666666666666664)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:11.318693,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.11111111111111)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.666666666666666)","(6.0, 8.4, 8.2)","(2.35, 2.46, 2.4597122302158274)","(31.0, 60.0, 54.0)","(61.0, 110.0, 92.14285714285714)","(61.0, 95.0, 93.0)","(31.0, 50.0, 49.7)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:12.720988,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.272727272727273)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.666666666666666)","(6.0, 8.4, 8.2)","(2.35, 2.46, 2.4597122302158274)","(31.0, 60.0, 54.0)","(61.0, 110.0, 92.14285714285714)","(61.0, 95.0, 91.66666666666667)","(31.0, 50.0, 49.7)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:14.116664,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.272727272727273)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.694444444444445)","(6.0, 8.4, 8.2)","(2.35, 2.46, 2.4597122302158274)","(31.0, 60.0, 54.0)","(61.0, 110.0, 92.14285714285714)","(61.0, 95.0, 91.66666666666667)","(31.0, 50.0, 47.61904761904762)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:15.581153,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.272727272727273)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.694444444444445)","(6.0, 8.4, 8.3)","(2.35, 2.46, 2.457986577181208)","(31.0, 60.0, 54.0)","(61.0, 110.0, 92.14285714285714)","(61.0, 95.0, 91.66666666666667)","(31.0, 48.0, 47.61904761904762)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:16.944222,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.428571428571427)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.694444444444445)","(6.0, 8.4, 8.3)","(2.35, 2.46, 2.457986577181208)","(31.0, 60.0, 54.0)","(61.0, 110.0, 92.14285714285714)","(61.0, 95.0, 91.66666666666667)","(31.0, 48.0, 49.68421052631579)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:18.309901,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.428571428571427)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.676470588235293)","(6.0, 8.4, 8.211764705882354)","(2.35, 2.46, 2.4597546012269937)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 91.66666666666667)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:19.684422,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.833333333333332)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.63888888888889)","(6.0, 8.4, 8.211764705882354)","(2.35, 2.46, 2.4584)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 91.66666666666667)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.94736842105263)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:21.075772,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.833333333333332)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.63888888888889)","(6.0, 8.4, 8.211764705882354)","(2.35, 2.46, 2.4584)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 91.66666666666667)","(31.0, 50.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:22.447111,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.833333333333332)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.63888888888889)","(6.0, 8.4, 8.211764705882354)","(2.35, 2.46, 2.4623529411764706)","(31.0, 60.0, 54.0)","(61.0, 110.0, 95.71428571428572)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:23.792288,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.833333333333332)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(10.0, 16.0, 15.821428571428571)","(6.0, 8.4, 8.305882352941177)","(2.35, 2.48, 2.4623529411764706)","(31.0, 60.0, 54.0)","(61.0, 110.0, 95.71428571428572)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:25.086791,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.833333333333332)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(11.0, 16.0, 15.657142857142857)","(6.0, 8.4, 8.305882352941177)","(2.35, 2.48, 2.4623529411764706)","(31.0, 60.0, 54.0)","(61.0, 110.0, 95.71428571428572)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:26.427310,"(4.2, 4.5, 4.438095238095238)","(14.0, 22.0, 21.833333333333332)","(20.0, 34.0, 29.2)","(71.0, 120.0, 111.11111111111111)","(11.0, 16.0, 15.657142857142857)","(6.0, 8.4, 8.305882352941177)","(2.35, 2.48, 2.476273291925466)","(31.0, 60.0, 58.25)","(61.0, 110.0, 95.71428571428572)","(61.0, 95.0, 90.0)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:27.798438,"(4.2, 4.5, 4.453333333333333)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 112.5)","(11.0, 16.0, 15.63888888888889)","(6.0, 8.4, 8.32)","(2.35, 2.46, 2.4574193548387098)","(31.0, 60.0, 54.0)","(61.0, 120.0, 98.125)","(61.0, 95.0, 90.0)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:29.159784,"(4.2, 4.5, 4.453333333333333)","(14.0, 22.0, 21.6)","(20.0, 34.0, 29.0)","(71.0, 120.0, 112.5)","(11.0, 16.0, 15.675675675675675)","(6.0, 8.4, 8.276923076923078)","(2.35, 2.46, 2.4574193548387098)","(31.0, 60.0, 54.0)","(61.0, 120.0, 98.125)","(61.0, 95.0, 90.0)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:30.529678,"(4.2, 4.6, 4.573846153846153)","(14.0, 22.0, 21.6)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.675675675675675)","(6.0, 8.4, 8.276923076923078)","(2.35, 2.46, 2.4574193548387098)","(31.0, 60.0, 54.0)","(61.0, 110.0, 93.84615384615384)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:31.963352,"(4.2, 4.6, 4.573846153846153)","(14.0, 22.0, 21.6)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.675675675675675)","(6.0, 8.4, 8.276923076923078)","(2.35, 2.46, 2.4574193548387098)","(31.0, 60.0, 54.0)","(61.0, 110.0, 100.0)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:33.312641,"(4.2, 4.6, 4.573846153846153)","(14.0, 22.0, 21.714285714285715)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.675675675675675)","(6.0, 8.4, 8.276923076923078)","(2.35, 2.46, 2.4574193548387098)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 48.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:34.735603,"(4.2, 4.6, 4.552777777777777)","(14.0, 22.0, 21.714285714285715)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.675675675675675)","(6.5, 8.4, 8.327272727272728)","(2.35, 2.46, 2.4695652173913043)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:36.132057,"(4.2, 4.5, 4.430000000000001)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.675675675675675)","(6.5, 8.4, 8.327272727272728)","(2.35, 2.48, 2.4758974358974357)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:37.525583,"(4.2, 4.5, 4.430000000000001)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.675675675675675)","(6.5, 8.4, 8.327272727272728)","(2.35, 2.48, 2.4758974358974357)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 50.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:39.077179,"(4.2, 4.5, 4.430000000000001)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.64516129032258)","(6.5, 8.4, 8.327272727272728)","(2.35, 2.48, 2.47375)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:40.568443,"(4.2, 4.5, 4.31)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.276923076923078)","(2.35, 2.5, 2.4699999999999998)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:41.997854,"(4.2, 4.5, 4.31)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.276923076923078)","(2.35, 2.5, 2.4699999999999998)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 48.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:43.450354,"(4.2, 4.5, 4.31)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.276923076923078)","(2.35, 2.5, 2.4699999999999998)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:44.939954,"(4.2, 4.5, 4.308695652173913)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.276923076923078)","(2.35, 2.5, 2.4699999999999998)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 50.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:46.411073,"(4.2, 4.5, 4.308695652173913)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.342857142857143)","(2.35, 2.48, 2.468)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:47.786650,"(4.2, 4.5, 4.308695652173913)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.342857142857143)","(2.35, 2.48, 2.468)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 90.0)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 296.6666666666667)"
14-12-2022 19:42:49.169883,"(4.2, 4.5, 4.425842696629213)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.694444444444445)","(6.5, 8.4, 8.342857142857143)","(2.35, 2.48, 2.468)","(31.0, 60.0, 54.0)","(61.0, 110.0, 89.16666666666667)","(61.0, 100.0, 92.5)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:50.937977,"(4.2, 4.4, 4.343820224719101)","(14.0, 22.0, 21.5)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.211764705882352)","(2.35, 2.5, 2.4678048780487805)","(31.0, 60.0, 54.0)","(61.0, 110.0, 87.27272727272727)","(61.0, 100.0, 92.5)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:52.544852,"(4.2, 4.4, 4.343820224719101)","(14.0, 22.0, 21.166666666666668)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.22857142857143)","(2.35, 2.5, 2.4678048780487805)","(31.0, 60.0, 54.0)","(61.0, 110.0, 87.27272727272727)","(61.0, 100.0, 92.5)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:53.941374,"(4.2, 4.4, 4.343820224719101)","(14.0, 22.0, 20.666666666666668)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.22857142857143)","(2.35, 2.5, 2.4678048780487805)","(31.0, 60.0, 54.0)","(61.0, 110.0, 95.0)","(61.0, 100.0, 92.5)","(31.0, 50.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:55.364162,"(4.2, 4.4, 4.343820224719101)","(14.0, 23.0, 21.833333333333332)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.22857142857143)","(2.35, 2.5, 2.4678048780487805)","(31.0, 60.0, 54.0)","(61.0, 120.0, 95.0)","(61.0, 100.0, 92.5)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:56.952661,"(4.2, 4.4, 4.343820224719101)","(14.0, 23.0, 22.066666666666666)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.607142857142858)","(6.5, 8.4, 8.11875)","(2.35, 2.5, 2.4678048780487805)","(31.0, 60.0, 54.0)","(61.0, 120.0, 95.0)","(61.0, 100.0, 92.5)","(31.0, 48.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:58.463311,"(4.2, 4.4, 4.343820224719101)","(14.0, 23.0, 22.066666666666666)","(20.0, 34.0, 29.0)","(71.0, 120.0, 110.0)","(11.0, 16.0, 15.694444444444445)","(6.5, 8.4, 7.990909090909091)","(2.35, 2.5, 2.4678048780487805)","(31.0, 60.0, 54.0)","(61.0, 120.0, 95.0)","(61.0, 100.0, 92.5)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:42:59.852275,"(4.2, 4.4, 4.343820224719101)","(14.0, 23.0, 22.066666666666666)","(20.0, 34.0, 29.0)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.64516129032258)","(6.5, 8.4, 7.968)","(2.35, 2.5, 2.4764285714285714)","(31.0, 60.0, 54.0)","(61.0, 120.0, 95.0)","(61.0, 100.0, 92.5)","(31.0, 50.0, 49.68421052631579)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:01.187984,"(4.2, 4.4, 4.343820224719101)","(14.0, 23.0, 22.066666666666666)","(20.0, 34.0, 29.0)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.606060606060606)","(6.5, 8.4, 7.885714285714285)","(2.35, 2.5, 2.4764285714285714)","(31.0, 60.0, 54.0)","(61.0, 120.0, 95.0)","(61.0, 100.0, 92.5)","(31.0, 50.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:02.616354,"(4.2, 4.4, 4.343820224719101)","(14.0, 23.0, 22.066666666666666)","(20.0, 34.0, 29.0)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.722222222222221)","(6.5, 8.4, 7.885714285714285)","(2.35, 2.5, 2.4764285714285714)","(31.0, 60.0, 54.0)","(61.0, 120.0, 95.0)","(61.0, 100.0, 92.5)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:04.017774,"(4.2, 4.4, 4.343820224719101)","(14.0, 23.0, 22.066666666666666)","(20.0, 34.0, 29.0)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.52)","(6.5, 8.4, 7.885714285714285)","(2.35, 2.5, 2.4764285714285714)","(31.0, 60.0, 54.0)","(61.0, 120.0, 95.0)","(61.0, 100.0, 92.5)","(31.0, 48.0, 47.6)","(31.0, 42.0, 40.666666666666664)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:05.427297,"(4.2, 4.4, 4.343820224719101)","(14.0, 23.0, 22.066666666666666)","(20.0, 34.0, 29.0)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.52)","(6.5, 8.4, 7.885714285714285)","(2.35, 2.5, 2.463157894736842)","(31.0, 60.0, 48.31818181818182)","(61.0, 120.0, 89.16666666666667)","(61.0, 100.0, 86.42857142857143)","(31.0, 48.0, 45.09090909090909)","(31.0, 42.0, 38.57142857142857)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:06.825871,"(4.2, 4.5, 4.405)","(14.0, 22.0, 20.875)","(20.0, 32.0, 28.444444444444443)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.975409836065573)","(6.5, 8.4, 8.1)","(2.35, 2.48, 2.4608)","(31.0, 55.0, 48.31818181818182)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 86.42857142857143)","(31.0, 46.0, 45.34782608695652)","(31.0, 40.0, 38.57142857142857)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:08.297113,"(4.2, 4.5, 4.483333333333333)","(14.0, 22.0, 20.875)","(20.0, 32.0, 28.444444444444443)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.98076923076923)","(6.5, 8.4, 8.1)","(2.35, 2.48, 2.4608)","(31.0, 55.0, 48.31818181818182)","(61.0, 110.0, 89.16666666666667)","(61.0, 95.0, 86.42857142857143)","(31.0, 46.0, 45.34782608695652)","(31.0, 40.0, 39.0)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:09.656598,"(4.2, 4.5, 4.483333333333333)","(14.0, 22.0, 21.464285714285715)","(20.0, 32.0, 29.0)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.98076923076923)","(6.5, 8.4, 8.142857142857142)","(2.35, 2.44, 2.4364383561643836)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 86.42857142857143)","(31.0, 46.0, 45.34782608695652)","(31.0, 40.0, 39.0)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:11.364726,"(4.2, 4.5, 4.483333333333333)","(14.0, 22.0, 21.464285714285715)","(20.0, 32.0, 30.18181818181818)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.98076923076923)","(6.0, 8.4, 8.169230769230769)","(2.35, 2.44, 2.4364383561643836)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 87.0)","(31.0, 46.0, 45.34782608695652)","(31.0, 40.0, 39.0)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:12.914086,"(4.2, 4.5, 4.489285714285714)","(14.0, 22.0, 21.464285714285715)","(20.0, 32.0, 30.18181818181818)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.98076923076923)","(6.0, 8.4, 8.169230769230769)","(2.35, 2.44, 2.4364383561643836)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 87.0)","(31.0, 46.0, 45.34782608695652)","(31.0, 40.0, 39.333333333333336)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:14.302776,"(4.2, 4.5, 4.489285714285714)","(14.0, 22.0, 21.464285714285715)","(20.0, 32.0, 30.18181818181818)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.98076923076923)","(6.0, 8.4, 8.169230769230769)","(2.35, 2.44, 2.4364383561643836)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 87.0)","(31.0, 46.0, 45.34782608695652)","(31.0, 40.0, 39.333333333333336)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:15.757310,"(4.2, 4.5, 4.465789473684211)","(14.0, 22.0, 21.25)","(20.0, 32.0, 30.18181818181818)","(71.0, 120.0, 112.0)","(11.0, 16.0, 15.98076923076923)","(6.0, 8.4, 8.025)","(2.35, 2.44, 2.442222222222222)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 86.42857142857143)","(31.0, 46.0, 45.291666666666664)","(31.0, 40.0, 39.333333333333336)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:17.210722,"(4.2, 4.5, 4.465789473684211)","(14.0, 22.0, 21.25)","(20.0, 32.0, 30.18181818181818)","(71.0, 120.0, 112.0)","(11.0, 16.5, 16.324175824175825)","(6.0, 8.4, 8.025)","(2.35, 2.46, 2.442222222222222)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 86.33333333333333)","(31.0, 46.0, 45.291666666666664)","(31.0, 40.0, 39.333333333333336)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:18.648067,"(4.2, 4.5, 4.465789473684211)","(14.0, 22.0, 21.25)","(20.0, 32.0, 30.18181818181818)","(71.0, 120.0, 112.0)","(11.0, 16.5, 16.324175824175825)","(6.0, 8.4, 8.025)","(2.35, 2.46, 2.442222222222222)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 86.33333333333333)","(31.0, 46.0, 45.291666666666664)","(31.0, 40.0, 39.333333333333336)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:20.022691,"(4.2, 4.5, 4.465789473684211)","(14.0, 22.0, 21.318181818181817)","(20.0, 32.0, 30.18181818181818)","(71.0, 120.0, 112.0)","(11.0, 16.5, 16.208333333333332)","(6.0, 8.4, 8.025)","(2.35, 2.46, 2.442222222222222)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 86.33333333333333)","(31.0, 46.0, 45.291666666666664)","(31.0, 40.0, 39.333333333333336)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:21.445406,"(4.2, 4.5, 4.465789473684211)","(14.0, 21.0, 19.81578947368421)","(20.0, 32.0, 30.18181818181818)","(71.0, 120.0, 112.0)","(11.0, 16.5, 16.208333333333332)","(6.0, 8.4, 8.16)","(2.35, 2.46, 2.442222222222222)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 86.33333333333333)","(31.0, 46.0, 45.291666666666664)","(31.0, 40.0, 39.333333333333336)","(101.0, 310.0, 290.0)"
14-12-2022 19:43:22.951871,"(4.2, 4.5, 4.465789473684211)","(14.0, 21.0, 19.81578947368421)","(20.0, 32.0, 28.0)","(71.0, 120.0, 112.0)","(11.0, 16.5, 16.208333333333332)","(6.0, 8.4, 8.16)","(2.35, 2.46, 2.442222222222222)","(31.0, 55.0, 48.77777777777778)","(61.0, 100.0, 97.0)","(61.0, 95.0, 86.33333333333333)","(31.0, 46.0, 45.291666666666664)","(31.0, 40.0, 39.333333333333336)","(101.0, 310.0, 290.0)"
