,Rebel Boom,Chatty Mavis,Barbaras Angel,Off Grid,Goldstar Justice,Romeo,Maccys Girl,Regal Birdie
08-12-2022 13:35:11.124835,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:12.144756,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:13.189277,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:14.171560,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:15.180917,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:16.169781,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:17.146733,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:18.172254,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:19.351854,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:20.442517,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.670000000000002)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:21.518581,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 2.9576470588235293)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:22.615226,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:23.727806,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:24.806705,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:25.958393,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:27.172940,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:28.201813,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:29.299757,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:30.399876,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:31.515827,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:32.618861,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:33.718821,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:34.859053,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:36.163939,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:37.324815,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:38.471700,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:39.540972,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:40.583723,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 13.149999999999999)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:41.680076,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.5, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:42.806935,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:44.011044,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:45.172988,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:46.367999,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:47.622217,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:48.807458,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:49.891832,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:50.982546,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:52.063406,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:53.286061,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:54.400521,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:55.558601,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.72222222222222)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:56.822968,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.72222222222222)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:58.075126,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.72222222222222)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:35:59.255036,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.72222222222222)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:36:00.503339,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.72222222222222)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:36:01.650457,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.15, 3.004090909090909)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.72222222222222)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:36:02.766972,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.72222222222222)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.951764705882353)"
08-12-2022 13:36:03.833328,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.1, 3.422)"
08-12-2022 13:36:04.915280,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.2, 3.422)"
08-12-2022 13:36:06.060014,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.2, 3.422)"
08-12-2022 13:36:07.177123,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.2, 3.422)"
08-12-2022 13:36:08.313584,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.2, 4.057647058823529)"
08-12-2022 13:36:09.541265,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 4.057647058823529)"
08-12-2022 13:36:10.891909,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.6104000000000003)"
08-12-2022 13:36:12.057138,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.65)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:13.328138,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.1, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:14.472717,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:15.663616,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:16.874401,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:18.027309,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:19.129810,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:20.141862,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:21.261071,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 30.090909090909093)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.733333333333334)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:22.338804,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.9177272727272725)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.375)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 13.22)","(2.6, 5.3, 3.092)"
08-12-2022 13:36:23.408915,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.8752941176470586)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 13.22)","(2.6, 5.3, 3.6104000000000003)"
08-12-2022 13:36:24.518871,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.8752941176470586)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 13.22)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:25.609629,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.8752941176470586)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 13.22)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:26.659835,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.8752941176470586)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 13.22)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:27.732259,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.8752941176470586)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:28.857705,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.8752941176470586)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:30.007606,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.8752941176470586)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:31.458024,"(21.0, 250.0, 103.42857142857142)","(2.0, 3.05, 2.8752941176470586)","(14.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(31.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:32.691181,"(26.0, 250.0, 103.42857142857142)","(1.95, 3.05, 2.8752941176470586)","(15.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(41.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:33.857496,"(26.0, 250.0, 103.42857142857142)","(1.95, 3.05, 2.8752941176470586)","(15.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(41.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:35.197744,"(26.0, 250.0, 103.42857142857142)","(1.95, 3.05, 2.8752941176470586)","(15.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(41.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:36.601933,"(26.0, 250.0, 103.42857142857142)","(1.95, 3.05, 2.8752941176470586)","(15.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(41.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:37.886813,"(26.0, 250.0, 103.42857142857142)","(1.95, 3.05, 2.8752941176470586)","(15.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(41.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:39.240711,"(26.0, 250.0, 103.42857142857142)","(1.95, 3.05, 2.8752941176470586)","(15.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(41.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.188)"
08-12-2022 13:36:40.449386,"(26.0, 250.0, 103.42857142857142)","(1.95, 3.05, 2.8752941176470586)","(15.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(41.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.3, 3.93)"
08-12-2022 13:36:41.540038,"(26.0, 250.0, 103.42857142857142)","(1.95, 3.05, 2.8752941176470586)","(15.0, 36.0, 32.64285714285714)","(14.0, 32.0, 29.3125)","(41.0, 340.0, 165.0625)","(16.0, 150.0, 88.18181818181819)","(6.5, 14.0, 12.311111111111112)","(2.6, 5.2, 3.93)"
