,Henty,California Longbow,Champions League,Rura Penthe,Blazing Rebel,Concentric,Cable Dancer,Bishop Rock
08-01-2023 14:08:44.356567,"(5.0, 6.2, 6.153846153846154)","(10.0, 14.5, 14.3)","(2.1, 2.3, 2.2674999999999996)","(4.8, 6.0, 5.892156862745098)","(16.0, 40.0, 37.38461538461539)","(6.0, 11.0, 10.266666666666667)","(16.0, 38.0, 33.375)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:45.457595,"(5.0, 6.2, 6.153846153846154)","(10.0, 14.5, 14.3)","(2.1, 2.3, 2.2674999999999996)","(4.8, 6.0, 5.892156862745098)","(16.0, 40.0, 37.38461538461539)","(6.0, 11.0, 10.266666666666667)","(16.0, 38.0, 33.375)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:46.493229,"(5.0, 6.2, 6.153846153846154)","(10.0, 14.5, 14.3)","(2.1, 2.3, 2.2674999999999996)","(4.8, 6.0, 5.65625)","(16.0, 40.0, 37.38461538461539)","(6.0, 11.0, 10.266666666666667)","(16.0, 38.0, 33.375)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:47.562731,"(5.0, 6.2, 5.75)","(10.0, 14.5, 14.125)","(2.1, 2.3, 2.2674999999999996)","(4.8, 6.0, 5.685714285714285)","(16.0, 40.0, 29.333333333333332)","(6.0, 11.0, 9.05)","(16.0, 38.0, 27.2)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:48.885990,"(5.0, 6.2, 6.0285714285714285)","(10.0, 14.5, 14.125)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.38461538461539)","(6.0, 9.8, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:50.016870,"(5.0, 6.4, 5.733333333333333)","(10.0, 14.5, 14.142857142857142)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.38461538461539)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:51.025900,"(5.0, 6.4, 5.733333333333333)","(10.0, 14.5, 14.142857142857142)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.38461538461539)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:52.124537,"(5.0, 6.4, 5.733333333333333)","(10.0, 14.5, 14.142857142857142)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.38461538461539)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:53.202471,"(5.0, 6.4, 5.733333333333333)","(10.0, 14.5, 14.142857142857142)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.38461538461539)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:54.267809,"(5.0, 6.4, 5.733333333333333)","(10.0, 14.5, 14.142857142857142)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:55.464641,"(5.0, 6.4, 6.053846153846154)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:56.624237,"(5.0, 6.4, 6.053846153846154)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:57.706525,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:08:58.872991,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:00.000457,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.92)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:01.188696,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.266666666666667)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:02.385913,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.266666666666667)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:03.566896,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.266666666666667)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:04.673531,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.266666666666667)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:05.767385,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:06.866430,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:07.969678,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:09.070350,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:10.280055,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:11.323516,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:12.364642,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:13.451239,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:14.480119,"(5.0, 6.4, 6.30625)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 40.0, 37.57142857142857)","(6.0, 11.0, 10.911999999999999)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:15.588076,"(5.0, 6.4, 6.177777777777778)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:16.671121,"(5.0, 6.4, 6.324528301886793)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:17.789585,"(5.0, 6.4, 6.324528301886793)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:18.830341,"(5.0, 6.4, 6.324528301886793)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:19.860319,"(5.0, 6.4, 6.324528301886793)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:20.884688,"(5.0, 6.4, 6.324528301886793)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:21.965593,"(5.0, 6.4, 6.324528301886793)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:23.070133,"(5.0, 6.4, 6.324528301886793)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:24.055539,"(5.0, 6.4, 6.324528301886793)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.666666666666666)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:25.138010,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:26.257608,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:27.337606,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 38.0, 35.0)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:28.410573,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:29.538425,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:30.639274,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.29)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:31.756620,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:32.862837,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:33.973362,"(5.0, 6.4, 6.310256410256411)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:35.022061,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:36.082868,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:37.142243,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:38.443048,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:39.765808,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:40.983212,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.14285714285714)","(6.0, 11.0, 10.928571428571429)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:42.253964,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.0)","(6.0, 11.0, 10.4)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:43.550267,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.0)","(6.0, 11.0, 10.925)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:44.923500,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.0)","(6.0, 11.0, 10.925)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:46.291573,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.0)","(6.0, 11.0, 10.925)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:47.500085,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.0)","(6.0, 11.0, 10.925)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:48.731675,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.0)","(6.0, 11.0, 10.925)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:49.792719,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 34.0)","(6.0, 11.5, 11.404166666666667)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:50.841673,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:51.993052,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:53.145730,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:54.292016,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:55.439377,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:56.563016,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:57.721080,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:58.813868,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:09:59.958518,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:01.079134,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 28.0)","(6.0, 11.5, 11.15925925925926)","(16.0, 38.0, 34.3)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:02.208558,"(5.0, 6.4, 6.3125)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 36.0, 26.5)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 34.63636363636364)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:03.364012,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 34.0, 26.5)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 34.63636363636364)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:04.519015,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 34.0, 26.5)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 34.63636363636364)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:05.688673,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 34.0, 26.5)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 34.63636363636364)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:06.829197,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 34.0, 26.5)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 34.63636363636364)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:08.015015,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 34.0, 26.5)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 34.63636363636364)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:09.321495,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 14.166666666666666)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 34.0, 26.5)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 34.63636363636364)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:10.543992,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 14.236842105263158)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 34.0, 28.0)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 34.63636363636364)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:11.794591,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 14.236842105263158)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.75)","(16.0, 32.0, 28.0)","(6.0, 11.5, 10.545454545454545)","(16.0, 38.0, 33.375)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:13.047477,"(5.0, 6.4, 6.209090909090909)","(10.0, 14.5, 16.5)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 11.161290322580646)","(16.0, 38.0, 33.375)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:14.242655,"(5.0, 6.4, 6.316666666666667)","(10.0, 18.5, 16.5)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 11.161290322580646)","(16.0, 38.0, 33.375)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:15.417856,"(5.0, 6.4, 6.316666666666667)","(10.0, 18.5, 16.5)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 11.161290322580646)","(16.0, 38.0, 33.375)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:16.586772,"(5.0, 6.4, 6.12)","(10.0, 18.5, 16.9)","(2.1, 2.3, 2.296470588235294)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 11.161290322580646)","(16.0, 38.0, 33.375)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:17.815967,"(5.0, 6.4, 6.12)","(10.0, 18.5, 16.9)","(2.1, 2.34, 2.272258064516129)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 11.161290322580646)","(16.0, 38.0, 29.0)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:19.008750,"(5.0, 6.4, 6.12)","(10.0, 18.0, 16.6)","(2.1, 2.34, 2.272258064516129)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 11.161290322580646)","(16.0, 38.0, 29.0)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:20.114259,"(5.0, 6.4, 6.12)","(10.0, 18.0, 16.6)","(2.1, 2.34, 2.272258064516129)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 11.161290322580646)","(16.0, 38.0, 29.0)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:21.269661,"(5.0, 6.4, 6.12)","(10.0, 18.0, 16.6)","(2.1, 2.34, 2.272258064516129)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 11.161290322580646)","(16.0, 38.0, 29.0)","(101.0, 190.0, 122.5)"
08-01-2023 14:10:22.475441,"(5.0, 6.4, 6.12)","(10.0, 18.0, 16.6)","(2.1, 2.34, 2.272258064516129)","(4.8, 6.0, 5.946808510638298)","(16.0, 32.0, 28.0)","(6.0, 11.5, 10.3125)","(16.0, 38.0, 29.0)","(101.0, 190.0, 122.5)"
