,Henty,California Longbow,Champions League,Rura Penthe,Blazing Rebel,Concentric,Cable Dancer,Bishop Rock
08-01-2023 14:19:39.984319,"(5.0, 7.0, 6.85)","(10.0, 15.0, 14.625)","(2.1, 2.38, 2.3762857142857143)","(4.8, 5.9, 5.827272727272727)","(16.0, 24.0, 22.235294117647058)","(6.0, 11.5, 11.071428571428571)","(16.0, 23.0, 22.25)","(101.0, 190.0, 145.0)"
08-01-2023 14:19:41.260836,"(5.0, 7.0, 6.85)","(10.0, 15.0, 14.625)","(2.1, 2.38, 2.3762857142857143)","(4.8, 5.9, 5.827272727272727)","(16.0, 24.0, 22.235294117647058)","(6.0, 11.5, 11.071428571428571)","(16.0, 23.0, 22.25)","(101.0, 190.0, 145.0)"
08-01-2023 14:19:42.582723,"(5.0, 7.6, 7.3)","(10.0, 15.0, 14.911764705882353)","(2.1, 2.38, 2.3762857142857143)","(4.8, 5.9, 5.827272727272727)","(16.0, 24.0, 22.235294117647058)","(6.0, 11.5, 10.9375)","(16.0, 23.0, 22.25)","(101.0, 190.0, 145.0)"
08-01-2023 14:19:43.736138,"(5.0, 7.6, 7.3)","(10.0, 15.0, 14.904761904761905)","(2.1, 2.38, 2.3762857142857143)","(4.8, 5.9, 5.827272727272727)","(16.0, 24.0, 22.235294117647058)","(6.0, 11.5, 10.9375)","(16.0, 23.0, 22.25)","(101.0, 190.0, 145.0)"
08-01-2023 14:19:44.848274,"(5.0, 7.6, 7.3)","(10.0, 15.0, 14.904761904761905)","(2.1, 2.38, 2.3762857142857143)","(4.8, 5.9, 5.827272727272727)","(17.0, 24.0, 22.235294117647058)","(6.5, 11.5, 10.9375)","(17.0, 23.0, 22.25)","(101.0, 190.0, 145.0)"
08-01-2023 14:19:45.954730,"(5.0, 7.6, 7.3)","(10.0, 15.0, 14.904761904761905)","(2.1, 2.38, 2.374639175257732)","(4.8, 5.9, 5.72)","(17.0, 24.0, 22.235294117647058)","(6.5, 11.5, 10.625)","(17.0, 23.0, 22.25)","(101.0, 190.0, 145.0)"
08-01-2023 14:19:47.077632,"(5.0, 8.0, 7.5)","(10.0, 15.0, 14.904761904761905)","(2.1, 2.38, 2.375272727272727)","(4.8, 5.8, 5.72)","(17.0, 24.0, 23.0)","(6.5, 11.0, 10.61111111111111)","(17.0, 23.0, 21.8)","(101.0, 190.0, 130.0)"
08-01-2023 14:19:48.212421,"(5.0, 8.0, 7.8)","(10.0, 14.5, 14.208333333333334)","(2.1, 2.38, 2.375272727272727)","(4.8, 5.8, 5.72)","(17.0, 25.0, 23.0)","(6.5, 11.0, 10.61111111111111)","(17.0, 23.0, 21.8)","(101.0, 190.0, 130.0)"
08-01-2023 14:19:49.431907,"(5.0, 8.0, 7.8)","(10.0, 14.5, 14.208333333333334)","(2.1, 2.38, 2.375272727272727)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.11111111111111)","(6.5, 11.0, 10.61111111111111)","(17.0, 23.0, 21.8)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:50.570496,"(5.0, 8.0, 7.88)","(10.0, 14.0, 13.788461538461538)","(2.1, 2.38, 2.375272727272727)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.11111111111111)","(6.5, 11.0, 10.61111111111111)","(17.0, 23.0, 21.8)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:51.690675,"(5.0, 8.0, 7.866666666666666)","(10.0, 14.0, 13.788461538461538)","(2.1, 2.38, 2.375272727272727)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.11111111111111)","(6.5, 11.0, 10.61111111111111)","(17.0, 23.0, 21.8)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:52.848332,"(5.0, 8.0, 7.866666666666666)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.375272727272727)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.11111111111111)","(6.5, 11.0, 10.73076923076923)","(17.0, 23.0, 21.8)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:54.007780,"(5.0, 8.0, 7.866666666666666)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.11111111111111)","(6.5, 11.0, 10.73076923076923)","(17.0, 23.0, 21.8)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:55.176805,"(5.0, 8.0, 7.866666666666666)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.11111111111111)","(6.5, 11.0, 10.867924528301886)","(17.0, 23.0, 21.2)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:56.378022,"(5.0, 8.0, 7.866666666666666)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.867924528301886)","(17.0, 23.0, 21.2)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:57.542029,"(5.0, 8.0, 7.866666666666666)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.867924528301886)","(17.0, 23.0, 21.2)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:58.749337,"(5.0, 8.0, 7.866666666666666)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.72)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.867924528301886)","(17.0, 23.0, 21.2)","(101.0, 190.0, 122.5)"
08-01-2023 14:19:59.908707,"(5.0, 8.0, 7.866666666666666)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.867924528301886)","(17.0, 23.0, 20.75)","(101.0, 190.0, 122.5)"
08-01-2023 14:20:01.041360,"(5.0, 7.6, 7.55)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.867924528301886)","(17.0, 23.0, 20.75)","(101.0, 190.0, 122.5)"
08-01-2023 14:20:02.183124,"(5.0, 7.6, 7.55)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.867924528301886)","(17.0, 23.0, 20.75)","(101.0, 190.0, 122.5)"
08-01-2023 14:20:03.328801,"(5.0, 7.6, 7.55)","(10.0, 14.0, 13.828125)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.76)","(17.0, 25.0, 22.25)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.545454545454547)","(101.0, 190.0, 126.66666666666667)"
08-01-2023 14:20:04.477280,"(5.0, 7.6, 7.55)","(10.0, 14.0, 13.842857142857143)","(2.1, 2.38, 2.3760305343511448)","(4.8, 5.8, 5.76)","(17.0, 25.0, 22.25)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.545454545454547)","(101.0, 180.0, 126.66666666666667)"
08-01-2023 14:20:05.596288,"(5.0, 7.6, 7.55)","(10.0, 14.0, 13.842857142857143)","(2.1, 2.38, 2.375806451612903)","(4.8, 5.8, 5.76)","(17.0, 25.0, 22.684210526315788)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.545454545454547)","(101.0, 180.0, 142.0)"
08-01-2023 14:20:06.604366,"(5.0, 7.6, 7.545454545454545)","(10.0, 14.0, 13.842857142857143)","(2.1, 2.38, 2.375806451612903)","(4.8, 5.8, 5.76)","(17.0, 25.0, 22.684210526315788)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.545454545454547)","(101.0, 170.0, 142.0)"
08-01-2023 14:20:07.641784,"(5.0, 7.6, 7.545454545454545)","(10.0, 14.0, 13.913793103448276)","(2.1, 2.36, 2.3588135593220336)","(4.8, 5.8, 5.76)","(17.0, 25.0, 22.684210526315788)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.545454545454547)","(101.0, 170.0, 145.0)"
08-01-2023 14:20:08.649254,"(5.0, 7.6, 7.545454545454545)","(10.0, 14.0, 13.913793103448276)","(2.1, 2.36, 2.3588135593220336)","(4.8, 5.8, 5.76)","(17.0, 25.0, 22.684210526315788)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.545454545454547)","(101.0, 160.0, 142.0)"
08-01-2023 14:20:09.718500,"(5.0, 7.6, 7.564705882352941)","(10.0, 14.0, 13.913793103448276)","(2.1, 2.36, 2.3585567010309276)","(4.8, 5.8, 5.76)","(17.0, 25.0, 22.684210526315788)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.545454545454547)","(101.0, 170.0, 142.0)"
08-01-2023 14:20:10.771259,"(5.0, 7.6, 7.564705882352941)","(10.0, 14.0, 13.913793103448276)","(2.1, 2.36, 2.3585567010309276)","(4.8, 5.8, 5.76)","(17.0, 25.0, 22.684210526315788)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.545454545454547)","(101.0, 170.0, 142.0)"
08-01-2023 14:20:11.855547,"(5.0, 7.6, 7.564705882352941)","(10.0, 14.0, 13.913793103448276)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 21.740000000000002)","(101.0, 170.0, 142.0)"
08-01-2023 14:20:12.943828,"(5.0, 7.6, 7.569999999999999)","(10.0, 14.0, 13.852941176470589)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 21.740000000000002)","(101.0, 170.0, 142.0)"
08-01-2023 14:20:14.033022,"(5.0, 7.6, 7.569999999999999)","(10.0, 14.0, 13.852941176470589)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 21.740000000000002)","(101.0, 170.0, 142.0)"
08-01-2023 14:20:15.115692,"(5.0, 7.6, 7.569999999999999)","(10.0, 14.0, 13.852941176470589)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 21.425)","(101.0, 170.0, 142.0)"
08-01-2023 14:20:16.174775,"(5.0, 7.6, 7.569999999999999)","(10.0, 14.0, 13.852941176470589)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.576923076923077)","(101.0, 170.0, 142.0)"
08-01-2023 14:20:17.299494,"(5.0, 7.6, 7.5)","(10.0, 14.5, 14.25)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.23076923076923)","(101.0, 170.0, 123.33333333333333)"
08-01-2023 14:20:18.399422,"(5.0, 7.6, 7.5)","(10.0, 14.5, 14.25)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 20.23076923076923)","(101.0, 170.0, 120.0)"
08-01-2023 14:20:19.457637,"(5.0, 7.6, 7.5)","(10.0, 14.5, 14.289473684210526)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 24.2)","(6.5, 11.0, 10.779661016949152)","(17.0, 23.0, 21.913793103448278)","(101.0, 160.0, 185.0)"
08-01-2023 14:20:20.465816,"(5.0, 7.6, 7.333333333333333)","(10.0, 14.5, 14.289473684210526)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 23.0)","(6.5, 11.0, 10.767857142857142)","(17.0, 23.0, 21.913793103448278)","(101.0, 230.0, 185.0)"
08-01-2023 14:20:21.474909,"(5.0, 7.6, 7.333333333333333)","(10.0, 14.5, 14.289473684210526)","(2.1, 2.36, 2.3563636363636364)","(4.8, 5.8, 5.76)","(17.0, 25.0, 23.0)","(6.5, 11.0, 10.767857142857142)","(17.0, 23.0, 21.913793103448278)","(101.0, 230.0, 204.0)"
08-01-2023 14:20:22.500348,"(5.0, 7.6, 7.275)","(10.0, 14.0, 13.596938775510203)","(2.1, 2.38, 2.367067669172932)","(4.8, 5.9, 5.736363636363636)","(17.0, 25.0, 23.0)","(6.5, 10.5, 10.364406779661017)","(17.0, 23.0, 21.913793103448278)","(101.0, 220.0, 204.0)"
08-01-2023 14:20:23.564116,"(5.0, 7.6, 7.34)","(10.0, 14.0, 13.596938775510203)","(2.1, 2.38, 2.370252100840336)","(4.8, 5.9, 5.736363636363636)","(17.0, 25.0, 23.0)","(6.5, 10.5, 10.37719298245614)","(17.0, 23.0, 21.913793103448278)","(101.0, 220.0, 186.66666666666666)"
08-01-2023 14:20:24.661865,"(5.0, 7.2, 6.866666666666666)","(10.0, 14.0, 13.616504854368932)","(2.1, 2.38, 2.3658536585365852)","(4.8, 5.9, 5.736363636363636)","(17.0, 25.0, 23.0)","(6.5, 10.5, 10.37719298245614)","(17.0, 23.0, 21.913793103448278)","(101.0, 210.0, 176.66666666666666)"
08-01-2023 14:20:25.823504,"(5.0, 7.2, 6.866666666666666)","(10.0, 14.0, 13.616504854368932)","(2.1, 2.38, 2.3658536585365852)","(4.8, 5.9, 5.6305555555555555)","(17.0, 25.0, 23.0)","(6.5, 10.5, 10.397058823529411)","(17.0, 23.0, 21.913793103448278)","(101.0, 210.0, 176.66666666666666)"
08-01-2023 14:20:26.969809,"(5.0, 7.0, 6.777777777777778)","(10.0, 15.0, 14.714285714285714)","(2.1, 2.38, 2.377)","(4.8, 5.7, 5.640425531914893)","(17.0, 25.0, 23.0)","(6.5, 10.5, 10.36)","(17.0, 23.0, 22.1)","(91.0, 210.0, 180.0)"
08-01-2023 14:20:28.083736,"(5.0, 7.0, 6.818181818181818)","(10.0, 15.0, 14.833333333333334)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.6358490566037736)","(17.0, 25.0, 23.0)","(6.5, 10.5, 10.36)","(17.0, 23.0, 22.1)","(91.0, 200.0, 190.0)"
08-01-2023 14:20:29.225021,"(5.0, 7.0, 6.818181818181818)","(10.0, 15.0, 14.833333333333334)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.6358490566037736)","(17.0, 25.0, 23.0)","(6.5, 10.5, 10.36)","(17.0, 23.0, 22.1)","(91.0, 210.0, 190.0)"
08-01-2023 14:20:30.396119,"(5.0, 7.0, 6.818181818181818)","(10.0, 15.0, 14.833333333333334)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.6358490566037736)","(17.0, 25.0, 23.0)","(6.5, 10.5, 10.36)","(17.0, 23.0, 20.75)","(91.0, 210.0, 190.0)"
08-01-2023 14:20:31.527424,"(5.0, 7.0, 6.888888888888888)","(10.0, 15.0, 14.833333333333334)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.6358490566037736)","(17.0, 25.0, 22.545454545454547)","(6.5, 10.5, 10.36)","(17.0, 23.0, 20.75)","(91.0, 210.0, 190.0)"
08-01-2023 14:20:32.665408,"(5.0, 7.0, 6.888888888888888)","(10.0, 15.0, 14.833333333333334)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.6358490566037736)","(17.0, 28.0, 22.545454545454547)","(6.5, 10.5, 10.36)","(17.0, 23.0, 20.75)","(91.0, 210.0, 190.0)"
08-01-2023 14:20:33.750629,"(5.0, 7.0, 6.888888888888888)","(10.0, 15.0, 14.833333333333334)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.6358490566037736)","(17.0, 28.0, 22.545454545454547)","(6.5, 10.5, 10.3359375)","(17.0, 23.0, 22.307692307692307)","(91.0, 210.0, 183.33333333333334)"
08-01-2023 14:20:34.890926,"(5.0, 7.0, 6.967741935483871)","(10.0, 15.5, 15.391304347826086)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.6358490566037736)","(17.0, 27.0, 24.5)","(6.5, 10.5, 10.3359375)","(17.0, 23.0, 22.307692307692307)","(91.0, 210.0, 185.0)"
08-01-2023 14:20:36.033037,"(5.0, 7.0, 6.957894736842105)","(10.0, 15.5, 15.475)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.646268656716418)","(17.0, 27.0, 23.25)","(6.5, 10.5, 10.137931034482758)","(17.0, 23.0, 22.307692307692307)","(91.0, 200.0, 175.0)"
08-01-2023 14:20:37.246723,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.475)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.644615384615385)","(17.0, 27.0, 23.25)","(6.5, 10.5, 10.137931034482758)","(17.0, 23.0, 23.032258064516128)","(91.0, 200.0, 176.66666666666666)"
08-01-2023 14:20:38.437619,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.475)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.644615384615385)","(17.0, 27.0, 23.25)","(6.5, 10.5, 10.137931034482758)","(17.0, 24.0, 23.423076923076923)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:39.487179,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.475)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.644615384615385)","(17.0, 27.0, 26.375)","(6.5, 10.5, 10.137931034482758)","(17.0, 24.0, 23.333333333333332)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:40.580824,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.458333333333334)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.644615384615385)","(17.0, 27.0, 26.0)","(6.5, 10.5, 10.137931034482758)","(17.0, 24.0, 23.333333333333332)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:41.691093,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.458333333333334)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.644615384615385)","(17.0, 27.0, 26.0)","(6.5, 10.5, 10.137931034482758)","(17.0, 24.0, 23.333333333333332)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:42.825256,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.4, 2.377)","(4.8, 5.7, 5.595918367346939)","(17.0, 27.0, 26.0)","(6.5, 10.5, 10.0625)","(17.0, 24.0, 23.333333333333332)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:43.932284,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.4, 2.377)","(4.8, 5.6, 5.595918367346939)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.0625)","(17.0, 24.0, 23.333333333333332)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:45.096159,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.4, 2.377)","(4.8, 5.6, 5.599261992619926)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.0625)","(17.0, 24.0, 23.333333333333332)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:46.205129,"(5.0, 7.0, 6.976470588235294)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.4, 2.377)","(4.8, 5.6, 5.599261992619926)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 23.333333333333332)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:47.315582,"(5.0, 7.0, 6.985365853658537)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.4, 2.377)","(4.8, 5.6, 5.599261992619926)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 23.18181818181818)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:48.455449,"(5.0, 7.0, 6.985365853658537)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.4, 2.377)","(4.8, 5.6, 5.5971119133574)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 23.18181818181818)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:49.569831,"(5.0, 7.0, 6.985365853658537)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.4, 2.377)","(4.8, 5.8, 5.730434782608695)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 23.18181818181818)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:50.666183,"(5.0, 7.0, 6.985365853658537)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.4, 2.36)","(4.8, 5.8, 5.775)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 23.18181818181818)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:51.775028,"(5.0, 7.0, 6.985365853658537)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.36, 2.3572477064220183)","(4.8, 5.9, 5.775)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 22.5)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:52.821694,"(5.0, 7.0, 6.985365853658537)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.36, 2.3572477064220183)","(4.8, 5.9, 5.772)","(17.0, 27.0, 24.857142857142858)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 22.5)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:53.895611,"(5.0, 7.0, 6.985365853658537)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.36, 2.3572477064220183)","(4.8, 5.9, 5.772)","(17.0, 27.0, 24.0)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 22.5)","(91.0, 190.0, 176.66666666666666)"
08-01-2023 14:20:54.994185,"(5.0, 7.0, 6.985365853658537)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.36, 2.3572477064220183)","(4.8, 5.9, 5.772)","(17.0, 27.0, 24.0)","(6.5, 10.5, 10.051724137931034)","(17.0, 24.0, 27.0)","(91.0, 190.0, 200.0)"
08-01-2023 14:20:56.066660,"(5.0, 7.0, 6.9688888888888885)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.36, 2.356875)","(4.8, 5.8, 5.75)","(17.0, 27.0, 24.0)","(6.5, 10.5, 10.051724137931034)","(17.0, 29.0, 26.0)","(91.0, 230.0, 200.0)"
08-01-2023 14:20:57.159614,"(5.0, 7.0, 6.9688888888888885)","(10.0, 15.5, 15.392857142857142)","(2.1, 2.36, 2.356875)","(4.8, 5.8, 5.75)","(17.0, 27.0, 24.0)","(6.5, 10.5, 10.051724137931034)","(17.0, 32.0, 25.8)","(91.0, 230.0, 200.0)"
08-01-2023 14:20:58.307660,"(5.0, 7.0, 6.9688888888888885)","(10.0, 15.5, 15.363636363636363)","(2.1, 2.36, 2.356875)","(4.8, 5.8, 5.75)","(17.0, 27.0, 24.0)","(6.5, 10.5, 9.912903225806453)","(17.0, 30.0, 27.0)","(91.0, 230.0, 200.0)"
08-01-2023 14:20:59.464562,"(5.0, 7.0, 6.9688888888888885)","(10.0, 15.5, 15.363636363636363)","(2.1, 2.36, 2.3572477064220183)","(4.8, 5.8, 5.75)","(17.0, 27.0, 24.0)","(6.5, 10.5, 9.912903225806453)","(17.0, 29.0, 27.0)","(91.0, 230.0, 207.5)"
08-01-2023 14:21:00.579890,"(5.0, 7.0, 6.966666666666667)","(10.0, 15.5, 15.363636363636363)","(2.1, 2.36, 2.3572477064220183)","(4.8, 5.8, 5.75)","(17.0, 27.0, 24.0)","(6.5, 10.5, 9.912903225806453)","(17.0, 29.0, 27.0)","(91.0, 220.0, 210.0)"
08-01-2023 14:21:01.686901,"(5.0, 7.0, 6.966666666666667)","(10.0, 15.5, 15.363636363636363)","(2.1, 2.36, 2.3572477064220183)","(4.8, 5.8, 5.75)","(17.0, 27.0, 24.0)","(6.5, 10.5, 9.912903225806453)","(17.0, 29.0, 26.333333333333332)","(91.0, 230.0, 210.0)"
08-01-2023 14:21:02.857950,"(5.0, 7.0, 6.991954022988506)","(10.0, 15.5, 15.363636363636363)","(2.1, 2.36, 2.3526923076923074)","(4.8, 5.9, 5.788888888888889)","(17.0, 27.0, 24.0)","(6.5, 10.5, 9.912903225806453)","(17.0, 29.0, 26.333333333333332)","(91.0, 230.0, 210.0)"
08-01-2023 14:21:04.058625,"(5.0, 7.0, 6.995918367346939)","(10.0, 15.5, 15.125)","(2.1, 2.34, 2.3318367346938773)","(4.8, 5.9, 5.788888888888889)","(17.0, 27.0, 24.0)","(6.5, 10.5, 10.080645161290322)","(17.0, 29.0, 23.5)","(91.0, 230.0, 210.0)"
08-01-2023 14:21:05.183414,"(5.0, 7.0, 6.995918367346939)","(10.0, 15.5, 15.125)","(2.1, 2.34, 2.3318367346938773)","(4.8, 5.9, 5.785714285714286)","(17.0, 27.0, 24.0)","(6.5, 10.5, 10.080645161290322)","(17.0, 28.0, 25.333333333333332)","(91.0, 230.0, 210.0)"
08-01-2023 14:21:06.326851,"(5.0, 7.0, 6.995918367346939)","(10.0, 15.5, 15.125)","(2.1, 2.34, 2.3318367346938773)","(4.8, 5.9, 5.785714285714286)","(17.0, 27.0, 24.0)","(6.5, 10.5, 10.080645161290322)","(17.0, 27.0, 24.666666666666668)","(91.0, 230.0, 210.0)"
08-01-2023 14:21:07.469411,"(5.0, 7.0, 6.995918367346939)","(10.0, 15.5, 15.125)","(2.1, 2.34, 2.3318367346938773)","(4.8, 5.9, 5.785714285714286)","(17.0, 27.0, 24.0)","(6.5, 10.5, 10.080645161290322)","(17.0, 26.0, 24.666666666666668)","(91.0, 230.0, 196.66666666666666)"
08-01-2023 14:21:08.565683,"(5.0, 7.0, 6.995918367346939)","(10.0, 15.5, 15.125)","(2.1, 2.34, 2.3)","(4.8, 5.9, 5.825806451612903)","(17.0, 27.0, 24.0)","(6.5, 10.5, 9.858333333333334)","(17.0, 26.0, 24.5)","(91.0, 230.0, 203.33333333333334)"
08-01-2023 14:21:09.698315,"(5.0, 7.4, 7.133333333333334)","(10.0, 15.5, 15.285714285714286)","(2.1, 2.3, 2.283655913978494)","(4.8, 6.0, 5.828571428571428)","(17.0, 27.0, 24.0)","(6.5, 10.5, 9.858333333333334)","(17.0, 26.0, 25.7)","(91.0, 230.0, 214.0)"
08-01-2023 14:21:10.828393,"(5.0, 7.4, 7.233333333333333)","(10.0, 15.5, 15.285714285714286)","(2.1, 2.3, 2.2909677419354835)","(4.8, 6.0, 5.84)","(17.0, 27.0, 26.375)","(6.5, 10.5, 9.858333333333334)","(17.0, 26.0, 25.647058823529413)","(91.0, 230.0, 214.0)"
08-01-2023 14:21:11.879066,"(5.0, 7.4, 7.210526315789474)","(10.0, 15.5, 15.285714285714286)","(2.1, 2.32, 2.2994285714285714)","(4.8, 5.9, 5.84)","(17.0, 27.0, 26.375)","(6.5, 10.5, 10.21938775510204)","(17.0, 26.0, 25.647058823529413)","(91.0, 230.0, 214.0)"
08-01-2023 14:21:12.892536,"(5.0, 7.2, 7.105263157894737)","(10.0, 15.5, 15.285714285714286)","(2.1, 2.32, 2.2994285714285714)","(4.8, 5.9, 5.84)","(17.0, 27.0, 26.545454545454547)","(6.5, 10.5, 10.56060606060606)","(17.0, 26.0, 25.8125)","(91.0, 230.0, 214.0)"
