,Friday Thirteenth,Manic Mia,Outlook,Parabellum,Tackas Last Dance,Maywyns Honey,Zacharooni,Melati Boy,Tulhurst Blaster,Flirts Diva
05-01-2023 14:42:07.216015,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.8, 7.464516129032258)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:08.559220,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.8, 7.464516129032258)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:09.962161,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.49090909090909)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:11.328569,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.49090909090909)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:12.736341,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.49090909090909)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:14.130302,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.49090909090909)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:15.497679,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.49090909090909)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:16.797305,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.49090909090909)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:18.069539,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.49090909090909)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:19.496337,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.49090909090909)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:20.868367,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 7.257142857142857)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:22.231279,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 5.84)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:23.497547,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6903225806451612)","(5.0, 7.6, 5.84)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 11.666666666666668)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:24.790551,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6592592592592592)","(5.0, 7.0, 5.933333333333334)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:26.088494,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6592592592592592)","(5.0, 7.0, 5.933333333333334)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 16.700000000000003)","(19.0, 46.0, 40.111111111111114)"
05-01-2023 14:42:27.384761,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.696875)","(5.0, 7.6, 7.2)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 14.5)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:28.630225,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6592592592592592)","(5.0, 7.4, 5.975)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 15.37142857142857)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:29.810664,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6592592592592592)","(5.0, 7.4, 7.220000000000001)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 15.37142857142857)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:31.018937,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.4, 7.220000000000001)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 17.054545454545455)","(19.0, 46.0, 40.111111111111114)"
05-01-2023 14:42:32.252970,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.4, 6.65)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 17.054545454545455)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:33.549080,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.7088235294117646)","(5.0, 7.4, 7.127272727272727)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 17.054545454545455)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:34.747121,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.7088235294117646)","(5.0, 7.2, 7.127272727272727)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 15.37142857142857)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:35.962602,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6678571428571427)","(5.0, 7.2, 5.4)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.5, 10.416666666666666)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 15.37142857142857)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:37.118135,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.7088235294117646)","(5.0, 7.2, 7.376)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 14.0, 10.0875)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 17.054545454545455)","(19.0, 46.0, 40.111111111111114)"
05-01-2023 14:42:38.435535,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.7088235294117646)","(5.0, 7.6, 7.356521739130435)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.5, 10.733333333333333)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 17.054545454545455)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:39.693088,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.7088235294117646)","(5.0, 7.6, 5.444444444444445)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 10.733333333333333)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 15.37142857142857)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:40.964965,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.7088235294117646)","(5.0, 7.4, 5.444444444444445)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 10.733333333333333)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 15.37142857142857)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:42.244371,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6678571428571427)","(5.0, 7.2, 6.15)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 10.733333333333333)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 15.37142857142857)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:43.579110,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6678571428571427)","(5.0, 7.2, 5.733333333333333)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 10.733333333333333)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 15.37142857142857)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:44.893764,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6678571428571427)","(5.0, 7.0, 5.866666666666666)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 10.733333333333333)","(8.5, 15.5, 11.433333333333334)","(8.5, 20.0, 17.04)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:46.317684,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6678571428571427)","(5.0, 7.4, 5.866666666666666)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 19.0, 11.22)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:47.516096,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6678571428571427)","(5.0, 7.4, 5.866666666666666)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 11.22)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:48.778523,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.6678571428571427)","(5.0, 7.2, 7.12)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:50.075295,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.4, 7.449999999999999)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:51.235081,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 7.5612903225806445)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:52.543613,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 7.5612903225806445)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:53.835850,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 7.565217391304348)","(26.0, 75.0, 35.0)","(101.0, 220.0, 181.42857142857142)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:55.063148,"(51.0, 220.0, 76.66666666666667)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 7.4399999999999995)","(26.0, 75.0, 35.0)","(101.0, 220.0, 133.33333333333334)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:56.184401,"(51.0, 220.0, 97.14285714285714)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 7.4399999999999995)","(26.0, 75.0, 35.0)","(101.0, 220.0, 133.33333333333334)","(8.0, 13.0, 11.8)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:57.367236,"(51.0, 220.0, 97.14285714285714)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 7.4399999999999995)","(26.0, 75.0, 35.0)","(101.0, 220.0, 176.66666666666669)","(8.0, 12.5, 10.95)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:58.483509,"(51.0, 220.0, 97.14285714285714)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 7.4399999999999995)","(26.0, 75.0, 35.0)","(101.0, 220.0, 176.66666666666669)","(8.0, 12.5, 10.95)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:42:59.620519,"(51.0, 220.0, 97.14285714285714)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 7.4399999999999995)","(26.0, 75.0, 35.0)","(101.0, 220.0, 176.66666666666669)","(8.0, 12.0, 9.76)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 40.111111111111114)"
05-01-2023 14:43:00.776044,"(51.0, 220.0, 97.14285714285714)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.703030303030303)","(5.0, 7.6, 6.666666666666667)","(26.0, 75.0, 35.0)","(101.0, 220.0, 176.66666666666669)","(8.0, 12.0, 9.76)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:43:01.975807,"(51.0, 220.0, 97.14285714285714)","(41.0, 120.0, 78.0)","(1.65, 1.9, 1.669230769230769)","(5.0, 7.4, 6.6000000000000005)","(26.0, 75.0, 35.0)","(101.0, 220.0, 176.66666666666669)","(8.0, 12.0, 9.76)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.433333333333334)","(19.0, 46.0, 35.4)"
05-01-2023 14:43:03.322383,"(51.0, 220.0, 97.14285714285714)","(41.0, 120.0, 73.0)","(1.65, 1.9, 1.669230769230769)","(5.0, 7.8, 6.666666666666667)","(26.0, 75.0, 41.333333333333336)","(101.0, 220.0, 170.0)","(8.0, 12.0, 9.76)","(8.5, 15.5, 11.433333333333334)","(8.5, 18.5, 12.1)","(19.0, 46.0, 34.2)"
05-01-2023 14:43:04.613743,"(51.0, 200.0, 156.57142857142858)","(41.0, 110.0, 75.2)","(1.65, 1.9, 1.714516129032258)","(5.0, 7.6, 7.1866666666666665)","(26.0, 70.0, 55.5)","(101.0, 210.0, 163.33333333333331)","(8.0, 12.0, 9.76)","(8.5, 15.5, 11.433333333333334)","(8.5, 17.5, 12.1)","(19.0, 44.0, 38.55555555555556)"
05-01-2023 14:43:06.164191,"(51.0, 200.0, 156.57142857142858)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7799999999999998)","(5.0, 7.2, 7.587096774193548)","(26.0, 65.0, 46.0)","(101.0, 200.0, 163.33333333333331)","(8.0, 12.0, 9.66)","(8.5, 15.5, 12.45)","(8.5, 17.5, 11.2)","(19.0, 44.0, 38.55555555555556)"
05-01-2023 14:43:07.440050,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7799999999999998)","(5.0, 7.6, 7.4399999999999995)","(26.0, 65.0, 46.0)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.5, 9.799999999999999)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 35.83333333333333)"
05-01-2023 14:43:08.749759,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7486842105263156)","(5.0, 7.6, 7.4399999999999995)","(26.0, 65.0, 46.0)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.799999999999999)","(8.5, 15.5, 12.45)","(8.5, 17.5, 11.2)","(19.0, 44.0, 35.83333333333333)"
05-01-2023 14:43:09.985388,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7823529411764705)","(5.0, 7.6, 7.725714285714285)","(26.0, 65.0, 46.0)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.799999999999999)","(8.5, 15.5, 12.45)","(8.5, 17.5, 11.2)","(19.0, 44.0, 35.83333333333333)"
05-01-2023 14:43:11.169922,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7823529411764705)","(5.0, 7.8, 7.057142857142857)","(26.0, 65.0, 46.0)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.799999999999999)","(8.5, 15.5, 12.45)","(8.5, 17.5, 11.2)","(19.0, 44.0, 35.83333333333333)"
05-01-2023 14:43:12.543184,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7823529411764705)","(5.0, 7.8, 7.304761904761905)","(26.0, 65.0, 46.0)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.799999999999999)","(8.5, 15.5, 12.45)","(8.5, 17.5, 11.2)","(19.0, 44.0, 35.83333333333333)"
05-01-2023 14:43:13.899224,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7823529411764705)","(5.0, 7.8, 7.637499999999999)","(26.0, 65.0, 46.0)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.799999999999999)","(8.5, 15.5, 12.45)","(8.5, 17.5, 11.2)","(19.0, 44.0, 35.83333333333333)"
05-01-2023 14:43:15.204788,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7525641025641026)","(5.0, 7.8, 7.5)","(26.0, 65.0, 46.0)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 10.0)","(8.5, 15.5, 12.45)","(8.5, 17.5, 11.2)","(19.0, 44.0, 35.83333333333333)"
05-01-2023 14:43:16.410813,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7562499999999999)","(5.0, 7.6, 6.4)","(26.0, 65.0, 55.5)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 38.55555555555556)"
05-01-2023 14:43:17.585403,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7562499999999999)","(5.0, 7.6, 6.4)","(26.0, 65.0, 55.5)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 38.55555555555556)"
05-01-2023 14:43:18.780262,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7562499999999999)","(5.0, 7.6, 6.4)","(26.0, 65.0, 55.5)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 38.55555555555556)"
05-01-2023 14:43:20.004610,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7562499999999999)","(5.0, 7.6, 6.3500000000000005)","(26.0, 65.0, 55.5)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 39.2)"
05-01-2023 14:43:21.171819,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7625)","(5.0, 7.4, 6.800000000000001)","(26.0, 65.0, 55.5)","(101.0, 200.0, 163.33333333333331)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 39.2)"
05-01-2023 14:43:22.441676,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7562499999999999)","(5.0, 7.4, 6.433333333333334)","(26.0, 65.0, 55.5)","(101.0, 200.0, 170.0)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 39.2)"
05-01-2023 14:43:23.626685,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7562499999999999)","(5.0, 7.6, 6.355555555555556)","(26.0, 65.0, 55.5)","(101.0, 200.0, 179.0)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 39.2)"
05-01-2023 14:43:24.902158,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7562499999999999)","(5.0, 7.6, 6.355555555555556)","(26.0, 65.0, 55.5)","(101.0, 200.0, 180.9090909090909)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 39.2)"
05-01-2023 14:43:26.371699,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7486842105263156)","(5.0, 7.6, 6.55)","(26.0, 65.0, 55.5)","(101.0, 200.0, 180.9090909090909)","(8.0, 11.0, 9.133333333333333)","(8.5, 15.5, 13.975)","(8.5, 17.5, 11.2)","(19.0, 44.0, 39.2)"
05-01-2023 14:43:27.630080,"(51.0, 200.0, 100.0)","(41.0, 100.0, 85.77777777777777)","(1.65, 1.9, 1.7486842105263156)","(5.0, 7.6, 6.55)","(26.0, 65.0, 55.5)","(101.0, 200.0, 185.0)","(8.0, 11.0, 9.6)","(8.5, 15.5, 14.628571428571428)","(8.5, 17.5, 13.55)","(19.0, 44.0, 37.07142857142857)"
05-01-2023 14:43:28.780717,"(51.0, 200.0, 170.0)","(41.0, 100.0, 89.33333333333333)","(1.65, 1.89, 1.8784999999999998)","(5.0, 7.8, 6.294117647058823)","(26.0, 65.0, 57.6)","(101.0, 200.0, 185.0)","(8.0, 11.0, 9.6)","(8.5, 15.5, 14.628571428571428)","(8.5, 17.5, 13.55)","(19.0, 46.0, 37.07142857142857)"
05-01-2023 14:43:29.989198,"(51.0, 200.0, 103.33333333333334)","(41.0, 100.0, 58.66666666666667)","(1.65, 1.89, 1.8708333333333331)","(5.0, 7.8, 6.294117647058823)","(26.0, 65.0, 57.6)","(101.0, 200.0, 186.0)","(8.0, 11.0, 10.6)","(8.5, 15.5, 14.7375)","(8.5, 17.5, 11.34)","(19.0, 55.0, 45.166666666666664)"
05-01-2023 14:43:31.283357,"(51.0, 200.0, 103.33333333333334)","(41.0, 100.0, 58.66666666666667)","(1.65, 1.89, 1.8708333333333331)","(5.0, 7.8, 6.294117647058823)","(26.0, 65.0, 57.6)","(101.0, 200.0, 186.0)","(8.0, 11.0, 10.6)","(8.5, 15.5, 14.7375)","(8.5, 17.5, 11.34)","(19.0, 50.0, 37.111111111111114)"
05-01-2023 14:43:32.549568,"(51.0, 200.0, 103.33333333333334)","(41.0, 100.0, 86.66666666666667)","(1.65, 1.89, 1.8708333333333331)","(5.0, 7.8, 6.580952380952381)","(26.0, 65.0, 57.6)","(101.0, 200.0, 186.0)","(8.0, 11.0, 9.25)","(8.5, 15.5, 14.7375)","(8.5, 17.5, 14.42)","(19.0, 50.0, 37.111111111111114)"
