,Champagne Sunday,Chikira Lass,My Zoi,Beadman,Boston Strong Boy,Share Power
12-01-2023 13:10:51.754954,"(7.0, 10.0, 9.341176470588236)","(3.1, 3.9, 3.8684210526315788)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.4, 8.866666666666667)","(6.5, 8.4, 8.6)","(31.0, 55.0, 45.625)"
12-01-2023 13:10:52.640275,"(7.0, 10.0, 9.341176470588236)","(3.1, 3.9, 3.8684210526315788)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.5, 10.0, 8.7)","(31.0, 55.0, 45.625)"
12-01-2023 13:10:53.516741,"(7.0, 10.0, 9.341176470588236)","(3.1, 3.9, 3.8092105263157894)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.5, 10.0, 8.7)","(31.0, 55.0, 45.625)"
12-01-2023 13:10:54.458971,"(7.0, 10.0, 9.341176470588236)","(3.1, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.5, 10.0, 8.7)","(31.0, 55.0, 45.625)"
12-01-2023 13:10:55.456986,"(7.0, 10.0, 9.341176470588236)","(3.1, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.5, 10.0, 8.7)","(31.0, 55.0, 45.625)"
12-01-2023 13:10:56.444916,"(7.0, 10.0, 9.341176470588236)","(3.1, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.5, 10.0, 8.7)","(31.0, 55.0, 45.625)"
12-01-2023 13:10:57.289053,"(7.0, 10.0, 9.341176470588236)","(3.1, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.5, 10.0, 8.7)","(31.0, 55.0, 45.625)"
12-01-2023 13:10:58.166080,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.0, 10.0, 8.7)","(31.0, 55.0, 45.625)"
12-01-2023 13:10:59.155895,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.0, 10.0, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:00.118285,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.0, 10.0, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:00.964829,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.0, 10.0, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:01.865394,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.0, 10.0, 8.7)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:02.867557,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.8035714285714284)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:03.899291,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.7905405405405403)","(2.25, 2.74, 2.6784615384615384)","(7.0, 9.6, 9.1)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:04.880120,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.7905405405405403)","(2.25, 2.74, 2.686666666666667)","(7.0, 9.6, 9.142857142857142)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:05.749609,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.686666666666667)","(7.0, 9.6, 9.142857142857142)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:06.777048,"(7.0, 10.0, 9.341176470588236)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.686666666666667)","(7.0, 9.6, 9.142857142857142)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:07.857579,"(7.0, 9.6, 9.292307692307691)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:08.785076,"(7.0, 9.6, 9.292307692307691)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:09.775750,"(7.0, 9.6, 9.40952380952381)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:10.881277,"(7.0, 9.6, 9.40952380952381)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 10.0, 8.0)","(31.0, 55.0, 44.285714285714285)"
12-01-2023 13:11:11.833449,"(7.0, 9.6, 9.40952380952381)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 10.0, 8.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:12.789436,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 9.6, 8.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:13.824589,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 9.6, 8.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:14.957664,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.9, 3.7808823529411764)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 9.6, 8.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:15.882276,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.85, 3.7804347826086957)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 9.6, 8.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:17.043064,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 9.6, 8.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:18.049509,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 9.6, 8.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:19.074296,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 9.6, 8.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:20.164775,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 9.6, 7.84)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:21.300516,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.7222222222222223)","(7.0, 9.6, 9.142857142857142)","(6.0, 8.8, 7.84)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:22.328650,"(7.0, 9.4, 9.100000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.720540540540541)","(7.0, 9.6, 9.142857142857142)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:23.339820,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.720540540540541)","(7.0, 9.6, 9.142857142857142)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:24.378358,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.6890909090909094)","(7.0, 9.6, 9.142857142857142)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:25.345182,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.6890909090909094)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:26.406310,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.6890909090909094)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:27.457518,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.6890909090909094)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:28.354151,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.6890909090909094)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:29.390164,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.6890909090909094)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:30.420470,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.6890909090909094)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:31.359775,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.6890909090909094)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:32.400977,"(7.0, 9.8, 9.350000000000001)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.74, 2.62625)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 7.733333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:33.602264,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.72, 2.6636363636363636)","(7.0, 9.6, 9.309090909090909)","(6.0, 8.8, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:34.526993,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.6636363636363636)","(7.0, 9.6, 9.309090909090909)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:35.530367,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.6636363636363636)","(7.0, 9.6, 9.309090909090909)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:36.624961,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.6636363636363636)","(7.0, 9.6, 9.36)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:37.607605,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.6636363636363636)","(7.0, 9.6, 9.36)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:38.678623,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.6882352941176473)","(7.0, 9.6, 9.36)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:39.804108,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.6882352941176473)","(7.0, 9.6, 9.36)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:40.811562,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.6882352941176473)","(7.0, 9.6, 9.36)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:41.750618,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.6882352941176473)","(7.0, 9.6, 9.36)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:42.852082,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 9.2, 8.5)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:43.832619,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 9.2, 8.485714285714286)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:44.714874,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 9.0, 8.485714285714286)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:45.661857,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.3)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:46.665211,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:47.666611,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:48.691283,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:49.648894,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:50.561160,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:51.569052,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:52.609964,"(7.0, 9.6, 9.386666666666667)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.653571428571429)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:53.805727,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.646938775510204)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:54.878108,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.646938775510204)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:55.921786,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.646938775510204)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:56.969210,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.7, 2.646938775510204)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:58.115851,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:11:59.271056,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:00.289830,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:01.394176,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:02.479482,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:03.385724,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:04.395333,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:05.479660,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:06.537172,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:07.528663,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6444444444444444)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:08.631853,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:09.766601,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:10.803785,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:11.791518,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:12.820776,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:13.888504,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:14.954721,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:16.071866,"(7.0, 9.6, 9.263157894736842)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:17.075001,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:18.151401,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:19.237147,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:20.178969,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:21.224609,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:22.359974,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:23.509576,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:24.753651,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:26.291894,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:27.419120,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:28.614092,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:29.836959,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:31.032178,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:32.189135,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:33.384035,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:34.593010,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:35.831329,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:36.893008,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:37.966901,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:39.113537,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:40.282648,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.67)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:12:41.341968,"(7.0, 9.4, 9.188235294117648)","(3.0, 3.85, 3.761111111111111)","(2.25, 2.68, 2.6414814814814815)","(7.0, 9.6, 9.36)","(6.0, 8.8, 8.55)","(31.0, 55.0, 42.857142857142854)"
