,African Angel,I Came To Dance,Organized Chaos,Well See,Peach Be With Q,Queen Wiggy,Sharp Catch
15-12-2022 11:23:40.844631,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 6.0600000000000005)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:41.976939,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 6.0600000000000005)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:42.977647,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 6.0600000000000005)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:44.082432,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 6.0600000000000005)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:45.220301,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 6.0600000000000005)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:46.369178,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 6.0600000000000005)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:47.354670,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 6.0600000000000005)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:48.250074,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 6.0600000000000005)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:49.328115,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:50.400920,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:51.468308,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:52.581399,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:53.586900,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:54.586058,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:55.660947,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:56.762405,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:57.838048,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.978947368421053)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 15.958333333333334)"
15-12-2022 11:23:58.939107,"(4.2, 5.5, 5.42)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:23:59.958856,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:00.974253,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:01.992175,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:03.077468,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:04.129979,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:05.227630,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:06.218369,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:07.218706,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:08.231781,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:09.284932,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:10.341518,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:11.558049,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:12.867941,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:14.078114,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:15.258761,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.733333333333333)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:16.549021,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:17.713871,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:19.109419,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:20.359807,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:21.325749,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:22.318755,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:23.421553,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:24.504357,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:25.565587,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:26.588584,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:27.649276,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:28.625032,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:29.672519,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.85)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:30.700590,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.2, 5.607692307692307)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:31.780152,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:32.883099,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:33.879218,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:34.871656,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:35.994270,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:36.987061,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:38.047877,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:39.031555,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:40.091367,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:41.097772,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:42.129630,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:43.083567,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.833333333333332)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:43.990287,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:44.983799,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:46.029620,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:47.061865,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:48.007515,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:48.919164,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:49.845739,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:50.791467,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:51.795562,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:52.807334,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:53.764363,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:54.742770,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:55.756859,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:56.840373,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:57.765461,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:58.699208,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:24:59.643259,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:00.590691,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:01.664129,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:02.610571,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:03.584092,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:04.582414,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:05.460701,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:06.410516,"(4.2, 5.5, 5.465217391304348)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.552631578947368)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:07.399909,"(4.2, 5.5, 5.465217391304348)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.552631578947368)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:08.403465,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:09.394940,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:10.392560,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.6)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:11.420968,"(4.2, 5.5, 5.466666666666667)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 12.3)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:12.406200,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 11.5)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:13.471993,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 11.5)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:14.505085,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 11.5)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:15.604009,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 11.5)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:16.732271,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 11.5)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
15-12-2022 11:25:17.838963,"(4.2, 5.5, 5.455555555555556)","(3.9, 5.0, 4.873684210526315)","(7.5, 11.0, 9.767567567567568)","(4.6, 6.0, 5.8)","(9.0, 13.5, 11.5)","(5.5, 7.0, 6.752941176470588)","(13.0, 17.0, 16.25)"
