,African Angel,I Came To Dance,Organized Chaos,Well See,Peach Be With Q,Queen Wiggy,Sharp Catch
15-12-2022 11:17:12.580846,"(3.8, 5.4, 5.344444444444445)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:13.644119,"(3.8, 5.4, 5.344444444444445)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:14.654302,"(3.8, 5.4, 5.344444444444445)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:15.669199,"(3.8, 5.4, 5.344444444444445)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:16.731726,"(3.8, 5.4, 5.344444444444445)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:17.771629,"(3.8, 5.4, 5.356521739130435)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:18.782016,"(3.8, 5.4, 5.356521739130435)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:19.818116,"(3.8, 5.4, 5.356521739130435)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:20.773043,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:21.667056,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:22.689048,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:23.715796,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:24.795955,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:25.803502,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:26.873335,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:27.967852,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:29.079249,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.5, 5.34)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:30.249531,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.28)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:31.387223,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.28)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:32.542467,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.28)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:33.618110,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.28)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.263636363636364)","(8.0, 14.5, 12.5)","(5.5, 6.4, 6.258823529411765)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:34.739424,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.28)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:35.768899,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:36.901673,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 15.444444444444445)"
15-12-2022 11:17:37.849540,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:38.847873,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:39.809642,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:40.948531,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:42.085564,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:43.189551,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:44.300287,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:45.306917,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:46.342381,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.5)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:47.431719,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.5, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 15.444444444444445)"
15-12-2022 11:17:48.587841,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 17.0, 16.0)"
15-12-2022 11:17:49.778669,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:50.936391,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:52.090801,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:53.111806,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:54.265336,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:55.372743,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:56.542874,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:57.716559,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:58.840454,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:17:59.944560,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:01.159365,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:02.327409,"(3.8, 5.4, 5.3038461538461545)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:03.511111,"(3.8, 5.4, 5.321875)","(4.2, 5.4, 5.175)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:04.723684,"(3.8, 5.4, 5.321875)","(4.2, 5.4, 5.292857142857144)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 13.125)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:06.058357,"(3.8, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 12.727272727272727)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:07.354250,"(3.8, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 12.727272727272727)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:08.610579,"(3.8, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 12.727272727272727)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:10.025235,"(3.8, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 14.0, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:11.446590,"(3.8, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:12.699059,"(3.8, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.0)"
15-12-2022 11:18:13.968903,"(3.8, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(8.0, 9.6, 9.28)","(4.6, 6.4, 6.2846153846153845)","(8.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(15.0, 16.5, 16.410714285714285)"
15-12-2022 11:18:15.124947,"(4.2, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.28)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.410714285714285)"
15-12-2022 11:18:16.259761,"(4.2, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.28)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.410714285714285)"
15-12-2022 11:18:17.445589,"(4.2, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.28)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.410714285714285)"
15-12-2022 11:18:18.633064,"(4.2, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.28)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.410714285714285)"
15-12-2022 11:18:19.753285,"(4.2, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.28)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.410714285714285)"
15-12-2022 11:18:20.874756,"(4.2, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.28)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.434210526315788)"
15-12-2022 11:18:22.011620,"(4.2, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 15.85)"
15-12-2022 11:18:23.284915,"(4.2, 5.4, 5.324242424242424)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.875)"
15-12-2022 11:18:24.504743,"(4.2, 5.4, 5.246153846153846)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 15.25)"
15-12-2022 11:18:25.601533,"(4.2, 5.4, 5.246153846153846)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 15.25)"
15-12-2022 11:18:26.733416,"(4.2, 5.4, 5.246153846153846)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:27.979949,"(4.2, 5.4, 5.246153846153846)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:29.121743,"(4.2, 5.4, 5.246153846153846)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.4, 6.2846153846153845)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:30.501521,"(4.2, 5.4, 5.246153846153846)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.111111111111112)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:31.957782,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:33.223444,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.833333333333332)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:34.492104,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:35.721151,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:36.993587,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:38.130723,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.0, 14.928571428571429)"
15-12-2022 11:18:39.343024,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.0, 15.75)"
15-12-2022 11:18:40.538789,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 15.75)"
15-12-2022 11:18:41.588724,"(4.2, 5.4, 5.3090909090909095)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:42.686944,"(4.2, 5.4, 5.325925925925926)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:43.900057,"(4.2, 5.4, 5.325925925925926)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:44.967004,"(4.2, 5.4, 5.325925925925926)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:46.080142,"(4.2, 5.4, 5.382608695652174)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:47.243804,"(4.2, 5.4, 5.382608695652174)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:48.404894,"(4.2, 5.4, 5.382608695652174)","(4.2, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(9.0, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:49.564736,"(4.2, 5.4, 5.382608695652174)","(4.0, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(8.5, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:50.595498,"(4.2, 5.4, 5.382608695652174)","(4.0, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(8.5, 13.5, 12.642857142857142)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:51.662493,"(4.2, 5.4, 5.382608695652174)","(4.0, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(8.5, 13.5, 12.166666666666666)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:52.721140,"(4.2, 5.4, 5.382608695652174)","(4.0, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(8.5, 13.5, 12.166666666666666)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:53.832072,"(4.2, 5.4, 5.382608695652174)","(4.0, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(8.5, 13.5, 12.166666666666666)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:55.014483,"(4.2, 5.4, 5.382608695652174)","(4.0, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(8.5, 13.5, 12.166666666666666)","(5.5, 6.4, 6.366666666666667)","(12.0, 16.5, 16.25)"
15-12-2022 11:18:56.195868,"(4.2, 5.4, 5.382608695652174)","(4.0, 5.4, 5.142857142857142)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.051851851851852)","(8.5, 13.5, 12.166666666666666)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.5, 15.75)"
15-12-2022 11:18:57.208472,"(4.2, 5.4, 5.382608695652174)","(4.0, 5.4, 4.8)","(7.5, 9.6, 9.142857142857142)","(4.8, 6.2, 6.085714285714285)","(8.5, 13.5, 12.166666666666666)","(5.5, 6.4, 6.378947368421053)","(12.0, 16.5, 15.75)"
