,Culvie Bun,Nighthawk Swift,Goldstar Glenys,Homebush Honey,Tatis,Diamond Warrior,Yoshi Moon,Barbaras Angel
05-01-2023 14:09:28.374651,"(4.8, 8.2, 5.8)","(6.5, 10.5, 9.35)","(7.5, 13.0, 12.31111111111111)","(4.4, 9.8, 8.55)","(3.6, 9.4, 7.6450000000000005)","(10.0, 18.5, 13.85)","(8.0, 14.0, 13.114285714285714)","(11.0, 25.0, 19.0)"
05-01-2023 14:09:29.540751,"(4.8, 8.2, 5.8)","(6.5, 10.5, 9.35)","(7.5, 13.0, 12.31111111111111)","(4.4, 9.8, 8.55)","(3.6, 9.4, 7.6450000000000005)","(10.0, 18.5, 13.85)","(8.0, 14.0, 13.114285714285714)","(11.0, 25.0, 19.0)"
05-01-2023 14:09:30.666696,"(4.8, 8.2, 5.8)","(6.5, 10.5, 9.35)","(7.5, 13.0, 12.31111111111111)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.80909090909091)","(8.0, 14.0, 13.483333333333334)","(11.0, 25.0, 19.0)"
05-01-2023 14:09:31.951561,"(4.8, 8.0, 7.15)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.80909090909091)","(8.0, 14.0, 13.483333333333334)","(11.0, 25.0, 19.0)"
05-01-2023 14:09:33.251574,"(4.8, 8.0, 7.15)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.80909090909091)","(8.0, 14.0, 13.483333333333334)","(11.0, 25.0, 19.0)"
05-01-2023 14:09:34.512553,"(4.8, 8.0, 7.15)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.800000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.80909090909091)","(8.0, 14.0, 13.483333333333334)","(11.0, 25.0, 19.0)"
05-01-2023 14:09:35.754609,"(4.8, 8.0, 7.15)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 10.333333333333332)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 17.654545454545456)","(8.0, 14.0, 13.483333333333334)","(11.0, 25.0, 19.0)"
05-01-2023 14:09:37.143560,"(4.8, 8.0, 7.15)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 10.333333333333332)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(11.0, 25.0, 19.0)"
05-01-2023 14:09:38.326677,"(4.8, 8.0, 7.15)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 10.333333333333332)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:39.629363,"(4.8, 8.0, 7.15)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:40.921785,"(4.8, 8.0, 6.725)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:42.125185,"(4.8, 8.0, 6.725)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:43.423033,"(4.8, 8.0, 6.725)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:44.653874,"(4.8, 8.0, 6.725)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:45.928401,"(4.8, 8.0, 6.725)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 9.318181818181818)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:47.096350,"(4.8, 8.0, 6.725)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.483333333333334)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:48.213402,"(4.8, 8.0, 6.725)","(6.5, 10.5, 9.773684210526316)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:49.354968,"(4.8, 8.0, 7.6)","(6.5, 10.5, 7.125)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:50.517053,"(4.8, 8.2, 7.6)","(6.5, 10.5, 7.125)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.675000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:51.747186,"(4.8, 8.2, 7.6)","(6.5, 10.0, 8.0)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:52.936319,"(4.8, 8.2, 7.6)","(6.5, 10.0, 8.0)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:54.139832,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.525)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:55.270143,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.525)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:56.383452,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:57.451246,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 9.350000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:58.432986,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 9.350000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:09:59.414939,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.575000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:10:00.497233,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.575000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 19.0)"
05-01-2023 14:10:01.758990,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.575000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:02.886793,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.575000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:04.235335,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:05.576029,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:06.811019,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 16.225)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:07.878447,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.55)","(3.6, 9.4, 6.5)","(10.0, 18.5, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:08.995478,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:09.969863,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:10.962296,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:12.073760,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:13.196019,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:14.301455,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.575000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:15.409451,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:16.506750,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:17.542913,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.855555555555556)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:18.543907,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.855555555555556)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.523076923076923)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:19.605191,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.575000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.557142857142857)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:20.573211,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 8.575000000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.557142857142857)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:21.593120,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 6.5)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.557142857142857)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:22.600000,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 12.0)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 3.8829268292682926)","(10.0, 18.0, 15.85)","(8.0, 14.0, 13.557142857142857)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:23.670216,"(4.8, 8.2, 7.6)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 11.066666666666666)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.4, 4.881290322580645)","(10.0, 18.0, 12.566666666666666)","(8.0, 14.0, 13.557142857142857)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:25.022320,"(4.8, 8.2, 7.324999999999999)","(6.5, 10.0, 9.577777777777778)","(7.5, 13.0, 10.1)","(4.4, 9.8, 6.737500000000001)","(3.6, 9.0, 4.901408450704225)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.0, 10.166666666666666)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:26.278661,"(4.8, 8.2, 7.324999999999999)","(6.5, 10.5, 9.327272727272728)","(7.5, 13.5, 9.3)","(4.4, 9.8, 6.737500000000001)","(3.6, 8.6, 8.07)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 10.166666666666666)","(12.0, 25.0, 21.25)"
05-01-2023 14:10:27.366137,"(4.8, 8.2, 7.324999999999999)","(6.5, 10.5, 9.327272727272728)","(7.5, 13.5, 9.3)","(4.4, 9.8, 6.236363636363636)","(3.6, 8.4, 5.262499999999999)","(10.0, 18.5, 15.533333333333333)","(8.0, 14.5, 12.333333333333332)","(12.0, 25.0, 23.5)"
05-01-2023 14:10:28.534087,"(4.8, 8.2, 6.199999999999999)","(6.5, 10.5, 8.657142857142857)","(7.5, 13.5, 8.6)","(4.4, 9.8, 5.96)","(3.6, 8.2, 3.977777777777778)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(12.0, 25.0, 23.5)"
05-01-2023 14:10:29.561762,"(4.8, 8.2, 6.199999999999999)","(6.5, 10.5, 9.327272727272728)","(7.5, 13.5, 8.6)","(4.4, 9.8, 5.96)","(3.6, 8.2, 3.977777777777778)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(12.0, 25.0, 23.5)"
05-01-2023 14:10:30.608594,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 8.6)","(4.4, 9.8, 5.96)","(3.6, 8.0, 4.208333333333334)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(12.0, 25.0, 23.5)"
05-01-2023 14:10:31.947785,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 8.6)","(4.4, 9.8, 5.96)","(3.6, 8.0, 3.9555555555555557)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(12.0, 25.0, 23.5)"
05-01-2023 14:10:33.074943,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 8.6)","(4.4, 9.8, 5.96)","(3.6, 8.0, 4.966666666666667)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(12.0, 25.0, 23.5)"
05-01-2023 14:10:34.280482,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 8.6)","(4.4, 9.8, 5.96)","(3.6, 7.8, 4.9)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(12.0, 25.0, 23.5)"
05-01-2023 14:10:35.433414,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 10.373333333333333)","(4.4, 9.8, 5.96)","(3.6, 7.8, 4.9)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(12.0, 25.0, 23.5)"
05-01-2023 14:10:36.635499,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 10.373333333333333)","(4.4, 9.8, 6.6000000000000005)","(3.6, 7.8, 4.9)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.5)"
05-01-2023 14:10:37.736523,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 10.0)","(4.4, 9.8, 8.033333333333333)","(3.6, 7.8, 4.9)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.5)"
05-01-2023 14:10:38.830461,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 10.0)","(4.4, 9.8, 8.033333333333333)","(3.6, 7.8, 4.9)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.5)"
05-01-2023 14:10:39.992035,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 10.0)","(4.4, 9.8, 6.6000000000000005)","(3.6, 7.8, 3.682352941176471)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.5)"
05-01-2023 14:10:41.163353,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 10.0)","(4.4, 9.8, 6.6000000000000005)","(3.6, 7.4, 3.682352941176471)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.5)"
05-01-2023 14:10:42.452837,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 10.0)","(4.4, 9.8, 6.6000000000000005)","(3.6, 7.2, 5.83125)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.5)"
05-01-2023 14:10:43.712361,"(4.8, 8.2, 6.199999999999999)","(6.5, 11.0, 10.466666666666667)","(7.5, 13.5, 10.0)","(4.4, 9.8, 8.200000000000001)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 11.11111111111111)","(11.0, 25.0, 23.090909090909093)"
05-01-2023 14:10:44.936084,"(4.8, 8.2, 6.35)","(6.5, 11.0, 9.153846153846153)","(7.5, 13.5, 10.0)","(4.4, 9.8, 6.066666666666666)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 15.0, 12.333333333333332)","(11.0, 26.0, 23.636363636363633)"
05-01-2023 14:10:46.172309,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 9.153846153846153)","(7.5, 13.5, 10.0)","(4.4, 9.8, 5.96)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.636363636363633)"
05-01-2023 14:10:47.326190,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 9.153846153846153)","(7.5, 13.5, 10.0)","(4.4, 9.8, 5.96)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.636363636363633)"
05-01-2023 14:10:48.434998,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 13.5, 10.0)","(4.4, 9.8, 7.81904761904762)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.636363636363633)"
05-01-2023 14:10:49.441724,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 13.5, 10.0)","(4.4, 9.8, 5.96)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.636363636363633)"
05-01-2023 14:10:50.728928,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 13.5, 10.0)","(4.4, 9.8, 6.371428571428572)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.636363636363633)"
05-01-2023 14:10:52.241103,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 13.0, 9.571428571428571)","(4.4, 9.8, 6.371428571428572)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 15.0, 12.333333333333332)","(11.0, 26.0, 23.636363636363633)"
05-01-2023 14:10:53.773657,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 12.5, 11.125)","(4.4, 9.8, 6.371428571428572)","(3.6, 7.0, 4.527272727272727)","(10.0, 18.5, 12.566666666666666)","(8.0, 14.5, 12.333333333333332)","(11.0, 25.0, 23.333333333333332)"
05-01-2023 14:10:55.575608,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 12.5, 11.125)","(4.4, 9.8, 6.371428571428572)","(3.6, 7.0, 4.875)","(10.0, 18.5, 12.433333333333334)","(8.0, 15.0, 10.8)","(11.0, 26.0, 23.333333333333332)"
05-01-2023 14:10:56.778147,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 12.5, 11.125)","(4.4, 9.8, 6.371428571428572)","(3.6, 7.0, 4.875)","(10.0, 18.5, 12.433333333333334)","(8.0, 15.0, 10.8)","(11.0, 26.0, 23.333333333333332)"
05-01-2023 14:10:57.956145,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 12.5, 11.125)","(4.4, 9.8, 6.371428571428572)","(3.6, 6.6, 4.85)","(10.0, 18.5, 12.433333333333334)","(8.0, 15.0, 10.8)","(11.0, 26.0, 23.333333333333332)"
05-01-2023 14:10:59.222253,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 12.5, 11.125)","(4.4, 9.8, 6.04)","(3.6, 6.6, 4.85)","(10.0, 18.5, 12.433333333333334)","(8.0, 15.0, 12.333333333333332)","(11.0, 26.0, 23.333333333333332)"
05-01-2023 14:11:00.381255,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 8.76)","(7.5, 12.5, 9.75)","(4.4, 9.8, 6.04)","(3.6, 6.6, 4.85)","(10.0, 18.5, 12.433333333333334)","(8.0, 14.5, 12.333333333333332)","(11.0, 26.0, 23.53846153846154)"
05-01-2023 14:11:01.547550,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 9.133333333333333)","(7.5, 12.5, 9.75)","(4.4, 9.8, 6.04)","(3.6, 6.6, 4.85)","(10.0, 18.5, 12.433333333333334)","(8.0, 14.5, 12.333333333333332)","(11.0, 26.0, 23.53846153846154)"
05-01-2023 14:11:02.689764,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 9.133333333333333)","(7.5, 12.5, 9.75)","(4.4, 9.8, 6.04)","(3.6, 6.6, 4.85)","(10.0, 18.5, 12.433333333333334)","(8.0, 14.5, 12.333333333333332)","(11.0, 26.0, 23.53846153846154)"
05-01-2023 14:11:03.837385,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 9.133333333333333)","(7.5, 12.5, 9.75)","(4.4, 9.8, 6.04)","(3.6, 6.6, 4.85)","(10.0, 18.5, 12.433333333333334)","(8.0, 14.5, 11.11111111111111)","(11.0, 26.0, 23.53846153846154)"
05-01-2023 14:11:04.927356,"(4.8, 8.2, 6.142857142857142)","(6.5, 11.0, 9.133333333333333)","(7.5, 12.5, 9.75)","(4.4, 9.8, 6.04)","(3.6, 6.2, 5.7666666666666675)","(10.0, 18.5, 12.433333333333334)","(8.0, 15.0, 10.8)","(11.0, 26.0, 23.53846153846154)"
05-01-2023 14:11:06.187501,"(4.8, 8.2, 7.299999999999999)","(6.5, 11.0, 9.133333333333333)","(7.5, 12.5, 11.125)","(4.4, 9.8, 6.04)","(3.6, 6.2, 5.516666666666667)","(10.0, 18.5, 12.433333333333334)","(8.0, 15.0, 10.8)","(11.0, 26.0, 23.53846153846154)"
05-01-2023 14:11:07.366020,"(4.8, 8.2, 7.299999999999999)","(6.5, 11.0, 9.133333333333333)","(7.5, 12.5, 11.125)","(4.4, 9.8, 7.15)","(3.6, 5.9, 4.863157894736842)","(10.0, 18.5, 12.700000000000001)","(8.0, 15.0, 10.8)","(11.0, 26.0, 23.53846153846154)"
05-01-2023 14:11:08.637519,"(4.8, 8.4, 6.228571428571429)","(6.5, 11.0, 9.72)","(7.5, 12.5, 11.125)","(4.4, 9.8, 7.81904761904762)","(3.6, 6.0, 4.863157894736842)","(10.0, 18.5, 12.700000000000001)","(8.0, 15.0, 9.0)","(11.0, 26.0, 23.53846153846154)"
