,Culvie Bun,Nighthawk Swift,Goldstar Glenys,Homebush Honey,Tatis,Diamond Warrior,Yoshi Moon,Barbaras Angel
05-01-2023 14:04:03.385010,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.528571428571428)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.45)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:04.681572,"(4.8, 7.8, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.528571428571428)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.45)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:05.830722,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.528571428571428)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.45)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:07.048983,"(4.8, 8.0, 7.357142857142858)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.528571428571428)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.45)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:08.215584,"(4.8, 8.0, 7.357142857142858)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.528571428571428)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.45)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:09.433954,"(4.8, 7.8, 7.3277777777777775)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.528571428571428)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.45)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:10.716457,"(4.8, 7.8, 7.3277777777777775)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.528571428571428)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.45)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:11.874416,"(4.8, 7.8, 7.3277777777777775)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.528571428571428)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.6)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:12.961485,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.644444444444444)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.6)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:14.088826,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.6)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:15.350127,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.6)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:16.568807,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.6)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:17.745431,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.6)","(11.0, 25.0, 21.96)"
05-01-2023 14:04:18.896546,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.590909090909093)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:19.957619,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.318181818181818)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:21.004704,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 8.5)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:22.145682,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:23.268750,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:24.460621,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:25.645916,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:26.782062,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:27.919917,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:29.089794,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:30.303950,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:31.462548,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:32.622646,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:33.789887,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:34.925098,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:36.061406,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:37.195698,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:38.296466,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:39.566264,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 9.42142857142857)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:40.873574,"(4.8, 7.8, 6.022222222222222)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:42.064863,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:43.388050,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:44.771533,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:46.039306,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:47.305536,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 9.79)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:48.591569,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.0, 10.290909090909091)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:49.868596,"(4.8, 8.0, 6.111111111111111)","(6.5, 11.0, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:51.080143,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.32777777777778)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:52.252475,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 17.915384615384617)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:53.451919,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:54.619253,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:55.848120,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:57.082321,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:58.215954,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:04:59.350997,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 8.32777777777778)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:00.414307,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 8.32777777777778)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:01.650216,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:02.989193,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:04.276909,"(4.8, 8.0, 6.111111111111111)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:06.623656,"(4.8, 8.0, 7.357142857142858)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:08.402930,"(4.8, 8.0, 7.357142857142858)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:09.613029,"(4.8, 8.0, 7.5)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:10.868778,"(4.8, 8.0, 7.5)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.6)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:12.105101,"(4.8, 8.0, 7.5)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:13.360100,"(4.8, 8.0, 7.5)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:14.554243,"(4.8, 8.0, 7.5)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.32777777777778)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:15.848458,"(4.8, 8.0, 7.5)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.8, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:17.032547,"(4.8, 8.0, 7.5)","(6.5, 10.5, 10.265)","(7.5, 13.0, 12.114285714285714)","(4.4, 9.6, 8.4)","(3.6, 8.4, 6.513888888888889)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:18.371279,"(4.8, 8.0, 5.0)","(6.5, 10.5, 8.2)","(7.5, 13.0, 11.825)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.766666666666667)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:19.600742,"(4.8, 8.0, 5.083333333333333)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:20.823413,"(4.8, 8.0, 6.25)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.633333333333333)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:22.006423,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.405263157894737)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:23.081516,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.8, 8.405263157894737)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:24.170675,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:25.289383,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:26.667737,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:27.881992,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:29.059448,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:30.287056,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:31.493025,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:32.663922,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:33.853665,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 6.702500000000001)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:35.036609,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.2, 6.297727272727272)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:36.198969,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.405263157894737)","(3.6, 8.2, 6.297727272727272)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:37.362653,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.8, 8.405263157894737)","(3.6, 8.2, 6.297727272727272)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:38.479076,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.8, 8.466666666666667)","(3.6, 8.2, 6.297727272727272)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:39.560964,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.2, 6.297727272727272)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:40.671922,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.2, 6.297727272727272)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:41.707430,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.2, 8.053571428571429)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:42.785448,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.466666666666667)","(3.6, 8.4, 8.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:43.898494,"(4.8, 7.8, 6.15)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.6, 8.405263157894737)","(3.6, 8.8, 8.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
05-01-2023 14:05:45.141679,"(4.8, 7.8, 7.16)","(6.5, 10.5, 8.2)","(7.5, 13.5, 11.266666666666666)","(4.4, 9.8, 8.405263157894737)","(3.6, 8.8, 8.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 13.45)","(11.0, 25.0, 15.0)"
