,Green And Shady,Magical Gem,The Admiral,Midnight Mystery,Ninetyone Dwyer,Zac Luvs To Fly,Rocky Path,Wunderkind,Red Cadillac
11-01-2023 17:55:57.813694,"(13.0, 16.0, 15.818181818181818)","(16.0, 22.0, 19.5)","(4.2, 5.7, 5.505194805194805)","(13.0, 17.5, 14.833333333333334)","(3.2, 3.9, 3.65)","(9.0, 15.0, 13.25)","(26.0, 42.0, 32.25)","(4.8, 5.5, 5.35)","(10.0, 11.5, 10.10344827586207)"
11-01-2023 17:55:59.411546,"(13.0, 16.0, 15.818181818181818)","(16.0, 22.0, 19.5)","(4.2, 5.7, 5.505194805194805)","(13.0, 17.5, 14.833333333333334)","(3.2, 3.9, 3.65)","(9.0, 15.0, 13.25)","(26.0, 42.0, 32.25)","(4.8, 5.5, 5.35)","(10.0, 11.5, 10.10344827586207)"
11-01-2023 17:56:01.176815,"(13.0, 16.0, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.505194805194805)","(13.0, 17.5, 15.75)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.0, 13.5)","(26.0, 42.0, 32.25)","(4.8, 5.5, 5.35)","(10.0, 11.5, 10.10344827586207)"
11-01-2023 17:56:02.890099,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.23125)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.0, 14.1)","(26.0, 42.0, 32.25)","(4.8, 5.5, 5.425)","(10.0, 11.5, 10.10344827586207)"
11-01-2023 17:56:04.579903,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 32.25)","(4.8, 5.5, 5.425)","(10.0, 11.5, 10.10344827586207)"
11-01-2023 17:56:06.178818,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.5, 10.222222222222221)"
11-01-2023 17:56:07.710570,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:09.276182,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:10.785802,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:12.402376,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:13.857648,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:15.278191,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.4)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:16.706497,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.75)","(3.2, 3.9, 3.6142857142857143)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:18.074975,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.75)","(3.2, 3.9, 3.6)","(9.0, 15.5, 14.1)","(26.0, 42.0, 38.666666666666664)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:19.494074,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.75)","(3.2, 3.85, 3.6)","(9.0, 15.5, 14.1)","(26.0, 42.0, 40.125)","(4.8, 5.5, 5.425)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:20.909079,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.228571428571429)","(13.0, 17.5, 15.75)","(3.2, 3.85, 3.6)","(9.0, 15.5, 14.1)","(26.0, 42.0, 40.125)","(4.8, 5.5, 5.457142857142857)","(10.0, 11.0, 10.222222222222221)"
11-01-2023 17:56:22.249141,"(13.0, 15.5, 15.25)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.166666666666666)","(3.2, 3.85, 3.6)","(9.0, 15.5, 14.1)","(26.0, 42.0, 40.23529411764706)","(4.8, 5.5, 5.457142857142857)","(10.0, 11.0, 10.181818181818182)"
11-01-2023 17:56:23.612619,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.6)","(9.0, 15.5, 14.0)","(26.0, 42.0, 41.333333333333336)","(4.8, 5.5, 5.466666666666667)","(10.0, 11.0, 10.181818181818182)"
11-01-2023 17:56:24.939198,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 14.0)","(26.0, 42.0, 40.4)","(4.8, 5.5, 5.466666666666667)","(10.0, 11.0, 10.181818181818182)"
11-01-2023 17:56:26.294905,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 15.214285714285714)","(26.0, 42.0, 41.333333333333336)","(4.8, 5.5, 5.466666666666667)","(10.0, 11.0, 10.181818181818182)"
11-01-2023 17:56:27.741668,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 15.214285714285714)","(26.0, 42.0, 41.333333333333336)","(4.8, 5.5, 5.466666666666667)","(10.0, 11.0, 9.863157894736842)"
11-01-2023 17:56:29.301286,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 20.666666666666668)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 15.214285714285714)","(26.0, 42.0, 41.333333333333336)","(4.8, 5.5, 5.4)","(10.0, 11.0, 9.863157894736842)"
11-01-2023 17:56:30.876228,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 15.214285714285714)","(26.0, 42.0, 41.38461538461539)","(4.8, 5.5, 5.4)","(10.0, 11.0, 9.863157894736842)"
11-01-2023 17:56:32.531088,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 15.214285714285714)","(26.0, 42.0, 40.0)","(4.8, 5.5, 5.4)","(10.0, 11.0, 9.863157894736842)"
11-01-2023 17:56:34.209444,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 14.0)","(26.0, 44.0, 40.0)","(4.8, 5.5, 5.4)","(10.0, 11.5, 9.833333333333334)"
11-01-2023 17:56:35.926321,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 14.0)","(26.0, 44.0, 40.0)","(4.8, 5.5, 5.4)","(10.0, 11.0, 9.933333333333334)"
11-01-2023 17:56:37.335659,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 14.0)","(26.0, 44.0, 40.0)","(4.8, 5.5, 5.4)","(10.0, 11.0, 9.933333333333334)"
11-01-2023 17:56:38.818256,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.5954545454545457)","(9.0, 15.5, 14.0)","(26.0, 44.0, 40.0)","(4.8, 5.5, 4.906315789473685)","(10.0, 11.0, 9.933333333333334)"
11-01-2023 17:56:40.458629,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 16.954545454545453)","(3.2, 3.85, 3.783333333333333)","(9.0, 15.5, 15.214285714285714)","(26.0, 44.0, 43.0)","(4.8, 5.2, 5.3)","(10.0, 11.0, 9.933333333333334)"
11-01-2023 17:56:41.989520,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 14.0)","(26.0, 44.0, 40.0)","(4.8, 5.5, 5.4375)","(10.0, 11.0, 9.933333333333334)"
11-01-2023 17:56:43.544444,"(13.0, 15.5, 15.363636363636363)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.117647058823529)","(13.0, 17.5, 15.5)","(3.2, 3.85, 3.57)","(9.0, 15.5, 15.214285714285714)","(26.0, 44.0, 40.0)","(4.8, 5.5, 5.490909090909091)","(10.0, 11.0, 9.933333333333334)"
11-01-2023 17:56:45.223726,"(13.0, 15.5, 15.2)","(16.0, 22.0, 21.75)","(4.2, 5.7, 5.18)","(13.0, 17.5, 16.25)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.5, 14.333333333333334)","(26.0, 44.0, 40.0)","(4.8, 5.5, 5.44)","(10.0, 11.0, 9.892307692307693)"
11-01-2023 17:56:46.911710,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.5, 5.18)","(13.0, 17.5, 16.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.5)","(26.0, 44.0, 40.0)","(4.8, 5.5, 5.475)","(10.0, 11.0, 9.892307692307693)"
11-01-2023 17:56:48.393716,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.5, 5.225)","(13.0, 17.5, 16.3)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.3)","(26.0, 44.0, 40.0)","(4.8, 5.5, 5.55)","(10.0, 11.0, 10.818181818181818)"
11-01-2023 17:56:49.836387,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.6, 5.225)","(13.0, 17.5, 16.166666666666668)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.5, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.55)","(10.0, 11.0, 10.818181818181818)"
11-01-2023 17:56:51.392404,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.6, 5.171428571428571)","(13.0, 17.0, 16.166666666666668)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.55)","(10.0, 11.5, 10.620689655172415)"
11-01-2023 17:56:52.895804,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.6, 5.171428571428571)","(13.0, 17.0, 16.166666666666668)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.5)","(10.0, 11.5, 10.620689655172415)"
11-01-2023 17:56:54.377673,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.6, 5.171428571428571)","(13.0, 17.0, 16.166666666666668)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.5)","(10.0, 11.5, 10.620689655172415)"
11-01-2023 17:56:55.902828,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.6, 5.171428571428571)","(13.0, 17.0, 16.166666666666668)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.5)","(10.0, 11.5, 10.620689655172415)"
11-01-2023 17:56:57.272363,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.6, 5.171428571428571)","(13.0, 17.0, 16.166666666666668)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.5)","(10.0, 11.5, 10.620689655172415)"
11-01-2023 17:56:58.752953,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.6, 5.118518518518518)","(13.0, 17.0, 16.166666666666668)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.5)","(10.0, 11.5, 12.842105263157894)"
11-01-2023 17:57:00.169947,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.6, 5.1499999999999995)","(13.0, 17.0, 16.166666666666668)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.5)","(10.0, 13.0, 13.0)"
11-01-2023 17:57:01.582635,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.863636363636363)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 40.0)","(4.8, 5.8, 5.5)","(10.0, 13.5, 13.178571428571429)"
11-01-2023 17:57:03.002063,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.958333333333334)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 38.5)","(4.8, 5.8, 5.747169811320754)","(10.0, 13.5, 13.277777777777779)"
11-01-2023 17:57:05.197163,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.958333333333334)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.8, 5.8, 5.3999999999999995)","(10.0, 13.5, 13.277777777777779)"
11-01-2023 17:57:06.963340,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.75)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.958333333333334)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.8, 5.8, 5.3999999999999995)","(10.0, 13.5, 13.277777777777779)"
11-01-2023 17:57:09.059110,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.8)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.958333333333334)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.8, 5.8, 5.3999999999999995)","(10.0, 13.5, 13.306451612903226)"
11-01-2023 17:57:10.633077,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.958333333333334)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.8, 5.8, 5.449999999999999)","(10.0, 13.5, 12.982758620689655)"
11-01-2023 17:57:12.367586,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.958333333333334)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.8, 5.8, 5.449999999999999)","(10.0, 13.5, 13.0)"
11-01-2023 17:57:13.813463,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.958333333333334)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.8, 5.8, 5.35)","(10.0, 13.5, 12.25)"
11-01-2023 17:57:15.212395,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.75)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.542857142857143)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:16.576219,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.75)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.542857142857143)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:17.924555,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.75)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.542857142857143)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:19.204127,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.75)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.542857142857143)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:20.499641,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.75)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.542857142857143)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:21.823160,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.1499999999999995)","(13.0, 17.0, 15.75)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.542857142857143)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:23.185528,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.136363636363636)","(13.0, 17.0, 15.75)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.542857142857143)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:24.533674,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.136363636363636)","(13.0, 17.0, 15.75)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.542857142857143)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:26.065377,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.126666666666666)","(13.0, 17.0, 15.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.636363636363637)","(10.0, 13.0, 12.181818181818182)"
11-01-2023 17:57:27.427828,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.126666666666666)","(13.0, 16.5, 14.9)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.636363636363637)","(10.0, 13.0, 12.357142857142858)"
11-01-2023 17:57:28.954407,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.5, 5.111538461538461)","(13.0, 17.0, 14.9)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.636363636363637)","(10.0, 13.0, 12.357142857142858)"
11-01-2023 17:57:30.737301,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.4, 5.111538461538461)","(13.0, 17.0, 14.9)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.636363636363637)","(10.0, 13.0, 12.142857142857142)"
11-01-2023 17:57:32.360436,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.416666666666668)","(4.2, 5.4, 5.111538461538461)","(13.0, 17.0, 14.9)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.8, 5.636363636363637)","(10.0, 13.0, 12.142857142857142)"
11-01-2023 17:57:33.846884,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 17.0, 14.9)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 40.0)","(4.6, 5.8, 5.291428571428572)","(10.0, 13.0, 11.681818181818182)"
11-01-2023 17:57:35.261162,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 17.0, 15.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 44.0, 38.5)","(4.6, 5.6, 5.291428571428572)","(10.0, 12.5, 11.9)"
11-01-2023 17:57:36.679987,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 16.5, 15.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.6, 5.24)","(10.0, 12.0, 11.9)"
11-01-2023 17:57:38.250492,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 16.5, 15.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.6, 5.24)","(10.0, 12.0, 11.9)"
11-01-2023 17:57:39.718660,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 16.5, 15.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.6, 5.24)","(10.0, 12.0, 11.9)"
11-01-2023 17:57:41.216164,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 16.5, 15.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.6, 5.24)","(10.0, 12.0, 11.9)"
11-01-2023 17:57:42.616718,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 16.5, 15.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.6, 5.24)","(10.0, 12.0, 11.9)"
11-01-2023 17:57:44.023593,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 16.5, 15.5)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.6, 5.24)","(10.0, 12.0, 11.9)"
11-01-2023 17:57:45.401206,"(13.0, 15.5, 15.3)","(16.0, 22.0, 21.84375)","(4.2, 5.4, 5.111538461538461)","(13.0, 16.5, 16.0)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.6, 5.3125)","(10.0, 12.0, 11.833333333333334)"
11-01-2023 17:57:46.696824,"(13.0, 15.5, 15.3)","(16.0, 24.0, 23.2)","(4.2, 5.4, 5.110344827586206)","(13.0, 16.5, 16.0)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.5, 5.425)","(10.0, 12.0, 11.833333333333334)"
11-01-2023 17:57:48.083282,"(13.0, 15.5, 15.3)","(16.0, 24.0, 23.2)","(4.2, 5.4, 5.110344827586206)","(13.0, 16.5, 16.0)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.5, 5.425)","(10.0, 12.0, 11.833333333333334)"
11-01-2023 17:57:49.389193,"(13.0, 15.5, 15.3)","(16.0, 24.0, 23.2)","(4.2, 5.4, 5.110344827586206)","(13.0, 16.5, 16.0)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.5, 5.425)","(10.0, 12.0, 11.833333333333334)"
11-01-2023 17:57:50.735722,"(13.0, 15.5, 15.3)","(16.0, 32.0, 26.857142857142858)","(4.2, 5.4, 5.110344827586206)","(13.0, 16.5, 16.0)","(3.2, 3.85, 3.6142857142857143)","(9.0, 15.0, 14.166666666666666)","(26.0, 46.0, 38.5)","(4.6, 5.5, 5.425)","(10.0, 12.0, 11.833333333333334)"
