,Fighting Boxer,Zoha Bale,Arbys Lucy,Ten Dollar Slaps,Earthworm Jim,Gucci Girl,Nana Judy,Poppys Pride
07-12-2022 20:10:53.251786,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9906451612903227)","(91.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 50.0, 49.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:10:54.625751,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9906451612903227)","(91.0, 610.0, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 50.0, 49.06666666666666)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:10:55.859675,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9906451612903227)","(91.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 50.0, 61.375)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:10:57.069023,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 65.0, 54.666666666666664)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:10:58.191729,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 60.0, 51.27272727272727)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:10:59.353209,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 60.0, 51.27272727272727)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:00.514405,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 60.0, 51.27272727272727)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:01.606285,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:02.637362,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:03.666385,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.45, 3.216949152542373)","(16.0, 60.0, 50.608695652173914)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:04.713727,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.4, 3.2470588235294118)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:05.745908,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:06.787321,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9907692307692308)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:07.908875,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:09.082156,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:10.639107,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:11.970789,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:13.273076,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:14.444808,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 50.0)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:15.601655,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:16.802042,"(18.0, 48.0, 40.333333333333336)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:18.009927,"(18.0, 48.0, 34.46153846153846)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:19.003226,"(18.0, 48.0, 34.46153846153846)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:20.105502,"(18.0, 48.0, 40.34782608695652)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:21.151363,"(18.0, 48.0, 40.34782608695652)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:22.272451,"(18.0, 48.0, 40.34782608695652)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.2666666666666666)","(16.0, 60.0, 50.608695652173914)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:23.399814,"(18.0, 48.0, 40.34782608695652)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.2666666666666666)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:24.537573,"(18.0, 48.0, 40.34782608695652)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.2666666666666666)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:25.695402,"(18.0, 48.0, 40.34782608695652)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.2666666666666666)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:26.849914,"(18.0, 48.0, 40.34782608695652)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.2666666666666666)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:27.963052,"(18.0, 48.0, 40.34782608695652)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:29.085563,"(18.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9913333333333334)","(91.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:30.423410,"(18.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9913333333333334)","(91.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:31.611432,"(18.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9913333333333334)","(91.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(16.0, 60.0, 52.8)","(101.0, 650.0, 570.0)","(11.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:32.652507,"(18.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:33.902022,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:35.152272,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 99998, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:36.561683,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:37.790200,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:39.128897,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:40.351371,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:41.547082,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:42.761306,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:43.953608,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.8)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:45.168862,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 41.142857142857146)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:46.476717,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 41.142857142857146)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:47.680562,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 49.84615384615385)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:48.835388,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:49.986575,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:51.106419,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:52.412483,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:53.616614,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:54.868708,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:56.096688,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.3000000000000003)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:57.272519,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9922222222222221)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:11:58.851264,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.995)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:00.510475,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.995)","(101.0, 610.0, 410.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:01.851791,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.995)","(101.0, 610.0, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 340.5882352941177)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:03.208718,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.995)","(101.0, 99998, 5104.5)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 750.0, 340.5882352941177)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:04.637681,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.995)","(101.0, 99998, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 750.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:05.984498,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.995)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:07.296568,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.990082304526749)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:08.605354,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.990082304526749)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:10.010117,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.990082304526749)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:11.388071,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.990082304526749)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:12.649957,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.990082304526749)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.25625)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:13.920394,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9901036269430052)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.25625)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:15.165905,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9901036269430052)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.25625)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:16.463769,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9901036269430052)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.25625)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:17.644701,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9901036269430052)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.25625)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:18.829882,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9901036269430052)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:19.930429,"(19.0, 48.0, 38.22222222222222)","(1.7, 1.99, 1.95)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:21.079254,"(19.0, 48.0, 38.22222222222222)","(1.7, 1.99, 1.955)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:22.372078,"(19.0, 48.0, 38.22222222222222)","(1.7, 1.99, 1.955)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:23.615579,"(19.0, 48.0, 38.22222222222222)","(1.7, 1.99, 1.955)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:24.875969,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9209999999999998)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:26.140570,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9030864197530863)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:27.368680,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9030864197530863)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:28.634283,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9127777777777777)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:29.881455,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.9127777777777777)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:31.079654,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.921006289308176)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:32.216963,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.921006289308176)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 52.23529411764706)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
07-12-2022 20:12:33.395594,"(19.0, 48.0, 38.22222222222222)","(1.7, 2.0, 1.921006289308176)","(101.0, 650.0, 430.0)","(9.0, 11.5, 9.783870967741935)","(2.6, 3.35, 3.29)","(17.0, 60.0, 44.0)","(91.0, 650.0, 570.0)","(12.0, 27.0, 22.547619047619047)"
