,Opawa Kyle,Opawa Warrior,Zipping Chassis,Nighthawk Jet,Diamond Alex,Iced Mocha,Know Grizzles,Diamond Neena
08-12-2022 13:27:17.303004,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.2, 7.066666666666666)","(12.0, 30.0, 25.571428571428573)","(10.0, 22.0, 18.34285714285714)","(21.0, 240.0, 118.5)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:27:18.493597,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 25.571428571428573)","(10.0, 22.0, 18.34285714285714)","(21.0, 240.0, 118.5)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:27:19.716631,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.833333333333336)","(10.0, 22.0, 13.600000000000001)","(21.0, 240.0, 118.5)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:27:20.910810,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.333333333333336)","(10.0, 22.0, 13.600000000000001)","(21.0, 240.0, 118.5)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:27:22.103373,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 27.46153846153846)","(10.0, 22.0, 13.600000000000001)","(21.0, 240.0, 118.5)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:27:23.285514,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.333333333333336)","(10.0, 22.0, 13.933333333333334)","(21.0, 240.0, 118.5)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:27:24.515630,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.333333333333336)","(10.0, 23.0, 13.933333333333334)","(21.0, 240.0, 118.5)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:27:25.707374,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 27.46153846153846)","(10.0, 23.0, 13.933333333333334)","(21.0, 240.0, 118.5)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:27:27.094168,"(6.5, 13.0, 10.733333333333334)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 27.46153846153846)","(10.0, 23.0, 13.933333333333334)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 90.0, 33.09090909090909)"
08-12-2022 13:27:28.335573,"(6.5, 13.0, 12.175)","(2.0, 2.52, 2.4575)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.833333333333336)","(10.0, 23.0, 13.933333333333334)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:29.465353,"(6.5, 13.0, 10.866666666666667)","(2.0, 2.52, 2.1546153846153846)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.833333333333336)","(10.0, 23.0, 13.933333333333334)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:30.790770,"(6.5, 13.0, 12.32)","(2.0, 2.5, 2.196842105263158)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 27.692307692307693)","(10.0, 23.0, 13.533333333333335)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:32.009842,"(6.5, 13.0, 12.32)","(2.0, 2.5, 2.196842105263158)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.2)","(10.0, 23.0, 21.4)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:33.269286,"(6.5, 13.0, 12.32)","(2.0, 2.5, 2.196842105263158)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.2)","(10.0, 23.0, 14.066666666666666)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:34.562780,"(6.5, 13.0, 12.32)","(2.0, 2.5, 2.196842105263158)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.333333333333336)","(10.0, 23.0, 14.066666666666666)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:35.776562,"(6.5, 13.0, 12.32)","(2.0, 2.5, 2.196842105263158)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.333333333333336)","(10.0, 23.0, 14.066666666666666)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:36.871893,"(6.5, 13.0, 12.32)","(2.0, 2.5, 2.196842105263158)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 24.333333333333336)","(10.0, 23.0, 14.066666666666666)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:37.979183,"(6.5, 13.0, 12.32)","(2.0, 2.5, 2.196842105263158)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 28.565217391304348)","(10.0, 23.0, 14.066666666666666)","(21.0, 240.0, 101.78571428571429)","(26.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:39.059980,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 28.565217391304348)","(10.0, 23.0, 14.066666666666666)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:40.287792,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 30.0, 26.166666666666664)","(10.0, 23.0, 14.066666666666666)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:41.509140,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 26.166666666666664)","(10.0, 23.0, 14.066666666666666)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:42.688429,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 26.166666666666664)","(10.0, 23.0, 14.066666666666666)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:43.947214,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 29.384615384615387)","(10.0, 23.0, 14.066666666666666)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:45.248008,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 29.384615384615387)","(10.0, 23.0, 14.066666666666666)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:46.486149,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 25.666666666666664)","(10.0, 23.0, 14.066666666666666)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 170.9090909090909)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:47.683133,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 25.666666666666664)","(10.0, 23.0, 14.066666666666666)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 247.74193548387095)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:48.899431,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 30.458333333333336)","(10.0, 22.0, 18.65)","(26.0, 240.0, 101.78571428571429)","(31.0, 290.0, 247.74193548387095)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:50.099997,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.325454545454545)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 29.153846153846153)","(10.0, 22.0, 13.333333333333332)","(26.0, 240.0, 138.63157894736844)","(31.0, 290.0, 203.0)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:51.179574,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.149230769230769)","(3.0, 9.0, 7.066666666666666)","(12.0, 32.0, 29.153846153846153)","(10.0, 22.0, 13.333333333333332)","(26.0, 240.0, 173.58620689655172)","(31.0, 290.0, 73.33333333333334)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:52.330167,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.149230769230769)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 27.375)","(10.0, 22.0, 13.866666666666667)","(26.0, 240.0, 48.3)","(31.0, 290.0, 73.33333333333334)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:53.616400,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.1444444444444444)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 26.0)","(10.0, 22.0, 13.866666666666667)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:54.868291,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.1444444444444444)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 26.0)","(10.0, 22.0, 12.494736842105263)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:56.118206,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.1444444444444444)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 26.0)","(10.0, 13.0, 12.494736842105263)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 80.0, 33.09090909090909)"
08-12-2022 13:27:57.271048,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.1444444444444444)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 25.666666666666664)","(10.0, 13.0, 12.307692307692308)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 80.0, 37.8125)"
08-12-2022 13:27:58.452089,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.1444444444444444)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 29.153846153846153)","(10.0, 13.0, 12.307692307692308)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 75.0, 37.8125)"
08-12-2022 13:27:59.632285,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.1444444444444444)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 30.391304347826086)","(10.0, 13.0, 12.307692307692308)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 75.0, 37.8125)"
08-12-2022 13:28:00.901470,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 30.391304347826086)","(10.0, 13.0, 12.494736842105263)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 75.0, 37.8125)"
08-12-2022 13:28:02.278512,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 25.666666666666664)","(10.0, 13.0, 12.307692307692308)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 75.0, 37.8125)"
08-12-2022 13:28:03.636280,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 9.0, 5.714285714285714)","(12.0, 32.0, 29.153846153846153)","(10.0, 13.0, 12.307692307692308)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 75.0, 31.727272727272727)"
08-12-2022 13:28:05.082187,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 9.0, 5.083333333333334)","(12.0, 32.0, 28.727272727272727)","(10.0, 13.0, 13.076923076923077)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 75.0, 31.727272727272727)"
08-12-2022 13:28:06.410658,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.083333333333334)","(12.0, 32.0, 28.727272727272727)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 73.33333333333334)","(17.0, 75.0, 31.727272727272727)"
08-12-2022 13:28:07.715238,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.083333333333334)","(12.0, 32.0, 28.727272727272727)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 290.0, 74.28571428571428)","(17.0, 75.0, 31.727272727272727)"
08-12-2022 13:28:09.002003,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.083333333333334)","(12.0, 32.0, 26.333333333333336)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 340.0, 175.0)","(17.0, 75.0, 31.727272727272727)"
08-12-2022 13:28:10.325003,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 6.566666666666666)","(12.0, 32.0, 26.333333333333336)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 75.0, 41.5625)"
08-12-2022 13:28:11.614622,"(6.0, 13.0, 12.32)","(2.0, 2.5, 2.166086956521739)","(3.0, 7.0, 6.566666666666666)","(12.0, 32.0, 26.333333333333336)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 85.0, 41.5625)"
08-12-2022 13:28:12.822171,"(6.0, 13.0, 12.4)","(2.0, 2.5, 2.166086956521739)","(3.0, 7.2, 6.88846153846154)","(12.0, 32.0, 26.333333333333336)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 85.0, 41.5625)"
08-12-2022 13:28:14.058359,"(6.0, 13.0, 12.4)","(2.0, 2.5, 2.166086956521739)","(3.0, 7.4, 6.0)","(12.0, 32.0, 25.666666666666664)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 85.0, 41.5625)"
08-12-2022 13:28:15.318670,"(6.0, 13.0, 10.733333333333334)","(2.0, 2.5, 2.166086956521739)","(3.0, 8.8, 4.550000000000001)","(12.0, 32.0, 24.25)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 85.0, 41.5625)"
08-12-2022 13:28:16.554624,"(6.0, 13.0, 12.633333333333333)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 4.550000000000001)","(12.0, 32.0, 24.25)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 85.0, 41.5625)"
08-12-2022 13:28:17.794774,"(6.0, 13.0, 12.633333333333333)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 4.550000000000001)","(12.0, 32.0, 24.25)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 85.0, 45.3125)"
08-12-2022 13:28:19.037783,"(6.0, 13.0, 12.633333333333333)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 29.153846153846153)","(10.0, 14.0, 13.336842105263159)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 95.0, 45.3125)"
08-12-2022 13:28:20.307433,"(6.0, 13.0, 12.633333333333333)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 24.4)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 95.0, 45.3125)"
08-12-2022 13:28:21.576083,"(6.0, 14.0, 12.311111111111112)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 29.466666666666665)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:22.824040,"(6.0, 14.0, 12.766666666666666)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 29.466666666666665)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:24.044443,"(6.0, 14.0, 12.766666666666666)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 25.666666666666664)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:25.273733,"(6.0, 13.5, 12.96923076923077)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 25.666666666666664)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 306.8181818181818)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:26.590166,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 26.0)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 306.8181818181818)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:27.909336,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 29.083333333333332)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:29.225062,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 25.2)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:30.478619,"(6.0, 13.5, 12.666666666666668)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 32.0, 35.25)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:31.744828,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 42.0, 33.6)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:33.100013,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 46.0, 33.6)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:34.405057,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 46.0, 39.25)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:35.764547,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 44.0, 39.25)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 306.8181818181818)","(17.0, 95.0, 37.18181818181819)"
08-12-2022 13:28:37.344210,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.078260869565217)","(12.0, 44.0, 34.5)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 306.8181818181818)","(17.0, 95.0, 43.4375)"
08-12-2022 13:28:38.859798,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 4.71875)","(12.0, 44.0, 34.5)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 90.0, 43.4375)"
08-12-2022 13:28:40.124068,"(6.0, 13.5, 11.2)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 39.333333333333336)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:41.401660,"(6.0, 13.5, 12.6125)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 39.333333333333336)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:42.593485,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 32.8)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:43.886638,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 32.4)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 295.83333333333337)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:45.194147,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 39.25)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:46.396348,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 41.40909090909091)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 175.0)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:47.686730,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 37.0)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 320.0, 222.5)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:49.003003,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 34.83333333333333)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 310.0, 256.1538461538462)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:50.248506,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 30.25)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 310.0, 222.5)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:51.590239,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 39.5)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 310.0, 76.66666666666666)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:52.933151,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 39.5)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 310.0, 222.5)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:54.277022,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 5.025)","(12.0, 44.0, 34.33333333333333)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 310.0, 222.5)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:55.620695,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 4.886842105263158)","(12.0, 44.0, 34.33333333333333)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 310.0, 222.5)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:56.802201,"(6.0, 13.5, 12.79)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 4.905263157894737)","(12.0, 44.0, 34.33333333333333)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 310.0, 76.66666666666666)","(17.0, 90.0, 35.81818181818181)"
08-12-2022 13:28:58.037819,"(6.0, 14.0, 12.618181818181819)","(2.0, 2.5, 2.166086956521739)","(3.0, 5.9, 4.905263157894737)","(12.0, 44.0, 36.0)","(10.0, 14.0, 13.370000000000001)","(26.0, 240.0, 65.72727272727272)","(31.0, 310.0, 222.5)","(17.0, 90.0, 35.81818181818181)"
