,Irish Brandy,Demolition,Cherries On Fire,Towering Star,Go Diablo,Juicy Que,Easy Street,Faux Allie
07-01-2023 09:40:25.163618,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.1, 3.435)","(4.4, 7.6, 4.964705882352941)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:26.429732,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.1, 3.6875)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:27.742822,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.24)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:28.940049,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 4.9, 4.24)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:30.149467,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:31.408314,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:32.652953,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:33.976738,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:35.294061,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:36.568874,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:37.680709,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:38.809016,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.88888888888889)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:40.004569,"(3.6, 6.0, 4.436)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 4.88235294117647)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.375)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:41.204156,"(3.6, 5.9, 5.460000000000001)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.6, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.375)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:42.390200,"(3.6, 5.9, 5.460000000000001)","(20.0, 160.0, 80.6875)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.375)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:43.558616,"(3.6, 5.9, 5.460000000000001)","(20.0, 160.0, 54.625)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.375)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:44.748520,"(3.6, 5.9, 5.460000000000001)","(20.0, 160.0, 54.625)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 13.0, 9.375)","(11.0, 20.0, 17.142857142857142)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:40:46.148487,"(3.6, 5.9, 4.775)","(20.0, 160.0, 54.625)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 21.5)","(5.5, 13.0, 9.375)","(11.0, 20.0, 18.333333333333336)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:47.442284,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 72.1875)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 21.5)","(5.5, 13.0, 9.375)","(11.0, 20.0, 18.333333333333336)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:48.799206,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 21.5)","(5.5, 13.0, 6.363636363636363)","(11.0, 20.0, 18.333333333333336)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:50.349461,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 21.5)","(5.5, 13.0, 10.16)","(11.0, 20.0, 18.333333333333336)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:51.983136,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 13.0, 10.925)","(11.0, 20.0, 18.333333333333336)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:53.250223,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.7375)","(11.0, 20.0, 19.263157894736842)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:54.572622,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.7375)","(11.0, 21.0, 19.263157894736842)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:55.855649,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.7375)","(11.0, 21.0, 19.263157894736842)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:57.059533,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.7375)","(11.0, 21.0, 19.263157894736842)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:58.334725,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.7375)","(11.0, 21.0, 19.263157894736842)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:40:59.592500,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.844444444444445)","(11.0, 21.0, 19.263157894736842)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:41:00.828638,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.98181818181818)","(11.0, 21.0, 19.166666666666668)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:41:02.066347,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.742857142857144)","(11.0, 21.0, 19.166666666666668)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:41:03.235727,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 18.22222222222222)","(5.5, 12.5, 11.742857142857144)","(11.0, 21.0, 19.166666666666668)","(9.0, 18.0, 16.044444444444444)"
07-01-2023 09:41:04.347155,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 12.5, 8.85)","(11.0, 21.0, 19.166666666666668)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:41:05.583463,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 9.4, 8.68888888888889)","(11.0, 21.0, 19.166666666666668)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:41:06.836575,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 59.642857142857146)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 19.166666666666668)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:41:07.965092,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 96.36363636363636)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 19.166666666666668)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:41:09.151797,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 96.36363636363636)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 19.705882352941178)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:41:10.366060,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 96.36363636363636)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 19.705882352941178)","(9.0, 18.0, 14.333333333333332)"
07-01-2023 09:41:11.472017,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 20.166666666666668)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 19.166666666666668)","(9.0, 18.0, 10.833333333333334)"
07-01-2023 09:41:12.784807,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 13.125)","(9.0, 18.0, 10.628571428571428)"
07-01-2023 09:41:14.061287,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 13.125)","(9.0, 18.0, 13.45)"
07-01-2023 09:41:15.265245,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:16.487288,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 9.4, 8.907692307692308)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:17.653310,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 9.4, 9.683333333333334)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:18.749211,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.575)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:19.993638,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.6)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:21.241517,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.6)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:22.450630,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.6)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:23.585996,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.6)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:24.737587,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.6)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:25.894930,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.6)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:27.024796,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.6)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:41:28.229102,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 9.6)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:29.429346,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 10.0, 7.85)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:30.595623,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 12.5, 7.0600000000000005)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:31.766977,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 81.25)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 17.875)","(5.5, 12.5, 9.9)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:32.876201,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 15.583333333333334)","(5.5, 12.5, 8.785714285714285)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:33.940313,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 15.583333333333334)","(5.5, 12.5, 8.785714285714285)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:35.057757,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 15.583333333333334)","(5.5, 12.5, 8.785714285714285)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:36.241865,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 15.583333333333334)","(5.5, 12.5, 8.785714285714285)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:37.429147,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 15.583333333333334)","(5.5, 12.5, 8.785714285714285)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:38.567038,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 15.583333333333334)","(5.5, 12.5, 8.785714285714285)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:39.765653,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 12.5, 11.036363636363637)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:40.804987,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.5, 11.036363636363637)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:41.933059,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.5, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:43.122952,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:44.341639,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:45.577263,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:46.781007,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:47.972676,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:49.156166,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:50.395344,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:51.641435,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.955555555555556)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:52.903179,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 7.50909090909091)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:54.113309,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 7.50909090909091)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:55.230509,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.19999999999999)","(3.2, 5.0, 4.3)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 7.50909090909091)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.666666666666668)"
07-01-2023 09:41:56.480833,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.8)","(3.2, 5.0, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.546666666666667)","(11.0, 21.0, 13.125)","(9.0, 17.0, 10.583333333333334)"
07-01-2023 09:41:57.747193,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.8)","(3.2, 4.9, 4.18)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.8)","(11.0, 21.0, 13.125)","(9.0, 16.5, 11.6)"
07-01-2023 09:41:59.000412,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.8)","(3.2, 4.8, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.8)","(11.0, 21.0, 13.125)","(9.0, 16.0, 11.6)"
07-01-2023 09:42:00.234692,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.8)","(3.2, 4.9, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.8)","(11.0, 21.0, 13.125)","(9.0, 16.0, 11.6)"
07-01-2023 09:42:01.500671,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.8)","(3.2, 4.9, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.8)","(11.0, 21.0, 13.125)","(9.0, 16.0, 13.45)"
07-01-2023 09:42:02.777447,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 77.8)","(3.2, 4.9, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.8)","(11.0, 21.0, 13.125)","(9.0, 17.5, 11.425)"
07-01-2023 09:42:03.948361,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 62.142857142857146)","(3.2, 4.9, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 7.50909090909091)","(11.0, 21.0, 13.125)","(9.0, 17.5, 11.425)"
07-01-2023 09:42:05.200391,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 62.142857142857146)","(3.2, 4.9, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 7.8)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:42:06.499858,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 62.142857142857146)","(3.2, 4.9, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 7.923076923076923)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:42:07.829975,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 62.142857142857146)","(3.2, 4.9, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.440000000000001)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
07-01-2023 09:42:09.063404,"(3.6, 5.9, 5.257142857142858)","(20.0, 160.0, 62.142857142857146)","(3.2, 4.9, 3.6625)","(4.4, 7.4, 6.625)","(13.0, 26.0, 14.75)","(5.5, 11.0, 8.440000000000001)","(11.0, 21.0, 13.125)","(9.0, 17.5, 13.45)"
