,Irish Brandy,Demolition,Cherries On Fire,Towering Star,Go Diablo,Juicy Que,Easy Street,Faux Allie
07-01-2023 09:26:23.841383,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:24.897803,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:25.946976,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:26.944544,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:27.943628,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:28.925388,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:29.945756,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:30.970017,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:31.997714,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:32.956515,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:33.924101,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:34.957923,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:36.007884,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:37.075444,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:38.122420,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:39.202966,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:40.220482,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:41.273319,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:42.306446,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:43.584773,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:44.895410,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:46.066156,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:47.269532,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:48.461380,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:49.734798,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:50.999325,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:52.167603,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:53.311945,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:54.508814,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:55.602935,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:56.748626,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:57.929227,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:26:59.001575,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:00.088515,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:01.102428,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:02.125359,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:03.206307,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:04.375590,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:05.472980,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:06.559346,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:07.710933,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:08.698736,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:09.895876,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:11.039327,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.7)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:12.243645,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:13.475159,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:14.573711,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:15.697746,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:16.995022,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:18.129461,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:19.196418,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:20.468201,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:21.592463,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:22.797332,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:23.851747,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:24.900847,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:26.030229,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:27.035141,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:28.032327,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:29.149991,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:30.229818,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:31.398184,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 7.833333333333333)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:32.567977,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:33.708703,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:34.878321,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:35.967442,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:37.022457,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:38.051407,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:39.064001,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:40.101811,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:41.246729,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:42.308733,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:43.434281,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:44.650071,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:45.962564,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:47.112634,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:48.278851,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:49.328509,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:50.382351,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:51.498000,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:52.566472,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:53.560531,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:54.624468,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
07-01-2023 09:27:55.656435,"(3.6, 7.0, 3.8361111111111112)","(21.0, 65.0, 39.16666666666667)","(3.2, 5.2, 3.381818181818182)","(4.4, 8.0, 6.936)","(13.0, 27.0, 26.184210526315788)","(5.5, 11.5, 10.742857142857144)","(11.0, 24.0, 23.0)","(10.0, 19.0, 18.3875)"
