,Klimt Ride,Cherrys Cross,Sloe Gin Biz,Smoozer,Plunk,Sparkling Shire,Shea D Capture,Red Devolution,Cryptic Code
05-01-2023 13:03:29.429207,"(17.0, 21.0, 20.285714285714285)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.5)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.5, 16.166666666666668)","(4.2, 5.8, 5.699999999999999)","(7.0, 10.0, 9.995833333333334)","(10.0, 29.0, 23.3)"
05-01-2023 13:03:30.757527,"(17.0, 25.0, 22.2)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.5)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.5, 16.166666666666668)","(4.2, 5.8, 5.699999999999999)","(7.0, 10.5, 9.995833333333334)","(10.0, 29.0, 23.3)"
05-01-2023 13:03:32.082009,"(17.0, 25.0, 21.0)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.5)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.5, 16.166666666666668)","(4.2, 5.8, 5.699999999999999)","(7.0, 10.5, 9.995833333333334)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:33.504532,"(17.0, 25.0, 21.0)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.333333333333334)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.5, 16.166666666666668)","(4.2, 5.8, 5.699999999999999)","(7.0, 10.5, 9.995833333333334)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:34.761197,"(17.0, 25.0, 21.0)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.5)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.5, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:36.052773,"(17.0, 25.0, 21.0)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.5)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:37.264585,"(17.0, 25.0, 21.0)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.5)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:38.530113,"(17.0, 25.0, 21.0)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.528571428571428)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:40.104195,"(17.0, 24.0, 21.6)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.528571428571428)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:41.582890,"(17.0, 24.0, 21.6)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.52)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.995833333333334)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:42.937715,"(17.0, 24.0, 21.6)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.52)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 9.995833333333334)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:44.325724,"(17.0, 24.0, 21.6)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.314285714285715)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 10.096666666666668)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:45.765893,"(17.0, 24.0, 21.6)","(14.0, 26.0, 19.25)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.314285714285715)","(2.2, 3.1, 2.8987096774193546)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 10.096666666666668)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:47.194458,"(17.0, 24.0, 21.6)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.52)","(2.2, 3.1, 3.0236363636363635)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:48.639730,"(17.0, 24.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.5)","(2.2, 3.05, 3.0236363636363635)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:49.985777,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.5)","(2.2, 3.05, 3.0236363636363635)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:51.287801,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.5)","(2.2, 3.05, 3.0236363636363635)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:52.588495,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.5)","(2.2, 3.05, 3.0116666666666667)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:53.975073,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.5)","(2.2, 3.05, 2.8455555555555554)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 9.863157894736842)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:55.287134,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.5)","(2.2, 3.05, 2.8575)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 9.863157894736842)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:56.767900,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.8575)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 9.863157894736842)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:58.233448,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.74)","(2.2, 3.0, 2.9325)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.5, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:03:59.520491,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.5, 10.4)","(2.2, 3.0, 2.9325)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:04:01.010430,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.714285714285714)","(7.5, 11.0, 10.4)","(2.2, 3.0, 2.9325)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 23.6)"
05-01-2023 13:04:02.409461,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.466666666666667)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.8)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:03.908499,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.466666666666667)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 5.8, 5.7846153846153845)","(7.0, 10.0, 9.84)","(10.0, 29.0, 23.0)"
05-01-2023 13:04:05.417755,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.52)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.166666666666668)","(4.2, 5.8, 5.699999999999999)","(7.0, 10.0, 9.84)","(10.0, 29.0, 23.6)"
05-01-2023 13:04:06.968448,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.528571428571428)","(2.2, 3.0, 2.955)","(13.0, 17.5, 16.166666666666668)","(4.2, 5.8, 5.699999999999999)","(7.0, 10.0, 9.84)","(10.0, 29.0, 23.6)"
05-01-2023 13:04:08.204855,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.5, 16.166666666666668)","(4.2, 5.8, 5.699999999999999)","(7.0, 10.0, 9.78)","(10.0, 29.0, 23.6)"
05-01-2023 13:04:09.515942,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.5, 16.166666666666668)","(4.2, 5.8, 5.699999999999999)","(7.0, 10.5, 9.78)","(10.0, 29.0, 23.6)"
05-01-2023 13:04:10.866706,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.5, 16.285714285714285)","(4.2, 5.8, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 23.6)"
05-01-2023 13:04:12.124646,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:13.420521,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:14.652034,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:15.906992,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:17.359982,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.74)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:18.699727,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.74)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:20.016041,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 11.138095238095238)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:21.265889,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 11.138095238095238)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:22.827803,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.4)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:24.176805,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.528571428571428)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:25.528772,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.528571428571428)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:26.875293,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:28.282931,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 11.014285714285714)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:29.574942,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 11.014285714285714)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 5.933333333333334)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:30.884344,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 11.014285714285714)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:32.208680,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:33.584920,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:34.864992,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:36.038909,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.714285714285714)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:37.256460,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.6)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:38.507720,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.0, 10.6)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:39.719878,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:40.964013,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:42.177419,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:43.402545,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:44.618725,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1375)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:45.745095,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:46.914690,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:48.105436,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:49.289339,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:50.472933,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:51.648316,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:52.885349,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:54.108474,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:55.378629,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:56.703293,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:58.029677,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:04:59.363488,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:05:00.603762,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.955)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.78)","(10.0, 29.0, 22.25)"
05-01-2023 13:05:01.855306,"(17.0, 23.0, 21.0)","(14.0, 26.0, 20.857142857142858)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.964)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.98)","(10.0, 29.0, 23.3)"
05-01-2023 13:05:03.085985,"(17.0, 30.0, 24.0)","(14.0, 26.0, 23.0)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 2.98, 2.9325)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.5, 9.9)","(10.0, 29.0, 22.25)"
05-01-2023 13:05:04.332069,"(17.0, 30.0, 24.0)","(14.0, 26.0, 21.428571428571427)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.9325)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.0, 9.9)","(10.0, 29.0, 22.25)"
05-01-2023 13:05:05.621294,"(17.0, 30.0, 24.0)","(14.0, 26.0, 21.428571428571427)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.9325)","(13.0, 17.0, 16.285714285714285)","(4.2, 6.4, 6.1)","(7.0, 10.0, 9.9)","(10.0, 29.0, 22.25)"
05-01-2023 13:05:06.848196,"(17.0, 30.0, 24.0)","(14.0, 26.0, 21.428571428571427)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.9325)","(13.0, 17.0, 16.583333333333332)","(4.2, 6.4, 6.1)","(7.0, 10.0, 9.9)","(10.0, 29.0, 22.25)"
05-01-2023 13:05:08.078103,"(17.0, 30.0, 24.0)","(14.0, 26.0, 21.428571428571427)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.642857142857142)","(2.2, 3.0, 2.8649999999999998)","(13.0, 17.0, 16.583333333333332)","(4.2, 6.4, 6.1)","(7.0, 10.0, 9.9)","(10.0, 29.0, 22.25)"
05-01-2023 13:05:09.314934,"(17.0, 30.0, 24.0)","(14.0, 26.0, 21.428571428571427)","(6.5, 11.0, 10.76)","(7.5, 11.5, 11.204347826086957)","(2.2, 3.0, 2.95)","(13.0, 17.0, 16.583333333333332)","(4.2, 6.4, 6.1)","(7.0, 10.0, 9.927272727272728)","(10.0, 29.0, 22.25)"
05-01-2023 13:05:10.562937,"(17.0, 30.0, 24.0)","(14.0, 26.0, 21.428571428571427)","(6.5, 11.0, 10.76)","(7.5, 11.5, 10.5)","(2.2, 3.0, 2.94)","(13.0, 17.0, 16.583333333333332)","(4.2, 6.4, 6.1)","(7.0, 10.0, 9.927272727272728)","(10.0, 29.0, 22.25)"
