,Acromantula,Beads,Moi Choux,Bitofmerit,Capital Flight,Deep Dive,Pink Carats,Premium Choice
07-01-2023 16:18:25.183161,"(5.0, 6.4, 6.251851851851852)","(6.5, 7.6, 7.292307692307692)","(11.0, 14.0, 13.96875)","(2.5, 3.1, 3.0783783783783782)","(6.0, 6.8, 6.666666666666666)","(19.0, 40.0, 35.07692307692308)","(16.0, 22.0, 20.90909090909091)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:26.828764,"(5.0, 6.4, 6.276923076923077)","(6.5, 7.6, 7.292307692307692)","(11.0, 14.0, 13.96875)","(2.5, 3.1, 3.0783783783783782)","(6.0, 6.8, 6.666666666666666)","(19.0, 40.0, 34.5)","(16.0, 22.0, 20.90909090909091)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:28.507945,"(5.0, 6.4, 6.276923076923077)","(6.5, 7.6, 7.292307692307692)","(11.0, 14.0, 13.972222222222221)","(2.5, 3.1, 3.0783783783783782)","(6.0, 6.8, 6.666666666666666)","(19.0, 40.0, 34.5)","(16.0, 22.0, 20.90909090909091)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:30.567743,"(5.0, 6.4, 6.276923076923077)","(6.5, 7.6, 7.292307692307692)","(11.0, 14.0, 13.972222222222221)","(2.5, 3.1, 3.0783783783783782)","(6.0, 6.8, 6.666666666666666)","(19.0, 40.0, 34.5)","(16.0, 22.0, 20.90909090909091)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:32.321939,"(5.0, 6.4, 6.276923076923077)","(6.5, 7.6, 7.24)","(11.0, 14.0, 13.970588235294118)","(2.5, 3.1, 3.0783783783783782)","(6.0, 6.8, 6.666666666666666)","(20.0, 40.0, 36.44444444444444)","(16.0, 22.0, 20.90909090909091)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:34.070333,"(5.0, 6.4, 6.276923076923077)","(6.5, 7.4, 7.24)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.1, 3.0783783783783782)","(6.0, 6.8, 6.666666666666666)","(20.0, 40.0, 38.15384615384615)","(16.0, 22.0, 20.90909090909091)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:36.074370,"(5.0, 6.4, 5.916836734693878)","(6.5, 7.4, 7.24)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.1, 3.061290322580645)","(6.0, 6.8, 6.666666666666666)","(20.0, 40.0, 38.15384615384615)","(16.0, 22.0, 20.90909090909091)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:37.580375,"(5.0, 6.0, 5.916836734693878)","(6.5, 7.4, 7.24)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.1, 3.061290322580645)","(6.0, 6.8, 6.666666666666666)","(20.0, 40.0, 38.15384615384615)","(16.0, 22.0, 20.90909090909091)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:38.966387,"(5.0, 5.9, 5.8352941176470585)","(6.5, 7.6, 7.236363636363636)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.1, 3.0679487179487177)","(6.0, 7.0, 6.728)","(20.0, 40.0, 37.42857142857143)","(16.0, 22.0, 21.25)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:40.371750,"(5.0, 5.9, 5.7956521739130435)","(6.5, 7.4, 7.254545454545455)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.15, 3.1392857142857142)","(6.0, 7.0, 6.907692307692308)","(20.0, 40.0, 38.0)","(16.0, 22.0, 21.142857142857142)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:41.989595,"(5.0, 5.8, 5.770491803278689)","(6.5, 7.4, 7.254545454545455)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.2, 3.1478260869565218)","(6.0, 7.0, 7.027692307692308)","(20.0, 40.0, 38.0)","(16.0, 22.0, 21.142857142857142)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:44.706390,"(5.0, 5.8, 5.763999999999999)","(6.5, 7.4, 7.254545454545455)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.2, 3.1863636363636365)","(6.0, 7.2, 6.9633802816901404)","(20.0, 40.0, 38.0)","(16.0, 22.0, 21.142857142857142)","(11.0, 13.5, 13.25)"
07-01-2023 16:18:46.190806,"(5.0, 5.8, 5.763999999999999)","(6.5, 7.4, 7.254545454545455)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.2, 3.1863636363636365)","(6.0, 7.2, 6.9633802816901404)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 19.785714285714285)","(11.0, 13.5, 13.192307692307692)"
07-01-2023 16:18:47.609857,"(5.0, 5.8, 5.764705882352941)","(6.5, 7.4, 7.254545454545455)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.2, 3.184615384615385)","(6.0, 7.2, 6.9633802816901404)","(20.0, 40.0, 38.714285714285715)","(16.0, 20.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:48.952760,"(5.0, 5.8, 5.782608695652174)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.2, 3.1392857142857142)","(6.0, 7.2, 6.9633802816901404)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:50.364916,"(5.0, 5.8, 5.782608695652174)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.970588235294118)","(2.6, 3.15, 3.1392857142857142)","(6.0, 7.2, 6.9633802816901404)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:51.782631,"(5.0, 5.8, 5.782608695652174)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.15, 3.1392857142857142)","(6.0, 7.2, 6.9633802816901404)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:53.201732,"(5.0, 5.8, 5.782608695652174)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.15, 3.1392857142857142)","(6.0, 7.2, 6.9633802816901404)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:54.653246,"(5.0, 5.8, 5.782608695652174)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.15, 3.1392857142857142)","(6.0, 7.2, 7.0588235294117645)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:55.978803,"(5.0, 5.8, 5.775757575757575)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.15, 3.1833333333333336)","(6.0, 7.2, 7.080851063829788)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:57.334123,"(5.0, 5.8, 5.775757575757575)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.1833333333333336)","(6.0, 7.2, 7.080851063829788)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:58.689757,"(5.0, 5.8, 5.775757575757575)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.1833333333333336)","(6.0, 7.2, 7.080851063829788)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 13.192307692307692)"
07-01-2023 16:18:59.991388,"(5.0, 5.8, 5.7384615384615385)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.1833333333333336)","(6.0, 7.2, 7.035294117647059)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 14.0, 12.714285714285714)"
07-01-2023 16:19:01.408145,"(5.0, 5.8, 5.7384615384615385)","(6.5, 7.4, 7.222222222222222)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.1806451612903226)","(6.0, 7.2, 7.035294117647059)","(20.0, 40.0, 38.714285714285715)","(16.0, 22.0, 20.666666666666668)","(11.0, 13.5, 13.038461538461538)"
07-01-2023 16:19:02.881569,"(5.0, 5.8, 5.7384615384615385)","(6.5, 7.4, 7.190476190476191)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.1806451612903226)","(6.0, 7.2, 7.035294117647059)","(20.0, 40.0, 38.0)","(16.0, 22.0, 20.666666666666668)","(11.0, 13.5, 13.038461538461538)"
07-01-2023 16:19:04.252501,"(5.0, 5.8, 5.7384615384615385)","(6.5, 7.4, 7.190476190476191)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.176923076923077)","(6.0, 7.2, 7.035294117647059)","(20.0, 40.0, 38.0)","(16.0, 22.0, 20.666666666666668)","(11.0, 13.5, 13.038461538461538)"
07-01-2023 16:19:05.669485,"(5.0, 5.8, 5.696428571428571)","(6.5, 7.4, 6.957142857142857)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.176923076923077)","(6.0, 7.2, 7.035294117647059)","(20.0, 40.0, 38.90909090909091)","(16.0, 22.0, 21.875)","(11.0, 13.5, 12.333333333333334)"
07-01-2023 16:19:06.995212,"(5.0, 5.9, 5.773333333333333)","(6.0, 7.0, 6.917460317460318)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.176923076923077)","(6.0, 7.2, 7.035294117647059)","(20.0, 40.0, 38.666666666666664)","(16.0, 22.0, 21.875)","(11.0, 13.0, 12.333333333333334)"
07-01-2023 16:19:08.280060,"(5.0, 5.9, 5.807142857142858)","(6.0, 7.0, 7.0476190476190474)","(11.0, 14.0, 13.772727272727273)","(2.6, 3.2, 3.176923076923077)","(6.0, 7.2, 6.921212121212121)","(20.0, 40.0, 38.666666666666664)","(16.0, 22.0, 21.875)","(11.0, 13.0, 12.243243243243244)"
07-01-2023 16:19:09.635331,"(5.0, 5.9, 5.846153846153846)","(6.0, 7.2, 6.923076923076923)","(11.0, 14.0, 13.714285714285714)","(2.6, 3.2, 3.176923076923077)","(6.0, 7.0, 6.921212121212121)","(20.0, 40.0, 38.666666666666664)","(16.0, 22.0, 21.875)","(11.0, 13.0, 12.151515151515152)"
07-01-2023 16:19:11.052260,"(5.0, 6.0, 5.92)","(6.0, 7.0, 6.875)","(11.0, 14.0, 13.714285714285714)","(2.6, 3.2, 3.176923076923077)","(6.0, 7.0, 6.921212121212121)","(20.0, 40.0, 38.666666666666664)","(16.0, 22.0, 21.875)","(11.0, 13.0, 12.125)"
07-01-2023 16:19:12.478913,"(5.0, 6.0, 5.92)","(6.0, 7.0, 6.875)","(11.0, 14.0, 13.714285714285714)","(2.6, 3.2, 3.176923076923077)","(6.0, 7.0, 6.921212121212121)","(20.0, 40.0, 38.666666666666664)","(16.0, 22.0, 21.875)","(11.0, 13.0, 12.125)"
07-01-2023 16:19:14.033007,"(5.0, 6.0, 5.92)","(6.0, 7.0, 6.875)","(11.0, 14.0, 13.714285714285714)","(2.6, 3.2, 3.1565934065934065)","(6.0, 7.0, 6.921212121212121)","(20.0, 40.0, 38.666666666666664)","(16.0, 22.0, 21.88888888888889)","(11.0, 13.0, 12.125)"
07-01-2023 16:19:15.600044,"(5.0, 6.0, 5.969230769230769)","(6.0, 7.0, 6.825)","(11.0, 14.0, 13.6)","(2.6, 3.25, 3.175)","(6.0, 7.0, 6.881818181818182)","(20.0, 40.0, 38.666666666666664)","(16.0, 22.0, 21.88888888888889)","(11.0, 13.0, 12.115384615384615)"
07-01-2023 16:19:17.189552,"(5.0, 6.2, 6.0058823529411764)","(6.0, 7.0, 6.825)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.2, 3.122872340425532)","(6.0, 7.0, 6.881818181818182)","(20.0, 40.0, 38.666666666666664)","(16.0, 22.0, 22.16)","(11.0, 12.5, 12.115384615384615)"
07-01-2023 16:19:18.854043,"(5.0, 6.2, 6.0058823529411764)","(6.0, 7.0, 6.825)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.122872340425532)","(6.0, 7.0, 6.881818181818182)","(20.0, 40.0, 38.666666666666664)","(16.0, 23.0, 22.16)","(11.0, 12.5, 12.115384615384615)"
07-01-2023 16:19:20.252586,"(5.0, 6.2, 6.0058823529411764)","(6.0, 7.0, 6.825)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.121348314606742)","(6.0, 7.0, 6.881818181818182)","(20.0, 40.0, 39.25)","(16.0, 23.0, 22.311475409836067)","(11.0, 12.5, 12.115384615384615)"
07-01-2023 16:19:21.748481,"(5.0, 6.2, 6.0058823529411764)","(6.0, 7.0, 6.825)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.121348314606742)","(6.0, 7.0, 6.815384615384615)","(20.0, 40.0, 39.6)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.115384615384615)"
07-01-2023 16:19:23.558266,"(5.0, 6.2, 6.0058823529411764)","(6.0, 7.0, 6.825)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.121348314606742)","(6.0, 7.0, 6.815384615384615)","(20.0, 40.0, 39.6)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.115384615384615)"
07-01-2023 16:19:24.918146,"(5.0, 6.2, 6.1312500000000005)","(6.0, 7.0, 6.825)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.121348314606742)","(6.0, 7.0, 6.815384615384615)","(20.0, 40.0, 39.63636363636364)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.051724137931034)"
07-01-2023 16:19:26.489174,"(5.0, 6.2, 6.175)","(6.0, 7.0, 6.699999999999999)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.121348314606742)","(6.0, 7.0, 6.8)","(20.0, 40.0, 39.63636363636364)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.051724137931034)"
07-01-2023 16:19:27.832265,"(5.0, 6.4, 6.288659793814433)","(6.0, 7.0, 6.699999999999999)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.121348314606742)","(6.0, 7.0, 6.763636363636364)","(20.0, 40.0, 39.63636363636364)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.051724137931034)"
07-01-2023 16:19:29.222558,"(5.0, 6.4, 6.072727272727273)","(6.0, 7.0, 6.699999999999999)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.121348314606742)","(6.0, 6.8, 6.766666666666667)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.035714285714286)"
07-01-2023 16:19:30.672205,"(5.0, 6.4, 6.236363636363636)","(6.0, 7.0, 6.64)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.121348314606742)","(6.0, 6.8, 6.766666666666667)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.035714285714286)"
07-01-2023 16:19:32.044424,"(5.0, 6.4, 6.275862068965518)","(6.0, 6.8, 6.64)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.104166666666667)","(6.0, 6.8, 6.8133333333333335)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.035714285714286)"
07-01-2023 16:19:33.448818,"(5.0, 6.4, 6.275862068965518)","(6.0, 6.8, 6.64)","(11.0, 14.0, 13.642857142857142)","(2.6, 3.15, 3.1025862068965515)","(6.0, 7.0, 6.8133333333333335)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.035714285714286)"
07-01-2023 16:19:35.006417,"(5.0, 6.4, 6.175757575757576)","(6.0, 6.8, 6.64)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.15, 3.1076923076923078)","(6.0, 7.0, 6.845454545454546)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 12.5, 12.205128205128204)"
07-01-2023 16:19:36.486315,"(5.0, 6.2, 6.301176470588236)","(6.0, 6.8, 6.64)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.15, 3.0914893617021275)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.205128205128204)"
07-01-2023 16:19:38.107133,"(5.0, 6.4, 6.301176470588236)","(6.0, 6.8, 6.64)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.15, 3.0914893617021275)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.205128205128204)"
07-01-2023 16:19:39.368363,"(5.0, 6.4, 6.301176470588236)","(6.0, 6.8, 6.644444444444444)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.15, 3.0914893617021275)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.205128205128204)"
07-01-2023 16:19:40.739624,"(5.0, 6.4, 6.301176470588236)","(6.0, 6.8, 6.644444444444444)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.15, 3.0914893617021275)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.0)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.205128205128204)"
07-01-2023 16:19:42.057024,"(5.0, 6.4, 6.255172413793104)","(6.0, 6.8, 6.644444444444444)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.1, 3.0628571428571427)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.714285714285715)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.279069767441861)"
07-01-2023 16:19:43.406152,"(5.0, 6.2, 6.159322033898305)","(6.0, 7.0, 6.727272727272727)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.1, 3.0628571428571427)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.714285714285715)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.670212765957446)"
07-01-2023 16:19:44.706157,"(5.0, 6.2, 6.159322033898305)","(6.0, 7.0, 6.727272727272727)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.1, 3.0628571428571427)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.714285714285715)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.70754716981132)"
07-01-2023 16:19:46.032748,"(5.0, 6.2, 6.092307692307692)","(6.0, 7.0, 6.727272727272727)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.1, 3.0628571428571427)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.714285714285715)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.70754716981132)"
07-01-2023 16:19:47.305885,"(5.0, 6.2, 6.085714285714285)","(6.0, 7.0, 6.727272727272727)","(11.0, 14.0, 13.833333333333334)","(2.6, 3.1, 3.0628571428571427)","(6.0, 7.0, 6.816216216216216)","(20.0, 40.0, 39.714285714285715)","(16.0, 23.0, 22.25)","(11.0, 13.0, 12.70754716981132)"
07-01-2023 16:19:48.617232,"(5.0, 6.2, 6.085714285714285)","(6.0, 7.0, 6.7555555555555555)","(11.0, 14.0, 13.875)","(2.6, 3.1, 3.1107142857142858)","(6.0, 7.0, 6.8352941176470585)","(20.0, 40.0, 44.666666666666664)","(16.0, 23.0, 22.272727272727273)","(11.0, 13.0, 12.729166666666666)"
07-01-2023 16:19:49.944143,"(5.0, 5.9, 5.793333333333334)","(6.0, 7.0, 6.633333333333333)","(11.0, 14.5, 13.6)","(2.6, 3.15, 3.129032258064516)","(6.0, 7.0, 6.8352941176470585)","(20.0, 48.0, 48.0)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.74)"
07-01-2023 16:19:51.226657,"(5.0, 5.9, 5.8125)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.625)","(2.6, 3.15, 3.129032258064516)","(6.0, 7.0, 6.8352941176470585)","(20.0, 50.0, 48.0)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.86111111111111)"
07-01-2023 16:19:52.588419,"(5.0, 5.9, 5.8125)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.625)","(2.6, 3.15, 3.129032258064516)","(6.0, 7.0, 6.8352941176470585)","(20.0, 50.0, 48.0)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.86111111111111)"
07-01-2023 16:19:53.811952,"(5.0, 5.9, 5.8125)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.625)","(2.6, 3.15, 3.129032258064516)","(6.0, 7.0, 6.8352941176470585)","(20.0, 50.0, 48.0)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.9)"
07-01-2023 16:19:54.983271,"(5.0, 5.9, 5.804545454545455)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.625)","(2.6, 3.15, 3.129032258064516)","(6.0, 7.0, 6.8352941176470585)","(20.0, 50.0, 46.666666666666664)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.9)"
07-01-2023 16:19:56.214679,"(5.0, 5.9, 5.804545454545455)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.15, 3.129032258064516)","(6.0, 7.0, 6.8352941176470585)","(20.0, 50.0, 46.666666666666664)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.9)"
07-01-2023 16:19:57.416385,"(5.0, 5.9, 5.804545454545455)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.15, 3.129032258064516)","(6.0, 7.0, 6.8352941176470585)","(20.0, 50.0, 46.666666666666664)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.9)"
07-01-2023 16:19:58.601698,"(5.0, 5.9, 5.804545454545455)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.15, 3.142857142857143)","(6.0, 7.0, 6.685714285714285)","(20.0, 50.0, 46.666666666666664)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:19:59.864523,"(5.0, 5.9, 5.804545454545455)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.15, 3.142857142857143)","(6.0, 6.8, 6.670967741935484)","(20.0, 50.0, 46.666666666666664)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:20:01.016602,"(5.0, 5.9, 5.804545454545455)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.15, 3.142857142857143)","(6.0, 6.8, 6.670967741935484)","(20.0, 50.0, 46.666666666666664)","(16.0, 23.0, 22.5)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:20:02.111741,"(5.0, 5.9, 5.804545454545455)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.15, 3.1655172413793102)","(6.0, 6.8, 6.553846153846154)","(20.0, 50.0, 46.666666666666664)","(16.0, 23.0, 22.625)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:20:03.277275,"(5.0, 5.9, 5.811111111111111)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.2, 3.1655172413793102)","(6.0, 6.6, 6.563265306122449)","(20.0, 50.0, 46.666666666666664)","(16.0, 23.0, 22.625)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:20:04.445285,"(5.0, 5.9, 5.811111111111111)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.2, 3.158333333333333)","(6.0, 6.6, 6.563265306122449)","(20.0, 50.0, 47.2)","(16.0, 23.0, 23.210526315789473)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:20:05.531733,"(5.0, 5.9, 5.825)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 13.6)","(2.6, 3.2, 3.158333333333333)","(6.0, 6.6, 6.5702127659574465)","(20.0, 50.0, 42.857142857142854)","(16.0, 24.0, 23.210526315789473)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:20:06.734863,"(5.0, 5.9, 5.8076923076923075)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 14.06)","(2.6, 3.2, 3.1615384615384614)","(6.0, 6.6, 6.565853658536585)","(20.0, 48.0, 42.857142857142854)","(16.0, 24.0, 23.210526315789473)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:20:07.945974,"(5.0, 6.0, 5.806060606060606)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 14.06)","(2.6, 3.2, 3.1615384615384614)","(6.0, 6.6, 6.565853658536585)","(20.0, 48.0, 44.8)","(16.0, 24.0, 23.210526315789473)","(11.0, 13.0, 12.833333333333334)"
07-01-2023 16:20:09.059201,"(5.0, 6.0, 5.825531914893617)","(6.0, 7.0, 6.816666666666666)","(11.0, 14.5, 14.166666666666666)","(2.6, 3.2, 3.1875)","(6.0, 6.6, 6.565853658536585)","(20.0, 46.0, 43.142857142857146)","(16.0, 24.0, 22.6875)","(11.0, 13.0, 12.804347826086957)"
07-01-2023 16:20:10.166071,"(5.0, 6.0, 5.930769230769231)","(6.0, 6.6, 6.571428571428571)","(11.0, 14.5, 14.181818181818182)","(2.6, 3.25, 3.1875)","(6.0, 6.6, 6.565853658536585)","(20.0, 46.0, 43.142857142857146)","(16.0, 23.0, 22.6875)","(11.0, 13.0, 12.804347826086957)"
07-01-2023 16:20:11.370880,"(5.5, 6.0, 5.938095238095238)","(6.0, 6.6, 6.571428571428571)","(11.0, 14.5, 14.166666666666666)","(2.6, 3.25, 3.1875)","(6.0, 6.8, 6.4375)","(21.0, 48.0, 46.0)","(16.0, 23.0, 22.705882352941178)","(11.0, 13.0, 12.763157894736842)"
07-01-2023 16:20:12.397354,"(5.5, 6.0, 5.926666666666667)","(6.0, 6.6, 6.595833333333333)","(11.0, 14.5, 14.181818181818182)","(2.6, 3.25, 3.2044247787610622)","(6.0, 6.8, 6.6187499999999995)","(21.0, 48.0, 46.0)","(16.0, 23.0, 22.705882352941178)","(11.0, 13.0, 12.763157894736842)"
07-01-2023 16:20:13.528799,"(5.5, 6.0, 5.926666666666667)","(6.0, 6.6, 6.595833333333333)","(11.0, 14.5, 14.181818181818182)","(2.6, 3.25, 3.2044247787610622)","(6.0, 6.8, 6.6187499999999995)","(21.0, 48.0, 46.0)","(16.0, 23.0, 22.705882352941178)","(11.0, 13.0, 12.763157894736842)"
07-01-2023 16:20:14.758763,"(5.5, 5.9, 5.866666666666667)","(6.0, 6.8, 6.708771929824561)","(11.0, 14.5, 14.25)","(2.6, 3.25, 3.191958041958042)","(6.0, 6.8, 6.589090909090909)","(21.0, 48.0, 46.0)","(16.0, 23.0, 22.6875)","(11.0, 13.0, 12.826923076923077)"
07-01-2023 16:20:15.841364,"(5.5, 5.9, 5.866666666666667)","(6.0, 6.8, 6.708771929824561)","(11.0, 14.5, 14.25)","(2.6, 3.25, 3.2063157894736842)","(6.0, 6.8, 6.647368421052631)","(21.0, 48.0, 46.0)","(16.0, 23.0, 22.705882352941178)","(11.0, 13.0, 12.8125)"
07-01-2023 16:20:17.037388,"(5.5, 5.9, 5.807142857142857)","(6.0, 6.8, 6.614285714285714)","(11.0, 14.5, 14.23076923076923)","(2.6, 3.25, 3.2063157894736842)","(6.0, 6.8, 6.647368421052631)","(21.0, 48.0, 46.0)","(16.0, 23.0, 22.791666666666668)","(11.0, 13.0, 12.8125)"
