,Skedaddle Shelly,Always Done,Black Redeemer,Valencia Bale,Winry Bale,Revolver Twist,Tick It Off,Kick It Home
127,"[datetime.datetime(2022, 11, 28, 18, 6, 56, 207037), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 6, 56, 207037), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 6, 56, 207037), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 6, 56, 207037), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 6, 56, 207037), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 6, 56, 207037), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 6, 56, 207037), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 6, 56, 207037), 4.4, 8.2]"
128,"[datetime.datetime(2022, 11, 28, 18, 6, 57, 376364), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 6, 57, 376364), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 6, 57, 376364), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 6, 57, 376364), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 6, 57, 376364), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 6, 57, 376364), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 6, 57, 376364), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 6, 57, 376364), 4.4, 8.2]"
129,"[datetime.datetime(2022, 11, 28, 18, 6, 58, 576577), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 6, 58, 576577), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 6, 58, 576577), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 6, 58, 576577), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 6, 58, 576577), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 6, 58, 576577), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 6, 58, 576577), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 6, 58, 576577), 4.4, 8.2]"
130,"[datetime.datetime(2022, 11, 28, 18, 6, 59, 772865), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 6, 59, 772865), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 6, 59, 772865), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 6, 59, 772865), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 6, 59, 772865), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 6, 59, 772865), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 6, 59, 772865), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 6, 59, 772865), 4.4, 8.2]"
131,"[datetime.datetime(2022, 11, 28, 18, 7, 0, 987782), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 0, 987782), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 0, 987782), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 0, 987782), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 0, 987782), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 0, 987782), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 0, 987782), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 0, 987782), 4.4, 8.2]"
132,"[datetime.datetime(2022, 11, 28, 18, 7, 2, 177790), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 2, 177790), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 2, 177790), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 2, 177790), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 2, 177790), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 2, 177790), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 2, 177790), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 2, 177790), 4.4, 8.2]"
133,"[datetime.datetime(2022, 11, 28, 18, 7, 3, 340374), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 3, 340374), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 3, 340374), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 3, 340374), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 3, 340374), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 3, 340374), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 3, 340374), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 3, 340374), 4.4, 8.2]"
134,"[datetime.datetime(2022, 11, 28, 18, 7, 4, 512949), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 4, 512949), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 4, 512949), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 4, 512949), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 4, 512949), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 4, 512949), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 4, 512949), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 4, 512949), 4.4, 8.2]"
135,"[datetime.datetime(2022, 11, 28, 18, 7, 5, 694340), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 5, 694340), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 5, 694340), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 5, 694340), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 5, 694340), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 5, 694340), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 5, 694340), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 5, 694340), 4.4, 8.2]"
136,"[datetime.datetime(2022, 11, 28, 18, 7, 6, 871280), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 6, 871280), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 6, 871280), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 6, 871280), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 6, 871280), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 6, 871280), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 6, 871280), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 6, 871280), 4.4, 8.2]"
137,"[datetime.datetime(2022, 11, 28, 18, 7, 8, 52151), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 8, 52151), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 8, 52151), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 8, 52151), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 8, 52151), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 8, 52151), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 8, 52151), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 8, 52151), 4.4, 8.2]"
138,"[datetime.datetime(2022, 11, 28, 18, 7, 9, 203479), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 9, 203479), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 9, 203479), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 9, 203479), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 9, 203479), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 9, 203479), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 9, 203479), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 9, 203479), 4.4, 8.2]"
139,"[datetime.datetime(2022, 11, 28, 18, 7, 10, 360270), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 10, 360270), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 10, 360270), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 10, 360270), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 10, 360270), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 10, 360270), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 10, 360270), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 10, 360270), 4.4, 8.2]"
140,"[datetime.datetime(2022, 11, 28, 18, 7, 11, 512055), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 11, 512055), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 11, 512055), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 11, 512055), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 11, 512055), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 11, 512055), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 11, 512055), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 11, 512055), 4.4, 8.2]"
141,"[datetime.datetime(2022, 11, 28, 18, 7, 12, 689426), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 12, 689426), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 12, 689426), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 12, 689426), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 12, 689426), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 12, 689426), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 12, 689426), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 12, 689426), 4.4, 8.2]"
142,"[datetime.datetime(2022, 11, 28, 18, 7, 13, 870293), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 13, 870293), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 13, 870293), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 13, 870293), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 13, 870293), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 13, 870293), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 13, 870293), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 13, 870293), 4.4, 8.2]"
143,"[datetime.datetime(2022, 11, 28, 18, 7, 15, 70160), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 15, 70160), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 15, 70160), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 15, 70160), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 15, 70160), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 15, 70160), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 15, 70160), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 15, 70160), 4.4, 8.2]"
144,"[datetime.datetime(2022, 11, 28, 18, 7, 16, 308013), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 16, 308013), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 16, 308013), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 16, 308013), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 16, 308013), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 16, 308013), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 16, 308013), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 16, 308013), 4.4, 8.4]"
145,"[datetime.datetime(2022, 11, 28, 18, 7, 17, 510983), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 17, 510983), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 17, 510983), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 17, 510983), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 17, 510983), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 17, 510983), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 17, 510983), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 17, 510983), 4.4, 8.4]"
146,"[datetime.datetime(2022, 11, 28, 18, 7, 18, 721305), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 18, 721305), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 18, 721305), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 18, 721305), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 18, 721305), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 18, 721305), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 18, 721305), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 18, 721305), 4.4, 8.4]"
147,"[datetime.datetime(2022, 11, 28, 18, 7, 19, 904437), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 19, 904437), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 19, 904437), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 19, 904437), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 19, 904437), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 19, 904437), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 19, 904437), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 19, 904437), 4.4, 8.4]"
148,"[datetime.datetime(2022, 11, 28, 18, 7, 21, 92370), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 21, 92370), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 21, 92370), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 21, 92370), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 21, 92370), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 21, 92370), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 21, 92370), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 21, 92370), 4.4, 8.4]"
149,"[datetime.datetime(2022, 11, 28, 18, 7, 22, 244060), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 22, 244060), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 22, 244060), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 22, 244060), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 22, 244060), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 22, 244060), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 22, 244060), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 22, 244060), 4.4, 8.4]"
150,"[datetime.datetime(2022, 11, 28, 18, 7, 23, 401113), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 23, 401113), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 23, 401113), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 23, 401113), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 23, 401113), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 23, 401113), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 23, 401113), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 23, 401113), 4.4, 8.4]"
151,"[datetime.datetime(2022, 11, 28, 18, 7, 24, 559654), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 24, 559654), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 24, 559654), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 24, 559654), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 24, 559654), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 24, 559654), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 24, 559654), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 24, 559654), 4.4, 8.4]"
152,"[datetime.datetime(2022, 11, 28, 18, 7, 25, 749174), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 25, 749174), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 25, 749174), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 25, 749174), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 25, 749174), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 25, 749174), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 25, 749174), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 25, 749174), 4.4, 8.4]"
153,"[datetime.datetime(2022, 11, 28, 18, 7, 26, 923682), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 26, 923682), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 26, 923682), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 26, 923682), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 26, 923682), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 26, 923682), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 26, 923682), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 26, 923682), 4.4, 8.4]"
154,"[datetime.datetime(2022, 11, 28, 18, 7, 28, 102376), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 28, 102376), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 28, 102376), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 28, 102376), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 28, 102376), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 28, 102376), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 28, 102376), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 28, 102376), 4.4, 8.4]"
155,"[datetime.datetime(2022, 11, 28, 18, 7, 29, 287162), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 29, 287162), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 29, 287162), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 29, 287162), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 29, 287162), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 29, 287162), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 29, 287162), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 29, 287162), 4.4, 8.4]"
156,"[datetime.datetime(2022, 11, 28, 18, 7, 30, 526703), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 30, 526703), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 30, 526703), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 30, 526703), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 30, 526703), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 30, 526703), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 30, 526703), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 30, 526703), 4.4, 8.4]"
157,"[datetime.datetime(2022, 11, 28, 18, 7, 31, 764304), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 31, 764304), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 31, 764304), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 31, 764304), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 31, 764304), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 31, 764304), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 31, 764304), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 31, 764304), 4.4, 8.4]"
158,"[datetime.datetime(2022, 11, 28, 18, 7, 33, 200544), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 33, 200544), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 33, 200544), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 33, 200544), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 33, 200544), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 33, 200544), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 33, 200544), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 33, 200544), 4.4, 8.4]"
159,"[datetime.datetime(2022, 11, 28, 18, 7, 34, 390956), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 34, 390956), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 34, 390956), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 34, 390956), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 34, 390956), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 34, 390956), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 34, 390956), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 34, 390956), 4.4, 8.4]"
160,"[datetime.datetime(2022, 11, 28, 18, 7, 35, 575364), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 35, 575364), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 35, 575364), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 35, 575364), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 35, 575364), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 35, 575364), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 35, 575364), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 35, 575364), 4.4, 8.4]"
161,"[datetime.datetime(2022, 11, 28, 18, 7, 36, 751505), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 36, 751505), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 36, 751505), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 36, 751505), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 36, 751505), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 36, 751505), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 36, 751505), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 36, 751505), 4.4, 8.4]"
162,"[datetime.datetime(2022, 11, 28, 18, 7, 37, 908331), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 37, 908331), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 37, 908331), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 37, 908331), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 37, 908331), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 37, 908331), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 37, 908331), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 37, 908331), 4.4, 8.4]"
163,"[datetime.datetime(2022, 11, 28, 18, 7, 39, 67245), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 67245), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 67245), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 67245), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 67245), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 67245), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 67245), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 67245), 4.4, 8.4]"
164,"[datetime.datetime(2022, 11, 28, 18, 7, 40, 214650), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 214650), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 214650), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 214650), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 214650), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 214650), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 214650), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 214650), 4.4, 8.4]"
165,"[datetime.datetime(2022, 11, 28, 18, 7, 41, 358097), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 358097), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 358097), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 358097), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 358097), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 358097), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 358097), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 358097), 4.4, 8.4]"
166,"[datetime.datetime(2022, 11, 28, 18, 7, 42, 517074), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 517074), 2.05, 2.5]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 517074), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 517074), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 517074), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 517074), 6.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 517074), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 517074), 4.4, 8.4]"
