,Toms The One,Ravioli,Senorita Bonita,Sketchy Comrade,Greek Inquisitor,Lenny Boy,Mazy Girl,Perpetual
15-12-2022 13:59:57.523461,"(2.7, 3.3, 3.1044444444444443)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 12.7)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 13:59:58.633322,"(2.7, 3.3, 2.9385714285714286)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 12.7)","(6.5, 12.5, 11.0)"
15-12-2022 13:59:59.766068,"(2.7, 3.3, 3.1044444444444443)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 12.7)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:00.897988,"(2.7, 3.3, 3.1044444444444443)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:02.190387,"(2.7, 3.3, 2.9385714285714286)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 13.31111111111111)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:03.380463,"(2.7, 3.3, 3.1857142857142855)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 13.31111111111111)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:04.512088,"(2.7, 3.3, 3.0124999999999997)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 13.142857142857142)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:05.668660,"(2.7, 3.3, 2.783333333333333)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 12.55)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:06.782165,"(2.7, 3.3, 3.1636363636363636)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.3545454545454545)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 154.66666666666669)","(7.5, 14.0, 12.879999999999999)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:07.824823,"(2.7, 3.3, 2.9375)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.879999999999999)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:08.993212,"(2.7, 3.3, 2.99)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.65)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:10.201370,"(2.7, 3.4, 3.110344827586207)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.65)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:11.452097,"(2.7, 3.4, 3.110344827586207)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.65)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:12.668732,"(2.7, 3.4, 3.110344827586207)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.057142857142857)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:13.828499,"(2.7, 3.4, 3.110344827586207)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.75)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:14.976339,"(2.7, 3.35, 3.1804347826086956)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.257142857142856)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:15.973654,"(2.7, 3.35, 3.1804347826086956)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.75)","(6.5, 13.0, 8.5)"
15-12-2022 14:00:17.100828,"(2.7, 3.35, 3.065)","(3.8, 6.6, 6.1)","(3.9, 7.0, 5.5)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.75)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:18.239126,"(2.7, 3.4, 2.9866666666666664)","(3.8, 6.6, 6.1)","(3.9, 7.2, 6.62)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:19.422562,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.6, 6.185714285714285)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.04)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:20.620281,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.4, 5.427272727272728)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.04)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:21.824048,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 6.8, 5.411111111111111)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.04)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:22.975727,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 6.8, 5.411111111111111)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.342857142857143)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:24.111660,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 6.8, 5.411111111111111)","(10.0, 22.0, 18.666666666666668)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.342857142857143)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:25.172134,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 6.8, 5.411111111111111)","(10.0, 22.0, 14.857142857142858)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.342857142857143)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:26.206182,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 6.8, 5.411111111111111)","(10.0, 22.0, 14.857142857142858)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.342857142857143)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:27.351079,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 6.8, 5.411111111111111)","(10.0, 22.0, 14.857142857142858)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:28.491296,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 6.8, 5.411111111111111)","(10.0, 22.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:29.586877,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 5.009090909090909)","(3.9, 6.8, 5.411111111111111)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:30.725857,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 5.009090909090909)","(3.9, 6.8, 5.411111111111111)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:31.806423,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 5.009090909090909)","(3.9, 7.6, 5.3999999999999995)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:32.803082,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 5.009090909090909)","(3.9, 7.6, 5.3999999999999995)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:33.841448,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 5.009090909090909)","(3.9, 7.6, 5.3999999999999995)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:34.872091,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 6.62)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 13.085714285714285)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:36.054497,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 6.62)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:37.108349,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 6.62)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:38.171670,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 6.62)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:39.274116,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 6.62)","(10.0, 21.0, 16.75)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:40.352031,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 5.009090909090909)","(3.9, 7.2, 6.62)","(10.0, 21.0, 15.5)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:41.392520,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 5.009090909090909)","(3.9, 7.2, 6.62)","(10.0, 21.0, 15.5)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:42.510522,"(2.7, 3.4, 3.008421052631579)","(3.8, 6.6, 5.009090909090909)","(3.9, 7.2, 6.62)","(10.0, 21.0, 15.5)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:43.665479,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 5.009090909090909)","(3.9, 7.2, 6.62)","(10.0, 21.0, 19.42857142857143)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:44.799250,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.46)","(10.0, 21.0, 19.42857142857143)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.666666666666666)"
15-12-2022 14:00:45.969605,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.025)","(10.0, 21.0, 19.42857142857143)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.0)"
15-12-2022 14:00:47.082245,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.025)","(10.0, 21.0, 18.375)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:48.167006,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.025)","(10.0, 21.0, 18.375)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:49.254789,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.025)","(10.0, 21.0, 18.375)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:50.331720,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.025)","(10.0, 21.0, 18.375)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:51.408145,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.025)","(10.0, 21.0, 18.375)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:52.514446,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.1)","(3.9, 7.2, 5.025)","(10.0, 21.0, 18.375)","(41.0, 280.0, 107.76470588235294)","(41.0, 380.0, 142.8235294117647)","(7.5, 14.0, 12.76)","(6.5, 13.0, 11.0)"
15-12-2022 14:00:53.667890,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 7.2, 5.46)","(10.0, 21.0, 20.045454545454547)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.379999999999999)","(6.5, 13.0, 12.17142857142857)"
15-12-2022 14:00:54.798096,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 7.2, 5.46)","(10.0, 21.0, 20.045454545454547)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.5)","(6.5, 13.0, 11.879999999999999)"
15-12-2022 14:00:55.950173,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 7.0, 5.961538461538462)","(10.0, 21.0, 20.045454545454547)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.5)","(6.5, 13.0, 12.228571428571428)"
15-12-2022 14:00:57.023238,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 20.0)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.5)","(6.5, 13.0, 12.228571428571428)"
15-12-2022 14:00:58.017819,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 20.0)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.033333333333333)","(6.5, 13.0, 12.228571428571428)"
15-12-2022 14:00:59.155429,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 20.0)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.033333333333333)","(6.5, 13.0, 12.228571428571428)"
15-12-2022 14:01:00.216824,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 20.0)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 12.0)"
15-12-2022 14:01:01.342839,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 20.0)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 12.0)"
15-12-2022 14:01:02.479806,"(2.7, 3.4, 2.7353846153846155)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 19.166666666666664)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 12.314285714285713)"
15-12-2022 14:01:03.567414,"(2.7, 3.4, 3.206382978723404)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 19.166666666666664)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 12.314285714285713)"
15-12-2022 14:01:04.616407,"(2.7, 3.4, 3.206382978723404)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 19.166666666666664)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 11.9)"
15-12-2022 14:01:05.688422,"(2.7, 3.4, 3.206382978723404)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 19.6875)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 12.371428571428572)"
15-12-2022 14:01:06.856763,"(2.7, 3.4, 2.845333333333333)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.522222222222222)","(10.0, 21.0, 19.333333333333336)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 12.371428571428572)"
15-12-2022 14:01:08.068792,"(2.7, 3.4, 2.937777777777778)","(3.8, 6.6, 6.391666666666667)","(3.9, 6.8, 6.416666666666666)","(10.0, 21.0, 17.5)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 12.371428571428572)"
15-12-2022 14:01:09.292092,"(2.7, 3.35, 3.0058333333333334)","(3.8, 6.6, 5.5473684210526315)","(3.9, 6.8, 6.583333333333334)","(10.0, 24.0, 17.5)","(41.0, 280.0, 127.15789473684211)","(41.0, 380.0, 169.05263157894734)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 12.371428571428572)"
15-12-2022 14:01:10.466836,"(2.7, 3.35, 3.0058333333333334)","(3.8, 6.6, 5.5473684210526315)","(3.9, 7.0, 6.583333333333334)","(10.0, 24.0, 18.22222222222222)","(41.0, 280.0, 241.0)","(41.0, 380.0, 192.125)","(7.5, 14.0, 13.472727272727273)","(6.5, 13.0, 16.228571428571428)"
15-12-2022 14:01:11.568542,"(2.7, 3.35, 3.2512820512820513)","(3.8, 6.6, 5.118518518518518)","(3.9, 7.0, 6.583333333333334)","(10.0, 24.0, 18.22222222222222)","(41.0, 270.0, 241.0)","(41.0, 380.0, 192.125)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.5, 16.228571428571428)"
15-12-2022 14:01:12.608708,"(2.7, 3.3, 3.2152631578947366)","(3.8, 6.6, 5.118518518518518)","(3.9, 7.0, 6.583333333333334)","(10.0, 24.0, 22.0)","(41.0, 280.0, 179.16666666666669)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.5, 16.228571428571428)"
15-12-2022 14:01:13.723099,"(2.7, 3.3, 3.1188235294117646)","(3.8, 6.6, 5.118518518518518)","(3.9, 7.0, 6.616666666666667)","(10.0, 22.0, 20.333333333333336)","(41.0, 280.0, 179.16666666666669)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.5, 13.05)"
15-12-2022 14:01:14.958148,"(2.7, 3.3, 3.1188235294117646)","(3.8, 6.6, 4.885714285714285)","(3.9, 7.0, 5.376470588235295)","(10.0, 22.0, 20.333333333333336)","(41.0, 280.0, 179.16666666666669)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.5, 15.799999999999999)"
15-12-2022 14:01:16.160469,"(2.7, 3.3, 3.1188235294117646)","(3.8, 6.4, 4.955555555555556)","(3.9, 7.0, 5.222727272727273)","(10.0, 22.0, 20.333333333333336)","(41.0, 280.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.799999999999999)"
15-12-2022 14:01:17.317730,"(2.7, 3.35, 3.2683333333333335)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.222727272727273)","(10.0, 22.0, 20.333333333333336)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.799999999999999)"
15-12-2022 14:01:18.464944,"(2.7, 3.35, 3.3072727272727276)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.377272727272728)","(10.0, 22.0, 20.333333333333336)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.799999999999999)"
15-12-2022 14:01:19.629879,"(2.7, 3.35, 3.3072727272727276)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.377272727272728)","(10.0, 22.0, 20.333333333333336)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.799999999999999)"
15-12-2022 14:01:20.718464,"(2.7, 3.35, 3.3072727272727276)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.377272727272728)","(10.0, 22.0, 20.333333333333336)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.799999999999999)"
15-12-2022 14:01:21.788719,"(2.7, 3.35, 3.075833333333333)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.377272727272728)","(10.0, 22.0, 20.333333333333336)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.799999999999999)"
15-12-2022 14:01:22.943816,"(2.7, 3.35, 3.075833333333333)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.377272727272728)","(10.0, 22.0, 20.333333333333336)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.799999999999999)"
15-12-2022 14:01:24.132981,"(2.7, 3.35, 3.164705882352941)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.64)","(10.0, 22.0, 20.333333333333336)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.799999999999999)"
15-12-2022 14:01:25.287296,"(2.7, 3.35, 3.164705882352941)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.64)","(10.0, 22.0, 20.333333333333336)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 12.8)"
15-12-2022 14:01:26.393180,"(2.7, 3.35, 3.164705882352941)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.64)","(10.0, 22.0, 21.136363636363637)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 12.8)"
15-12-2022 14:01:27.484995,"(2.7, 3.35, 3.0875)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.3)","(10.0, 22.0, 21.136363636363637)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 13.181818181818182)"
15-12-2022 14:01:28.629075,"(2.7, 3.35, 3.2783333333333333)","(3.8, 6.2, 4.955555555555556)","(3.9, 7.0, 5.859999999999999)","(10.0, 22.0, 21.136363636363637)","(41.0, 270.0, 241.5)","(41.0, 370.0, 329.5)","(7.5, 14.0, 13.472727272727273)","(6.5, 17.0, 15.37142857142857)"
