,Frosty Girl,Purple Flirt,Chidobe,Cracking Force,Winlock Lloyd,Authority,Starlight Blaze,Rubys Me Mum
04-01-2023 15:51:28.502161,"(6.5, 12.5, 11.52)","(5.5, 9.8, 9.613333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.83)","(7.0, 11.0, 9.85)","(11.0, 65.0, 35.666666666666664)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.62)"
04-01-2023 15:51:29.523826,"(6.5, 12.5, 11.52)","(5.5, 9.8, 9.613333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.83)","(7.0, 11.0, 9.85)","(11.0, 65.0, 35.666666666666664)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:30.632035,"(6.5, 12.5, 11.52)","(5.5, 9.8, 9.613333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.83)","(7.0, 11.0, 9.95)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.640000000000001)"
04-01-2023 15:51:31.908720,"(6.5, 12.5, 11.52)","(5.5, 9.8, 9.450000000000001)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.83)","(7.0, 11.0, 9.95)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:51:33.319502,"(6.5, 12.5, 11.52)","(5.5, 9.8, 9.133333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.93)","(7.0, 11.0, 10.04)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:51:34.607690,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.133333333333333)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 2.93)","(7.0, 11.0, 10.120000000000001)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.640000000000001)"
04-01-2023 15:51:36.042578,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.133333333333333)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 2.93)","(7.0, 11.0, 9.95)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:51:37.564898,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.133333333333333)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 2.93)","(7.0, 11.0, 9.85)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:51:38.938690,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.133333333333333)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 2.93)","(7.0, 11.0, 9.85)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:51:40.307585,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.569230769230769)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 2.93)","(7.0, 11.0, 9.85)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:41.598623,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.133333333333333)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 3.005)","(7.0, 11.0, 10.120000000000001)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.640000000000001)"
04-01-2023 15:51:43.130675,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.8)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 3.1020000000000003)","(7.0, 11.0, 9.95)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:51:44.520933,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.563636363636364)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:51:45.765791,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.563636363636364)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:46.845775,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.563636363636364)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:48.006576,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.563636363636364)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 31.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:49.231147,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.563636363636364)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 35.18181818181818)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:50.488495,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.563636363636364)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 35.18181818181818)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:51.761563,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.563636363636364)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 35.18181818181818)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:52.932901,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 35.18181818181818)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:54.065809,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0633333333333335)","(7.0, 11.0, 9.85)","(11.0, 65.0, 35.18181818181818)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:55.193883,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.952857142857143)","(7.0, 11.0, 9.85)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:51:56.278262,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.69)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.640000000000001)"
04-01-2023 15:51:57.445627,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0620000000000003)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:51:58.614743,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0620000000000003)","(7.0, 11.0, 9.85)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.714285714285714)"
04-01-2023 15:51:59.745645,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0620000000000003)","(7.0, 11.0, 9.85)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.525)"
04-01-2023 15:52:00.853648,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.133333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.0620000000000003)","(7.0, 11.0, 10.120000000000001)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.640000000000001)"
04-01-2023 15:52:01.936394,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.133333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.1045454545454545)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:52:02.957048,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.879999999999999)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.9185714285714286)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:52:04.009530,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.879999999999999)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.9185714285714286)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:52:05.099433,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.879999999999999)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.9185714285714286)","(7.0, 11.0, 9.85)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.62)"
04-01-2023 15:52:06.235842,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.569230769230769)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 2.907142857142857)","(7.0, 11.0, 10.120000000000001)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.775)"
04-01-2023 15:52:07.372756,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.133333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.775)"
04-01-2023 15:52:08.465749,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.133333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:52:09.544498,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.133333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 9.85)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.575)"
04-01-2023 15:52:10.517889,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.133333333333333)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 9.85)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.55)"
04-01-2023 15:52:11.482000,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.8)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 9.85)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.55)"
04-01-2023 15:52:12.513020,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.8)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.55)"
04-01-2023 15:52:13.549396,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.8)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.0)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.66)"
04-01-2023 15:52:14.590806,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.8)","(8.0, 14.5, 13.822222222222223)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 9.85)","(11.0, 65.0, 33.72727272727273)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.6)"
04-01-2023 15:52:15.592310,"(6.5, 12.5, 11.52)","(5.5, 11.0, 9.8)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 3.2344444444444447)","(7.0, 11.0, 10.120000000000001)","(11.0, 65.0, 33.72727272727273)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.0, 5.6)"
04-01-2023 15:52:16.575472,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 3.178571428571429)","(7.0, 11.0, 10.120000000000001)","(11.0, 65.0, 33.72727272727273)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.55)"
04-01-2023 15:52:17.582803,"(6.5, 12.5, 11.52)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 11.653333333333332)","(2.5, 3.45, 2.9185714285714286)","(7.0, 11.0, 9.95)","(11.0, 65.0, 33.72727272727273)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.55)"
04-01-2023 15:52:18.588341,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 9.3375)","(2.5, 3.45, 2.9850000000000003)","(7.0, 11.0, 10.16)","(11.0, 65.0, 33.72727272727273)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.55)"
04-01-2023 15:52:19.612999,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 9.3375)","(2.5, 3.45, 2.9850000000000003)","(7.0, 11.0, 10.16)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.55)"
04-01-2023 15:52:20.668667,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.466666666666667)","(8.0, 14.5, 9.3375)","(2.5, 3.45, 2.9850000000000003)","(7.0, 11.0, 10.16)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.55)"
04-01-2023 15:52:21.669956,"(6.5, 12.5, 10.15)","(5.5, 9.8, 8.866666666666667)","(8.0, 14.5, 9.3375)","(2.5, 3.45, 2.9850000000000003)","(7.0, 11.0, 10.16)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.66)"
04-01-2023 15:52:22.924553,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.4)","(8.0, 14.5, 9.3375)","(2.5, 3.45, 2.9414285714285717)","(7.0, 11.0, 10.05)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.6)"
04-01-2023 15:52:23.958361,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.4)","(8.0, 14.5, 9.3375)","(2.5, 3.45, 2.9414285714285717)","(7.0, 11.0, 10.05)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.5)"
04-01-2023 15:52:24.948328,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.4)","(8.0, 14.5, 9.3375)","(2.5, 3.45, 2.738)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.5)"
04-01-2023 15:52:26.136343,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.613333333333333)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.738)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:27.301344,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.613333333333333)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.738)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:28.434421,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.2)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.738)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:29.527118,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.2)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.738)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:30.617552,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.2)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.738)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:31.755560,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.2)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.738)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:32.835347,"(6.5, 12.5, 10.15)","(5.5, 9.8, 9.581818181818182)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.738)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:33.832766,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.566666666666666)","(8.0, 14.5, 11.55)","(2.5, 3.45, 3.0544444444444445)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:34.997000,"(6.5, 12.5, 10.15)","(5.5, 11.5, 10.775)","(8.0, 14.5, 11.55)","(2.5, 3.45, 3.0544444444444445)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:36.022472,"(6.5, 12.5, 10.15)","(5.5, 11.5, 10.775)","(8.0, 14.5, 11.55)","(2.5, 3.45, 3.0544444444444445)","(7.0, 11.0, 9.1)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:37.127611,"(6.5, 12.5, 10.15)","(5.5, 11.5, 10.775)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.706)","(7.0, 11.0, 9.95)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:38.224506,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.706)","(7.0, 11.0, 9.95)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:39.310732,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.706)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:40.393302,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.706)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:41.484220,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:42.581779,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:43.712007,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:44.854360,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:46.024650,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:47.169332,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:48.318930,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:49.395243,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:50.405992,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:51.453977,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:52.507891,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:53.629094,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:54.743637,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:55.843867,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:56.939553,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:58.018384,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.8433333333333333)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:52:59.039922,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 3.146666666666667)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:53:00.118326,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.87)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:53:01.167572,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.87)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:53:02.199147,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.87)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:53:03.267119,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.87)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
04-01-2023 15:53:04.275290,"(6.5, 12.5, 10.15)","(5.5, 11.0, 10.63076923076923)","(8.0, 14.5, 11.55)","(2.5, 3.45, 2.87)","(7.0, 11.0, 9.0)","(11.0, 65.0, 27.666666666666668)","(91.0, 500.0, 145.83333333333331)","(4.4, 6.0, 5.68)"
