,Serene Warrior,Perkeo,Mikeys Jewel,Switchrattlenroll,Wicked T,Car Lady,Holmdel Park,Folk Hero,Teacher Drama
12-01-2023 11:44:14.788662,"(4.0, 5.5, 5.367469879518072)","(7.0, 8.4, 8.355555555555556)","(21.0, 75.0, 72.77777777777777)","(21.0, 36.0, 31.2)","(21.0, 40.0, 38.666666666666664)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 27.846153846153847)","(1.9, 2.42, 2.3545454545454545)","(13.0, 26.0, 19.333333333333332)"
12-01-2023 11:44:15.823430,"(4.0, 5.5, 5.385294117647058)","(7.0, 8.4, 8.355555555555556)","(21.0, 75.0, 72.77777777777777)","(21.0, 36.0, 31.2)","(21.0, 40.0, 38.666666666666664)","(8.5, 10.0, 9.496296296296295)","(17.0, 29.0, 27.846153846153847)","(1.9, 2.42, 2.3545454545454545)","(13.0, 26.0, 19.333333333333332)"
12-01-2023 11:44:17.008703,"(4.0, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(21.0, 75.0, 73.0)","(21.0, 36.0, 34.14285714285714)","(21.0, 40.0, 38.8)","(8.5, 10.0, 9.496296296296295)","(17.0, 29.0, 27.666666666666668)","(1.9, 2.42, 2.372)","(13.0, 26.0, 19.333333333333332)"
12-01-2023 11:44:18.129710,"(4.0, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 73.0)","(21.0, 36.0, 34.375)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.666666666666668)","(1.85, 2.42, 2.393333333333333)","(13.0, 26.0, 19.333333333333332)"
12-01-2023 11:44:19.199953,"(3.9, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 73.0)","(21.0, 36.0, 34.375)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.666666666666668)","(1.85, 2.42, 2.372)","(13.0, 26.0, 22.0)"
12-01-2023 11:44:20.358867,"(3.9, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 73.0)","(21.0, 34.0, 32.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.49)","(18.0, 28.0, 27.666666666666668)","(1.85, 2.42, 2.372)","(13.0, 26.0, 22.0)"
12-01-2023 11:44:21.475961,"(3.9, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 73.0)","(21.0, 34.0, 31.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.49)","(18.0, 28.0, 26.0)","(1.85, 2.42, 2.372)","(13.0, 26.0, 22.0)"
12-01-2023 11:44:22.550725,"(3.9, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 73.0)","(21.0, 34.0, 31.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.49)","(18.0, 27.0, 26.0)","(1.85, 2.42, 2.372)","(13.0, 26.0, 22.0)"
12-01-2023 11:44:23.732521,"(3.9, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.49)","(18.0, 27.0, 27.0)","(1.85, 2.42, 2.372)","(13.0, 26.0, 22.0)"
12-01-2023 11:44:24.886905,"(3.9, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 67.5)","(21.0, 34.0, 29.666666666666668)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.49)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.3552941176470585)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:26.096626,"(3.9, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 67.5)","(21.0, 32.0, 29.5)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.49)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.4064864864864863)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:27.303641,"(3.9, 5.5, 5.37)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.49)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.4064864864864863)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:28.514582,"(3.9, 5.5, 5.385714285714285)","(7.0, 8.4, 8.355555555555556)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.546666666666667)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.416969696969697)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:29.636229,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.53846153846154)","(1.85, 2.42, 2.416969696969697)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:30.772702,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 27.0, 26.53846153846154)","(1.85, 2.42, 2.416969696969697)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:31.877482,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.35)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 27.0, 26.53846153846154)","(1.85, 2.42, 2.416969696969697)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:33.027480,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.35)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 27.0, 26.53846153846154)","(1.85, 2.42, 2.416969696969697)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:34.184526,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.35)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 27.0, 26.53846153846154)","(1.85, 2.42, 2.416969696969697)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:35.302018,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.35)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 27.0, 26.53846153846154)","(1.85, 2.42, 2.4179591836734695)","(13.0, 26.0, 19.666666666666668)"
12-01-2023 11:44:36.416691,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.35)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 27.0, 26.53846153846154)","(1.85, 2.42, 2.38)","(13.0, 26.0, 21.5)"
12-01-2023 11:44:37.515013,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.35)","(41.0, 75.0, 67.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 27.0, 26.53846153846154)","(1.85, 2.42, 2.38)","(13.0, 26.0, 21.5)"
12-01-2023 11:44:38.624746,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.35)","(41.0, 75.0, 67.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 27.0, 27.666666666666668)","(1.85, 2.42, 2.38)","(13.0, 26.0, 21.5)"
12-01-2023 11:44:39.741583,"(3.9, 5.5, 5.401754385964912)","(7.0, 8.4, 8.35)","(41.0, 75.0, 67.5)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.666666666666668)","(1.85, 2.42, 2.38)","(13.0, 26.0, 21.5)"
12-01-2023 11:44:40.873388,"(3.9, 5.5, 5.252941176470588)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 67.5)","(21.0, 34.0, 32.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.666666666666668)","(1.85, 2.42, 2.38)","(13.0, 26.0, 21.5)"
12-01-2023 11:44:41.999627,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 67.5)","(21.0, 36.0, 32.0)","(26.0, 40.0, 38.8)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.666666666666668)","(1.85, 2.42, 2.38)","(13.0, 26.0, 22.4)"
12-01-2023 11:44:43.213276,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 67.5)","(21.0, 36.0, 34.375)","(26.0, 40.0, 34.666666666666664)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(13.0, 26.0, 22.4)"
12-01-2023 11:44:44.387794,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 61.5)","(21.0, 36.0, 33.33333333333333)","(26.0, 40.0, 36.0)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.142857142857142)","(1.85, 2.42, 2.38)","(13.0, 26.0, 21.75)"
12-01-2023 11:44:45.541040,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 61.5)","(21.0, 36.0, 31.6)","(26.0, 40.0, 36.0)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 21.75)"
12-01-2023 11:44:46.745326,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 61.5)","(21.0, 36.0, 31.6)","(26.0, 40.0, 36.0)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 23.42857142857143)"
12-01-2023 11:44:47.879468,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 61.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.0)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 20.333333333333332)"
12-01-2023 11:44:49.064374,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 61.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.0)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 20.333333333333332)"
12-01-2023 11:44:50.225183,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 61.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.0)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 20.333333333333332)"
12-01-2023 11:44:51.383242,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 61.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.57142857142857)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 20.333333333333332)"
12-01-2023 11:44:52.489793,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 59.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.333333333333336)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 20.333333333333332)"
12-01-2023 11:44:53.579099,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 70.375)","(21.0, 36.0, 31.0)","(26.0, 40.0, 35.6)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.8)"
12-01-2023 11:44:54.701258,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 70.375)","(21.0, 36.0, 31.0)","(26.0, 40.0, 35.6)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 21.0)"
12-01-2023 11:44:55.899586,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 70.375)","(21.0, 36.0, 33.33333333333333)","(26.0, 40.0, 35.6)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.0)"
12-01-2023 11:44:57.047156,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(41.0, 75.0, 61.33333333333333)","(21.0, 36.0, 33.33333333333333)","(26.0, 40.0, 35.6)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.0)"
12-01-2023 11:44:58.233754,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(31.0, 75.0, 69.625)","(21.0, 36.0, 33.33333333333333)","(26.0, 40.0, 35.6)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 21.333333333333332)"
12-01-2023 11:44:59.356849,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(31.0, 75.0, 69.625)","(21.0, 36.0, 33.33333333333333)","(26.0, 40.0, 35.6)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 21.666666666666668)"
12-01-2023 11:45:00.510329,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(31.0, 75.0, 69.625)","(21.0, 36.0, 33.33333333333333)","(26.0, 40.0, 35.6)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.0)"
12-01-2023 11:45:01.716266,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(31.0, 75.0, 53.5)","(21.0, 36.0, 30.5)","(26.0, 40.0, 35.6)","(8.0, 10.0, 9.496296296296295)","(17.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.0)"
12-01-2023 11:45:02.929718,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(31.0, 75.0, 59.33333333333333)","(21.0, 36.0, 30.5)","(26.0, 40.0, 36.333333333333336)","(8.0, 10.0, 9.496296296296295)","(17.0, 28.0, 26.75)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.0)"
12-01-2023 11:45:04.153062,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.365217391304348)","(31.0, 75.0, 59.33333333333333)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.333333333333336)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:05.369530,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.35)","(31.0, 75.0, 51.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.333333333333336)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 21.0)"
12-01-2023 11:45:06.599207,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.35)","(31.0, 75.0, 51.5)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.333333333333336)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.25)"
12-01-2023 11:45:07.837250,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.35)","(31.0, 75.0, 66.83333333333333)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.333333333333336)","(8.0, 10.0, 9.496296296296295)","(17.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.25)"
12-01-2023 11:45:09.097335,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.35)","(31.0, 75.0, 66.83333333333333)","(21.0, 36.0, 31.0)","(26.0, 40.0, 36.333333333333336)","(8.0, 10.0, 9.496296296296295)","(17.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.25)"
12-01-2023 11:45:10.271416,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.35)","(26.0, 75.0, 66.83333333333333)","(21.0, 36.0, 31.0)","(26.0, 40.0, 37.25)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 22.25)"
12-01-2023 11:45:11.425402,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.35)","(26.0, 75.0, 66.83333333333333)","(21.0, 36.0, 31.0)","(26.0, 40.0, 37.25)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:12.592224,"(3.9, 5.4, 5.292307692307692)","(7.0, 8.4, 8.35)","(26.0, 75.0, 66.83333333333333)","(21.0, 36.0, 31.0)","(26.0, 40.0, 37.0)","(8.0, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(14.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:13.774020,"(3.9, 5.4, 5.238709677419355)","(7.0, 8.4, 8.35)","(26.0, 75.0, 68.8)","(26.0, 36.0, 31.0)","(26.0, 40.0, 37.0)","(8.5, 10.0, 9.496296296296295)","(18.0, 28.0, 27.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:15.630288,"(3.9, 5.4, 5.238709677419355)","(7.0, 8.8, 8.620000000000001)","(26.0, 75.0, 68.8)","(26.0, 36.0, 31.0)","(26.0, 40.0, 37.0)","(8.5, 10.0, 9.408695652173913)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:16.910732,"(3.7, 5.4, 5.238709677419355)","(7.0, 8.8, 8.620000000000001)","(26.0, 75.0, 68.8)","(26.0, 36.0, 31.333333333333332)","(26.0, 40.0, 37.0)","(8.5, 10.0, 9.408695652173913)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:18.213193,"(3.7, 5.4, 5.238709677419355)","(7.0, 8.8, 8.620000000000001)","(26.0, 75.0, 68.8)","(26.0, 34.0, 31.333333333333332)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:19.437115,"(3.7, 5.4, 5.238709677419355)","(7.0, 8.8, 8.620000000000001)","(26.0, 75.0, 68.8)","(26.0, 34.0, 31.333333333333332)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(18.0, 28.0, 26.333333333333332)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:20.647609,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.8, 8.620000000000001)","(31.0, 75.0, 68.8)","(26.0, 34.0, 31.333333333333332)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 26.5)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:22.036762,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.709090909090909)","(31.0, 75.0, 68.8)","(26.0, 34.0, 30.5)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 26.5)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:23.279753,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.709090909090909)","(31.0, 75.0, 68.8)","(26.0, 36.0, 30.5)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 26.5)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:24.683212,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.494736842105263)","(31.0, 75.0, 68.8)","(26.0, 36.0, 30.5)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 26.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:26.137295,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.454545454545453)","(31.0, 75.0, 68.8)","(26.0, 36.0, 30.5)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 25.666666666666668)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:27.465878,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.454545454545453)","(31.0, 75.0, 68.8)","(26.0, 36.0, 30.5)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 25.666666666666668)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:28.854223,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.454545454545453)","(31.0, 75.0, 68.8)","(26.0, 36.0, 30.5)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 25.666666666666668)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:30.346454,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.39310344827586)","(31.0, 75.0, 68.8)","(26.0, 36.0, 30.5)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 25.666666666666668)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:31.750520,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.39310344827586)","(31.0, 75.0, 68.8)","(26.0, 36.0, 33.142857142857146)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 25.666666666666668)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:33.104445,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.39310344827586)","(31.0, 75.0, 68.8)","(26.0, 36.0, 33.142857142857146)","(26.0, 40.0, 35.5)","(8.5, 10.0, 9.408695652173913)","(17.0, 28.0, 25.666666666666668)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:34.394321,"(3.7, 5.4, 5.238709677419355)","(7.5, 9.0, 8.1)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 33.142857142857146)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 25.666666666666668)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:35.644094,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.1)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 33.142857142857146)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.6)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:36.771429,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.1)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 33.142857142857146)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.6)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:37.883485,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.1)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 33.142857142857146)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.6)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:39.067121,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.11875)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 32.4)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:40.341534,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.11875)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 32.4)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:41.582737,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.11875)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 32.4)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:42.904297,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.11875)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 32.4)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:44.198238,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.11875)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 32.4)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:45.389877,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.11875)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 34.0)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
12-01-2023 11:45:46.702983,"(3.7, 5.4, 5.238709677419355)","(7.5, 8.4, 8.11875)","(31.0, 75.0, 69.83333333333334)","(26.0, 36.0, 34.0)","(26.0, 40.0, 36.0)","(8.5, 10.0, 9.496296296296295)","(17.0, 28.0, 26.0)","(1.85, 2.42, 2.38)","(15.0, 26.0, 21.333333333333332)"
