,Lady Luck,Curls Victory,Victa Mikey,Aston Bel Air,Emerley Aussie,Rage Quit
160,"[datetime.datetime(2022, 11, 28, 20, 27, 43, 681543), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 43, 681543), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 43, 681543), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 43, 681543), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 43, 681543), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 43, 681543), 3.4, 3.4]"
161,"[datetime.datetime(2022, 11, 28, 20, 27, 44, 777658), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 44, 777658), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 44, 777658), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 44, 777658), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 44, 777658), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 44, 777658), 3.4, 3.4]"
162,"[datetime.datetime(2022, 11, 28, 20, 27, 45, 884857), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 45, 884857), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 45, 884857), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 45, 884857), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 45, 884857), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 45, 884857), 3.4, 3.4]"
163,"[datetime.datetime(2022, 11, 28, 20, 27, 46, 986547), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 46, 986547), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 46, 986547), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 46, 986547), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 46, 986547), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 46, 986547), 3.4, 3.4]"
164,"[datetime.datetime(2022, 11, 28, 20, 27, 48, 95672), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 48, 95672), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 48, 95672), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 48, 95672), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 48, 95672), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 48, 95672), 3.4, 3.4]"
165,"[datetime.datetime(2022, 11, 28, 20, 27, 49, 199679), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 49, 199679), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 49, 199679), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 49, 199679), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 49, 199679), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 49, 199679), 3.4, 3.4]"
166,"[datetime.datetime(2022, 11, 28, 20, 27, 50, 299779), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 50, 299779), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 50, 299779), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 50, 299779), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 50, 299779), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 50, 299779), 3.4, 3.4]"
167,"[datetime.datetime(2022, 11, 28, 20, 27, 51, 402842), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 51, 402842), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 51, 402842), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 51, 402842), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 51, 402842), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 51, 402842), 3.4, 3.4]"
168,"[datetime.datetime(2022, 11, 28, 20, 27, 52, 503510), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 52, 503510), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 52, 503510), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 52, 503510), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 52, 503510), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 52, 503510), 3.4, 3.4]"
169,"[datetime.datetime(2022, 11, 28, 20, 27, 53, 608126), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 53, 608126), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 53, 608126), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 53, 608126), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 53, 608126), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 53, 608126), 3.4, 3.4]"
170,"[datetime.datetime(2022, 11, 28, 20, 27, 54, 707444), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 54, 707444), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 54, 707444), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 54, 707444), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 54, 707444), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 54, 707444), 3.4, 3.4]"
171,"[datetime.datetime(2022, 11, 28, 20, 27, 55, 809025), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 55, 809025), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 55, 809025), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 55, 809025), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 55, 809025), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 55, 809025), 3.4, 3.4]"
172,"[datetime.datetime(2022, 11, 28, 20, 27, 56, 922531), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 56, 922531), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 56, 922531), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 56, 922531), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 56, 922531), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 56, 922531), 3.4, 3.4]"
173,"[datetime.datetime(2022, 11, 28, 20, 27, 58, 24098), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 58, 24098), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 58, 24098), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 58, 24098), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 58, 24098), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 58, 24098), 3.4, 3.4]"
174,"[datetime.datetime(2022, 11, 28, 20, 27, 59, 135989), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 27, 59, 135989), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 27, 59, 135989), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 27, 59, 135989), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 27, 59, 135989), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 27, 59, 135989), 3.4, 3.4]"
175,"[datetime.datetime(2022, 11, 28, 20, 28, 0, 245348), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 0, 245348), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 0, 245348), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 0, 245348), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 0, 245348), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 0, 245348), 3.4, 3.4]"
176,"[datetime.datetime(2022, 11, 28, 20, 28, 1, 362025), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 1, 362025), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 1, 362025), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 1, 362025), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 1, 362025), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 1, 362025), 3.4, 3.4]"
177,"[datetime.datetime(2022, 11, 28, 20, 28, 2, 480150), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 2, 480150), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 2, 480150), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 2, 480150), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 2, 480150), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 2, 480150), 3.4, 3.4]"
178,"[datetime.datetime(2022, 11, 28, 20, 28, 3, 592504), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 3, 592504), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 3, 592504), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 3, 592504), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 3, 592504), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 3, 592504), 3.4, 3.4]"
179,"[datetime.datetime(2022, 11, 28, 20, 28, 4, 717200), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 4, 717200), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 4, 717200), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 4, 717200), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 4, 717200), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 4, 717200), 3.4, 3.4]"
180,"[datetime.datetime(2022, 11, 28, 20, 28, 5, 833026), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 5, 833026), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 5, 833026), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 5, 833026), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 5, 833026), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 5, 833026), 3.4, 3.4]"
181,"[datetime.datetime(2022, 11, 28, 20, 28, 6, 962380), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 6, 962380), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 6, 962380), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 6, 962380), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 6, 962380), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 6, 962380), 3.4, 3.4]"
182,"[datetime.datetime(2022, 11, 28, 20, 28, 8, 71259), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 8, 71259), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 8, 71259), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 8, 71259), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 8, 71259), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 8, 71259), 3.4, 3.4]"
183,"[datetime.datetime(2022, 11, 28, 20, 28, 9, 182135), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 9, 182135), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 9, 182135), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 9, 182135), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 9, 182135), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 9, 182135), 3.4, 3.4]"
184,"[datetime.datetime(2022, 11, 28, 20, 28, 10, 282904), 2.9, 5.1]","[datetime.datetime(2022, 11, 28, 20, 28, 10, 282904), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 10, 282904), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 10, 282904), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 10, 282904), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 10, 282904), 3.4, 3.4]"
185,"[datetime.datetime(2022, 11, 28, 20, 28, 11, 385501), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 11, 385501), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 11, 385501), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 11, 385501), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 11, 385501), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 11, 385501), 3.4, 3.4]"
186,"[datetime.datetime(2022, 11, 28, 20, 28, 12, 493372), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 12, 493372), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 12, 493372), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 12, 493372), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 12, 493372), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 12, 493372), 3.4, 3.4]"
187,"[datetime.datetime(2022, 11, 28, 20, 28, 13, 597223), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 13, 597223), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 13, 597223), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 13, 597223), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 13, 597223), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 13, 597223), 3.4, 3.4]"
188,"[datetime.datetime(2022, 11, 28, 20, 28, 14, 695438), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 14, 695438), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 14, 695438), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 14, 695438), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 14, 695438), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 14, 695438), 3.4, 3.4]"
189,"[datetime.datetime(2022, 11, 28, 20, 28, 15, 819008), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 15, 819008), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 15, 819008), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 15, 819008), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 15, 819008), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 15, 819008), 3.4, 3.4]"
190,"[datetime.datetime(2022, 11, 28, 20, 28, 16, 925105), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 16, 925105), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 16, 925105), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 16, 925105), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 16, 925105), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 16, 925105), 3.4, 3.4]"
191,"[datetime.datetime(2022, 11, 28, 20, 28, 18, 35365), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 18, 35365), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 18, 35365), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 18, 35365), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 18, 35365), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 18, 35365), 3.4, 3.4]"
192,"[datetime.datetime(2022, 11, 28, 20, 28, 19, 151028), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 19, 151028), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 19, 151028), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 19, 151028), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 19, 151028), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 19, 151028), 3.4, 3.4]"
193,"[datetime.datetime(2022, 11, 28, 20, 28, 20, 259465), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 20, 259465), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 20, 259465), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 20, 259465), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 20, 259465), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 20, 259465), 3.4, 3.4]"
194,"[datetime.datetime(2022, 11, 28, 20, 28, 21, 358602), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 21, 358602), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 21, 358602), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 21, 358602), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 21, 358602), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 21, 358602), 3.4, 3.4]"
195,"[datetime.datetime(2022, 11, 28, 20, 28, 22, 462294), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 20, 28, 22, 462294), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 22, 462294), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 22, 462294), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 22, 462294), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 22, 462294), 3.4, 3.4]"
196,"[datetime.datetime(2022, 11, 28, 20, 28, 23, 559312), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 23, 559312), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 23, 559312), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 23, 559312), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 23, 559312), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 23, 559312), 3.4, 3.4]"
197,"[datetime.datetime(2022, 11, 28, 20, 28, 24, 673784), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 24, 673784), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 24, 673784), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 24, 673784), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 24, 673784), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 24, 673784), 3.4, 3.4]"
198,"[datetime.datetime(2022, 11, 28, 20, 28, 25, 774217), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 25, 774217), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 25, 774217), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 25, 774217), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 25, 774217), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 25, 774217), 3.4, 3.4]"
199,"[datetime.datetime(2022, 11, 28, 20, 28, 26, 875758), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 26, 875758), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 26, 875758), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 26, 875758), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 26, 875758), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 26, 875758), 3.4, 3.4]"
200,"[datetime.datetime(2022, 11, 28, 20, 28, 27, 989122), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 27, 989122), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 27, 989122), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 27, 989122), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 27, 989122), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 27, 989122), 3.4, 3.4]"
201,"[datetime.datetime(2022, 11, 28, 20, 28, 29, 93113), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 29, 93113), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 29, 93113), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 29, 93113), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 29, 93113), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 29, 93113), 3.4, 3.4]"
202,"[datetime.datetime(2022, 11, 28, 20, 28, 30, 204827), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 30, 204827), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 30, 204827), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 30, 204827), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 30, 204827), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 30, 204827), 3.4, 3.4]"
203,"[datetime.datetime(2022, 11, 28, 20, 28, 31, 300878), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 31, 300878), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 31, 300878), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 31, 300878), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 31, 300878), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 31, 300878), 3.4, 3.4]"
204,"[datetime.datetime(2022, 11, 28, 20, 28, 32, 401104), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 32, 401104), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 32, 401104), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 32, 401104), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 32, 401104), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 32, 401104), 3.4, 3.4]"
205,"[datetime.datetime(2022, 11, 28, 20, 28, 33, 502570), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 33, 502570), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 33, 502570), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 33, 502570), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 33, 502570), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 33, 502570), 3.4, 3.4]"
206,"[datetime.datetime(2022, 11, 28, 20, 28, 34, 597583), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 34, 597583), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 34, 597583), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 34, 597583), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 34, 597583), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 34, 597583), 3.4, 3.4]"
207,"[datetime.datetime(2022, 11, 28, 20, 28, 35, 717025), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 35, 717025), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 35, 717025), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 35, 717025), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 35, 717025), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 35, 717025), 3.4, 3.4]"
208,"[datetime.datetime(2022, 11, 28, 20, 28, 36, 825950), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 36, 825950), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 36, 825950), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 36, 825950), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 36, 825950), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 36, 825950), 3.4, 3.4]"
209,"[datetime.datetime(2022, 11, 28, 20, 28, 37, 943009), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 37, 943009), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 37, 943009), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 37, 943009), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 37, 943009), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 37, 943009), 3.4, 3.25]"
210,"[datetime.datetime(2022, 11, 28, 20, 28, 39, 63787), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 39, 63787), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 39, 63787), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 39, 63787), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 39, 63787), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 39, 63787), 3.4, 3.25]"
211,"[datetime.datetime(2022, 11, 28, 20, 28, 40, 171493), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 40, 171493), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 40, 171493), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 40, 171493), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 40, 171493), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 40, 171493), 3.4, 3.4]"
212,"[datetime.datetime(2022, 11, 28, 20, 28, 41, 293074), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 41, 293074), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 41, 293074), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 41, 293074), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 41, 293074), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 41, 293074), 3.4, 3.4]"
213,"[datetime.datetime(2022, 11, 28, 20, 28, 42, 421789), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 20, 28, 42, 421789), 2.5, 3.4]","[datetime.datetime(2022, 11, 28, 20, 28, 42, 421789), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 20, 28, 42, 421789), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 28, 42, 421789), 81.0, 550.0]","[datetime.datetime(2022, 11, 28, 20, 28, 42, 421789), 3.4, 3.4]"
