,Flight To Mars,Ranger Rod,Louie Luxe,Rissoles,Pay The Prince,Who Did That,Yosemite Sam,Tricky Trenear
96,"[datetime.datetime(2022, 11, 28, 13, 45, 18, 307151), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 18, 307151), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 18, 307151), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 18, 307151), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 18, 307151), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 18, 307151), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 18, 307151), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 18, 307151), 6.0, 11.5]"
97,"[datetime.datetime(2022, 11, 28, 13, 45, 19, 442583), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 19, 442583), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 19, 442583), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 19, 442583), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 19, 442583), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 19, 442583), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 19, 442583), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 19, 442583), 6.0, 11.5]"
98,"[datetime.datetime(2022, 11, 28, 13, 45, 20, 574570), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 20, 574570), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 20, 574570), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 20, 574570), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 20, 574570), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 20, 574570), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 20, 574570), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 20, 574570), 6.0, 11.5]"
99,"[datetime.datetime(2022, 11, 28, 13, 45, 21, 702579), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 21, 702579), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 21, 702579), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 21, 702579), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 21, 702579), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 21, 702579), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 21, 702579), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 21, 702579), 6.0, 11.5]"
100,"[datetime.datetime(2022, 11, 28, 13, 45, 22, 839294), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 22, 839294), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 22, 839294), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 22, 839294), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 22, 839294), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 22, 839294), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 22, 839294), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 22, 839294), 6.0, 11.5]"
101,"[datetime.datetime(2022, 11, 28, 13, 45, 23, 970253), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 23, 970253), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 23, 970253), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 23, 970253), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 23, 970253), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 23, 970253), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 23, 970253), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 23, 970253), 6.0, 11.5]"
102,"[datetime.datetime(2022, 11, 28, 13, 45, 25, 92917), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 25, 92917), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 25, 92917), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 25, 92917), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 25, 92917), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 25, 92917), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 25, 92917), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 25, 92917), 6.0, 11.5]"
103,"[datetime.datetime(2022, 11, 28, 13, 45, 26, 229488), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 26, 229488), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 26, 229488), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 26, 229488), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 26, 229488), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 26, 229488), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 26, 229488), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 26, 229488), 6.0, 11.5]"
104,"[datetime.datetime(2022, 11, 28, 13, 45, 27, 360914), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 27, 360914), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 27, 360914), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 27, 360914), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 27, 360914), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 27, 360914), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 27, 360914), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 27, 360914), 6.0, 11.5]"
105,"[datetime.datetime(2022, 11, 28, 13, 45, 28, 498704), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 28, 498704), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 28, 498704), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 28, 498704), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 28, 498704), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 28, 498704), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 28, 498704), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 28, 498704), 6.0, 11.5]"
106,"[datetime.datetime(2022, 11, 28, 13, 45, 29, 641945), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 29, 641945), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 29, 641945), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 29, 641945), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 29, 641945), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 29, 641945), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 29, 641945), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 29, 641945), 6.0, 11.5]"
107,"[datetime.datetime(2022, 11, 28, 13, 45, 30, 776456), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 30, 776456), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 30, 776456), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 30, 776456), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 30, 776456), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 30, 776456), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 30, 776456), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 30, 776456), 6.0, 11.5]"
108,"[datetime.datetime(2022, 11, 28, 13, 45, 31, 908199), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 31, 908199), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 31, 908199), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 31, 908199), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 31, 908199), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 31, 908199), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 31, 908199), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 31, 908199), 6.0, 11.5]"
109,"[datetime.datetime(2022, 11, 28, 13, 45, 33, 32070), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 33, 32070), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 33, 32070), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 33, 32070), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 33, 32070), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 33, 32070), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 33, 32070), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 33, 32070), 6.0, 11.5]"
110,"[datetime.datetime(2022, 11, 28, 13, 45, 34, 182150), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 34, 182150), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 34, 182150), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 34, 182150), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 34, 182150), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 34, 182150), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 34, 182150), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 34, 182150), 6.0, 11.5]"
111,"[datetime.datetime(2022, 11, 28, 13, 45, 35, 309235), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 35, 309235), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 35, 309235), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 35, 309235), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 35, 309235), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 35, 309235), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 35, 309235), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 35, 309235), 6.0, 11.5]"
112,"[datetime.datetime(2022, 11, 28, 13, 45, 36, 444127), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 36, 444127), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 36, 444127), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 36, 444127), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 36, 444127), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 36, 444127), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 36, 444127), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 36, 444127), 6.0, 11.5]"
113,"[datetime.datetime(2022, 11, 28, 13, 45, 37, 583250), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 37, 583250), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 37, 583250), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 37, 583250), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 37, 583250), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 37, 583250), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 37, 583250), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 37, 583250), 6.0, 11.5]"
114,"[datetime.datetime(2022, 11, 28, 13, 45, 38, 719500), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 38, 719500), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 38, 719500), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 38, 719500), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 38, 719500), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 38, 719500), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 38, 719500), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 38, 719500), 6.0, 11.5]"
115,"[datetime.datetime(2022, 11, 28, 13, 45, 39, 848477), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 39, 848477), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 39, 848477), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 39, 848477), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 39, 848477), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 39, 848477), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 39, 848477), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 39, 848477), 6.0, 11.5]"
116,"[datetime.datetime(2022, 11, 28, 13, 45, 40, 974016), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 40, 974016), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 40, 974016), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 40, 974016), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 40, 974016), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 40, 974016), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 40, 974016), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 40, 974016), 6.0, 11.5]"
117,"[datetime.datetime(2022, 11, 28, 13, 45, 42, 111169), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 42, 111169), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 42, 111169), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 42, 111169), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 42, 111169), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 42, 111169), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 42, 111169), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 42, 111169), 6.0, 11.5]"
118,"[datetime.datetime(2022, 11, 28, 13, 45, 43, 239220), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 43, 239220), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 43, 239220), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 43, 239220), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 43, 239220), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 43, 239220), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 43, 239220), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 43, 239220), 6.0, 11.5]"
119,"[datetime.datetime(2022, 11, 28, 13, 45, 44, 382609), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 44, 382609), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 44, 382609), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 44, 382609), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 44, 382609), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 44, 382609), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 44, 382609), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 44, 382609), 6.0, 11.5]"
120,"[datetime.datetime(2022, 11, 28, 13, 45, 45, 510965), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 45, 511970), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 45, 511970), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 45, 511970), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 45, 511970), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 45, 511970), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 45, 511970), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 45, 511970), 6.0, 11.5]"
121,"[datetime.datetime(2022, 11, 28, 13, 45, 46, 645926), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 46, 645926), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 46, 645926), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 46, 645926), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 46, 645926), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 46, 645926), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 46, 645926), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 46, 645926), 6.0, 11.5]"
122,"[datetime.datetime(2022, 11, 28, 13, 45, 47, 778489), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 47, 778489), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 47, 778489), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 47, 778489), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 47, 778489), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 47, 778489), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 47, 778489), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 47, 778489), 6.0, 11.5]"
123,"[datetime.datetime(2022, 11, 28, 13, 45, 48, 908274), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 48, 908274), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 48, 908274), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 48, 908274), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 48, 908274), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 48, 908274), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 48, 908274), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 48, 908274), 6.0, 11.5]"
124,"[datetime.datetime(2022, 11, 28, 13, 45, 50, 37579), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 50, 37579), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 50, 37579), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 50, 37579), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 50, 37579), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 50, 37579), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 50, 37579), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 50, 37579), 6.0, 11.5]"
125,"[datetime.datetime(2022, 11, 28, 13, 45, 51, 165283), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 51, 165283), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 51, 165283), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 51, 165283), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 51, 165283), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 51, 165283), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 51, 165283), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 51, 165283), 6.0, 11.5]"
126,"[datetime.datetime(2022, 11, 28, 13, 45, 52, 298165), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 52, 298165), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 52, 298165), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 52, 298165), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 52, 298165), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 52, 298165), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 52, 298165), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 52, 298165), 6.0, 11.5]"
127,"[datetime.datetime(2022, 11, 28, 13, 45, 53, 426057), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 53, 426057), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 53, 426057), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 53, 426057), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 53, 426057), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 53, 426057), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 53, 426057), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 53, 426057), 6.0, 11.5]"
128,"[datetime.datetime(2022, 11, 28, 13, 45, 54, 561450), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 54, 561450), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 54, 561450), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 54, 561450), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 54, 561450), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 54, 561450), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 54, 561450), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 54, 561450), 6.0, 11.5]"
129,"[datetime.datetime(2022, 11, 28, 13, 45, 55, 685824), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 55, 685824), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 55, 685824), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 55, 685824), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 55, 685824), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 55, 685824), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 55, 685824), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 55, 685824), 6.0, 11.5]"
130,"[datetime.datetime(2022, 11, 28, 13, 45, 56, 814244), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 56, 814244), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 56, 814244), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 56, 814244), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 56, 814244), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 56, 814244), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 56, 814244), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 56, 814244), 6.0, 11.5]"
131,"[datetime.datetime(2022, 11, 28, 13, 45, 57, 944619), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 57, 944619), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 57, 944619), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 57, 944619), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 57, 944619), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 57, 944619), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 57, 944619), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 57, 944619), 6.0, 11.5]"
132,"[datetime.datetime(2022, 11, 28, 13, 45, 59, 75289), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 45, 59, 75289), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 45, 59, 75289), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 45, 59, 75289), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 45, 59, 75289), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 45, 59, 75289), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 45, 59, 75289), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 45, 59, 75289), 6.0, 11.5]"
133,"[datetime.datetime(2022, 11, 28, 13, 46, 0, 201458), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 46, 0, 201458), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 46, 0, 201458), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 46, 0, 201458), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 46, 0, 201458), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 46, 0, 201458), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 46, 0, 201458), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 46, 0, 201458), 6.0, 11.5]"
134,"[datetime.datetime(2022, 11, 28, 13, 46, 1, 332746), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 46, 1, 332746), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 46, 1, 332746), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 46, 1, 332746), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 46, 1, 332746), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 46, 1, 332746), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 46, 1, 332746), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 46, 1, 332746), 6.0, 11.5]"
135,"[datetime.datetime(2022, 11, 28, 13, 46, 2, 459656), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 46, 2, 459656), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 13, 46, 2, 459656), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 13, 46, 2, 459656), 41.0, 310.0]","[datetime.datetime(2022, 11, 28, 13, 46, 2, 459656), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 46, 2, 459656), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 46, 2, 459656), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 13, 46, 2, 459656), 6.0, 11.5]"
