,Bayonet Soldier,Whistle On By,Cavalryman Nz,Rocknroll Yankee,The Kapiti Express Nz,Joonior Brown,Uncle Leo
378,"[datetime.datetime(2022, 11, 28, 14, 24, 21, 88200), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 21, 88200), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 21, 88200), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 21, 88200), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 21, 88200), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 21, 88200), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 21, 88200), 101.0, 380.0]"
379,"[datetime.datetime(2022, 11, 28, 14, 24, 22, 262318), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 22, 262318), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 22, 262318), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 22, 262318), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 22, 262318), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 22, 262318), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 22, 262318), 101.0, 380.0]"
380,"[datetime.datetime(2022, 11, 28, 14, 24, 23, 429203), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 23, 429203), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 23, 429203), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 23, 429203), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 23, 429203), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 23, 429203), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 23, 429203), 101.0, 380.0]"
381,"[datetime.datetime(2022, 11, 28, 14, 24, 24, 591271), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 24, 591271), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 24, 591271), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 24, 591271), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 24, 591271), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 24, 591271), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 24, 591271), 101.0, 380.0]"
382,"[datetime.datetime(2022, 11, 28, 14, 24, 25, 768260), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 25, 768260), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 25, 768260), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 25, 768260), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 25, 768260), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 25, 768260), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 25, 768260), 101.0, 380.0]"
383,"[datetime.datetime(2022, 11, 28, 14, 24, 26, 934382), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 26, 934382), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 26, 934382), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 26, 934382), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 26, 934382), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 26, 934382), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 26, 934382), 101.0, 380.0]"
384,"[datetime.datetime(2022, 11, 28, 14, 24, 28, 101389), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 28, 101389), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 28, 101389), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 28, 101389), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 28, 101389), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 28, 101389), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 28, 101389), 101.0, 380.0]"
385,"[datetime.datetime(2022, 11, 28, 14, 24, 29, 266035), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 29, 266035), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 29, 266035), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 29, 266035), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 29, 266035), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 29, 266035), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 29, 266035), 101.0, 380.0]"
386,"[datetime.datetime(2022, 11, 28, 14, 24, 30, 427848), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 30, 427848), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 30, 427848), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 30, 427848), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 30, 427848), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 30, 427848), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 30, 427848), 101.0, 380.0]"
387,"[datetime.datetime(2022, 11, 28, 14, 24, 31, 597455), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 31, 597455), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 31, 597455), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 31, 597455), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 31, 597455), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 31, 597455), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 31, 597455), 101.0, 380.0]"
388,"[datetime.datetime(2022, 11, 28, 14, 24, 32, 763157), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 32, 763157), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 32, 763157), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 32, 763157), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 32, 763157), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 32, 763157), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 32, 763157), 101.0, 380.0]"
389,"[datetime.datetime(2022, 11, 28, 14, 24, 33, 935461), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 33, 935461), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 33, 935461), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 33, 935461), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 33, 935461), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 33, 935461), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 33, 935461), 101.0, 380.0]"
390,"[datetime.datetime(2022, 11, 28, 14, 24, 35, 96607), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 35, 96607), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 35, 96607), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 35, 96607), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 35, 96607), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 35, 96607), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 35, 96607), 101.0, 380.0]"
391,"[datetime.datetime(2022, 11, 28, 14, 24, 36, 264104), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 36, 264104), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 36, 264104), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 36, 264104), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 36, 264104), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 36, 264104), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 36, 264104), 101.0, 380.0]"
392,"[datetime.datetime(2022, 11, 28, 14, 24, 37, 430463), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 37, 430463), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 37, 430463), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 37, 430463), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 37, 430463), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 37, 430463), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 37, 430463), 101.0, 380.0]"
393,"[datetime.datetime(2022, 11, 28, 14, 24, 38, 600824), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 38, 600824), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 38, 600824), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 38, 600824), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 38, 600824), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 38, 600824), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 38, 600824), 101.0, 380.0]"
394,"[datetime.datetime(2022, 11, 28, 14, 24, 39, 766687), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 39, 766687), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 39, 766687), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 39, 766687), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 39, 766687), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 39, 766687), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 39, 766687), 101.0, 380.0]"
395,"[datetime.datetime(2022, 11, 28, 14, 24, 40, 930485), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 40, 930485), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 40, 930485), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 40, 930485), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 40, 930485), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 40, 930485), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 40, 930485), 101.0, 380.0]"
396,"[datetime.datetime(2022, 11, 28, 14, 24, 42, 101356), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 42, 101356), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 42, 101356), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 42, 101356), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 42, 101356), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 42, 101356), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 42, 101356), 101.0, 380.0]"
397,"[datetime.datetime(2022, 11, 28, 14, 24, 43, 269605), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 43, 269605), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 43, 269605), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 43, 269605), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 43, 269605), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 43, 269605), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 43, 269605), 101.0, 380.0]"
398,"[datetime.datetime(2022, 11, 28, 14, 24, 44, 433846), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 44, 433846), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 44, 433846), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 44, 433846), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 44, 433846), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 44, 433846), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 44, 433846), 101.0, 380.0]"
399,"[datetime.datetime(2022, 11, 28, 14, 24, 45, 590212), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 45, 590212), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 45, 590212), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 45, 590212), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 45, 590212), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 45, 590212), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 45, 590212), 101.0, 380.0]"
400,"[datetime.datetime(2022, 11, 28, 14, 24, 46, 756597), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 46, 756597), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 46, 756597), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 46, 756597), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 46, 756597), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 46, 756597), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 46, 756597), 101.0, 380.0]"
401,"[datetime.datetime(2022, 11, 28, 14, 24, 47, 927943), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 47, 927943), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 47, 927943), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 47, 927943), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 47, 927943), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 47, 927943), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 47, 927943), 101.0, 380.0]"
402,"[datetime.datetime(2022, 11, 28, 14, 24, 49, 91041), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 49, 91041), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 49, 91041), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 49, 91041), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 49, 91041), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 49, 91041), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 49, 91041), 101.0, 380.0]"
403,"[datetime.datetime(2022, 11, 28, 14, 24, 50, 257396), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 50, 257396), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 50, 257396), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 50, 257396), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 50, 257396), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 50, 257396), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 50, 257396), 101.0, 380.0]"
404,"[datetime.datetime(2022, 11, 28, 14, 24, 51, 436739), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 51, 436739), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 51, 436739), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 51, 436739), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 51, 436739), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 51, 436739), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 51, 436739), 101.0, 380.0]"
405,"[datetime.datetime(2022, 11, 28, 14, 24, 52, 601343), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 52, 601343), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 52, 601343), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 52, 601343), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 52, 601343), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 52, 601343), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 52, 601343), 101.0, 380.0]"
406,"[datetime.datetime(2022, 11, 28, 14, 24, 53, 765257), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 53, 765257), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 53, 765257), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 53, 765257), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 53, 765257), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 53, 765257), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 53, 765257), 101.0, 380.0]"
407,"[datetime.datetime(2022, 11, 28, 14, 24, 54, 926099), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 54, 926099), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 54, 926099), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 54, 926099), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 54, 926099), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 54, 926099), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 54, 926099), 101.0, 380.0]"
408,"[datetime.datetime(2022, 11, 28, 14, 24, 56, 90669), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 56, 90669), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 56, 90669), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 56, 90669), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 56, 90669), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 56, 90669), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 56, 90669), 101.0, 380.0]"
409,"[datetime.datetime(2022, 11, 28, 14, 24, 57, 259702), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 57, 259702), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 57, 259702), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 57, 259702), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 57, 259702), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 57, 259702), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 57, 259702), 101.0, 380.0]"
410,"[datetime.datetime(2022, 11, 28, 14, 24, 58, 428249), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 58, 428249), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 58, 428249), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 58, 428249), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 58, 428249), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 58, 428249), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 58, 428249), 101.0, 380.0]"
411,"[datetime.datetime(2022, 11, 28, 14, 24, 59, 593776), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 24, 59, 593776), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 24, 59, 593776), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 59, 593776), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 24, 59, 593776), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 24, 59, 593776), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 24, 59, 593776), 101.0, 380.0]"
412,"[datetime.datetime(2022, 11, 28, 14, 25, 0, 773020), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 0, 773020), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 0, 773020), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 0, 773020), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 0, 773020), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 0, 773020), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 0, 773020), 101.0, 380.0]"
413,"[datetime.datetime(2022, 11, 28, 14, 25, 1, 937738), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 1, 937738), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 1, 937738), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 1, 937738), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 1, 937738), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 1, 937738), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 1, 937738), 101.0, 380.0]"
414,"[datetime.datetime(2022, 11, 28, 14, 25, 3, 107994), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 3, 107994), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 3, 107994), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 3, 107994), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 3, 107994), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 3, 107994), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 3, 107994), 101.0, 380.0]"
415,"[datetime.datetime(2022, 11, 28, 14, 25, 4, 275054), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 4, 275054), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 4, 275054), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 4, 275054), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 4, 275054), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 4, 275054), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 4, 275054), 101.0, 380.0]"
416,"[datetime.datetime(2022, 11, 28, 14, 25, 5, 450496), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 5, 450496), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 5, 450496), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 5, 450496), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 5, 450496), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 5, 450496), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 5, 450496), 101.0, 380.0]"
417,"[datetime.datetime(2022, 11, 28, 14, 25, 6, 619953), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 6, 619953), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 6, 619953), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 6, 619953), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 6, 619953), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 6, 619953), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 6, 619953), 101.0, 380.0]"
418,"[datetime.datetime(2022, 11, 28, 14, 25, 7, 783278), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 7, 783278), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 7, 783278), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 7, 783278), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 7, 783278), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 7, 783278), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 7, 783278), 101.0, 380.0]"
419,"[datetime.datetime(2022, 11, 28, 14, 25, 8, 942229), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 8, 942229), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 8, 942229), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 8, 942229), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 8, 942229), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 8, 942229), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 8, 942229), 101.0, 380.0]"
420,"[datetime.datetime(2022, 11, 28, 14, 25, 10, 107612), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 10, 107612), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 10, 107612), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 10, 107612), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 10, 107612), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 10, 107612), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 10, 107612), 101.0, 380.0]"
421,"[datetime.datetime(2022, 11, 28, 14, 25, 11, 274475), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 11, 274475), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 11, 274475), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 11, 274475), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 11, 274475), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 11, 274475), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 11, 274475), 101.0, 380.0]"
422,"[datetime.datetime(2022, 11, 28, 14, 25, 12, 443753), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 12, 443753), 4.4, 6.4]","[datetime.datetime(2022, 11, 28, 14, 25, 12, 443753), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 12, 443753), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 12, 443753), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 12, 443753), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 12, 443753), 101.0, 380.0]"
423,"[datetime.datetime(2022, 11, 28, 14, 25, 13, 614135), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 13, 614135), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 25, 13, 614135), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 13, 614135), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 13, 614135), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 13, 614135), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 13, 614135), 101.0, 380.0]"
424,"[datetime.datetime(2022, 11, 28, 14, 25, 14, 781226), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 14, 25, 14, 781226), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 14, 25, 14, 781226), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 14, 781226), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 14, 25, 14, 781226), 2.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 25, 14, 781226), 2.8, 3.9]","[datetime.datetime(2022, 11, 28, 14, 25, 14, 781226), 101.0, 380.0]"
