,Nelly Bigtime,Prodigal Guinness Nz,Mega Star,The Mighty Mondo Nz,Hezashadowplaya Nz,Miss Maravu,Rainbow Jet,Wotnow Swanee,Its Inevitable Nz
10-01-2023 18:05:44.328326,"(3.7, 9.2, 8.0)","(1.55, 99999, 99990)","(14.0, 32.0, 27.4)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 26.0, 22.884615384615383)","(71.0, 180.0, 138.0)","(91.0, 120.0, 101.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:45.691386,"(3.7, 9.2, 8.0)","(1.55, 99999, 99990)","(14.0, 30.0, 26.77777777777778)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 25.0, 23.5)","(71.0, 180.0, 138.0)","(91.0, 110.0, 161.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:05:46.998286,"(3.7, 9.2, 7.45)","(1.55, 99999, 99990)","(14.0, 28.0, 20.666666666666668)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 25.0, 23.5)","(71.0, 180.0, 175.0)","(91.0, 210.0, 151.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:05:48.270993,"(3.7, 9.2, 7.6)","(1.55, 99999, 99990)","(14.0, 27.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 25.0, 23.5)","(71.0, 230.0, 181.0)","(91.0, 190.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:49.530431,"(3.7, 9.2, 7.6)","(1.55, 99999, 99990)","(14.0, 25.0, 20.75)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 25.0, 25.0)","(71.0, 210.0, 181.0)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:50.819254,"(3.7, 9.2, 7.6)","(1.55, 99999, 99990)","(14.0, 24.0, 18.583333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 24.5)","(71.0, 210.0, 167.5)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:52.070057,"(3.7, 9.2, 7.6)","(1.55, 99999, 99990)","(14.0, 24.0, 18.416666666666668)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 24.5)","(71.0, 200.0, 167.5)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:53.381328,"(3.7, 9.2, 8.31111111111111)","(1.55, 99999, 99990)","(14.0, 23.0, 19.75)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 24.5)","(71.0, 200.0, 167.5)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:54.658954,"(3.8, 9.2, 8.31111111111111)","(1.55, 99999, 99990)","(14.0, 22.0, 18.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 24.5)","(71.0, 200.0, 167.5)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:55.959202,"(3.8, 9.2, 7.76)","(1.55, 99999, 99990)","(14.0, 22.0, 18.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 24.5)","(71.0, 200.0, 167.5)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:57.172776,"(3.8, 9.2, 7.76)","(1.55, 99999, 99990)","(14.0, 22.0, 18.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 24.0)","(71.0, 200.0, 160.0)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:58.376919,"(3.8, 9.2, 7.76)","(1.55, 99999, 99990)","(14.0, 22.0, 18.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 23.5)","(71.0, 190.0, 160.0)","(91.0, 180.0, 178.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:05:59.645435,"(3.8, 9.2, 7.76)","(1.55, 99999, 99990)","(14.0, 22.0, 18.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 24.6)","(71.0, 190.0, 152.5)","(91.0, 230.0, 157.85714285714286)","(101.0, 99999, 99990)"
10-01-2023 18:06:00.894083,"(3.8, 9.2, 7.76)","(1.55, 99999, 99990)","(14.0, 22.0, 18.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.2)","(71.0, 180.0, 152.5)","(91.0, 220.0, 157.85714285714286)","(101.0, 99999, 99990)"
10-01-2023 18:06:02.183787,"(3.8, 9.2, 7.76)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 24.8)","(71.0, 180.0, 152.5)","(91.0, 220.0, 171.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:03.490099,"(3.8, 9.2, 8.48)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.545454545454547)","(71.0, 180.0, 152.5)","(91.0, 220.0, 171.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:04.871321,"(3.8, 9.2, 8.75)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 180.0, 152.5)","(91.0, 220.0, 171.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:06.208609,"(3.8, 9.2, 8.666666666666666)","(1.55, 99999, 99990)","(14.0, 22.0, 20.285714285714285)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 180.0, 152.5)","(91.0, 220.0, 171.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:07.535007,"(3.8, 9.2, 8.15)","(1.55, 99999, 99990)","(14.0, 22.0, 20.285714285714285)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 180.0, 152.5)","(91.0, 220.0, 171.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:08.998864,"(3.8, 9.2, 8.15)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 180.0, 152.5)","(91.0, 220.0, 165.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:10.348803,"(3.8, 9.2, 8.685714285714285)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 180.0, 207.14285714285714)","(91.0, 210.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:11.720545,"(3.8, 9.2, 8.45)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 230.0, 182.5)","(91.0, 200.0, 156.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:13.002884,"(3.8, 9.2, 8.45)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 220.0, 182.5)","(91.0, 200.0, 156.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:14.287093,"(3.8, 9.2, 8.77142857142857)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 220.0, 182.5)","(91.0, 200.0, 156.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:15.528524,"(3.8, 9.2, 8.825)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.22222222222222)","(71.0, 220.0, 182.5)","(91.0, 200.0, 156.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:16.787768,"(3.8, 9.2, 8.825)","(1.55, 99999, 99990)","(14.0, 22.0, 20.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 24.5)","(71.0, 220.0, 129.0)","(91.0, 200.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:17.975918,"(3.8, 9.2, 8.6)","(1.55, 99999, 99990)","(14.0, 22.0, 19.333333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 210.0, 137.5)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:19.209983,"(3.8, 9.2, 8.6)","(1.55, 99999, 99990)","(14.0, 22.0, 19.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 200.0, 132.5)","(91.0, 190.0, 146.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:20.507485,"(3.8, 9.2, 8.6)","(1.55, 99999, 99990)","(14.0, 21.0, 19.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 190.0, 127.5)","(91.0, 180.0, 146.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:21.725569,"(3.8, 9.2, 8.45)","(1.55, 99999, 99990)","(14.0, 21.0, 19.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 180.0, 122.5)","(91.0, 180.0, 160.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:22.988967,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 21.0, 19.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 170.0, 122.5)","(91.0, 220.0, 166.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:06:24.190826,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 21.0, 19.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 170.0, 122.5)","(91.0, 210.0, 192.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:25.470551,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 21.0, 19.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 170.0, 122.5)","(91.0, 220.0, 192.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:26.694050,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 21.0, 19.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 170.0, 122.5)","(91.0, 220.0, 192.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:27.910670,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 21.0, 19.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 170.0, 122.5)","(91.0, 220.0, 192.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:29.174563,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 21.0, 19.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.6)","(71.0, 170.0, 122.5)","(91.0, 220.0, 192.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:30.548667,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 21.0, 19.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 24.0)","(71.0, 170.0, 122.5)","(91.0, 220.0, 192.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:32.063463,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 20.0, 18.571428571428573)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 24.6)","(71.0, 170.0, 196.0)","(91.0, 220.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:33.491379,"(3.8, 9.0, 8.399999999999999)","(1.55, 99999, 99990)","(14.0, 20.0, 18.571428571428573)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 23.57142857142857)","(71.0, 230.0, 166.66666666666669)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:34.909084,"(3.8, 9.0, 6.824137931034483)","(1.55, 99999, 99990)","(14.0, 20.0, 18.571428571428573)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 23.57142857142857)","(71.0, 220.0, 166.66666666666669)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:36.385305,"(3.8, 7.0, 6.821739130434782)","(1.55, 99999, 99990)","(14.0, 20.0, 18.571428571428573)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 26.444444444444443)","(71.0, 220.0, 170.0)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:37.825111,"(3.8, 7.0, 6.127659574468085)","(1.55, 99999, 99990)","(14.0, 20.0, 19.6)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 27.076923076923077)","(71.0, 220.0, 177.14285714285714)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:39.247440,"(3.8, 7.0, 8.16)","(1.55, 99999, 99990)","(14.0, 20.0, 28.666666666666664)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.8)","(71.0, 220.0, 170.0)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:40.848328,"(3.8, 9.6, 8.885714285714284)","(1.55, 99999, 99990)","(14.0, 30.0, 28.666666666666664)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.692307692307693)","(71.0, 220.0, 170.0)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:42.647201,"(3.8, 9.2, 8.5)","(1.55, 99999, 99990)","(14.0, 30.0, 28.666666666666664)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.125)","(71.0, 220.0, 170.0)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:43.997242,"(3.8, 9.0, 8.37142857142857)","(1.55, 99999, 99990)","(14.0, 30.0, 24.285714285714285)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.125)","(71.0, 220.0, 163.33333333333331)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:45.291593,"(3.8, 8.6, 8.37142857142857)","(1.55, 99999, 99990)","(14.0, 29.0, 25.2)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.125)","(71.0, 210.0, 156.66666666666669)","(91.0, 200.0, 158.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:06:46.557111,"(3.8, 8.2, 8.028571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 25.2)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.125)","(71.0, 200.0, 107.5)","(91.0, 200.0, 140.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:47.969527,"(3.8, 8.2, 7.8)","(1.55, 99999, 99990)","(14.0, 26.0, 19.571428571428573)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.125)","(71.0, 190.0, 135.0)","(91.0, 200.0, 173.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:06:49.339112,"(3.8, 8.2, 7.8)","(1.55, 99999, 99990)","(14.0, 26.0, 20.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.235294117647058)","(71.0, 190.0, 113.33333333333334)","(91.0, 200.0, 154.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:50.718706,"(3.8, 8.0, 7.4)","(1.55, 99999, 99990)","(14.0, 25.0, 21.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.235294117647058)","(71.0, 180.0, 113.33333333333334)","(91.0, 200.0, 154.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:52.160746,"(3.8, 8.0, 7.4)","(1.55, 99999, 99990)","(14.0, 24.0, 20.428571428571427)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.235294117647058)","(71.0, 180.0, 113.33333333333334)","(91.0, 200.0, 154.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:53.610120,"(3.8, 8.0, 7.6)","(1.55, 99999, 99990)","(14.0, 24.0, 20.428571428571427)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.235294117647058)","(71.0, 180.0, 113.33333333333334)","(91.0, 200.0, 154.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:54.966518,"(3.8, 7.8, 7.449999999999999)","(1.55, 99999, 99990)","(14.0, 24.0, 20.428571428571427)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.235294117647058)","(71.0, 180.0, 113.33333333333334)","(91.0, 200.0, 166.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:06:56.416042,"(3.8, 7.6, 7.215384615384615)","(1.55, 99999, 99990)","(14.0, 24.0, 21.77777777777778)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 26.235294117647058)","(71.0, 180.0, 130.0)","(91.0, 190.0, 166.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:06:57.720944,"(3.8, 7.6, 7.215384615384615)","(1.55, 99999, 99990)","(14.0, 24.0, 21.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 230.0, 123.33333333333334)","(91.0, 190.0, 154.0)","(101.0, 99999, 99990)"
10-01-2023 18:06:58.961908,"(3.8, 7.6, 7.145454545454545)","(1.55, 99999, 99990)","(14.0, 24.0, 21.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 210.0, 123.33333333333334)","(91.0, 170.0, 156.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:07:00.217503,"(3.8, 7.6, 7.145454545454545)","(1.55, 99999, 99990)","(14.0, 24.0, 21.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 210.0, 135.0)","(91.0, 190.0, 156.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:07:01.351644,"(3.8, 7.6, 7.145454545454545)","(1.55, 99999, 99990)","(14.0, 24.0, 21.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 190.0, 135.0)","(91.0, 190.0, 162.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:02.482696,"(3.8, 7.6, 7.145454545454545)","(1.55, 99999, 99990)","(14.0, 24.0, 21.142857142857142)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 190.0, 178.57142857142858)","(91.0, 190.0, 153.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:07:03.636507,"(3.8, 7.6, 7.242857142857142)","(1.55, 99999, 99990)","(14.0, 23.0, 22.1)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 220.0, 178.57142857142858)","(91.0, 190.0, 153.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:07:04.816561,"(3.8, 7.6, 7.242857142857142)","(1.55, 99999, 99990)","(14.0, 23.0, 21.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 220.0, 178.57142857142858)","(91.0, 190.0, 153.33333333333331)","(101.0, 99999, 99990)"
10-01-2023 18:07:06.007926,"(3.8, 7.6, 7.242857142857142)","(1.55, 99999, 99990)","(14.0, 23.0, 20.666666666666668)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 220.0, 171.42857142857142)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:07:07.243900,"(3.8, 7.6, 7.145454545454545)","(1.55, 99999, 99990)","(14.0, 23.0, 21.833333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 210.0, 171.42857142857142)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:07:08.535158,"(3.8, 7.6, 7.145454545454545)","(1.55, 99999, 99990)","(14.0, 23.0, 21.833333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 210.0, 164.28571428571428)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:07:09.850167,"(3.8, 7.4, 7.2)","(1.55, 99999, 99990)","(14.0, 23.0, 21.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 200.0, 164.28571428571428)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:07:11.061500,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 23.0, 21.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 200.0, 164.28571428571428)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:07:12.456292,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 23.0, 21.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 200.0, 164.28571428571428)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:07:13.727958,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 23.0, 21.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 200.0, 164.28571428571428)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:07:15.052388,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 23.0, 32.388888888888886)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 200.0, 164.28571428571428)","(91.0, 190.0, 168.0)","(101.0, 99999, 99990)"
10-01-2023 18:07:16.410252,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 34.0, 26.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 200.0, 110.0)","(91.0, 190.0, 137.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:17.728828,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 38.0, 24.666666666666668)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 200.0, 107.5)","(91.0, 190.0, 137.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:19.036577,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 34.0, 23.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 190.0, 113.33333333333334)","(91.0, 190.0, 137.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:20.328869,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 32.0, 23.333333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 180.0, 113.33333333333334)","(91.0, 190.0, 137.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:21.511299,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 30.0, 23.333333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 180.0, 115.0)","(91.0, 190.0, 137.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:22.699376,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 30.0, 22.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 220.0, 123.33333333333334)","(91.0, 190.0, 137.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:23.908643,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 30.0, 23.333333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 210.0, 120.0)","(91.0, 190.0, 137.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:25.237275,"(3.8, 7.4, 7.036363636363636)","(1.55, 99999, 99990)","(14.0, 30.0, 23.333333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 200.0, 98.33333333333333)","(91.0, 190.0, 109.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:07:26.674399,"(3.8, 7.4, 7.114285714285714)","(1.55, 99999, 99990)","(14.0, 30.0, 22.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 24.0)","(71.0, 190.0, 130.0)","(91.0, 170.0, 122.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:28.106115,"(3.8, 7.2, 6.9)","(1.55, 99999, 99990)","(14.0, 30.0, 23.333333333333332)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 28.0, 25.8)","(71.0, 180.0, 115.0)","(91.0, 160.0, 122.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:29.409858,"(3.8, 7.2, 6.872727272727273)","(1.55, 99999, 99990)","(14.0, 30.0, 22.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 24.428571428571427)","(71.0, 220.0, 120.0)","(91.0, 160.0, 122.5)","(101.0, 99999, 99990)"
10-01-2023 18:07:30.661997,"(3.8, 7.2, 6.872727272727273)","(1.55, 99999, 99990)","(14.0, 30.0, 22.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 200.0, 113.33333333333334)","(91.0, 160.0, 95.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:07:31.935258,"(3.8, 7.2, 6.771428571428571)","(1.55, 99999, 99990)","(14.0, 30.0, 27.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 180.0, 150.0)","(91.0, 160.0, 118.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:07:33.166640,"(3.8, 7.2, 6.857142857142858)","(1.55, 99999, 99990)","(14.0, 30.0, 27.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 180.0, 150.0)","(91.0, 140.0, 99.44444444444444)","(101.0, 99999, 99990)"
10-01-2023 18:07:34.517201,"(3.8, 7.2, 6.857142857142858)","(1.55, 99999, 99990)","(14.0, 30.0, 26.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 180.0, 150.0)","(91.0, 130.0, 105.0)","(101.0, 99999, 99990)"
