,Naomi Butterfly,Slingshot Bruno,Roxy Crumpet,Earn The Fizz,Mcivor Rusty,Wagtail Demon,Buck Hunter,Banjo Jack
04-01-2023 14:31:15.808603,"(5.0, 10.5, 9.571428571428571)","(6.0, 6.8, 6.188235294117647)","(8.0, 15.0, 13.875)","(11.0, 15.5, 14.25)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:16.882082,"(5.0, 10.5, 9.571428571428571)","(6.0, 6.8, 6.188235294117647)","(8.0, 15.0, 13.875)","(11.0, 15.5, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:17.981651,"(5.0, 10.5, 9.571428571428571)","(6.0, 6.8, 6.188235294117647)","(8.0, 15.0, 13.875)","(11.0, 15.5, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:19.027660,"(5.0, 10.5, 9.385714285714284)","(6.0, 6.8, 6.188235294117647)","(8.0, 15.0, 13.875)","(11.0, 15.5, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:20.104889,"(5.0, 10.5, 9.385714285714284)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 15.5, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.628571428571428)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:21.396429,"(5.0, 10.5, 9.488888888888889)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 15.0, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.458095238095238)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:22.559277,"(5.0, 10.0, 9.428571428571429)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 15.0, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.458095238095238)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:23.597649,"(5.0, 10.0, 9.428571428571429)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 15.0, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:24.683992,"(5.0, 10.0, 9.428571428571429)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 15.0, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:25.937729,"(5.0, 10.0, 9.428571428571429)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 15.0, 14.166666666666666)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:27.118051,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 15.0, 15.714285714285714)","(12.0, 15.5, 14.25)","(7.0, 9.6, 8.628571428571428)","(2.45, 2.52, 2.442)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:28.251295,"(5.0, 11.0, 9.92)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 26.0, 15.11111111111111)","(12.0, 16.0, 13.892857142857142)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:29.441151,"(5.0, 10.5, 9.909090909090908)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 24.0, 15.8)","(12.0, 15.5, 13.892857142857142)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:30.635633,"(5.0, 10.5, 9.909090909090908)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 23.0, 14.45)","(12.0, 15.5, 13.892857142857142)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:31.691032,"(5.0, 10.5, 9.909090909090908)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 23.0, 14.5625)","(12.0, 15.5, 13.892857142857142)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:32.651517,"(5.0, 10.5, 9.909090909090908)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 23.0, 14.5625)","(12.0, 15.5, 13.892857142857142)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:33.651759,"(5.0, 10.5, 9.909090909090908)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 23.0, 14.5625)","(12.0, 15.5, 13.892857142857142)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:34.724124,"(5.0, 10.5, 9.909090909090908)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 23.0, 18.0)","(12.0, 15.5, 14.0)","(7.0, 9.6, 8.628571428571428)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:35.859115,"(5.0, 10.5, 9.909090909090908)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 23.0, 20.0)","(12.0, 15.0, 14.0)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:37.017146,"(5.0, 10.5, 9.909090909090908)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 21.0, 19.25)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:38.103667,"(5.0, 10.5, 9.799999999999999)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 21.0, 19.25)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:39.195299,"(5.0, 10.5, 9.799999999999999)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 21.0, 17.23076923076923)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:40.239044,"(5.0, 10.5, 9.799999999999999)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 21.0, 17.23076923076923)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:41.266225,"(5.0, 10.5, 9.799999999999999)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.875)","(11.0, 21.0, 17.23076923076923)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:42.294042,"(5.0, 10.5, 10.175)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 21.0, 17.23076923076923)","(12.0, 15.5, 14.666666666666666)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:43.301404,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 21.0, 17.23076923076923)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:44.285012,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 20.0, 18.235294117647058)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:45.253085,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 20.0, 16.4)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:46.296850,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 20.0, 16.4)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:47.372937,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 20.0, 16.4)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:48.473481,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 20.0, 16.4)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.442)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:49.617346,"(5.0, 10.5, 10.175)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 20.0, 16.88)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:50.741288,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 20.0, 17.6)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:51.893284,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 19.5, 15.466666666666667)","(12.0, 15.0, 14.23076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:53.013366,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 15.0, 13.676470588235293)","(11.0, 19.5, 15.466666666666667)","(12.0, 15.0, 13.842105263157894)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:54.125947,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 13.5, 12.82258064516129)","(11.0, 19.5, 15.466666666666667)","(12.0, 15.0, 13.842105263157894)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.458095238095238)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:55.278164,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 13.5, 12.625)","(11.0, 19.5, 15.466666666666667)","(12.0, 15.0, 13.842105263157894)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.458095238095238)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:56.368209,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 13.5, 12.625)","(11.0, 19.5, 15.76)","(12.0, 15.0, 14.142857142857142)","(7.0, 9.6, 8.628571428571428)","(2.45, 2.52, 2.442)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:57.437174,"(5.0, 10.5, 10.175)","(6.0, 6.8, 6.41)","(8.0, 13.5, 12.625)","(11.0, 19.5, 15.76)","(12.0, 15.0, 14.142857142857142)","(7.0, 9.6, 8.628571428571428)","(2.45, 2.52, 2.462222222222222)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:58.490165,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 13.5, 12.625)","(11.0, 19.0, 16.352941176470587)","(12.0, 14.5, 13.923076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.462222222222222)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:31:59.526869,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 13.5, 12.625)","(11.0, 19.0, 16.352941176470587)","(12.0, 14.5, 13.923076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.462222222222222)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:32:00.546066,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 13.5, 12.625)","(11.0, 19.0, 16.352941176470587)","(12.0, 14.5, 13.923076923076923)","(7.0, 9.6, 8.827272727272726)","(2.45, 2.52, 2.462222222222222)","(12.0, 48.0, 42.666666666666664)"
04-01-2023 14:32:01.577067,"(5.0, 10.0, 9.636363636363637)","(6.0, 6.8, 6.41)","(8.0, 13.5, 12.625)","(11.0, 19.0, 15.379310344827587)","(12.0, 14.5, 13.666666666666666)","(7.0, 9.6, 8.92)","(2.45, 2.52, 2.4652631578947366)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:02.623464,"(5.0, 10.0, 9.75)","(6.0, 6.8, 6.4)","(8.0, 13.5, 11.916666666666666)","(11.0, 19.0, 15.818181818181818)","(12.0, 14.5, 13.923076923076923)","(7.0, 9.6, 8.92)","(2.45, 2.52, 2.4457142857142857)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:03.670429,"(5.0, 10.0, 9.75)","(6.0, 6.8, 6.4)","(8.0, 13.5, 11.916666666666666)","(11.0, 19.0, 16.142857142857142)","(12.0, 14.5, 13.615384615384615)","(7.0, 9.6, 9.875)","(2.45, 2.52, 2.4477777777777776)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:04.785038,"(5.0, 10.5, 10.3)","(6.0, 7.0, 6.733333333333333)","(8.0, 13.5, 11.916666666666666)","(11.0, 19.0, 16.7)","(12.0, 14.0, 13.615384615384615)","(7.0, 12.0, 10.15)","(2.45, 2.52, 2.46)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:05.849365,"(5.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.6869565217391305)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.5, 16.7)","(12.0, 14.0, 13.615384615384615)","(7.0, 11.5, 10.312000000000001)","(2.45, 2.5, 2.473333333333333)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:06.968319,"(5.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.76)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.5, 16.7)","(12.0, 14.0, 13.444444444444445)","(7.0, 11.5, 10.312000000000001)","(2.45, 2.5, 2.46)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:08.094299,"(5.0, 10.0, 9.823529411764707)","(6.0, 7.0, 6.76)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.5, 15.928571428571429)","(12.0, 14.0, 13.615384615384615)","(7.0, 11.5, 9.65909090909091)","(2.45, 2.5, 2.46)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:09.160903,"(5.0, 10.0, 9.842105263157896)","(6.0, 7.0, 6.76)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.5, 15.928571428571429)","(12.0, 14.0, 13.615384615384615)","(7.0, 11.5, 9.52439024390244)","(2.45, 2.5, 2.506666666666667)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:10.249313,"(5.0, 10.0, 9.833333333333334)","(6.0, 7.0, 6.76)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.5, 15.928571428571429)","(12.0, 14.0, 13.615384615384615)","(7.0, 11.5, 9.808333333333334)","(2.45, 2.52, 2.5)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:11.312379,"(5.0, 10.0, 9.714285714285714)","(6.0, 7.0, 6.76)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.5, 17.176470588235293)","(12.0, 14.0, 13.222222222222221)","(7.0, 11.0, 9.454545454545455)","(2.45, 2.52, 2.4955555555555557)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:12.432960,"(5.0, 10.0, 9.777777777777777)","(6.0, 7.0, 6.76)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.0, 16.823529411764707)","(12.0, 13.5, 14.142857142857142)","(7.0, 11.0, 9.585365853658537)","(2.45, 2.54, 2.4784615384615383)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:13.579741,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.666666666666667)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.0, 16.823529411764707)","(12.0, 15.0, 14.454545454545455)","(7.0, 11.0, 9.585365853658537)","(2.45, 2.54, 2.4955555555555557)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:14.686099,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.666666666666667)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.0, 16.823529411764707)","(12.0, 15.0, 14.454545454545455)","(7.0, 11.0, 9.585365853658537)","(2.45, 2.54, 2.4784615384615383)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:15.763064,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.666666666666667)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.0, 15.777777777777779)","(12.0, 15.0, 14.454545454545455)","(7.0, 11.0, 9.585365853658537)","(2.45, 2.54, 2.4784615384615383)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:16.810940,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.666666666666667)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.0, 15.777777777777779)","(12.0, 15.0, 13.631578947368421)","(7.0, 11.0, 9.585365853658537)","(2.45, 2.54, 2.4955555555555557)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:17.844300,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.666666666666667)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.0, 15.777777777777779)","(12.0, 14.5, 13.75)","(7.0, 11.0, 9.545454545454545)","(2.45, 2.54, 2.494285714285714)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:18.845082,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.5, 11.916666666666666)","(11.0, 18.0, 15.777777777777779)","(12.0, 14.5, 13.75)","(7.0, 11.0, 9.559999999999999)","(2.45, 2.54, 2.4955555555555557)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:19.871205,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 11.714285714285714)","(11.0, 17.5, 16.470588235294116)","(12.0, 14.5, 13.75)","(7.0, 11.0, 9.660465116279068)","(2.45, 2.54, 2.4784615384615383)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:20.921974,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 11.714285714285714)","(11.0, 17.5, 15.615384615384615)","(12.0, 14.5, 13.75)","(7.0, 11.0, 9.695)","(2.45, 2.54, 2.4784615384615383)","(12.0, 48.0, 44.8)"
04-01-2023 14:32:22.015218,"(5.0, 10.0, 9.875)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 11.714285714285714)","(11.0, 17.5, 15.615384615384615)","(12.0, 14.5, 13.75)","(7.0, 11.0, 9.695)","(2.45, 2.54, 2.4955555555555557)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:23.065316,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 11.714285714285714)","(11.0, 17.5, 15.166666666666666)","(12.0, 14.5, 13.615384615384615)","(7.0, 11.0, 9.695)","(2.45, 2.54, 2.4784615384615383)","(12.0, 48.0, 46.4)"
04-01-2023 14:32:24.109487,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.5, 15.166666666666666)","(12.0, 14.0, 13.5)","(7.0, 11.0, 9.596)","(2.45, 2.54, 2.4955555555555557)","(12.0, 50.0, 48.2)"
04-01-2023 14:32:25.147632,"(5.0, 10.5, 10.421739130434784)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.5, 15.166666666666666)","(12.0, 14.0, 13.5)","(7.0, 11.0, 9.596)","(2.45, 2.54, 2.5103703703703704)","(12.0, 50.0, 48.8)"
04-01-2023 14:32:26.165987,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.5, 15.166666666666666)","(12.0, 14.0, 13.5)","(7.0, 11.0, 9.570212765957447)","(2.45, 2.54, 2.5153846153846153)","(12.0, 50.0, 47.2)"
04-01-2023 14:32:27.195304,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.0, 16.11764705882353)","(12.0, 14.0, 13.5)","(7.0, 11.0, 9.672340425531916)","(2.45, 2.54, 2.5153846153846153)","(12.0, 48.0, 47.2)"
04-01-2023 14:32:28.231599,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.0, 16.11764705882353)","(12.0, 14.0, 13.5)","(7.0, 11.0, 9.672340425531916)","(2.45, 2.54, 2.5153846153846153)","(12.0, 48.0, 47.2)"
04-01-2023 14:32:29.346861,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.0, 15.5)","(12.0, 14.0, 13.5)","(7.0, 11.0, 9.672340425531916)","(2.45, 2.54, 2.5153846153846153)","(12.0, 48.0, 47.2)"
04-01-2023 14:32:30.333383,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.0, 15.5)","(12.0, 14.0, 13.666666666666666)","(7.0, 11.0, 9.672340425531916)","(2.45, 2.54, 2.5153846153846153)","(12.0, 48.0, 47.2)"
04-01-2023 14:32:31.354994,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.0, 15.5)","(12.0, 14.5, 13.5)","(7.0, 11.0, 9.672340425531916)","(2.45, 2.54, 2.5153846153846153)","(12.0, 48.0, 47.2)"
04-01-2023 14:32:32.388359,"(5.0, 10.0, 9.923076923076923)","(6.0, 7.0, 6.529411764705882)","(8.0, 13.0, 12.0)","(11.0, 17.0, 15.241379310344827)","(12.0, 14.0, 13.307692307692308)","(7.0, 11.0, 9.514285714285714)","(2.45, 2.54, 2.5095238095238095)","(12.0, 48.0, 49.1)"
04-01-2023 14:32:33.463074,"(5.5, 10.0, 9.90909090909091)","(5.5, 7.0, 6.580952380952381)","(8.5, 13.0, 12.0)","(11.0, 17.0, 15.764705882352942)","(12.0, 14.0, 13.347826086956522)","(7.0, 11.0, 9.748936170212765)","(2.35, 2.54, 2.513333333333333)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:34.576389,"(5.5, 10.5, 10.406666666666666)","(5.5, 7.0, 6.45)","(8.5, 13.0, 12.0)","(11.0, 16.5, 15.764705882352942)","(12.0, 14.0, 13.347826086956522)","(7.0, 11.0, 9.745833333333334)","(2.35, 2.54, 2.503076923076923)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:35.768195,"(5.5, 10.5, 10.409090909090908)","(5.5, 6.8, 6.492307692307692)","(8.5, 13.0, 12.0)","(11.0, 16.5, 15.764705882352942)","(12.0, 14.0, 13.347826086956522)","(7.0, 11.0, 9.745833333333334)","(2.35, 2.54, 2.503076923076923)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:36.921283,"(5.5, 10.5, 10.333333333333334)","(5.5, 6.8, 6.633333333333334)","(8.5, 13.0, 12.0)","(11.0, 16.5, 15.304347826086957)","(12.0, 14.0, 13.347826086956522)","(7.0, 11.0, 9.825)","(2.35, 2.54, 2.513333333333333)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:38.017219,"(5.5, 10.5, 10.375)","(5.5, 6.8, 6.633333333333334)","(8.5, 13.0, 12.0)","(11.0, 16.5, 15.304347826086957)","(12.0, 14.0, 13.307692307692308)","(7.0, 10.5, 9.825)","(2.35, 2.54, 2.503076923076923)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:39.131800,"(5.5, 10.5, 10.3)","(5.5, 6.8, 6.711111111111111)","(8.5, 13.0, 12.0)","(11.0, 16.5, 15.304347826086957)","(12.0, 13.5, 13.25)","(7.0, 10.5, 9.740625)","(2.35, 2.54, 2.503076923076923)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:40.209663,"(5.5, 10.5, 10.307142857142857)","(5.5, 7.0, 6.68)","(8.5, 13.0, 12.0)","(11.0, 16.5, 15.071428571428571)","(12.0, 13.5, 13.25)","(7.0, 10.5, 8.711111111111112)","(2.35, 2.54, 2.513333333333333)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:41.260061,"(5.5, 10.5, 10.430769230769231)","(5.5, 7.0, 6.68)","(8.5, 13.0, 12.0)","(11.0, 16.5, 15.071428571428571)","(12.0, 13.5, 13.153846153846153)","(7.0, 10.5, 8.85)","(2.35, 2.54, 2.503076923076923)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:42.298594,"(5.5, 10.5, 10.430769230769231)","(5.5, 7.0, 6.75)","(8.5, 12.5, 11.817073170731707)","(11.0, 16.0, 15.411764705882353)","(12.0, 13.5, 13.153846153846153)","(7.0, 10.5, 8.85)","(2.35, 2.54, 2.556923076923077)","(14.0, 50.0, 49.1)"
04-01-2023 14:32:43.320223,"(5.5, 10.5, 10.430769230769231)","(5.5, 7.0, 6.7)","(8.5, 12.5, 11.817073170731707)","(11.0, 16.0, 15.09090909090909)","(12.0, 13.5, 13.153846153846153)","(7.0, 10.5, 9.16)","(2.35, 2.58, 2.556923076923077)","(14.0, 50.0, 43.4)"
04-01-2023 14:32:44.364554,"(5.5, 10.5, 10.430769230769231)","(5.5, 7.0, 6.7)","(8.5, 12.5, 12.0)","(11.0, 16.0, 15.09090909090909)","(12.0, 13.5, 13.19047619047619)","(7.0, 10.0, 9.08695652173913)","(2.35, 2.58, 2.556923076923077)","(14.0, 50.0, 43.4)"
