,Kaonic,Wild Willy,Hamslette,Star Jan,Ali Orphan,Carak,Coraggio,Innocent Pegg,Pretty Boy
04-01-2023 15:12:39.690437,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.4799999999999995)","(4.8, 7.4, 6.8545454545454545)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:41.114547,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.4799999999999995)","(4.8, 7.4, 6.8545454545454545)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:42.518180,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.4799999999999995)","(4.8, 7.4, 6.911111111111111)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:43.824619,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.4799999999999995)","(4.8, 7.4, 6.911111111111111)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:45.106323,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.4799999999999995)","(4.8, 7.4, 6.911111111111111)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:46.255880,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.266666666666667)","(4.8, 7.4, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:47.516511,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.266666666666667)","(4.8, 7.2, 6.88)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:48.739884,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.266666666666667)","(4.8, 7.2, 6.88)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:49.930938,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.8, 7.327272727272727)","(4.8, 7.2, 6.88)","(19.0, 32.0, 29.428571428571427)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:51.060629,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.111111111111111)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 29.428571428571427)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:52.237653,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 29.428571428571427)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:53.497200,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 29.428571428571427)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:54.816603,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:55.952761,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:57.143778,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:58.334026,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:12:59.557484,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.342857142857143)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:00.859926,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.4, 6.342857142857143)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:02.055492,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.4, 6.342857142857143)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:03.286697,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.4, 6.342857142857143)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:04.505355,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:05.685603,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:06.812753,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 29.428571428571427)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:07.914478,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 29.428571428571427)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:09.026324,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 29.428571428571427)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:10.158896,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:11.283904,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:12.422567,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:13.524070,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:14.636135,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:15.687625,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:16.766501,"(13.0, 21.0, 20.375)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.5488888888888885)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.9818181818181815)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:17.831026,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.564566929133858)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.742857142857143)","(19.0, 32.0, 28.4)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:18.938017,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.564566929133858)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.88)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:20.089429,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.564566929133858)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.742857142857143)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:21.306365,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.564566929133858)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 7.327272727272727)","(4.8, 7.2, 6.742857142857143)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:22.415726,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.2)","(3.9, 4.6, 4.564566929133858)","(5.5, 6.2, 6.18)","(16.0, 30.0, 25.333333333333332)","(5.0, 7.6, 6.527272727272727)","(4.8, 7.2, 6.742857142857143)","(19.0, 32.0, 26.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:23.596233,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.166666666666667)","(3.9, 4.6, 4.433333333333334)","(5.5, 6.2, 6.342857142857143)","(16.0, 30.0, 28.923076923076923)","(5.0, 7.4, 7.218867924528302)","(4.8, 7.2, 6.816666666666667)","(19.0, 32.0, 29.428571428571427)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:24.726505,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.3)","(3.9, 4.6, 4.433333333333334)","(5.5, 6.4, 6.352)","(16.0, 30.0, 29.125)","(5.0, 7.4, 6.6000000000000005)","(4.8, 7.4, 6.9)","(19.0, 32.0, 33.0)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:26.130027,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.433333333333334)","(5.5, 6.4, 6.352)","(16.0, 30.0, 28.0)","(5.0, 7.4, 6.6000000000000005)","(4.8, 7.2, 6.763636363636364)","(19.0, 36.0, 33.0)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:27.250954,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.433333333333334)","(5.5, 6.4, 6.352)","(16.0, 30.0, 28.0)","(5.0, 7.4, 7.054545454545455)","(4.8, 7.2, 6.763636363636364)","(19.0, 36.0, 30.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:28.471754,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.342857142857143)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.85)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:29.552006,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.342857142857143)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.85)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:30.586148,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.352)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.85)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:31.775882,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.352)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.85)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:32.871229,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.352)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.85)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:34.010810,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.366666666666667)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.9)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:35.145344,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.327272727272727)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.9)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:36.281436,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.454545454545455)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:37.362642,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.454545454545455)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:38.411669,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.666666666666667)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:39.482250,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.666666666666667)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:40.524885,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.666666666666667)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:41.539793,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.666666666666667)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:42.674668,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.6, 6.44)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:43.748817,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.4, 6.44)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:44.818931,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.285714285714286)","(16.0, 30.0, 28.0)","(5.0, 7.4, 6.44)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 28.75)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:45.874415,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.142857142857143)","(16.0, 30.0, 28.0)","(5.0, 7.4, 6.44)","(4.8, 7.2, 6.763636363636364)","(19.0, 34.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:46.951254,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 5.8)","(16.0, 30.0, 29.125)","(5.0, 7.4, 6.75)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:48.023718,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.2690909090909095)","(16.0, 30.0, 29.125)","(5.0, 7.8, 6.75)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:49.092018,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.256)","(16.0, 30.0, 28.0)","(5.0, 7.8, 6.75)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:50.159210,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.274)","(16.0, 30.0, 28.0)","(5.0, 7.8, 6.75)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:51.267674,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.014285714285714)","(16.0, 30.0, 28.0)","(5.0, 7.8, 7.5)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:52.364820,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 7.8, 7.5)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:53.507846,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 7.8, 7.5)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:54.648423,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 7.8, 7.65)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.5)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:55.756271,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 7.8, 7.65)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 29.6)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:56.913799,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.34)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 7.8, 7.1764705882352935)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:58.103984,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.271428571428571)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:13:59.292702,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.271428571428571)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:14:00.495373,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.271428571428571)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:14:01.626720,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.271428571428571)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:14:02.813625,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.271428571428571)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:14:03.894543,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.271428571428571)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.08235294117647)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.763636363636364)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:14:04.976846,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.271428571428571)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 6.014285714285714)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.65)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:14:06.044588,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.271428571428571)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 5.909090909090909)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.65)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:14:07.122177,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.281818181818182)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 5.909090909090909)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.65)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
04-01-2023 15:14:08.211872,"(13.0, 21.0, 19.5)","(4.2, 5.5, 5.281818181818182)","(3.9, 4.6, 4.469565217391304)","(5.5, 6.4, 5.909090909090909)","(16.0, 30.0, 28.0)","(5.0, 8.0, 7.09)","(4.8, 7.2, 6.65)","(19.0, 32.0, 28.25)","(61.0, 130.0, 110.0)"
