,Devon Lass,Nibiru,Captain Cruiser,Drop A Line,Count Me In,Bombers Smokey,Zipping Pip
09-01-2023 15:51:10.460855,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:11.499445,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:12.548705,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:13.603769,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:14.605919,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:15.586372,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:16.616913,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:17.729876,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:18.831322,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:19.891231,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:20.905024,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:21.912713,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:22.994135,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:24.131993,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:25.199396,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:26.207785,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:27.237807,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:28.256212,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:29.349667,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:30.413888,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:31.408706,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:32.423162,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:33.514711,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:34.621649,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:35.661519,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:36.660163,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:37.662165,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:38.748792,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:39.845403,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:40.916769,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:41.902721,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:43.154150,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:44.547895,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 24.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:45.829685,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:47.032745,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:48.165398,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:49.219439,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:50.298038,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:51.362194,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:52.489515,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:53.519641,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:54.576063,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:55.646903,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:56.774828,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:57.931221,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:51:59.060817,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:00.151034,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:01.197423,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:02.286376,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:03.338138,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.6, 7.072727272727272)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:04.364160,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 6.733333333333333)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:05.333161,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 6.733333333333333)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:06.394428,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 6.733333333333333)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:07.419163,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 6.733333333333333)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:08.553215,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:09.692632,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:10.796070,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:11.859176,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:12.889815,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:13.925036,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:15.011574,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:16.101377,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:17.169544,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:18.224684,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:19.293828,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:20.409820,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:21.518705,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:22.589440,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:23.554499,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:24.564930,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:25.671888,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:26.776395,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:27.849709,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:28.836331,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:29.959442,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:31.114035,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:32.218410,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:33.258974,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:34.298133,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:35.331393,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:36.442540,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:37.676526,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:38.850230,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:39.954301,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:41.248974,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:42.331629,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:43.505442,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:44.612006,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:45.722515,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:46.733270,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:47.853445,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 18.759999999999998)","(19.0, 65.0, 33.666666666666664)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:48.967147,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:50.106220,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:51.150714,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:52:52.181256,"(3.0, 4.9, 3.975)","(4.4, 7.4, 4.555555555555555)","(4.6, 8.4, 7.1)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(19.0, 65.0, 45.208333333333336)","(3.7, 6.2, 3.676190476190476)"
