,Witty Wendy,Morse Code,Moonshine Babe,Haras Pearl,Mad Machine,Lord Yuri,Wild Oates
09-01-2023 18:02:53.495138,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:02:54.417393,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:02:55.329725,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:02:56.279911,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:02:57.199910,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:02:58.137762,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:02:59.110256,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:00.100443,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:01.139991,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:02.118170,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:03.106684,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:04.112663,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:05.141536,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:06.164148,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:07.144846,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:08.120216,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:09.096230,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:10.073523,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:11.022710,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:11.980144,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:12.899911,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:13.796163,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:14.747145,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:15.683168,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:16.618014,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:17.610902,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:18.586446,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:19.572521,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:20.559258,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:21.591986,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:22.622408,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:23.629638,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:24.647611,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:25.808109,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:26.874658,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:27.920261,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:28.934720,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:29.934949,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:30.939054,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:31.965624,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:32.927658,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:33.917933,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:34.926554,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:35.946459,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:36.959353,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:38.002629,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:38.965038,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:39.980685,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:40.939142,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:41.956514,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:42.957446,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:43.937346,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:44.867448,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:45.870902,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:46.809271,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:47.839244,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:48.873227,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:49.850113,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:50.856986,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:51.839977,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:52.841645,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:53.855567,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:54.850588,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:55.800815,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:56.727705,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:57.671140,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:58.603305,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:03:59.561580,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:00.530031,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:01.523954,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:02.476605,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:03.482283,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:04.473218,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:05.480238,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:06.553962,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 22.0, 21.128571428571426)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:07.622384,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:08.671900,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:09.622147,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:10.617890,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:11.553994,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:12.603658,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:13.627811,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:14.621790,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:15.651551,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:16.736844,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 2.9046153846153846)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:17.726299,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:18.882091,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:19.989090,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:21.245030,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:22.350668,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:23.449245,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:24.508080,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:25.566381,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
09-01-2023 18:04:26.606461,"(3.6, 7.2, 5.3671875)","(2.8, 4.4, 3.011428571428571)","(10.0, 21.0, 20.2)","(4.4, 6.8, 6.26)","(4.8, 9.0, 6.281818181818182)","(13.0, 32.0, 30.375)","(15.0, 46.0, 35.33333333333333)"
