,Bow Six,Arrogant Benji,Blue Zeal,Sketchy Combat,Emas One,Uno Shelby,Tommy Tuna,Five Mile Rose
05-01-2023 17:07:58.046609,"(6.5, 11.0, 9.0)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 30.666666666666668)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:07:59.226062,"(6.5, 11.0, 9.181818181818182)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 30.666666666666668)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:00.383086,"(6.5, 11.0, 9.181818181818182)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 30.666666666666668)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:01.464645,"(6.5, 11.0, 9.181818181818182)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 30.666666666666668)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:02.646912,"(6.5, 11.0, 9.1)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 31.0)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:03.707473,"(6.5, 11.0, 8.75)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 31.0)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:04.768711,"(6.5, 11.0, 8.75)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 31.0)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:05.935747,"(6.5, 11.0, 9.181818181818182)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 31.0)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:07.089718,"(6.5, 11.0, 9.181818181818182)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 187.14285714285714)","(11.0, 38.0, 31.0)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:08.343362,"(6.5, 11.0, 9.181818181818182)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 136.66666666666666)","(11.0, 38.0, 31.0)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:09.565718,"(6.5, 11.0, 9.181818181818182)","(21.0, 60.0, 27.11111111111111)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 136.66666666666666)","(11.0, 38.0, 31.0)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:10.734025,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 30.4)","(4.0, 6.6, 5.215384615384615)","(4.4, 8.4, 6.65)","(81.0, 230.0, 136.66666666666666)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 4.405263157894737)"
05-01-2023 17:08:11.889974,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 30.4)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.233333333333334)","(81.0, 230.0, 136.66666666666666)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.0125)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:13.068669,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.2)","(81.0, 230.0, 136.66666666666666)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.278947368421052)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:14.112619,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.2)","(81.0, 230.0, 160.0)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.278947368421052)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:15.310930,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.2)","(81.0, 230.0, 160.0)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.278947368421052)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:16.477680,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.2)","(81.0, 230.0, 160.0)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.278947368421052)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:17.606995,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.2)","(81.0, 230.0, 160.0)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.278947368421052)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:18.762645,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:19.858734,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:21.110580,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:22.344161,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 22.625)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:23.525558,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 28.0)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:24.730141,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:25.916375,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:27.076895,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:28.232013,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:29.336462,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:30.410651,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:31.490263,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 160.0)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:32.609158,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 191.42857142857142)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:33.742191,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:34.917935,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:36.019642,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:37.139937,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:38.243945,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:39.329614,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:40.433217,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:41.527605,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:42.585027,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:43.715802,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:44.841403,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:45.933972,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 33.09090909090909)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:47.116810,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:48.505938,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:49.685676,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 23.375)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:50.973907,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 143.33333333333334)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:52.690119,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:54.133472,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:56.019575,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:57.386987,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:58.618686,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:08:59.777604,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:00.868685,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:01.891827,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:02.948282,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:03.974271,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.7, 4.059375)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:05.191497,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.5, 4.466666666666667)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:06.328188,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.5, 4.466666666666667)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:07.396890,"(6.5, 11.0, 7.833333333333334)","(21.0, 60.0, 36.875)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.5, 5.057142857142857)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:08.488887,"(6.5, 11.0, 8.75)","(21.0, 60.0, 37.5)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 6.75)","(81.0, 230.0, 175.0)","(11.0, 38.0, 26.3)","(3.9, 5.5, 4.9)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:09.636398,"(6.5, 11.0, 8.75)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.5, 4.9)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:10.694497,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.5, 4.983333333333333)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:11.833455,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.5, 4.983333333333333)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:12.989582,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.5, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:14.133463,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:15.353581,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:16.577547,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:18.035808,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:19.283686,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:20.446592,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:21.841120,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:23.001043,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:24.080617,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:25.202044,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:26.542107,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:27.851188,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:29.142905,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.890000000000001)","(4.4, 8.4, 7.575)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 26.3)","(3.9, 5.6, 5.05)","(3.4, 4.5, 3.933333333333333)"
05-01-2023 17:09:30.421816,"(6.5, 11.0, 8.166666666666666)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 5.292307692307692)","(4.4, 8.4, 7.457142857142857)","(81.0, 230.0, 156.66666666666666)","(11.0, 38.0, 23.375)","(3.9, 5.6, 5.346153846153846)","(3.4, 4.5, 4.166666666666666)"
05-01-2023 17:09:31.614776,"(6.5, 11.0, 7.909090909090909)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 5.292307692307692)","(4.4, 8.4, 7.457142857142857)","(81.0, 230.0, 175.0)","(11.0, 38.0, 23.375)","(3.9, 5.6, 5.16)","(3.4, 4.3, 3.6823529411764704)"
05-01-2023 17:09:32.729952,"(6.5, 11.0, 7.909090909090909)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.805555555555555)","(4.4, 8.4, 7.457142857142857)","(81.0, 230.0, 175.0)","(11.0, 38.0, 23.375)","(3.9, 5.6, 5.16)","(3.4, 4.2, 3.6823529411764704)"
05-01-2023 17:09:34.012147,"(6.5, 11.0, 7.909090909090909)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.805555555555555)","(4.4, 8.4, 7.457142857142857)","(81.0, 230.0, 175.0)","(11.0, 38.0, 23.375)","(3.9, 5.6, 5.16)","(3.4, 4.2, 3.6823529411764704)"
05-01-2023 17:09:35.146759,"(6.5, 11.0, 7.909090909090909)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.805555555555555)","(4.4, 8.4, 7.457142857142857)","(81.0, 230.0, 175.0)","(11.0, 38.0, 23.375)","(3.9, 5.6, 5.16)","(3.4, 4.2, 3.6823529411764704)"
05-01-2023 17:09:36.289878,"(6.5, 11.0, 7.909090909090909)","(21.0, 60.0, 30.833333333333332)","(4.0, 6.6, 4.805555555555555)","(4.4, 8.4, 7.457142857142857)","(81.0, 230.0, 175.0)","(11.0, 38.0, 23.375)","(3.9, 5.6, 5.16)","(3.4, 4.2, 3.6823529411764704)"
