,Super Swoop,Mr Freeze,Alpine Aviator,Imagine Howe,Geegee Lucky Jess,Incriminate,Iris West,Mariposa,Hermans Bells
07-12-2022 20:10:28.363480,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.430769230769231)","(3.1, 3.95, 3.923809523809524)","(4.6, 5.9, 5.66)","(17.0, 26.0, 24.8)","(16.0, 22.0, 19.714285714285715)","(6.5, 8.6, 8.236363636363636)","(19.0, 29.0, 25.31578947368421)"
07-12-2022 20:10:29.573649,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.1, 3.95, 3.923809523809524)","(4.6, 5.9, 5.633333333333333)","(17.0, 26.0, 24.8)","(16.0, 22.0, 19.636363636363637)","(6.5, 8.6, 8.236363636363636)","(19.0, 29.0, 25.31578947368421)"
07-12-2022 20:10:30.743671,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.1, 3.95, 3.923809523809524)","(4.6, 5.9, 5.633333333333333)","(17.0, 26.0, 24.8)","(16.0, 21.0, 19.636363636363637)","(6.5, 8.6, 8.236363636363636)","(19.0, 29.0, 24.78125)"
07-12-2022 20:10:31.985402,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.1, 3.95, 3.923809523809524)","(4.6, 5.9, 5.6499999999999995)","(17.0, 26.0, 24.8)","(16.0, 21.0, 19.636363636363637)","(6.5, 8.6, 8.236363636363636)","(19.0, 29.0, 24.178571428571427)"
07-12-2022 20:10:33.219146,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.1, 3.95, 3.973838630806846)","(4.6, 5.9, 5.6499999999999995)","(17.0, 26.0, 24.8)","(16.0, 21.0, 20.4)","(6.5, 8.6, 8.236363636363636)","(19.0, 29.0, 24.178571428571427)"
07-12-2022 20:10:34.468649,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.1, 4.0, 3.973838630806846)","(4.6, 5.9, 5.8047619047619055)","(17.0, 26.0, 26.4)","(16.0, 22.0, 20.4)","(6.5, 8.6, 8.236363636363636)","(19.0, 29.0, 24.666666666666668)"
07-12-2022 20:10:35.727054,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.1, 4.0, 3.97390243902439)","(4.6, 5.9, 5.756)","(17.0, 28.0, 23.57142857142857)","(16.0, 22.0, 20.25)","(6.5, 8.6, 8.236363636363636)","(19.0, 28.0, 24.333333333333332)"
07-12-2022 20:10:36.926304,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 25.0, 23.57142857142857)","(16.0, 21.0, 20.25)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 23.571428571428573)"
07-12-2022 20:10:38.264220,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 25.0, 22.636363636363637)","(16.0, 21.0, 19.636363636363637)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 24.75)"
07-12-2022 20:10:39.382547,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 23.0, 23.454545454545453)","(16.0, 21.0, 19.636363636363637)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 24.84)"
07-12-2022 20:10:40.533520,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 24.0, 23.454545454545453)","(16.0, 21.0, 19.636363636363637)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.57142857142857)"
07-12-2022 20:10:41.612870,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 24.0, 22.636363636363637)","(16.0, 21.0, 20.4)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.57142857142857)"
07-12-2022 20:10:42.770288,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 23.0, 22.636363636363637)","(16.0, 22.0, 19.714285714285715)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.57142857142857)"
07-12-2022 20:10:44.029355,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 23.0, 23.823529411764707)","(16.0, 22.0, 19.8)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.75)"
07-12-2022 20:10:45.201468,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.48)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 25.0, 23.823529411764707)","(16.0, 21.0, 19.5)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.75)"
07-12-2022 20:10:46.360459,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.608)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 25.0, 23.57142857142857)","(16.0, 21.0, 19.5)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.75)"
07-12-2022 20:10:47.553475,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.672)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 24.0, 23.57142857142857)","(16.0, 21.0, 19.5)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.75)"
07-12-2022 20:10:48.865825,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 24.0, 22.714285714285715)","(16.0, 21.0, 20.142857142857142)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.75)"
07-12-2022 20:10:49.990105,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 23.0, 22.714285714285715)","(16.0, 21.0, 20.142857142857142)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.75)"
07-12-2022 20:10:51.147617,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 23.0, 23.823529411764707)","(16.0, 21.0, 20.142857142857142)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 25.75)"
07-12-2022 20:10:52.291766,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 25.0, 23.57142857142857)","(16.0, 21.0, 20.36842105263158)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 23.666666666666668)"
07-12-2022 20:10:53.502300,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.0, 3.985)","(4.6, 5.9, 5.756)","(18.0, 24.0, 23.57142857142857)","(16.0, 21.0, 20.36842105263158)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 23.666666666666668)"
07-12-2022 20:10:54.807419,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.0, 3.993478260869565)","(4.6, 5.9, 5.756)","(18.0, 24.0, 22.714285714285715)","(16.0, 21.0, 20.36842105263158)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 23.666666666666668)"
07-12-2022 20:10:56.043356,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.0, 3.99375)","(4.6, 5.9, 5.66)","(18.0, 23.0, 22.714285714285715)","(16.0, 21.0, 20.36842105263158)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 24.36842105263158)"
07-12-2022 20:10:57.308952,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.0, 4.044444444444444)","(4.6, 5.9, 5.571428571428571)","(18.0, 23.0, 23.823529411764707)","(16.0, 21.0, 19.571428571428573)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 24.36842105263158)"
07-12-2022 20:10:58.500420,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.1, 4.046428571428571)","(4.6, 5.8, 5.571428571428571)","(18.0, 25.0, 23.823529411764707)","(16.0, 21.0, 19.0)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 24.36842105263158)"
07-12-2022 20:10:59.867520,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.1, 4.046428571428571)","(4.6, 5.8, 5.6)","(18.0, 25.0, 22.636363636363637)","(16.0, 21.0, 19.0)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 24.36842105263158)"
07-12-2022 20:11:01.026734,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.1, 4.046428571428571)","(4.6, 5.8, 5.535294117647059)","(18.0, 23.0, 23.333333333333332)","(16.0, 21.0, 19.0)","(6.5, 8.6, 8.236363636363636)","(19.0, 27.0, 24.36842105263158)"
07-12-2022 20:11:02.192313,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.046428571428571)","(4.6, 5.8, 5.46)","(18.0, 25.0, 23.0)","(16.0, 21.0, 19.304347826086957)","(6.5, 8.6, 8.377777777777778)","(19.0, 27.0, 24.61904761904762)"
07-12-2022 20:11:03.283309,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.046428571428571)","(4.6, 5.8, 5.417647058823529)","(18.0, 25.0, 23.142857142857142)","(16.0, 21.0, 19.304347826086957)","(6.5, 8.6, 8.462068965517242)","(19.0, 27.0, 24.61904761904762)"
07-12-2022 20:11:04.388357,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.046428571428571)","(4.6, 5.8, 5.417647058823529)","(18.0, 24.0, 23.142857142857142)","(16.0, 21.0, 19.304347826086957)","(6.5, 8.6, 8.692857142857143)","(19.0, 27.0, 24.61904761904762)"
07-12-2022 20:11:05.451081,"(51.0, 140.0, 110.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.046428571428571)","(4.6, 5.8, 5.448148148148148)","(18.0, 24.0, 22.363636363636363)","(16.0, 21.0, 19.869565217391305)","(6.5, 8.8, 8.709090909090909)","(19.0, 27.0, 24.61904761904762)"
07-12-2022 20:11:06.542272,"(51.0, 140.0, 117.5)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.055882352941176)","(4.6, 5.6, 5.388888888888888)","(18.0, 24.0, 22.363636363636363)","(16.0, 21.0, 19.869565217391305)","(6.5, 9.0, 8.657142857142857)","(19.0, 27.0, 25.4375)"
07-12-2022 20:11:07.729133,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.044186046511628)","(4.6, 5.6, 5.4263157894736835)","(18.0, 24.0, 22.428571428571427)","(16.0, 21.0, 19.869565217391305)","(6.5, 9.0, 8.610810810810811)","(19.0, 27.0, 25.4375)"
07-12-2022 20:11:08.935499,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.044186046511628)","(4.6, 5.6, 5.437142857142857)","(18.0, 23.0, 22.428571428571427)","(16.0, 21.0, 19.869565217391305)","(6.5, 9.0, 8.610810810810811)","(19.0, 27.0, 25.4375)"
07-12-2022 20:11:10.628108,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.053488372093023)","(4.6, 5.6, 5.437142857142857)","(18.0, 23.0, 22.666666666666668)","(16.0, 21.0, 19.304347826086957)","(6.5, 9.0, 8.610810810810811)","(19.0, 27.0, 25.4375)"
07-12-2022 20:11:12.038306,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.821428571428571)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.053488372093023)","(4.6, 5.6, 5.437142857142857)","(18.0, 24.0, 22.428571428571427)","(16.0, 21.0, 19.304347826086957)","(6.5, 9.0, 8.610810810810811)","(19.0, 27.0, 24.75)"
07-12-2022 20:11:13.412083,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.527272727272727)","(3.3, 4.1, 4.069696969696969)","(4.6, 5.6, 5.3954545454545455)","(18.0, 23.0, 22.428571428571427)","(16.0, 21.0, 18.833333333333332)","(6.5, 9.0, 8.610810810810811)","(19.0, 27.0, 24.75)"
07-12-2022 20:11:14.692851,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.069696969696969)","(4.6, 5.6, 5.402439024390244)","(18.0, 23.0, 22.666666666666668)","(16.0, 19.0, 18.833333333333332)","(6.5, 9.0, 8.170370370370371)","(19.0, 27.0, 24.75)"
07-12-2022 20:11:15.943869,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.069696969696969)","(4.6, 5.6, 5.402439024390244)","(18.0, 24.0, 22.428571428571427)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.170370370370371)","(19.0, 27.0, 24.75)"
07-12-2022 20:11:17.303764,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.069696969696969)","(4.6, 5.6, 5.402439024390244)","(18.0, 23.0, 22.428571428571427)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.170370370370371)","(19.0, 27.0, 24.75)"
07-12-2022 20:11:18.587775,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.069696969696969)","(4.6, 5.6, 5.402439024390244)","(18.0, 23.0, 22.666666666666668)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.170370370370371)","(19.0, 27.0, 24.75)"
07-12-2022 20:11:19.880252,"(51.0, 140.0, 135.0)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.069696969696969)","(4.6, 5.6, 5.402439024390244)","(18.0, 24.0, 22.428571428571427)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.340540540540541)","(19.0, 27.0, 24.75)"
07-12-2022 20:11:21.088855,"(51.0, 160.0, 129.23076923076923)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.3954545454545455)","(18.0, 23.0, 22.428571428571427)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 27.0, 25.75)"
07-12-2022 20:11:22.293583,"(51.0, 160.0, 129.23076923076923)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.402439024390244)","(18.0, 23.0, 22.071428571428573)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 27.0, 25.80952380952381)"
07-12-2022 20:11:23.511458,"(51.0, 160.0, 129.23076923076923)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.402439024390244)","(18.0, 24.0, 22.071428571428573)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 27.0, 24.77777777777778)"
07-12-2022 20:11:24.709850,"(51.0, 160.0, 129.23076923076923)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.402439024390244)","(18.0, 24.0, 22.428571428571427)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 27.0, 26.5)"
07-12-2022 20:11:25.903253,"(51.0, 160.0, 129.23076923076923)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.3954545454545455)","(18.0, 23.0, 22.875)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 27.0, 25.666666666666668)"
07-12-2022 20:11:27.104976,"(51.0, 160.0, 129.23076923076923)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.3954545454545455)","(18.0, 24.0, 22.875)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:28.268854,"(51.0, 160.0, 129.23076923076923)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.455555555555556)","(18.0, 24.0, 22.428571428571427)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:29.446141,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.455555555555556)","(18.0, 23.0, 22.333333333333332)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:30.889592,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.455555555555556)","(18.0, 23.0, 23.1)","(16.0, 19.0, 18.833333333333332)","(6.5, 8.6, 8.406060606060606)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:32.143602,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.808333333333334)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.085185185185185)","(4.6, 5.6, 5.455555555555556)","(18.0, 24.0, 23.1)","(16.0, 19.0, 18.0)","(6.5, 8.6, 8.406060606060606)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:33.410581,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.795238095238095)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.089189189189189)","(4.6, 5.6, 5.455555555555556)","(18.0, 24.0, 23.1)","(16.0, 19.0, 17.5)","(6.5, 8.6, 8.406060606060606)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:34.811974,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.795238095238095)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.089189189189189)","(4.6, 5.6, 5.455555555555556)","(18.0, 24.0, 22.555555555555557)","(16.0, 19.0, 17.5)","(6.5, 8.6, 8.406060606060606)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:36.354168,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.795238095238095)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.089189189189189)","(4.6, 5.6, 5.455555555555556)","(18.0, 23.0, 22.555555555555557)","(16.0, 19.0, 17.5)","(6.5, 8.6, 8.406060606060606)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:37.697678,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.741666666666667)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.1, 4.184745762711864)","(4.6, 5.6, 5.414285714285714)","(18.0, 23.0, 23.1)","(16.0, 19.0, 18.076923076923077)","(6.5, 8.6, 8.299999999999999)","(19.0, 28.0, 25.5)"
07-12-2022 20:11:39.116892,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.741666666666667)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.184745762711864)","(4.6, 5.6, 5.34)","(18.0, 24.0, 22.555555555555557)","(16.0, 19.0, 18.076923076923077)","(6.5, 8.6, 8.326315789473684)","(19.0, 28.0, 25.5)"
07-12-2022 20:11:40.397889,"(51.0, 160.0, 123.63636363636364)","(4.8, 5.9, 5.790384615384616)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.184745762711864)","(4.6, 5.6, 5.34)","(18.0, 23.0, 22.555555555555557)","(16.0, 19.0, 18.076923076923077)","(6.5, 8.6, 8.326315789473684)","(19.0, 28.0, 25.666666666666668)"
07-12-2022 20:11:41.646078,"(51.0, 160.0, 137.14285714285714)","(4.8, 5.9, 5.790384615384616)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.192592592592592)","(4.6, 5.6, 5.34)","(18.0, 23.0, 23.1)","(15.0, 19.0, 18.36842105263158)","(6.5, 8.6, 8.326315789473684)","(19.0, 28.0, 26.333333333333332)"
07-12-2022 20:11:42.914828,"(51.0, 150.0, 101.25)","(4.8, 5.9, 5.790384615384616)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.225)","(4.6, 5.6, 5.34)","(18.0, 24.0, 22.555555555555557)","(15.0, 19.0, 18.36842105263158)","(6.5, 8.6, 8.326315789473684)","(19.0, 28.0, 25.4)"
07-12-2022 20:11:44.150107,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.767441860465116)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.225)","(4.6, 5.6, 5.34)","(18.0, 23.0, 22.555555555555557)","(15.0, 19.0, 18.36842105263158)","(6.5, 8.6, 8.326315789473684)","(19.0, 27.0, 24.714285714285715)"
07-12-2022 20:11:45.393549,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.767441860465116)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.225)","(4.6, 5.6, 5.34)","(18.0, 23.0, 22.615384615384617)","(15.0, 19.0, 18.36842105263158)","(6.5, 8.6, 8.326315789473684)","(19.0, 27.0, 24.714285714285715)"
07-12-2022 20:11:46.717665,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.805714285714286)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.24)","(4.6, 5.6, 5.383333333333333)","(18.0, 24.0, 22.615384615384617)","(15.0, 19.0, 18.36842105263158)","(6.5, 8.6, 8.462857142857143)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:47.992091,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.805714285714286)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.24)","(4.6, 5.6, 5.408823529411764)","(18.0, 24.0, 22.555555555555557)","(15.0, 19.0, 18.36842105263158)","(6.5, 8.6, 8.44516129032258)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:49.246112,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.825)","(6.0, 7.8, 7.521739130434783)","(3.3, 4.3, 4.24)","(4.6, 5.6, 5.383783783783784)","(18.0, 23.0, 22.105263157894736)","(15.0, 19.0, 17.875)","(6.5, 8.6, 8.44516129032258)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:50.456495,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.825)","(6.0, 7.8, 7.586666666666667)","(3.3, 4.3, 4.2875)","(4.6, 5.6, 5.379310344827586)","(18.0, 24.0, 22.105263157894736)","(15.0, 19.0, 17.586206896551722)","(6.5, 8.6, 7.754545454545454)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:51.777435,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.826666666666667)","(6.0, 7.8, 7.703030303030303)","(3.3, 4.3, 4.2875)","(4.6, 5.6, 5.3999999999999995)","(18.0, 24.0, 22.5)","(15.0, 18.0, 17.214285714285715)","(6.5, 7.8, 7.723076923076923)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:53.016397,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.826666666666667)","(6.0, 7.8, 7.6702702702702705)","(3.3, 4.3, 4.294444444444444)","(4.6, 5.6, 5.3999999999999995)","(18.0, 24.0, 22.5)","(15.0, 18.0, 17.214285714285715)","(6.5, 7.8, 7.723076923076923)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:54.160256,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.826666666666667)","(6.0, 7.8, 7.6702702702702705)","(3.3, 4.3, 4.294444444444444)","(4.6, 5.6, 5.3999999999999995)","(18.0, 24.0, 22.5)","(15.0, 18.0, 17.214285714285715)","(6.5, 7.8, 7.723076923076923)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:55.350852,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.812)","(6.0, 7.8, 7.672)","(3.3, 4.3, 4.296428571428571)","(4.6, 5.6, 5.3999999999999995)","(18.0, 24.0, 22.588235294117645)","(15.0, 18.0, 17.214285714285715)","(6.5, 7.8, 7.752380952380952)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:56.562458,"(51.0, 150.0, 123.33333333333333)","(4.8, 5.9, 5.812)","(6.0, 7.8, 7.672)","(3.3, 4.3, 4.296428571428571)","(4.6, 5.6, 5.3999999999999995)","(18.0, 23.0, 22.61111111111111)","(15.0, 18.0, 17.214285714285715)","(6.5, 7.8, 7.752380952380952)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:57.818270,"(51.0, 150.0, 125.0)","(4.8, 5.9, 5.812)","(6.0, 7.8, 7.63448275862069)","(3.3, 4.3, 4.296428571428571)","(4.6, 5.6, 5.3999999999999995)","(18.0, 23.0, 22.61111111111111)","(15.0, 18.0, 17.214285714285715)","(6.5, 7.8, 7.752380952380952)","(19.0, 27.0, 24.6)"
07-12-2022 20:11:59.594358,"(51.0, 150.0, 125.0)","(4.8, 5.9, 5.812)","(6.0, 7.8, 7.5473684210526315)","(3.3, 4.3, 4.296428571428571)","(4.6, 5.6, 5.3999999999999995)","(18.0, 23.0, 20.428571428571427)","(15.0, 18.0, 17.428571428571427)","(6.5, 7.8, 7.752380952380952)","(19.0, 27.0, 24.6)"
