,Miss Adobe,Ezra Blueblood,Diamond Harmony,Romeo,Trousseau,Mine Hunter,Taieri Taylee
10-01-2023 11:20:46.622642,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.574999999999999)"
10-01-2023 11:20:47.533208,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.574999999999999)"
10-01-2023 11:20:48.424003,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.574999999999999)"
10-01-2023 11:20:49.356878,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.574999999999999)"
10-01-2023 11:20:50.278678,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.574999999999999)"
10-01-2023 11:20:51.252311,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.15)"
10-01-2023 11:20:52.255193,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:20:53.233246,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:20:54.213548,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:20:55.226560,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:20:56.209636,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:20:57.197180,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:20:58.177917,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:20:59.156353,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:21:00.098195,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:21:01.073936,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:21:02.010639,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 7.15)"
10-01-2023 11:21:03.005160,"(3.7, 5.3, 4.62)","(31.0, 450.0, 357.55555555555554)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.0, 8.712499999999999)"
10-01-2023 11:21:03.947143,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:04.938776,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:05.850106,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:06.748027,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:07.650317,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 21.5)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:08.571010,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 21.11111111111111)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:09.507301,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:10.460696,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:11.409745,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:12.447084,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:13.391588,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:14.362093,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:15.399057,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:16.376762,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:17.364417,"(3.7, 5.3, 4.62)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:18.295708,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:19.361688,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:20.358685,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:21.446914,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:22.409131,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 8.712499999999999)"
10-01-2023 11:21:23.387595,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:24.386299,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:25.382176,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:26.339326,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:27.305185,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:28.251040,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:29.162674,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:30.067239,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:30.963305,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:31.870381,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:32.799323,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:33.732955,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:34.699966,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 7.119999999999999)"
10-01-2023 11:21:35.657597,"(3.7, 5.3, 5.0)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.441666666666666)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.0)","(5.5, 9.2, 6.861538461538461)"
10-01-2023 11:21:36.636811,"(3.7, 5.3, 4.6)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.3133333333333335)","(8.0, 13.0, 8.333333333333334)","(3.8, 7.2, 5.86)","(12.0, 24.0, 22.375)","(5.5, 9.2, 7.511111111111111)"
10-01-2023 11:21:37.624205,"(3.7, 5.3, 4.55)","(31.0, 340.0, 212.5)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.454545454545455)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.511111111111111)"
10-01-2023 11:21:38.595036,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.511111111111111)"
10-01-2023 11:21:39.524311,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 9.285714285714285)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.511111111111111)"
10-01-2023 11:21:40.462019,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 9.285714285714285)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.511111111111111)"
10-01-2023 11:21:41.348922,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 9.285714285714285)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.511111111111111)"
10-01-2023 11:21:42.266221,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 7.511111111111111)"
10-01-2023 11:21:43.153487,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:44.060602,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:44.954706,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:45.840172,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:46.787337,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:47.683016,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:48.622814,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:49.598562,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:50.556067,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:51.490429,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:52.442445,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:53.374923,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:54.334404,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:55.235866,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:56.168835,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:57.064086,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:57.964401,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:58.858270,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:21:59.752750,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:00.654131,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:01.547148,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 15.666666666666668)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:02.480284,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 18.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:03.390859,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 18.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:04.365544,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 18.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:05.275919,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 18.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:06.250369,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 18.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:07.211729,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.333333333333332)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:08.205868,"(3.7, 5.3, 4.55)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.333333333333332)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:09.139493,"(3.7, 5.2, 5.044444444444444)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.333333333333332)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:10.125231,"(3.7, 5.2, 4.36)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.333333333333332)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:11.049937,"(3.7, 5.2, 4.2)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 16.333333333333332)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:11.994681,"(3.7, 5.2, 4.2)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 24.0, 17.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:12.901009,"(3.7, 5.1, 4.6)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 26.0, 17.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:13.838455,"(3.7, 5.0, 4.76)","(31.0, 370.0, 328.0)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 26.0, 17.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:14.737765,"(3.7, 5.0, 4.76)","(31.0, 370.0, 332.6666666666667)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 26.0, 17.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:15.644405,"(3.7, 5.0, 4.76)","(31.0, 370.0, 332.6666666666667)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.2, 5.86)","(12.0, 26.0, 17.0)","(5.5, 9.2, 8.854545454545454)"
10-01-2023 11:22:16.551356,"(3.7, 4.3, 4.107692307692307)","(31.0, 370.0, 332.6666666666667)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 7.0, 5.03125)","(12.0, 26.0, 17.0)","(5.5, 9.2, 8.83)"
10-01-2023 11:22:17.460118,"(3.7, 4.3, 4.107692307692307)","(31.0, 370.0, 332.6666666666667)","(2.7, 5.2, 4.682)","(8.0, 13.0, 10.545454545454545)","(3.8, 6.8, 5.62)","(12.0, 26.0, 17.0)","(5.5, 9.2, 8.299999999999999)"
