,Daisys Fernando,Dana Bull,Stilton Freckle,Blazing Tokyo,Skedaddle Shelly,King Messy
09-01-2023 17:44:28.026855,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.44, 2.315)","(21.0, 60.0, 34.5)","(2.9, 4.0, 3.65)"
09-01-2023 17:44:29.005924,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.44, 2.315)","(21.0, 60.0, 34.5)","(2.9, 4.0, 3.65)"
09-01-2023 17:44:30.027614,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.44, 2.315)","(21.0, 60.0, 34.5)","(2.9, 4.0, 3.5666666666666664)"
09-01-2023 17:44:31.028260,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.42, 2.315)","(21.0, 60.0, 33.1578947368421)","(2.9, 4.1, 3.5666666666666664)"
09-01-2023 17:44:32.053452,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.4, 2.327272727272727)","(21.0, 60.0, 33.1578947368421)","(2.9, 4.1, 3.5666666666666664)"
09-01-2023 17:44:33.106296,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.4, 2.327272727272727)","(21.0, 60.0, 33.1578947368421)","(2.9, 4.1, 3.625)"
09-01-2023 17:44:34.103248,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.4, 2.34)","(21.0, 60.0, 33.1578947368421)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:35.123607,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.4, 2.34)","(21.0, 60.0, 33.1578947368421)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:36.118093,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 36.0)","(5.0, 11.0, 9.68)","(2.2, 2.4, 2.34)","(21.0, 60.0, 33.1578947368421)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:37.200344,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.4, 2.34)","(21.0, 60.0, 33.1578947368421)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:38.264315,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.4, 2.328)","(21.0, 60.0, 33.1578947368421)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:39.413597,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.4, 2.3259999999999996)","(21.0, 60.0, 33.1578947368421)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:40.490615,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.38, 2.3259999999999996)","(21.0, 60.0, 33.1578947368421)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:41.638248,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.38, 2.3259999999999996)","(21.0, 60.0, 33.1578947368421)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:42.692480,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.38, 2.3238095238095235)","(21.0, 60.0, 34.5)","(2.9, 3.95, 3.625)"
09-01-2023 17:44:43.760704,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.36, 2.306)","(21.0, 60.0, 34.5)","(2.9, 3.95, 3.65)"
09-01-2023 17:44:44.873819,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.36, 2.306)","(21.0, 60.0, 34.5)","(2.9, 4.0, 3.65)"
09-01-2023 17:44:46.006960,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.36, 2.306)","(21.0, 60.0, 34.5)","(2.9, 4.0, 3.65)"
09-01-2023 17:44:47.105300,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.36, 2.306)","(21.0, 60.0, 34.5)","(2.9, 4.0, 3.65)"
09-01-2023 17:44:48.501635,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.36, 2.2905882352941176)","(21.0, 60.0, 34.5)","(2.9, 4.0, 3.9666666666666663)"
09-01-2023 17:44:49.698464,"(4.8, 9.4, 8.628571428571428)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:51.178833,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:52.288487,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:53.407173,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:54.433097,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:55.541745,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:56.576653,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:57.700108,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:58.691667,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:44:59.728206,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2889999999999997)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.058333333333333)"
09-01-2023 17:45:00.693765,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.34, 2.2963636363636364)","(21.0, 60.0, 34.5)","(2.9, 4.1, 4.065789473684211)"
09-01-2023 17:45:01.748375,"(4.8, 10.0, 7.93103448275862)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.32, 2.251818181818182)","(21.0, 60.0, 34.5)","(2.9, 4.2, 4.044827586206897)"
09-01-2023 17:45:02.707815,"(4.8, 10.0, 7.969230769230769)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.68)","(2.2, 2.32, 2.251818181818182)","(21.0, 60.0, 34.5)","(2.9, 4.2, 4.045588235294118)"
09-01-2023 17:45:03.730022,"(4.8, 10.0, 7.92)","(26.0, 100.0, 39.368421052631575)","(5.0, 11.0, 9.82)","(2.2, 2.32, 2.2441379310344827)","(21.0, 60.0, 50.166666666666664)","(2.9, 4.2, 3.9736842105263155)"
09-01-2023 17:45:04.680459,"(4.8, 9.8, 7.844444444444444)","(26.0, 95.0, 61.5)","(5.0, 10.5, 9.82)","(2.2, 2.32, 2.2441379310344827)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.9384615384615382)"
09-01-2023 17:45:05.685804,"(4.8, 9.8, 7.844444444444444)","(26.0, 85.0, 47.0)","(5.0, 10.5, 9.4375)","(2.2, 2.32, 2.2441379310344827)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.7499999999999996)"
09-01-2023 17:45:06.749950,"(4.8, 9.6, 9.2)","(26.0, 75.0, 63.25)","(5.0, 10.5, 9.4375)","(2.2, 2.3, 2.240740740740741)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.8249999999999997)"
09-01-2023 17:45:07.914295,"(4.8, 9.6, 9.2)","(26.0, 70.0, 55.75)","(5.0, 10.5, 9.4375)","(2.2, 2.3, 2.240740740740741)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.8249999999999997)"
09-01-2023 17:45:09.082876,"(4.8, 9.6, 9.2)","(26.0, 65.0, 43.85714285714286)","(5.0, 10.5, 9.4375)","(2.2, 2.3, 2.232)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.8249999999999997)"
09-01-2023 17:45:10.106726,"(4.8, 9.6, 9.2)","(26.0, 65.0, 43.85714285714286)","(5.0, 10.5, 9.4375)","(2.2, 2.28, 2.23)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.8249999999999997)"
09-01-2023 17:45:11.081819,"(4.8, 9.6, 9.2)","(26.0, 65.0, 40.33333333333333)","(5.0, 10.5, 9.4375)","(2.2, 2.28, 2.2254545454545456)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.8249999999999997)"
09-01-2023 17:45:12.090216,"(4.8, 9.6, 9.2)","(26.0, 65.0, 40.33333333333333)","(5.0, 10.5, 9.31)","(2.2, 2.28, 2.2436363636363637)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.864285714285714)"
09-01-2023 17:45:13.288755,"(4.8, 9.4, 8.4)","(26.0, 65.0, 40.33333333333333)","(5.0, 10.5, 9.4375)","(2.2, 2.28, 2.2436363636363637)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.864285714285714)"
09-01-2023 17:45:14.352010,"(4.8, 9.4, 9.040000000000001)","(26.0, 65.0, 40.33333333333333)","(5.0, 10.5, 9.7)","(2.2, 2.28, 2.2436363636363637)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.864285714285714)"
09-01-2023 17:45:15.452453,"(4.8, 9.4, 8.32)","(26.0, 65.0, 40.33333333333333)","(5.0, 10.0, 9.4)","(2.2, 2.28, 2.2444444444444445)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.864285714285714)"
09-01-2023 17:45:16.516594,"(4.8, 9.4, 8.8)","(26.0, 65.0, 40.33333333333333)","(5.0, 10.0, 9.4)","(2.2, 2.28, 2.2436363636363637)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.864285714285714)"
09-01-2023 17:45:17.567209,"(4.8, 9.4, 8.32)","(26.0, 65.0, 40.33333333333333)","(5.0, 10.0, 9.89090909090909)","(2.2, 2.28, 2.232)","(21.0, 55.0, 50.166666666666664)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:18.831341,"(4.8, 9.2, 8.799999999999999)","(26.0, 65.0, 42.8)","(5.0, 10.0, 9.833333333333334)","(2.2, 2.28, 2.2315384615384617)","(21.0, 55.0, 40.5)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:20.138286,"(4.8, 9.6, 9.04)","(26.0, 65.0, 42.8)","(5.0, 10.0, 9.833333333333334)","(2.2, 2.28, 2.233636363636364)","(21.0, 55.0, 39.75)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:21.405597,"(4.8, 9.2, 9.04)","(26.0, 65.0, 42.8)","(5.0, 10.0, 9.0625)","(2.2, 2.28, 2.233636363636364)","(21.0, 48.0, 39.33333333333333)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:22.600446,"(4.8, 9.4, 9.072727272727272)","(26.0, 65.0, 42.8)","(5.0, 10.5, 9.45)","(2.2, 2.28, 2.233636363636364)","(21.0, 50.0, 39.33333333333333)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:23.746661,"(4.8, 9.4, 9.072727272727272)","(26.0, 65.0, 42.8)","(5.0, 10.5, 9.45)","(2.2, 2.28, 2.233636363636364)","(21.0, 50.0, 39.33333333333333)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:24.879860,"(4.8, 9.4, 9.072727272727272)","(26.0, 65.0, 42.8)","(5.0, 10.5, 9.726315789473684)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 39.33333333333333)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:25.989577,"(4.8, 9.4, 9.072727272727272)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.726315789473684)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 39.33333333333333)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:27.226715,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.726315789473684)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 39.33333333333333)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:28.273281,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.726315789473684)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 39.33333333333333)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:29.363411,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.726315789473684)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 42.92307692307692)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:30.296834,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.726315789473684)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 42.92307692307692)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:31.378227,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.476923076923077)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:32.432225,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.476923076923077)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:33.430856,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.476923076923077)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:34.443519,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.476923076923077)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:35.450383,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.0)","(2.2, 2.28, 2.2495238095238097)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:36.442204,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.075)","(2.2, 2.28, 2.248)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:37.444632,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.075)","(2.2, 2.28, 2.248)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:38.593207,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.075)","(2.2, 2.28, 2.227826086956522)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.725)"
09-01-2023 17:45:39.723905,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.075)","(2.2, 2.28, 2.248)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:40.875145,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 11.0, 10.0)","(2.2, 2.28, 2.248)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:41.876490,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.0)","(2.2, 2.28, 2.248)","(21.0, 50.0, 43.42857142857143)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:42.890338,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.0)","(2.2, 2.28, 2.2511111111111113)","(21.0, 50.0, 44.888888888888886)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:43.781985,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.0)","(2.2, 2.28, 2.2511111111111113)","(21.0, 50.0, 44.888888888888886)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:44.747224,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.0)","(2.2, 2.28, 2.2542857142857144)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:45.744276,"(4.8, 9.4, 9.0)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 10.071428571428571)","(2.2, 2.28, 2.2542857142857144)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:46.814746,"(4.8, 9.2, 8.346666666666666)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.535714285714286)","(2.2, 2.28, 2.2350000000000003)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:47.820841,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.535714285714286)","(2.2, 2.28, 2.2350000000000003)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:48.861069,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.535714285714286)","(2.2, 2.28, 2.2649411764705882)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.6625)"
09-01-2023 17:45:49.924188,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.535714285714286)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:51.007978,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.681818181818182)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:52.076952,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.681818181818182)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:53.061108,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.947368421052632)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:54.038450,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.947368421052632)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:55.004936,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.59)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:55.961685,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.672727272727272)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:57.010017,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.672727272727272)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:58.025647,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.672727272727272)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:45:59.106198,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.672727272727272)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:00.149577,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.672727272727272)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:01.220905,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.9)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:02.349664,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.9)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:03.376761,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.9)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:04.471184,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.9)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:05.439985,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.9)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 32.4)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:06.351393,"(4.8, 9.0, 8.872727272727273)","(26.0, 65.0, 41.45454545454545)","(5.0, 10.5, 9.9)","(2.2, 2.28, 2.2609090909090908)","(21.0, 50.0, 30.5)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:07.576326,"(4.8, 9.0, 8.91764705882353)","(26.0, 65.0, 52.05)","(5.0, 10.5, 10.160869565217391)","(2.2, 2.28, 2.2609090909090908)","(21.0, 48.0, 32.5)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:08.540818,"(4.8, 9.0, 8.7)","(26.0, 65.0, 52.05)","(5.0, 10.5, 10.160869565217391)","(2.2, 2.28, 2.2609090909090908)","(21.0, 46.0, 32.5)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:09.711357,"(4.8, 9.0, 8.88)","(26.0, 65.0, 52.05)","(5.0, 10.5, 10.17)","(2.2, 2.28, 2.260235294117647)","(21.0, 46.0, 32.5)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:10.948233,"(4.8, 9.0, 8.914285714285715)","(26.0, 65.0, 52.05)","(5.0, 10.5, 10.272413793103448)","(2.2, 2.28, 2.260235294117647)","(21.0, 46.0, 29.285714285714285)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:12.248261,"(4.8, 9.0, 8.914285714285715)","(26.0, 65.0, 52.05)","(5.0, 10.5, 10.272413793103448)","(2.2, 2.28, 2.25)","(21.0, 46.0, 29.5)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:13.483981,"(4.8, 9.0, 8.914285714285715)","(26.0, 65.0, 57.71428571428571)","(5.0, 10.5, 10.272413793103448)","(2.2, 2.28, 2.25)","(21.0, 46.0, 40.0)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:14.672623,"(4.8, 9.0, 8.914285714285715)","(26.0, 60.0, 49.66666666666667)","(5.0, 10.5, 10.272413793103448)","(2.2, 2.28, 2.25)","(21.0, 44.0, 38.5)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:15.584245,"(4.8, 9.0, 8.925)","(26.0, 60.0, 49.66666666666667)","(5.0, 10.5, 10.272413793103448)","(2.2, 2.28, 2.25)","(21.0, 42.0, 38.5)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:16.612673,"(4.8, 9.0, 8.925)","(26.0, 60.0, 49.66666666666667)","(5.0, 10.5, 10.272413793103448)","(2.2, 2.28, 2.25)","(21.0, 42.0, 35.0)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:17.629332,"(4.8, 9.0, 8.925)","(26.0, 60.0, 57.41666666666667)","(5.0, 10.5, 10.2)","(2.2, 2.28, 2.25)","(21.0, 42.0, 32.94117647058823)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:18.668438,"(4.8, 9.0, 8.925)","(26.0, 60.0, 51.42857142857143)","(5.0, 10.5, 10.28)","(2.2, 2.28, 2.25)","(21.0, 40.0, 38.0)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:19.673961,"(4.8, 9.0, 8.925)","(26.0, 55.0, 50.833333333333336)","(5.0, 10.5, 10.28)","(2.2, 2.28, 2.25)","(21.0, 40.0, 32.285714285714285)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:20.889023,"(4.8, 9.0, 8.925)","(26.0, 55.0, 53.333333333333336)","(5.0, 10.5, 10.28)","(2.2, 2.28, 2.25)","(21.0, 40.0, 33.0)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:21.876976,"(4.8, 9.0, 8.95)","(26.0, 55.0, 43.5)","(5.0, 10.5, 10.28)","(2.2, 2.28, 2.25)","(21.0, 38.0, 33.0)","(2.9, 4.1, 3.7818181818181817)"
09-01-2023 17:46:22.879235,"(4.8, 9.0, 8.95)","(26.0, 55.0, 43.5)","(5.0, 10.5, 10.28)","(2.2, 2.28, 2.247457627118644)","(21.0, 38.0, 31.333333333333332)","(2.9, 4.1, 3.7818181818181817)"
