,Mr Wallace,The Heavyweight,Skylon,Our Kinsmen,Wild Irish Rover,Promise The Moon,Ultron,Loniesha,Nullify,Raging Climax
14-12-2022 13:42:48.563018,"(2.3, 2.7, 2.6733333333333333)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.22222222222222)","(41.0, 48.0, 49.57142857142857)","(2.7, 3.25, 3.179770992366412)","(14.0, 18.0, 17.294117647058822)","(51.0, 70.0, 69.16666666666667)","(61.0, 230.0, 192.5)","(4.8, 7.4, 7.28)","(31.0, 140.0, 129.23076923076923)"
14-12-2022 13:42:50.051651,"(2.3, 2.7, 2.6733333333333333)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.22222222222222)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.25, 3.179770992366412)","(14.0, 18.0, 17.294117647058822)","(51.0, 70.0, 69.16666666666667)","(61.0, 230.0, 192.5)","(4.8, 7.4, 7.28)","(31.0, 140.0, 129.23076923076923)"
14-12-2022 13:42:51.523934,"(2.3, 2.7, 2.6733333333333333)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.22222222222222)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.25, 3.179770992366412)","(14.0, 18.0, 17.294117647058822)","(51.0, 70.0, 69.16666666666667)","(61.0, 230.0, 192.5)","(4.8, 7.4, 7.28)","(31.0, 140.0, 129.23076923076923)"
14-12-2022 13:42:53.015117,"(2.3, 2.7, 2.6733333333333333)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.22222222222222)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.25, 3.179770992366412)","(14.0, 18.0, 17.294117647058822)","(51.0, 70.0, 69.16666666666667)","(61.0, 230.0, 192.5)","(4.8, 7.4, 7.28)","(31.0, 140.0, 130.0)"
14-12-2022 13:42:54.455942,"(2.3, 2.7, 2.6733333333333333)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.22222222222222)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.25, 3.2285714285714286)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.16666666666667)","(61.0, 230.0, 192.5)","(4.8, 7.4, 7.311111111111112)","(31.0, 140.0, 130.0)"
14-12-2022 13:42:55.991139,"(2.3, 2.72, 2.6941176470588237)","(101.0, 730.0, 582.5)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.3, 3.2545454545454544)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.16666666666667)","(61.0, 230.0, 192.5)","(4.8, 7.4, 7.311111111111112)","(31.0, 140.0, 130.0)"
14-12-2022 13:42:57.499210,"(2.3, 2.7, 2.6941176470588237)","(101.0, 720.0, 567.5)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.3, 3.2545454545454544)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.44444444444444)","(61.0, 230.0, 225.45454545454544)","(4.8, 7.4, 7.311111111111112)","(31.0, 140.0, 130.0)"
14-12-2022 13:42:58.953275,"(2.3, 2.7, 2.6941176470588237)","(101.0, 700.0, 567.5)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.3, 3.2545454545454544)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 225.45454545454544)","(4.8, 7.4, 7.311111111111112)","(31.0, 140.0, 130.0)"
14-12-2022 13:43:00.436640,"(2.3, 2.7, 2.6941176470588237)","(101.0, 700.0, 516.6666666666667)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.3, 3.2545454545454544)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 225.45454545454544)","(4.8, 7.4, 7.311111111111112)","(31.0, 140.0, 130.0)"
14-12-2022 13:43:01.921280,"(2.3, 2.7, 2.6226148409893995)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.3, 3.2545454545454544)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.4, 7.28)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:03.492039,"(2.3, 2.7, 2.6226148409893995)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.3, 3.368032786885246)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.4, 7.355555555555556)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:04.905635,"(2.3, 2.7, 2.6226148409893995)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.45, 3.2891304347826087)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.4, 7.36923076923077)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:06.526961,"(2.3, 2.7, 2.6226148409893995)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.3, 3.320967741935484)","(14.0, 18.0, 17.357142857142858)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.4, 7.218181818181819)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:08.173913,"(2.3, 2.7, 2.695505617977528)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.45, 3.320967741935484)","(14.0, 18.0, 17.4375)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.4, 7.136842105263158)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:09.718391,"(2.3, 2.68, 2.6764044943820227)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.08695652173913)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.45, 3.320967741935484)","(14.0, 18.0, 17.4375)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.2, 7.136842105263158)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:11.124616,"(2.3, 2.68, 2.6764044943820227)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.192307692307693)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.45, 3.3011627906976746)","(14.0, 18.0, 17.4375)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.2, 7.136842105263158)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:12.469491,"(2.3, 2.68, 2.6764044943820227)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.192307692307693)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.45, 3.3011627906976746)","(14.0, 18.0, 17.4375)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.2, 7.136842105263158)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:13.920648,"(2.3, 2.68, 2.651127819548872)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.192307692307693)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.45, 3.3011627906976746)","(14.0, 18.0, 17.4375)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.2, 7.136842105263158)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:15.316131,"(2.3, 2.68, 2.6465753424657534)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.192307692307693)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.45, 3.3217391304347825)","(14.0, 18.0, 17.4375)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.2, 7.1)","(31.0, 140.0, 101.0)"
14-12-2022 13:43:16.721356,"(2.3, 2.68, 2.6465753424657534)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.192307692307693)","(41.0, 50.0, 49.57142857142857)","(2.7, 3.4, 3.3217391304347825)","(14.0, 18.0, 17.4375)","(51.0, 70.0, 69.44444444444444)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.2, 7.1)","(31.0, 140.0, 107.5)"
14-12-2022 13:43:18.081686,"(2.3, 2.68, 2.638857142857143)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.192307692307693)","(41.0, 50.0, 48.4)","(2.7, 3.3, 3.289285714285714)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 68.75)","(61.0, 240.0, 188.33333333333331)","(4.8, 7.2, 6.875)","(31.0, 140.0, 107.5)"
14-12-2022 13:43:19.563185,"(2.3, 2.68, 2.638857142857143)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.289285714285714)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 68.75)","(61.0, 240.0, 157.5)","(4.8, 7.0, 7.1)","(31.0, 140.0, 107.5)"
14-12-2022 13:43:20.949305,"(2.3, 2.68, 2.6359036144578316)","(101.0, 690.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.289285714285714)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 68.75)","(61.0, 230.0, 157.5)","(4.8, 7.2, 7.1)","(31.0, 140.0, 107.5)"
14-12-2022 13:43:22.246130,"(2.3, 2.68, 2.6359036144578316)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.2775)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 68.75)","(61.0, 230.0, 139.0)","(4.8, 7.2, 7.1)","(31.0, 140.0, 107.5)"
14-12-2022 13:43:23.519317,"(2.3, 2.68, 2.6451428571428575)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.2671875)","(14.0, 18.5, 17.863636363636363)","(51.0, 70.0, 68.75)","(61.0, 220.0, 152.5)","(4.8, 7.2, 7.15)","(31.0, 140.0, 107.5)"
14-12-2022 13:43:24.798912,"(2.3, 2.66, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.2795454545454543)","(14.0, 18.0, 17.214285714285715)","(51.0, 70.0, 68.75)","(61.0, 220.0, 152.5)","(4.8, 7.2, 7.15)","(31.0, 140.0, 107.5)"
14-12-2022 13:43:26.071887,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.2795454545454543)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 68.75)","(61.0, 220.0, 152.5)","(4.8, 7.2, 7.1)","(31.0, 140.0, 96.66666666666667)"
14-12-2022 13:43:27.359234,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.2853658536585364)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 68.75)","(61.0, 220.0, 139.0)","(4.8, 7.2, 7.1)","(31.0, 140.0, 96.66666666666667)"
14-12-2022 13:43:28.903928,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.2853658536585364)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 68.75)","(61.0, 220.0, 139.0)","(4.8, 7.2, 7.1)","(31.0, 140.0, 96.66666666666667)"
14-12-2022 13:43:30.327991,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.276086956521739)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 66.66666666666667)","(61.0, 220.0, 139.0)","(4.8, 7.2, 7.066666666666666)","(31.0, 140.0, 96.66666666666667)"
14-12-2022 13:43:32.077700,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.276086956521739)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 66.66666666666667)","(61.0, 220.0, 160.0)","(4.8, 7.2, 7.033333333333333)","(31.0, 140.0, 117.14285714285714)"
14-12-2022 13:43:33.765067,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 51.857142857142854)","(2.7, 3.3, 3.276086956521739)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 67.5)","(61.0, 220.0, 183.0769230769231)","(4.8, 7.2, 7.033333333333333)","(31.0, 140.0, 124.0)"
14-12-2022 13:43:35.247554,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 47.666666666666664)","(2.7, 3.3, 3.276086956521739)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 67.5)","(61.0, 220.0, 183.0769230769231)","(4.8, 7.2, 6.95)","(31.0, 140.0, 124.0)"
14-12-2022 13:43:36.628654,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 47.666666666666664)","(2.7, 3.3, 3.2755555555555556)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 67.5)","(61.0, 220.0, 183.0769230769231)","(4.8, 7.2, 6.95)","(31.0, 140.0, 124.0)"
14-12-2022 13:43:38.175556,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 47.666666666666664)","(2.7, 3.3, 3.2755555555555556)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 65.0)","(61.0, 220.0, 190.0)","(4.8, 7.2, 6.95)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:39.533657,"(2.3, 2.68, 2.6433333333333335)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 55.0, 46.8)","(2.7, 3.3, 3.245945945945946)","(14.0, 18.5, 17.75)","(51.0, 70.0, 68.57142857142857)","(61.0, 220.0, 190.0)","(4.8, 7.2, 7.0)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:40.826932,"(2.3, 2.68, 2.62)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 50.0, 46.8)","(2.7, 3.25, 3.245945945945946)","(14.0, 18.0, 17.75)","(51.0, 70.0, 68.57142857142857)","(61.0, 220.0, 190.0)","(4.8, 7.2, 7.0)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:42.394812,"(2.3, 2.68, 2.671304347826087)","(101.0, 730.0, 650.0)","(19.0, 25.0, 24.192307692307693)","(41.0, 50.0, 46.8)","(2.7, 3.25, 3.245945945945946)","(14.0, 18.0, 17.75)","(51.0, 70.0, 68.57142857142857)","(61.0, 220.0, 190.0)","(4.8, 7.2, 7.0)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:43.786298,"(2.3, 2.68, 2.671304347826087)","(101.0, 730.0, 567.5)","(19.0, 25.0, 24.58)","(41.0, 50.0, 48.0)","(2.7, 3.25, 3.245945945945946)","(14.0, 18.0, 17.863636363636363)","(51.0, 70.0, 69.16666666666667)","(61.0, 220.0, 282.8571428571429)","(4.8, 7.2, 7.0)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:45.226563,"(2.3, 2.68, 2.671304347826087)","(101.0, 700.0, 567.5)","(19.0, 25.0, 24.58)","(41.0, 50.0, 46.69565217391305)","(2.7, 3.25, 3.245945945945946)","(14.0, 18.0, 17.214285714285715)","(51.0, 70.0, 69.16666666666667)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.0)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:46.641733,"(2.3, 2.7, 2.6450485436893203)","(101.0, 700.0, 516.6666666666667)","(19.0, 25.0, 24.58)","(41.0, 60.0, 46.69565217391305)","(2.7, 3.25, 3.325925925925926)","(14.0, 18.5, 17.214285714285715)","(51.0, 70.0, 69.16666666666667)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.1)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:48.076673,"(2.3, 2.68, 2.6450485436893203)","(101.0, 690.0, 552.5)","(19.0, 25.0, 24.58)","(41.0, 60.0, 51.75)","(2.7, 3.5, 3.3397727272727273)","(14.0, 18.5, 17.863636363636363)","(51.0, 70.0, 69.16666666666667)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.1)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:49.370320,"(2.3, 2.68, 2.635555555555556)","(101.0, 680.0, 552.5)","(19.0, 25.0, 24.58)","(41.0, 55.0, 51.75)","(2.7, 3.5, 3.3397727272727273)","(14.0, 18.0, 17.863636363636363)","(51.0, 70.0, 69.28571428571429)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.1)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:50.624525,"(2.3, 2.68, 2.6562711864406783)","(101.0, 680.0, 537.5)","(19.0, 25.0, 24.58)","(41.0, 55.0, 51.75)","(2.7, 3.5, 3.3379310344827586)","(14.0, 18.0, 17.863636363636363)","(51.0, 70.0, 69.28571428571429)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.1)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:51.895313,"(2.3, 2.68, 2.6562711864406783)","(101.0, 660.0, 530.0)","(19.0, 25.0, 24.58)","(41.0, 55.0, 49.8)","(2.7, 3.5, 3.3151162790697675)","(14.0, 18.0, 17.863636363636363)","(51.0, 70.0, 69.28571428571429)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.176923076923077)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:53.127365,"(2.3, 2.7, 2.605759162303665)","(101.0, 650.0, 530.0)","(19.0, 25.0, 24.58)","(41.0, 55.0, 49.8)","(2.7, 3.5, 3.3151162790697675)","(14.0, 18.0, 17.863636363636363)","(51.0, 70.0, 69.28571428571429)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.176923076923077)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:54.518598,"(2.3, 2.7, 2.5724050632911393)","(101.0, 630.0, 515.0)","(19.0, 25.0, 24.58)","(41.0, 55.0, 49.8)","(2.7, 3.3, 3.2888888888888888)","(14.0, 18.0, 17.863636363636363)","(51.0, 70.0, 69.28571428571429)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.12)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:55.874367,"(2.3, 2.68, 2.636)","(101.0, 630.0, 515.0)","(19.0, 25.0, 24.58)","(41.0, 55.0, 48.0)","(2.7, 3.3, 3.229203539823009)","(14.0, 18.0, 17.863636363636363)","(51.0, 70.0, 69.28571428571429)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.12)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:57.356366,"(2.3, 2.68, 2.636)","(101.0, 620.0, 470.0)","(19.0, 25.0, 24.58)","(41.0, 50.0, 48.0)","(2.7, 3.3, 3.229203539823009)","(14.0, 18.0, 17.214285714285715)","(51.0, 70.0, 77.5)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.12)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:43:58.776333,"(2.3, 2.68, 2.636)","(101.0, 620.0, 470.0)","(19.0, 25.0, 24.58)","(41.0, 50.0, 49.8)","(2.7, 3.3, 3.2379310344827585)","(14.0, 18.5, 17.15)","(51.0, 90.0, 77.5)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.155555555555556)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:44:00.489254,"(2.3, 2.58, 2.5485185185185184)","(101.0, 710.0, 567.5)","(19.0, 25.0, 24.58)","(41.0, 55.0, 49.8)","(2.7, 3.3, 3.2379310344827585)","(14.0, 18.5, 17.15)","(51.0, 90.0, 79.58333333333333)","(61.0, 300.0, 282.8571428571429)","(4.8, 7.2, 7.090909090909091)","(31.0, 140.0, 127.6923076923077)"
14-12-2022 13:44:02.030725,"(2.3, 2.58, 2.5485185185185184)","(101.0, 700.0, 516.6666666666667)","(19.0, 25.0, 24.58)","(41.0, 55.0, 49.8)","(2.7, 3.3, 3.2379310344827585)","(14.0, 18.5, 17.15)","(51.0, 90.0, 79.58333333333333)","(61.0, 300.0, 270.625)","(4.8, 7.2, 7.0285714285714285)","(31.0, 140.0, 83.75)"
14-12-2022 13:44:03.591119,"(2.3, 2.58, 2.5485185185185184)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 24.58)","(41.0, 55.0, 51.75)","(2.7, 3.3, 3.2379310344827585)","(14.0, 18.5, 17.15)","(51.0, 90.0, 79.58333333333333)","(61.0, 300.0, 229.5)","(4.8, 7.2, 7.0285714285714285)","(31.0, 140.0, 111.42857142857143)"
14-12-2022 13:44:05.053693,"(2.3, 2.58, 2.5485185185185184)","(101.0, 690.0, 516.6666666666667)","(19.0, 25.0, 26.72222222222222)","(41.0, 55.0, 53.8)","(2.7, 3.3, 3.212992125984252)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.3076923076923)","(61.0, 300.0, 230.0)","(4.8, 7.2, 7.0285714285714285)","(31.0, 130.0, 111.11111111111111)"
14-12-2022 13:44:06.425420,"(2.3, 2.58, 2.5485185185185184)","(101.0, 690.0, 516.6666666666667)","(19.0, 27.0, 26.72222222222222)","(41.0, 55.0, 53.8)","(2.7, 3.25, 3.212992125984252)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.3076923076923)","(61.0, 300.0, 230.0)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 111.11111111111111)"
14-12-2022 13:44:07.810580,"(2.3, 2.58, 2.5485185185185184)","(101.0, 690.0, 516.6666666666667)","(19.0, 27.0, 26.72222222222222)","(41.0, 55.0, 53.8)","(2.7, 3.25, 3.212992125984252)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.3076923076923)","(61.0, 300.0, 240.0)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 111.11111111111111)"
14-12-2022 13:44:09.193260,"(2.3, 2.58, 2.5279591836734694)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.741379310344826)","(41.0, 55.0, 53.8)","(2.7, 3.25, 3.212992125984252)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.85714285714286)","(61.0, 280.0, 232.5)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 111.11111111111111)"
14-12-2022 13:44:10.557976,"(2.3, 2.58, 2.5279591836734694)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.741379310344826)","(41.0, 55.0, 53.8)","(2.7, 3.25, 3.212992125984252)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.85714285714286)","(61.0, 280.0, 232.5)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 111.11111111111111)"
14-12-2022 13:44:11.877492,"(2.3, 2.58, 2.5279591836734694)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.696969696969695)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.2149253731343284)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.85714285714286)","(61.0, 270.0, 225.0)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 111.11111111111111)"
14-12-2022 13:44:13.166430,"(2.3, 2.58, 2.5279591836734694)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.696969696969695)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.2149253731343284)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.3076923076923)","(61.0, 270.0, 217.5)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 111.11111111111111)"
14-12-2022 13:44:14.479230,"(2.3, 2.58, 2.5279591836734694)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.696969696969695)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.2149253731343284)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.3076923076923)","(61.0, 260.0, 217.5)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 111.11111111111111)"
14-12-2022 13:44:15.846246,"(2.3, 2.52, 2.512888888888889)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.696969696969695)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.2149253731343284)","(14.0, 18.5, 17.15)","(51.0, 90.0, 82.3076923076923)","(61.0, 260.0, 222.22222222222223)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 111.11111111111111)"
14-12-2022 13:44:17.210656,"(2.3, 2.52, 2.511794871794872)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.696969696969695)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.2149253731343284)","(14.0, 18.5, 17.15)","(51.0, 90.0, 83.33333333333333)","(61.0, 260.0, 213.63636363636363)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 112.72727272727272)"
14-12-2022 13:44:18.691943,"(2.3, 2.52, 2.511794871794872)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.696969696969695)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.22991452991453)","(14.0, 18.5, 17.15)","(51.0, 90.0, 83.33333333333333)","(61.0, 260.0, 213.63636363636363)","(4.8, 7.2, 7.0285714285714285)","(31.0, 120.0, 152.0)"
14-12-2022 13:44:20.146402,"(2.3, 2.52, 2.528091603053435)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.696969696969695)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.24093567251462)","(14.0, 18.5, 17.15)","(51.0, 90.0, 83.33333333333333)","(61.0, 260.0, 213.63636363636363)","(4.8, 7.2, 7.118181818181818)","(31.0, 160.0, 152.0)"
14-12-2022 13:44:21.558828,"(2.3, 2.58, 2.5364102564102566)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.6875)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.24093567251462)","(14.0, 18.5, 17.15)","(51.0, 90.0, 83.33333333333333)","(61.0, 260.0, 213.63636363636363)","(4.8, 7.2, 7.071428571428571)","(31.0, 160.0, 152.72727272727272)"
14-12-2022 13:44:22.900768,"(2.3, 2.58, 2.5364102564102566)","(101.0, 730.0, 650.0)","(19.0, 27.0, 26.6875)","(41.0, 55.0, 50.333333333333336)","(2.7, 3.25, 3.289344262295082)","(14.0, 18.5, 17.15)","(51.0, 90.0, 83.33333333333333)","(61.0, 260.0, 213.63636363636363)","(4.8, 7.2, 7.071428571428571)","(31.0, 160.0, 152.72727272727272)"
