,Chilli Cherry,Levis Beach,Jet Keen,Murrurundi Boy,Nitro Jax,Irinka Isla,Two Suns
08-12-2022 14:53:15.692608,"(6.0, 11.0, 9.0)","(15.0, 42.0, 30.541666666666664)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.764705882352942)","(8.5, 18.5, 15.925)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 26.75)"
08-12-2022 14:53:16.733756,"(6.0, 11.0, 9.0)","(15.0, 42.0, 30.541666666666664)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.764705882352942)","(8.5, 18.5, 15.925)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 26.75)"
08-12-2022 14:53:17.868511,"(6.0, 11.0, 9.0)","(15.0, 42.0, 30.541666666666664)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.764705882352942)","(8.5, 18.5, 15.925)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 26.75)"
08-12-2022 14:53:18.948294,"(6.0, 11.0, 9.0)","(15.0, 42.0, 30.541666666666664)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.764705882352942)","(8.5, 18.5, 15.925)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 26.75)"
08-12-2022 14:53:20.287209,"(6.0, 11.0, 9.0)","(15.0, 42.0, 30.541666666666664)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.764705882352942)","(8.5, 18.5, 15.925)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 26.75)"
08-12-2022 14:53:21.429509,"(6.0, 11.0, 9.0)","(15.0, 42.0, 30.541666666666664)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:22.569919,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:23.655386,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:24.650078,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.5084615384615385)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:25.738594,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.79, 1.4585)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:26.803900,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.78, 1.45825)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:27.765680,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.77, 1.458)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:28.651393,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.84, 1.4673333333333334)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:29.666968,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.74, 1.45725)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:30.657306,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.73, 1.4569999999999999)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:31.667870,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.72, 1.45675)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:32.680633,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.71, 1.4565)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:33.652524,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.7, 1.4554347826086955)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:34.659161,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.7, 1.4857142857142858)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:35.727942,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.7, 1.4673333333333334)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:36.826091,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.84, 1.4673333333333334)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:37.806367,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.65, 1.4549999999999998)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:38.928737,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.84, 1.4673333333333334)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:40.202654,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.84, 1.45425)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:41.399783,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.62, 1.453478260869565)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:42.606995,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.61, 1.453478260869565)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:43.864256,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.61, 1.4537499999999999)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:45.002700,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.6, 1.4621739130434783)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:46.021003,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.59, 1.4621739130434783)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:47.032481,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.84, 1.4673333333333334)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:48.254094,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.8102298850574714)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:49.401866,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.8102298850574714)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:50.442269,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.8102298850574714)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 22.46666666666667)"
08-12-2022 14:53:51.528578,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.5902380952380952)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 20.18181818181818)"
08-12-2022 14:53:52.656070,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.5902380952380952)","(10.0, 22.0, 17.6875)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 20.18181818181818)"
08-12-2022 14:53:53.875108,"(6.0, 11.0, 7.781818181818181)","(15.0, 42.0, 33.0)","(1.4, 1.83, 1.768857142857143)","(10.0, 22.0, 20.045454545454547)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 20.18181818181818)"
08-12-2022 14:53:55.088206,"(6.0, 10.5, 10.00909090909091)","(15.0, 42.0, 33.0)","(1.4, 1.81, 1.768857142857143)","(10.0, 21.0, 20.045454545454547)","(8.5, 18.5, 15.133333333333333)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:53:56.151833,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.81, 1.768857142857143)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:53:57.309946,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.81, 1.768857142857143)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:53:58.469841,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.81, 1.768857142857143)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:53:59.616206,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.81, 1.538)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:00.901334,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.81, 1.538)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:01.932332,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.81, 1.538)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:02.921140,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:04.030197,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:05.190362,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:06.283105,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:07.393126,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 12.3125)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:08.434222,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 14.0)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:09.625604,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 14.0)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:10.825226,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 14.0)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:12.056891,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 14.0)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:13.280381,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 14.0)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:14.429011,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 14.0)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:15.369517,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 14.0)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 17.0)"
08-12-2022 14:54:16.534494,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 14.0)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:17.745908,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 16.596153846153847)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:18.939088,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 16.596153846153847)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:20.046673,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 16.596153846153847)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:21.048309,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 17.666666666666668)","(8.5, 18.5, 16.596153846153847)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:22.227146,"(6.0, 10.5, 9.742857142857144)","(15.0, 42.0, 23.07142857142857)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:23.506303,"(6.0, 10.5, 9.175)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.8, 1.4935714285714285)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:24.652481,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.79, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:25.787272,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:26.906483,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:28.048753,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:29.254353,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:30.515633,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 13.90909090909091)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:31.633500,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 14.09090909090909)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:32.653072,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 14.09090909090909)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:33.806085,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:34.923206,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:36.111659,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:37.057423,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:38.226531,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.1875)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:39.447196,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:40.666509,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.291666666666668)"
08-12-2022 14:54:41.797763,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 19.27777777777778)"
08-12-2022 14:54:42.866886,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 19.27777777777778)"
08-12-2022 14:54:43.974202,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.708333333333332)"
08-12-2022 14:54:45.212765,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 13.55)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.708333333333332)"
08-12-2022 14:54:46.479532,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 13.55)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.708333333333332)"
08-12-2022 14:54:47.605423,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 13.55)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.708333333333332)"
08-12-2022 14:54:48.640854,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 13.55)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.708333333333332)"
08-12-2022 14:54:49.723224,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 13.55)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 21.708333333333332)"
08-12-2022 14:54:50.869613,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 22.714285714285715)","(1.4, 1.77, 1.642280701754386)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.6875)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 18.6875)"
08-12-2022 14:54:52.058447,"(6.0, 10.5, 9.2)","(15.0, 42.0, 29.727272727272727)","(1.4, 1.77, 1.536)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.6875)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 18.6875)"
08-12-2022 14:54:53.068047,"(6.0, 10.5, 9.2)","(15.0, 42.0, 29.727272727272727)","(1.4, 1.77, 1.536)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.6875)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 18.6875)"
08-12-2022 14:54:54.137085,"(6.0, 10.5, 8.733333333333334)","(15.0, 42.0, 29.727272727272727)","(1.4, 1.76, 1.5577777777777777)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 13.55)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 18.6875)"
08-12-2022 14:54:55.208293,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 29.727272727272727)","(1.4, 1.76, 1.5371428571428571)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 13.55)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 18.6875)"
08-12-2022 14:54:56.325061,"(6.0, 10.5, 9.728571428571428)","(15.0, 42.0, 29.727272727272727)","(1.4, 1.74, 1.532)","(10.0, 21.0, 20.083333333333332)","(8.5, 18.5, 12.4375)","(26.0, 90.0, 54.44444444444444)","(10.0, 29.0, 18.6875)"
