,Chilli Cherry,Levis Beach,Jet Keen,Murrurundi Boy,Nitro Jax,Irinka Isla,Two Suns
08-12-2022 14:59:22.499197,"(6.0, 10.5, 6.7894736842105265)","(15.0, 55.0, 50.0)","(1.4, 1.72, 1.611388888888889)","(10.0, 21.0, 19.1)","(8.5, 23.0, 16.5)","(26.0, 150.0, 39.3)","(10.0, 29.0, 19.555555555555557)"
08-12-2022 14:59:23.850937,"(6.0, 10.5, 6.7894736842105265)","(15.0, 55.0, 50.0)","(1.4, 1.7, 1.611388888888889)","(10.0, 21.0, 19.1)","(8.5, 23.0, 16.5)","(26.0, 150.0, 39.3)","(10.0, 29.0, 19.833333333333332)"
08-12-2022 14:59:25.174960,"(6.0, 10.5, 7.050000000000001)","(15.0, 55.0, 50.0)","(1.4, 1.7, 1.5970967741935485)","(10.0, 21.0, 19.1)","(8.5, 23.0, 16.5)","(26.0, 150.0, 94.65)","(10.0, 29.0, 23.107142857142858)"
08-12-2022 14:59:26.387486,"(6.0, 10.5, 6.75)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.7, 1.6147058823529412)","(10.0, 21.0, 19.1)","(8.5, 23.0, 16.5)","(26.0, 150.0, 94.65)","(10.0, 29.0, 23.107142857142858)"
08-12-2022 14:59:27.550468,"(6.0, 9.8, 8.533333333333333)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.7, 1.6131578947368421)","(10.0, 21.0, 19.1)","(8.5, 23.0, 20.0)","(26.0, 150.0, 39.3)","(10.0, 29.0, 26.450000000000003)"
08-12-2022 14:59:28.679483,"(6.0, 9.6, 7.127272727272727)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.7, 1.6131578947368421)","(10.0, 21.0, 19.1)","(8.5, 22.0, 20.0)","(26.0, 150.0, 39.3)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:29.848289,"(6.0, 9.4, 8.65)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.7, 1.6236842105263158)","(10.0, 21.0, 15.3)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:31.084562,"(6.0, 9.6, 8.0)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.69, 1.588857142857143)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:32.326819,"(6.0, 9.6, 8.0)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.68, 1.5947058823529412)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:33.489449,"(6.0, 9.4, 8.84)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.68, 1.5947058823529412)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 39.3)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:34.568707,"(6.0, 9.4, 8.75)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.68, 1.5947058823529412)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:35.767446,"(6.0, 9.4, 8.65)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.68, 1.5947058823529412)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:36.962515,"(6.0, 9.6, 8.314285714285713)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.68, 1.5947058823529412)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:38.154631,"(6.0, 9.6, 8.2)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.68, 1.5947058823529412)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 39.3)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:39.300778,"(6.0, 9.6, 8.2)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.68, 1.5947058823529412)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 39.3)","(10.0, 28.0, 26.450000000000003)"
08-12-2022 14:59:40.369961,"(6.0, 9.6, 8.0)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.66, 1.591764705882353)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 25.5)"
08-12-2022 14:59:41.524444,"(6.0, 9.6, 8.314285714285713)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.65, 1.5763636363636364)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 24.375)"
08-12-2022 14:59:42.727802,"(6.0, 9.6, 8.314285714285713)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.64, 1.5885714285714285)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 24.375)"
08-12-2022 14:59:43.972753,"(6.0, 9.6, 8.314285714285713)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.64, 1.5885714285714285)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 24.375)"
08-12-2022 14:59:45.093042,"(6.0, 9.6, 8.953846153846154)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.64, 1.5885714285714285)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 39.3)","(10.0, 28.0, 25.2)"
08-12-2022 14:59:46.085818,"(6.0, 9.6, 8.04)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.64, 1.5885714285714285)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 39.3)","(10.0, 28.0, 25.2)"
08-12-2022 14:59:47.295349,"(6.0, 9.6, 8.953846153846154)","(15.0, 55.0, 38.333333333333336)","(1.4, 1.64, 1.5748387096774195)","(10.0, 21.0, 14.214285714285715)","(8.5, 22.0, 20.0)","(26.0, 150.0, 94.65)","(10.0, 28.0, 25.2)"
08-12-2022 14:59:48.466494,"(6.0, 9.6, 8.575)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5812903225806452)","(10.0, 21.0, 15.722222222222221)","(8.5, 22.0, 20.0)","(26.0, 150.0, 40.2)","(10.0, 28.0, 25.2)"
08-12-2022 14:59:49.660441,"(6.0, 9.6, 8.1)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5836363636363637)","(10.0, 21.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 40.2)","(10.0, 28.0, 25.2)"
08-12-2022 14:59:50.767704,"(6.0, 9.6, 8.1)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.6083495145631068)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 41.1)","(10.0, 28.0, 25.666666666666668)"
08-12-2022 14:59:51.985602,"(6.0, 9.6, 6.675)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5685714285714287)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 41.1)","(10.0, 28.0, 25.666666666666668)"
08-12-2022 14:59:53.171866,"(6.0, 9.6, 6.675)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5760975609756098)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 41.1)","(10.0, 28.0, 25.666666666666668)"
08-12-2022 14:59:54.375385,"(6.0, 9.6, 8.82)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5760975609756098)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 41.1)","(10.0, 28.0, 25.666666666666668)"
08-12-2022 14:59:55.636529,"(6.0, 9.6, 8.82)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5713513513513515)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 41.1)","(10.0, 28.0, 25.666666666666668)"
08-12-2022 14:59:56.756790,"(6.0, 9.6, 8.82)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5713513513513515)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 95.55)","(10.0, 28.0, 25.666666666666668)"
08-12-2022 14:59:57.913430,"(6.0, 9.6, 7.26)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5685714285714287)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 95.55)","(10.0, 28.0, 25.666666666666668)"
08-12-2022 14:59:59.358011,"(6.0, 9.6, 7.26)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5685714285714287)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 95.55)","(10.0, 28.0, 24.75)"
08-12-2022 15:00:00.650383,"(6.0, 9.6, 7.26)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.5745454545454547)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 95.55)","(10.0, 28.0, 24.75)"
08-12-2022 15:00:01.936771,"(6.0, 9.6, 9.254545454545454)","(15.0, 55.0, 39.61538461538461)","(1.4, 1.62, 1.6096039603960397)","(10.0, 23.0, 16.61111111111111)","(8.5, 22.0, 20.0)","(26.0, 150.0, 95.55)","(10.0, 28.0, 24.75)"
08-12-2022 15:00:03.079662,"(6.0, 9.6, 8.2125)","(15.0, 55.0, 42.5)","(1.4, 1.62, 1.6097058823529413)","(10.0, 23.0, 17.25)","(8.5, 22.0, 20.0)","(26.0, 150.0, 41.1)","(10.0, 28.0, 23.4)"
08-12-2022 15:00:04.168997,"(6.0, 9.6, 8.59090909090909)","(15.0, 55.0, 42.5)","(1.4, 1.62, 1.6096551724137933)","(10.0, 23.0, 17.25)","(8.5, 22.0, 15.5)","(26.0, 150.0, 41.1)","(10.0, 29.0, 24.5)"
08-12-2022 15:00:05.452093,"(6.0, 9.6, 8.59090909090909)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.6096551724137933)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 18.608695652173914)","(26.0, 150.0, 51.75)","(10.0, 29.0, 23.8)"
08-12-2022 15:00:06.711064,"(6.0, 9.4, 7.844444444444445)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.6094472361809047)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 12.666666666666666)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.4)"
08-12-2022 15:00:07.919672,"(6.0, 9.4, 6.660869565217392)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.609175257731959)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 12.11111111111111)","(26.0, 120.0, 51.75)","(10.0, 30.0, 24.4)"
08-12-2022 15:00:09.047098,"(6.0, 9.4, 6.660869565217392)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.609175257731959)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.555555555555555)","(26.0, 120.0, 51.75)","(10.0, 30.0, 23.5)"
08-12-2022 15:00:10.115806,"(6.0, 9.2, 7.314285714285714)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.609175257731959)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.555555555555555)","(26.0, 120.0, 51.75)","(10.0, 30.0, 24.8)"
08-12-2022 15:00:11.239300,"(6.0, 9.0, 7.228571428571429)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.6088297872340427)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 15.657142857142857)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.700000000000003)"
08-12-2022 15:00:12.410892,"(6.0, 9.0, 6.353658536585366)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.6086486486486486)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 15.657142857142857)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.700000000000003)"
08-12-2022 15:00:13.549211,"(6.0, 9.0, 6.342857142857143)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.5654545454545454)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 15.657142857142857)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.700000000000003)"
08-12-2022 15:00:14.659396,"(6.0, 8.8, 6.987500000000001)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.5654545454545454)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 15.657142857142857)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.700000000000003)"
08-12-2022 15:00:15.837684,"(6.0, 8.6, 6.98)","(15.0, 55.0, 42.14285714285714)","(1.4, 1.62, 1.6085869565217392)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 15.657142857142857)","(26.0, 120.0, 51.75)","(10.0, 30.0, 25.833333333333336)"
08-12-2022 15:00:17.074354,"(6.0, 8.6, 6.98)","(15.0, 55.0, 41.125)","(1.4, 1.62, 1.6085869565217392)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 15.657142857142857)","(26.0, 120.0, 51.75)","(10.0, 30.0, 24.0)"
08-12-2022 15:00:18.308127,"(6.0, 8.6, 6.326315789473685)","(15.0, 48.0, 41.125)","(1.4, 1.62, 1.56375)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.083333333333334)","(26.0, 120.0, 51.75)","(10.0, 30.0, 24.0)"
08-12-2022 15:00:19.424570,"(6.0, 8.2, 7.154545454545454)","(15.0, 48.0, 41.125)","(1.4, 1.62, 1.56375)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.083333333333334)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.736842105263158)"
08-12-2022 15:00:20.480794,"(6.0, 8.2, 7.154545454545454)","(15.0, 48.0, 36.62068965517241)","(1.4, 1.62, 1.6085869565217392)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.083333333333334)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.736842105263158)"
08-12-2022 15:00:21.584896,"(6.0, 8.2, 7.154545454545454)","(15.0, 48.0, 36.62068965517241)","(1.4, 1.62, 1.6085869565217392)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.083333333333334)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.736842105263158)"
08-12-2022 15:00:22.731224,"(6.0, 8.2, 7.154545454545454)","(15.0, 48.0, 36.62068965517241)","(1.4, 1.62, 1.5771428571428572)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.083333333333334)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.736842105263158)"
08-12-2022 15:00:23.825363,"(6.0, 8.2, 6.2942857142857145)","(15.0, 48.0, 38.83333333333333)","(1.4, 1.62, 1.5771428571428572)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.083333333333334)","(26.0, 120.0, 51.75)","(10.0, 30.0, 24.5)"
08-12-2022 15:00:24.892973,"(6.0, 8.2, 6.2942857142857145)","(15.0, 48.0, 38.83333333333333)","(1.4, 1.62, 1.5745454545454547)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.083333333333334)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.77777777777778)"
08-12-2022 15:00:26.020718,"(6.0, 8.0, 6.6875)","(15.0, 48.0, 38.83333333333333)","(1.4, 1.62, 1.6487261146496814)","(10.0, 23.0, 13.222222222222221)","(8.5, 21.0, 11.083333333333334)","(26.0, 120.0, 51.75)","(10.0, 30.0, 28.166666666666668)"
08-12-2022 15:00:27.161355,"(6.0, 8.0, 6.090909090909091)","(15.0, 48.0, 38.83333333333333)","(1.4, 1.65, 1.64)","(10.0, 23.0, 14.095238095238095)","(8.5, 21.0, 12.0)","(26.0, 120.0, 51.75)","(10.0, 29.0, 23.81818181818182)"
08-12-2022 15:00:28.330060,"(6.0, 8.8, 7.3500000000000005)","(15.0, 48.0, 30.976190476190474)","(1.4, 1.65, 1.664375)","(10.0, 23.0, 17.333333333333332)","(8.5, 21.0, 15.441176470588236)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.72)"
08-12-2022 15:00:29.501757,"(6.0, 8.0, 5.987500000000001)","(15.0, 48.0, 30.976190476190474)","(1.4, 1.67, 1.664375)","(10.0, 23.0, 17.333333333333332)","(8.5, 21.0, 15.441176470588236)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.72)"
08-12-2022 15:00:30.598543,"(6.0, 7.8, 6.072727272727273)","(15.0, 48.0, 30.976190476190474)","(1.4, 1.67, 1.6564999999999999)","(10.0, 23.0, 16.38888888888889)","(8.5, 21.0, 15.441176470588236)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.72)"
08-12-2022 15:00:31.646550,"(6.0, 7.8, 5.9593750000000005)","(15.0, 46.0, 34.5625)","(1.4, 1.67, 1.6564999999999999)","(10.0, 23.0, 16.38888888888889)","(8.5, 21.0, 15.441176470588236)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.72)"
08-12-2022 15:00:32.759220,"(6.0, 7.8, 5.9593750000000005)","(15.0, 46.0, 34.5625)","(1.4, 1.67, 1.638)","(10.0, 23.0, 18.175675675675677)","(8.5, 21.0, 15.441176470588236)","(26.0, 120.0, 51.75)","(10.0, 29.0, 23.0)"
08-12-2022 15:00:33.933017,"(6.0, 7.8, 5.9593750000000005)","(15.0, 46.0, 34.5625)","(1.4, 1.67, 1.638)","(10.0, 23.0, 14.5)","(8.5, 21.0, 15.441176470588236)","(26.0, 120.0, 51.75)","(10.0, 29.0, 23.0)"
08-12-2022 15:00:35.065207,"(6.0, 7.6, 6.0888888888888895)","(15.0, 46.0, 26.0)","(1.4, 1.67, 1.6323529411764706)","(10.0, 23.0, 14.5)","(8.5, 21.0, 15.441176470588236)","(26.0, 120.0, 51.75)","(10.0, 29.0, 23.0)"
08-12-2022 15:00:36.171560,"(6.0, 7.6, 6.0888888888888895)","(15.0, 46.0, 26.0)","(1.4, 1.67, 1.6323529411764706)","(10.0, 23.0, 17.333333333333332)","(8.5, 21.0, 15.09090909090909)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.3)"
08-12-2022 15:00:37.118635,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 35.41176470588235)","(1.4, 1.67, 1.6166666666666667)","(10.0, 23.0, 17.333333333333332)","(8.5, 20.0, 14.0)","(26.0, 120.0, 51.75)","(10.0, 29.0, 25.823529411764707)"
08-12-2022 15:00:38.199138,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 35.41176470588235)","(1.4, 1.67, 1.6166666666666667)","(10.0, 23.0, 17.333333333333332)","(8.5, 20.0, 14.616666666666667)","(26.0, 120.0, 51.75)","(10.0, 29.0, 25.823529411764707)"
08-12-2022 15:00:39.312244,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 35.41176470588235)","(1.4, 1.67, 1.626923076923077)","(10.0, 23.0, 17.333333333333332)","(8.5, 20.0, 14.616666666666667)","(26.0, 120.0, 51.75)","(10.0, 29.0, 25.823529411764707)"
08-12-2022 15:00:40.422575,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 35.41176470588235)","(1.4, 1.67, 1.626923076923077)","(10.0, 23.0, 17.333333333333332)","(8.5, 20.0, 14.616666666666667)","(26.0, 120.0, 51.75)","(10.0, 29.0, 25.823529411764707)"
08-12-2022 15:00:41.501727,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 35.41176470588235)","(1.4, 1.67, 1.626923076923077)","(10.0, 23.0, 17.482758620689655)","(8.5, 20.0, 14.724137931034482)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.1875)"
08-12-2022 15:00:42.718704,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 36.625)","(1.4, 1.67, 1.5811111111111111)","(10.0, 23.0, 17.482758620689655)","(8.5, 20.0, 14.724137931034482)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.1875)"
08-12-2022 15:00:43.896258,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 36.625)","(1.4, 1.67, 1.5925)","(10.0, 23.0, 17.482758620689655)","(8.5, 20.0, 14.724137931034482)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.1875)"
08-12-2022 15:00:45.057418,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 36.625)","(1.4, 1.66, 1.5966666666666667)","(10.0, 23.0, 17.482758620689655)","(8.5, 20.0, 14.724137931034482)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.1875)"
08-12-2022 15:00:46.295496,"(6.0, 7.6, 5.989473684210527)","(15.0, 46.0, 36.625)","(1.4, 1.66, 1.61)","(10.0, 23.0, 17.482758620689655)","(8.5, 20.0, 12.421052631578947)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:47.519613,"(6.0, 7.6, 5.985)","(15.0, 46.0, 20.714285714285715)","(1.4, 1.66, 1.5907692307692307)","(10.0, 23.0, 14.027777777777779)","(8.5, 20.0, 12.4)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:48.924774,"(6.0, 7.6, 5.985)","(15.0, 46.0, 23.375)","(1.4, 1.66, 1.5907692307692307)","(10.0, 23.0, 14.5)","(8.5, 20.0, 17.0)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:50.120288,"(6.0, 7.6, 5.985)","(15.0, 44.0, 23.375)","(1.4, 1.66, 1.6155555555555556)","(10.0, 23.0, 14.5)","(8.5, 19.5, 14.142857142857142)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:51.233232,"(6.0, 7.6, 5.985)","(15.0, 44.0, 23.375)","(1.4, 1.66, 1.6155555555555556)","(10.0, 23.0, 14.5)","(8.5, 19.5, 14.142857142857142)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:52.272128,"(6.0, 7.6, 5.985)","(15.0, 44.0, 23.375)","(1.4, 1.66, 1.6155555555555556)","(10.0, 23.0, 14.5)","(8.5, 19.5, 14.0)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:53.329783,"(6.0, 7.6, 5.985)","(15.0, 44.0, 20.857142857142858)","(1.4, 1.66, 1.5984615384615386)","(10.0, 23.0, 14.5)","(8.5, 19.0, 13.4)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:54.484736,"(6.0, 7.6, 5.985)","(15.0, 44.0, 20.857142857142858)","(1.4, 1.66, 1.6133333333333333)","(10.0, 23.0, 14.5)","(8.5, 19.0, 12.666666666666666)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:55.610630,"(6.0, 7.6, 5.985)","(15.0, 44.0, 20.857142857142858)","(1.4, 1.66, 1.6133333333333333)","(10.0, 23.0, 14.5)","(8.5, 19.0, 12.666666666666666)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:56.786198,"(6.0, 7.6, 5.985)","(15.0, 44.0, 20.857142857142858)","(1.4, 1.66, 1.6133333333333333)","(10.0, 23.0, 14.5)","(8.5, 19.0, 12.666666666666666)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:57.795147,"(6.0, 7.6, 5.985)","(15.0, 44.0, 20.857142857142858)","(1.4, 1.66, 1.6133333333333333)","(10.0, 23.0, 14.5)","(8.5, 19.0, 12.666666666666666)","(26.0, 120.0, 51.75)","(10.0, 29.0, 24.90909090909091)"
08-12-2022 15:00:58.773267,"(6.0, 7.6, 5.985)","(15.0, 44.0, 20.857142857142858)","(1.4, 1.66, 1.5781818181818181)","(10.0, 23.0, 14.5)","(8.5, 19.0, 12.666666666666666)","(26.0, 120.0, 51.75)","(10.0, 29.0, 26.857142857142858)"
08-12-2022 15:00:59.778009,"(6.0, 7.6, 5.985)","(15.0, 42.0, 29.5)","(1.4, 1.66, 1.583846153846154)","(10.0, 22.0, 17.75)","(8.5, 19.0, 12.666666666666666)","(26.0, 120.0, 51.75)","(10.0, 28.0, 25.25)"
08-12-2022 15:01:00.891168,"(6.0, 7.6, 5.985)","(15.0, 42.0, 29.5)","(1.4, 1.65, 1.6422222222222222)","(10.0, 22.0, 17.75)","(8.5, 19.0, 12.666666666666666)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
08-12-2022 15:01:02.018137,"(6.0, 7.6, 5.985)","(15.0, 42.0, 29.5)","(1.4, 1.65, 1.6422222222222222)","(10.0, 22.0, 17.5)","(8.5, 19.0, 14.403225806451612)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
08-12-2022 15:01:03.090304,"(6.0, 7.6, 5.989473684210527)","(15.0, 42.0, 20.125)","(1.4, 1.65, 1.6422222222222222)","(10.0, 22.0, 17.5)","(8.5, 19.0, 14.403225806451612)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
08-12-2022 15:01:04.176628,"(6.0, 7.6, 5.989473684210527)","(15.0, 42.0, 20.125)","(1.4, 1.65, 1.6099999999999999)","(10.0, 22.0, 17.5)","(8.5, 19.0, 14.403225806451612)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
08-12-2022 15:01:05.249369,"(6.0, 7.6, 5.989473684210527)","(15.0, 42.0, 27.416666666666668)","(1.4, 1.65, 1.6099999999999999)","(10.0, 22.0, 17.5)","(8.5, 19.0, 14.403225806451612)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
08-12-2022 15:01:06.377977,"(6.0, 7.6, 5.989473684210527)","(15.0, 42.0, 31.0625)","(1.4, 1.65, 1.628)","(10.0, 22.0, 17.5)","(8.5, 19.0, 14.403225806451612)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
08-12-2022 15:01:07.450185,"(6.0, 7.6, 5.989473684210527)","(15.0, 42.0, 31.0625)","(1.4, 1.66, 1.6454545454545455)","(10.0, 22.0, 17.5)","(8.5, 19.0, 14.403225806451612)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
08-12-2022 15:01:08.548492,"(6.0, 7.6, 5.989473684210527)","(15.0, 42.0, 31.0625)","(1.4, 1.66, 1.6505882352941175)","(10.0, 22.0, 17.5)","(8.5, 19.0, 14.403225806451612)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
08-12-2022 15:01:09.608181,"(6.0, 7.4, 6.036363636363637)","(15.0, 42.0, 31.0625)","(1.4, 1.66, 1.6457142857142857)","(10.0, 22.0, 17.5)","(8.5, 19.0, 14.403225806451612)","(26.0, 120.0, 51.75)","(10.0, 27.0, 23.81818181818182)"
