,Nimble Fantasy,Brian Basilisa,Van Diemen,Tamarind Twist,Deep Purple,Douglas Dash,Moraine Charli
07-01-2023 17:17:01.998091,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 87.14285714285714)","(11.0, 23.0, 18.25)","(21.0, 75.0, 48.5)","(2.8, 4.2, 4.050000000000001)","(1.6, 1.76, 1.7085714285714286)","(31.0, 130.0, 59.3)"
07-01-2023 17:17:03.171636,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 87.14285714285714)","(11.0, 23.0, 18.25)","(21.0, 75.0, 48.5)","(2.8, 4.2, 4.083333333333334)","(1.6, 1.76, 1.6457142857142857)","(31.0, 130.0, 59.3)"
07-01-2023 17:17:04.227535,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 87.14285714285714)","(11.0, 23.0, 18.25)","(21.0, 75.0, 48.5)","(2.8, 4.2, 4.083333333333334)","(1.6, 1.76, 1.6457142857142857)","(31.0, 130.0, 59.3)"
07-01-2023 17:17:05.205217,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 87.14285714285714)","(11.0, 23.0, 18.25)","(21.0, 75.0, 48.5)","(2.8, 4.2, 4.083333333333334)","(1.6, 1.76, 1.6457142857142857)","(31.0, 130.0, 59.3)"
07-01-2023 17:17:06.291343,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 58.92307692307692)","(11.0, 23.0, 18.25)","(21.0, 75.0, 42.38461538461539)","(2.8, 4.2, 4.025)","(1.6, 1.76, 1.68)","(31.0, 130.0, 52.30769230769231)"
07-01-2023 17:17:07.388899,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 75.0, 42.38461538461539)","(2.8, 4.2, 4.025)","(1.6, 1.76, 1.68)","(31.0, 130.0, 75.0)"
07-01-2023 17:17:08.432085,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 75.0, 42.38461538461539)","(2.8, 4.2, 3.38125)","(1.6, 1.76, 1.68)","(31.0, 120.0, 75.0)"
07-01-2023 17:17:09.415819,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 75.0, 42.38461538461539)","(2.8, 4.3, 3.38125)","(1.6, 1.76, 1.68)","(31.0, 120.0, 75.0)"
07-01-2023 17:17:10.512591,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 75.0, 42.38461538461539)","(2.8, 4.3, 3.38125)","(1.6, 1.76, 1.68)","(31.0, 120.0, 75.0)"
07-01-2023 17:17:11.610646,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 75.0, 42.38461538461539)","(2.8, 4.3, 3.840625)","(1.6, 1.75, 1.588421052631579)","(31.0, 120.0, 75.0)"
07-01-2023 17:17:12.562286,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 75.0, 42.38461538461539)","(2.8, 4.3, 3.840625)","(1.6, 1.74, 1.588421052631579)","(31.0, 120.0, 75.0)"
07-01-2023 17:17:13.674847,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 75.0, 42.38461538461539)","(2.8, 4.3, 3.635)","(1.6, 1.71, 1.65)","(31.0, 120.0, 36.666666666666664)"
07-01-2023 17:17:14.797062,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 70.0, 62.0)","(2.8, 4.3, 3.5285714285714285)","(1.6, 1.71, 1.6275)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:15.844386,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 70.0, 62.0)","(2.8, 4.6, 4.308333333333334)","(1.6, 1.71, 1.6275)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:16.838737,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.25)","(21.0, 70.0, 62.0)","(2.8, 4.5, 4.308333333333334)","(1.6, 1.71, 1.6275)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:17.864110,"(10.0, 21.0, 12.666666666666666)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 22.0)","(21.0, 70.0, 62.0)","(2.8, 4.5, 3.6375)","(1.6, 1.71, 1.65)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:18.991660,"(10.0, 21.0, 12.25)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 22.0)","(21.0, 70.0, 62.0)","(2.8, 4.5, 3.6375)","(1.6, 1.71, 1.65)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:20.073174,"(10.0, 21.0, 17.764705882352942)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 62.0)","(2.8, 4.5, 3.7607142857142857)","(1.6, 1.71, 1.6275)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:21.055716,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 62.0)","(2.8, 4.5, 3.7607142857142857)","(1.6, 1.71, 1.6275)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:22.238229,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 62.0)","(2.8, 4.5, 3.6375)","(1.6, 1.71, 1.65)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:23.440946,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.6375)","(1.6, 1.71, 1.65)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:24.514820,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.6375)","(1.6, 1.71, 1.65)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:25.544792,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.6375)","(1.6, 1.71, 1.65)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:26.669812,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.71, 1.63875)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:27.823742,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:28.785167,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:29.810495,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:30.903752,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:31.993316,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 36.666666666666664)"
07-01-2023 17:17:33.036748,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:34.683568,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:35.949126,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:37.061599,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:38.170951,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:39.285464,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:40.458244,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.675)","(1.6, 1.7, 1.63875)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:41.731059,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.6)","(1.6, 1.7, 1.65)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:43.013355,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 58.25)","(2.8, 4.5, 3.7125000000000004)","(1.6, 1.68, 1.6275)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:44.318286,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.7125000000000004)","(1.6, 1.68, 1.6275)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:45.329957,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.7125000000000004)","(1.6, 1.68, 1.6275)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:46.701932,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 18.5)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.675)","(1.6, 1.68, 1.672)","(31.0, 130.0, 62.8)"
07-01-2023 17:17:47.994144,"(10.0, 21.0, 13.083333333333334)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 22.0)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.555)","(1.6, 1.68, 1.672)","(31.0, 130.0, 107.71428571428572)"
07-01-2023 17:17:49.088602,"(10.0, 21.0, 17.764705882352942)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 22.0)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.555)","(1.6, 1.68, 1.664)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:50.209288,"(10.0, 21.0, 12.25)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 17.75)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.555)","(1.6, 1.68, 1.6666666666666665)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:51.382496,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 17.75)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.773076923076923)","(1.6, 1.68, 1.6246153846153846)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:52.473024,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 17.75)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.75)","(1.6, 1.68, 1.6192307692307693)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:53.517979,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 17.75)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.75)","(1.6, 1.67, 1.6113333333333333)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:54.509008,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 17.75)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.75)","(1.6, 1.67, 1.6113333333333333)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:55.625898,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 17.75)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.75)","(1.6, 1.67, 1.6113333333333333)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:56.739069,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 22.09090909090909)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.75)","(1.6, 1.67, 1.6113333333333333)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:57.779008,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 22.09090909090909)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.75)","(1.6, 1.67, 1.6113333333333333)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:58.792004,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 21.57142857142857)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.8076923076923075)","(1.6, 1.67, 1.63875)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:17:59.822936,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 21.57142857142857)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.8076923076923075)","(1.6, 1.65, 1.605)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:18:00.899094,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 21.57142857142857)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.3480392156862746)","(1.6, 1.65, 1.7194117647058824)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:18:01.962449,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 20.625)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.3480392156862746)","(1.6, 1.74, 1.7194117647058824)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:18:02.941880,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 21.714285714285715)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.5, 3.3545454545454545)","(1.6, 1.74, 1.798)","(31.0, 120.0, 107.71428571428572)"
07-01-2023 17:18:04.046051,"(10.0, 21.0, 13.5)","(26.0, 240.0, 101.52941176470588)","(11.0, 23.0, 21.714285714285715)","(21.0, 70.0, 63.285714285714285)","(2.8, 4.4, 3.775)","(1.6, 1.83, 1.8111764705882354)","(31.0, 120.0, 69.07692307692307)"
07-01-2023 17:18:05.143298,"(10.0, 21.0, 13.5)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 21.714285714285715)","(21.0, 70.0, 56.199999999999996)","(2.8, 4.3, 3.775)","(1.6, 1.82, 1.8111764705882354)","(31.0, 110.0, 90.57142857142857)"
07-01-2023 17:18:06.177243,"(10.0, 21.0, 13.5)","(26.0, 240.0, 145.84)","(11.0, 23.0, 21.785714285714285)","(21.0, 70.0, 56.199999999999996)","(2.8, 4.3, 3.825)","(1.6, 1.82, 1.8111764705882354)","(31.0, 100.0, 83.5)"
07-01-2023 17:18:07.155647,"(10.0, 21.0, 17.785714285714285)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.227272727272727)","(21.0, 70.0, 56.199999999999996)","(2.8, 4.4, 3.825)","(1.6, 1.82, 1.8111764705882354)","(31.0, 100.0, 83.5)"
07-01-2023 17:18:08.273135,"(10.0, 21.0, 17.136363636363637)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.706896551724135)","(21.0, 70.0, 63.42857142857143)","(2.8, 4.4, 3.825)","(1.6, 1.82, 1.8111764705882354)","(31.0, 100.0, 52.3)"
07-01-2023 17:18:09.389128,"(10.0, 21.0, 17.136363636363637)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.706896551724135)","(21.0, 70.0, 62.33333333333333)","(2.8, 4.4, 3.660714285714286)","(1.6, 1.82, 1.8111764705882354)","(31.0, 95.0, 76.0)"
07-01-2023 17:18:10.470015,"(10.0, 21.0, 17.136363636363637)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.706896551724135)","(21.0, 70.0, 62.33333333333333)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 76.0)"
07-01-2023 17:18:11.487707,"(10.0, 21.0, 17.136363636363637)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 21.857142857142858)","(21.0, 70.0, 62.33333333333333)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 76.0)"
07-01-2023 17:18:12.481710,"(10.0, 22.0, 16.0)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 21.92857142857143)","(21.0, 70.0, 62.33333333333333)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:13.568617,"(10.0, 21.0, 19.0)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 21.125)","(21.0, 70.0, 58.166666666666664)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:14.749755,"(10.0, 21.0, 19.0)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 21.125)","(21.0, 65.0, 49.625)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:15.797471,"(10.0, 21.0, 19.0)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 21.125)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:16.711178,"(10.0, 21.0, 19.75)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.642857142857142)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:17.610813,"(10.0, 21.0, 20.0)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.642857142857142)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:18.581781,"(10.0, 21.0, 19.916666666666664)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.642857142857142)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:19.565426,"(10.0, 21.0, 19.916666666666664)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.642857142857142)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:20.580001,"(10.0, 21.0, 19.916666666666664)","(26.0, 240.0, 141.91666666666666)","(11.0, 23.0, 22.642857142857142)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:21.537012,"(10.0, 21.0, 20.69047619047619)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 24.547619047619047)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:22.507099,"(10.0, 21.0, 20.69047619047619)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.76086956521739)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:23.687782,"(10.0, 21.0, 20.69047619047619)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.76086956521739)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:24.829433,"(10.0, 21.0, 20.69047619047619)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.76086956521739)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:25.940507,"(10.0, 22.0, 21.125)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.76086956521739)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:26.859656,"(10.0, 22.0, 21.125)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.76086956521739)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:27.827833,"(10.0, 23.0, 19.18181818181818)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.76086956521739)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:28.991690,"(10.0, 23.0, 19.76923076923077)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.76086956521739)","(21.0, 65.0, 48.599999999999994)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:29.976545,"(10.0, 23.0, 22.63157894736842)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 22.0)","(21.0, 65.0, 34.23076923076923)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:30.908405,"(10.0, 23.0, 22.63157894736842)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 22.0)","(21.0, 65.0, 40.0)","(2.8, 4.4, 3.5174418604651163)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:31.836121,"(10.0, 23.0, 21.375)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 22.0)","(21.0, 65.0, 40.0)","(2.8, 4.3, 3.4193548387096775)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:32.792285,"(10.0, 23.0, 22.07142857142857)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.714285714285715)","(21.0, 65.0, 49.61538461538461)","(2.8, 4.3, 3.4193548387096775)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:33.809269,"(10.0, 23.0, 20.0)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.714285714285715)","(21.0, 65.0, 49.61538461538461)","(2.8, 4.3, 3.588709677419355)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:34.783563,"(10.0, 23.0, 20.0)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.714285714285715)","(21.0, 65.0, 49.61538461538461)","(2.8, 4.3, 3.588709677419355)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 58.0)"
07-01-2023 17:18:35.737946,"(10.0, 23.0, 20.0)","(26.0, 240.0, 141.91666666666666)","(11.0, 25.0, 23.714285714285715)","(21.0, 65.0, 49.61538461538461)","(2.8, 4.3, 3.588709677419355)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 49.27272727272727)"
07-01-2023 17:18:36.647123,"(10.0, 23.0, 20.0)","(26.0, 240.0, 110.44444444444446)","(11.0, 25.0, 23.178571428571427)","(21.0, 65.0, 44.473684210526315)","(2.8, 4.2, 3.84375)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 49.27272727272727)"
07-01-2023 17:18:37.591203,"(10.0, 24.0, 20.5)","(26.0, 240.0, 118.42105263157895)","(11.0, 24.0, 23.375)","(21.0, 65.0, 41.25)","(2.8, 4.2, 3.84375)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 49.27272727272727)"
07-01-2023 17:18:38.602352,"(10.0, 24.0, 20.5)","(26.0, 240.0, 124.5)","(11.0, 24.0, 23.375)","(21.0, 65.0, 49.8)","(2.8, 4.2, 3.6818181818181817)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 49.27272727272727)"
07-01-2023 17:18:39.586379,"(10.0, 24.0, 20.5)","(26.0, 240.0, 151.15384615384613)","(11.0, 24.0, 23.71153846153846)","(21.0, 65.0, 49.8)","(2.8, 4.2, 3.6818181818181817)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 49.27272727272727)"
07-01-2023 17:18:40.535950,"(10.0, 24.0, 20.5)","(26.0, 240.0, 151.15384615384613)","(11.0, 24.0, 23.71153846153846)","(21.0, 65.0, 49.8)","(2.8, 4.2, 3.6818181818181817)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 49.27272727272727)"
07-01-2023 17:18:41.429248,"(10.0, 24.0, 20.5)","(26.0, 240.0, 151.15384615384613)","(11.0, 24.0, 23.71153846153846)","(21.0, 65.0, 49.8)","(2.8, 4.2, 3.6818181818181817)","(1.6, 1.82, 1.8111764705882354)","(31.0, 90.0, 49.27272727272727)"
