,Kobe Rocks,Hollywood North,Reformist,Optimo,Nickelback,Conference
11-01-2023 14:25:44.427827,"(4.4, 4.9, 4.811764705882353)","(6.0, 7.0, 6.668749999999999)","(4.8, 5.0, 5.007291666666666)","(4.6, 5.4, 5.378260869565217)","(3.1, 3.95, 3.9440594059405942)","(101.0, 220.0, 213.0)"
11-01-2023 14:25:45.606419,"(4.4, 4.9, 4.814634146341463)","(6.0, 6.8, 6.655172413793103)","(4.8, 5.1, 4.946280991735537)","(4.6, 5.4, 5.397560975609756)","(3.1, 3.95, 3.9440594059405942)","(101.0, 220.0, 213.63636363636363)"
11-01-2023 14:25:46.854270,"(4.4, 4.9, 4.814634146341463)","(6.0, 6.8, 6.655172413793103)","(4.8, 5.1, 4.946280991735537)","(4.6, 5.4, 5.397560975609756)","(3.1, 3.95, 3.9440594059405942)","(101.0, 220.0, 213.63636363636363)"
11-01-2023 14:25:48.025720,"(4.4, 4.9, 4.814634146341463)","(6.0, 6.8, 6.655172413793103)","(4.8, 5.1, 4.946280991735537)","(4.6, 5.4, 5.397560975609756)","(3.1, 3.95, 3.9440594059405942)","(101.0, 220.0, 213.63636363636363)"
11-01-2023 14:25:49.165403,"(4.4, 4.9, 4.814634146341463)","(6.0, 6.8, 6.655172413793103)","(4.8, 5.1, 4.946280991735537)","(4.6, 5.4, 5.397560975609756)","(3.1, 3.95, 3.8973821989528794)","(101.0, 220.0, 213.63636363636363)"
11-01-2023 14:25:50.459053,"(4.4, 4.9, 4.814634146341463)","(6.0, 6.8, 6.655172413793103)","(4.8, 5.1, 4.946280991735537)","(4.6, 5.4, 5.398039215686275)","(3.1, 3.9, 3.9078947368421053)","(101.0, 220.0, 213.63636363636363)"
11-01-2023 14:25:51.648834,"(4.4, 4.9, 4.82125)","(6.0, 6.8, 6.655172413793103)","(4.8, 5.1, 4.865094339622642)","(4.6, 5.4, 5.44)","(3.1, 3.95, 3.9224137931034484)","(101.0, 220.0, 213.63636363636363)"
11-01-2023 14:25:52.826214,"(4.4, 4.9, 4.822327790973872)","(6.0, 6.8, 6.678260869565217)","(4.8, 4.9, 4.86)","(4.6, 5.5, 5.44)","(3.1, 3.95, 3.9224137931034484)","(101.0, 220.0, 196.0)"
11-01-2023 14:25:54.027681,"(4.4, 4.9, 4.822327790973872)","(6.0, 6.8, 6.678260869565217)","(4.8, 4.9, 4.86)","(4.6, 5.5, 5.426666666666667)","(3.1, 3.95, 3.9224137931034484)","(101.0, 220.0, 202.22222222222223)"
11-01-2023 14:25:55.199205,"(4.4, 4.9, 4.822327790973872)","(6.0, 6.8, 6.655172413793103)","(4.8, 4.9, 5.006532663316583)","(4.6, 5.5, 5.471052631578948)","(3.1, 3.95, 3.9325)","(101.0, 220.0, 202.22222222222223)"
11-01-2023 14:25:56.311139,"(4.4, 4.9, 4.813720316622692)","(6.0, 6.8, 6.655172413793103)","(4.8, 5.1, 5.006532663316583)","(4.6, 5.5, 5.471052631578948)","(3.1, 3.95, 3.9325)","(101.0, 220.0, 205.0)"
11-01-2023 14:25:57.433762,"(4.4, 4.9, 4.813720316622692)","(6.0, 6.8, 6.655172413793103)","(4.8, 5.1, 4.987242798353909)","(4.6, 5.5, 5.471052631578948)","(3.1, 3.95, 3.9414141414141417)","(101.0, 220.0, 205.0)"
11-01-2023 14:25:58.483692,"(4.4, 4.9, 4.813720316622692)","(6.5, 6.8, 6.655172413793103)","(4.6, 5.1, 4.970431893687707)","(4.6, 5.5, 5.471052631578948)","(3.1, 3.95, 3.9414141414141417)","(101.0, 220.0, 205.0)"
11-01-2023 14:26:00.071989,"(4.4, 4.9, 4.7678787878787885)","(6.5, 6.8, 6.688)","(4.6, 5.1, 4.875675675675676)","(4.6, 5.5, 5.438888888888889)","(3.1, 3.95, 3.942093023255814)","(101.0, 220.0, 205.0)"
11-01-2023 14:26:01.271565,"(4.4, 4.9, 4.802439024390244)","(6.5, 6.8, 6.6936708860759495)","(4.6, 4.9, 4.893589743589744)","(4.6, 5.5, 5.454166666666667)","(3.1, 3.95, 3.935593220338983)","(101.0, 220.0, 205.0)"
11-01-2023 14:26:02.444830,"(4.4, 4.8, 4.749206349206349)","(6.5, 6.8, 6.6936708860759495)","(4.6, 4.9, 5.00948905109489)","(4.6, 5.5, 5.282432432432432)","(3.1, 3.95, 3.9402298850574713)","(101.0, 220.0, 205.0)"
11-01-2023 14:26:03.672240,"(4.4, 4.8, 4.745392491467577)","(6.5, 6.8, 6.632)","(4.6, 5.1, 5.00236220472441)","(4.6, 5.3, 5.2976)","(3.1, 3.95, 3.9348214285714285)","(101.0, 220.0, 205.0)"
11-01-2023 14:26:04.970782,"(4.4, 4.8, 4.746067415730337)","(6.5, 6.8, 6.625)","(4.6, 5.1, 4.904580152671756)","(4.6, 5.3, 5.413207547169812)","(3.1, 3.95, 3.9889140271493213)","(101.0, 220.0, 223.33333333333334)"
11-01-2023 14:26:06.147305,"(4.4, 4.8, 4.745247148288973)","(6.5, 6.8, 6.625)","(4.6, 5.1, 4.904580152671756)","(4.6, 5.5, 5.4079754601226995)","(3.1, 4.0, 3.9898148148148147)","(101.0, 270.0, 252.5)"
11-01-2023 14:26:07.200315,"(4.4, 4.8, 4.744401544401544)","(6.5, 6.8, 6.625)","(4.6, 5.1, 4.904580152671756)","(4.6, 5.5, 5.4079754601226995)","(3.1, 4.0, 3.9898148148148147)","(101.0, 270.0, 252.5)"
11-01-2023 14:26:08.402599,"(4.4, 4.8, 4.744401544401544)","(6.5, 6.8, 6.655172413793103)","(4.6, 5.1, 4.93728813559322)","(4.6, 5.5, 5.324561403508771)","(3.1, 4.0, 3.9898148148148147)","(101.0, 270.0, 252.5)"
11-01-2023 14:26:09.536535,"(4.4, 4.8, 4.7424)","(6.5, 6.8, 6.655172413793103)","(4.6, 5.1, 4.940663900414937)","(4.6, 5.5, 5.326415094339622)","(3.1, 4.0, 3.9927536231884058)","(101.0, 270.0, 252.5)"
11-01-2023 14:26:10.893425,"(4.4, 4.8, 4.745893719806763)","(6.5, 6.8, 6.655172413793103)","(4.6, 5.1, 4.940663900414937)","(4.6, 5.5, 5.341379310344827)","(3.1, 4.0, 3.9927536231884058)","(101.0, 270.0, 252.5)"
11-01-2023 14:26:12.082956,"(4.4, 4.8, 4.745893719806763)","(6.5, 6.8, 6.655172413793103)","(4.6, 5.1, 4.9020618556701026)","(4.6, 5.5, 5.341379310344827)","(3.1, 4.0, 3.9927536231884058)","(101.0, 270.0, 252.5)"
11-01-2023 14:26:13.211402,"(4.4, 4.8, 4.745893719806763)","(6.5, 6.8, 6.655172413793103)","(4.6, 5.1, 4.9020618556701026)","(4.6, 5.5, 5.338709677419355)","(3.1, 4.0, 3.9927536231884058)","(101.0, 270.0, 252.5)"
11-01-2023 14:26:14.263258,"(4.4, 4.8, 4.743147208121828)","(6.5, 7.0, 6.711475409836066)","(4.6, 5.1, 5.040217391304347)","(4.6, 5.5, 5.418343195266273)","(3.1, 4.0, 3.9945497630331754)","(101.0, 270.0, 252.5)"
11-01-2023 14:26:15.403416,"(4.4, 4.8, 4.757894736842105)","(6.5, 7.0, 6.871532846715328)","(4.6, 5.1, 5.006349206349206)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.9947247706422018)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 14:26:16.791662,"(4.4, 4.8, 4.739719626168224)","(6.5, 7.0, 6.871532846715328)","(4.6, 5.1, 5.006349206349206)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.9947247706422018)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 14:26:17.935278,"(4.4, 4.8, 4.739719626168224)","(6.5, 7.0, 6.949279538904899)","(4.6, 5.1, 5.005633802816901)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.994700460829493)","(101.0, 270.0, 243.75)"
11-01-2023 14:26:19.070910,"(4.4, 4.8, 4.739719626168224)","(6.5, 7.0, 6.949279538904899)","(4.6, 5.1, 5.005633802816901)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.994700460829493)","(101.0, 270.0, 243.75)"
11-01-2023 14:26:20.285589,"(4.4, 4.8, 4.7391509433962264)","(6.5, 7.0, 6.949279538904899)","(4.6, 5.1, 5.052313167259786)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.9945497630331754)","(101.0, 270.0, 243.75)"
11-01-2023 14:26:21.459613,"(4.4, 4.8, 4.7391509433962264)","(6.5, 7.0, 6.948538011695907)","(4.6, 5.1, 5.052313167259786)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.9945497630331754)","(101.0, 270.0, 243.75)"
11-01-2023 14:26:22.649550,"(4.4, 4.8, 4.7370535714285715)","(6.5, 7.0, 6.948538011695907)","(4.6, 5.1, 5.052313167259786)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.9945497630331754)","(101.0, 270.0, 230.0)"
11-01-2023 14:26:24.028758,"(4.4, 4.8, 4.7370535714285715)","(6.5, 7.0, 6.9954716981132075)","(4.6, 5.1, 5.054109589041095)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.993279569892473)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:25.318665,"(4.4, 4.8, 4.7370535714285715)","(6.5, 7.0, 6.9954716981132075)","(4.6, 5.1, 4.995652173913044)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.9947222222222223)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:26.654152,"(4.4, 4.8, 4.723850574712643)","(6.5, 7.0, 6.992207792207792)","(4.6, 5.0, 4.995670995670996)","(4.6, 5.5, 5.413294797687861)","(3.1, 4.0, 3.9946629213483145)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:27.948148,"(4.4, 4.8, 4.723850574712643)","(6.5, 7.0, 6.992207792207792)","(4.6, 5.0, 5.055087719298245)","(4.6, 5.5, 5.412280701754386)","(3.1, 4.0, 3.986666666666667)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:29.212107,"(4.4, 4.7, 4.663953488372093)","(6.5, 7.2, 7.042975206611571)","(4.6, 5.1, 5.030927835051546)","(4.6, 5.5, 5.412280701754386)","(3.2, 4.0, 3.986666666666667)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:30.446056,"(4.4, 4.7, 4.663953488372093)","(6.5, 7.2, 7.042975206611571)","(4.6, 5.1, 5.022093023255814)","(4.6, 5.5, 5.412280701754386)","(3.2, 4.0, 4.041666666666666)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:31.588214,"(4.4, 4.7, 4.659782608695652)","(6.5, 7.2, 7.050393700787402)","(4.6, 5.1, 5.022093023255814)","(4.6, 5.5, 5.412280701754386)","(3.2, 4.1, 4.04)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:32.927135,"(4.4, 4.7, 4.656476683937824)","(6.5, 7.2, 7.052459016393443)","(4.6, 5.1, 5.02)","(4.6, 5.5, 5.311320754716981)","(3.2, 4.1, 4.004878048780488)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:34.052677,"(4.4, 4.7, 4.62)","(6.5, 7.2, 7.052459016393443)","(4.6, 5.1, 5.02)","(4.6, 5.5, 5.311320754716981)","(3.2, 4.1, 4.0)","(101.0, 260.0, 245.0)"
11-01-2023 14:26:35.210179,"(4.4, 4.7, 4.62)","(6.5, 7.0, 6.9663157894736845)","(4.6, 5.1, 5.041935483870968)","(4.6, 5.5, 5.394366197183099)","(3.2, 4.1, 3.9942622950819673)","(101.0, 260.0, 223.33333333333334)"
11-01-2023 14:26:36.365271,"(4.4, 4.7, 4.62)","(6.5, 7.0, 6.9663157894736845)","(4.6, 5.2, 5.041935483870968)","(4.6, 5.5, 5.3936170212765955)","(3.2, 4.0, 3.9942622950819673)","(101.0, 270.0, 223.33333333333334)"
11-01-2023 14:26:37.566036,"(4.4, 4.7, 4.605633802816901)","(6.5, 7.0, 6.9663157894736845)","(4.6, 5.2, 5.043333333333333)","(4.6, 5.5, 5.3936170212765955)","(3.2, 4.0, 3.984782608695652)","(101.0, 270.0, 223.33333333333334)"
11-01-2023 14:26:38.708641,"(4.4, 4.7, 4.605633802816901)","(6.5, 7.0, 6.966137566137566)","(4.6, 5.2, 5.043333333333333)","(4.6, 5.5, 5.3936170212765955)","(3.2, 4.0, 4.088888888888889)","(101.0, 270.0, 223.33333333333334)"
11-01-2023 14:26:39.950366,"(4.4, 4.7, 4.605633802816901)","(6.5, 7.0, 6.966137566137566)","(4.6, 5.2, 5.013861386138614)","(4.6, 5.5, 5.3936170212765955)","(3.2, 4.2, 4.0928)","(101.0, 270.0, 223.33333333333334)"
11-01-2023 14:26:41.217858,"(4.4, 4.7, 4.578181818181818)","(6.5, 7.0, 6.966137566137566)","(4.6, 5.2, 5.013861386138614)","(4.6, 5.5, 5.392857142857143)","(3.2, 4.2, 4.078181818181818)","(101.0, 270.0, 223.33333333333334)"
11-01-2023 14:26:42.435207,"(4.4, 4.7, 4.603597122302158)","(6.5, 7.0, 6.966137566137566)","(4.6, 5.2, 5.013861386138614)","(4.6, 5.5, 5.392857142857143)","(3.2, 4.2, 4.078181818181818)","(101.0, 270.0, 240.0)"
11-01-2023 14:26:43.632295,"(4.4, 4.7, 4.611627906976744)","(6.5, 7.0, 6.966137566137566)","(4.6, 5.2, 5.013861386138614)","(4.6, 5.5, 5.392857142857143)","(3.2, 4.2, 4.078181818181818)","(101.0, 270.0, 240.0)"
11-01-2023 14:26:44.876658,"(4.4, 4.7, 4.611627906976744)","(6.5, 7.0, 6.966137566137566)","(4.6, 5.2, 5.104629629629629)","(4.6, 5.5, 5.317073170731708)","(3.2, 4.2, 4.072380952380953)","(101.0, 270.0, 240.0)"
11-01-2023 14:26:46.020807,"(4.4, 4.7, 4.589320388349515)","(6.5, 7.0, 6.966137566137566)","(4.6, 5.2, 5.104629629629629)","(4.6, 5.5, 5.317073170731708)","(3.2, 4.2, 4.069902912621359)","(101.0, 270.0, 240.0)"
11-01-2023 14:26:47.166465,"(4.4, 4.7, 4.519047619047619)","(6.5, 7.0, 6.961855670103093)","(4.6, 5.2, 5.1036231884057965)","(4.6, 5.5, 5.3076923076923075)","(3.2, 4.2, 4.069902912621359)","(101.0, 270.0, 240.0)"
11-01-2023 14:26:48.389521,"(4.4, 4.7, 4.5067796610169495)","(6.5, 7.0, 6.961855670103093)","(4.6, 5.2, 5.0044715447154475)","(4.6, 5.5, 5.298245614035088)","(3.2, 4.2, 4.2555555555555555)","(101.0, 270.0, 270.8333333333333)"
11-01-2023 14:26:49.690917,"(4.4, 4.6, 4.503703703703704)","(6.5, 7.0, 6.951690821256038)","(4.6, 5.0, 4.9955284552845525)","(4.6, 5.4, 5.324675324675325)","(3.2, 4.3, 4.171428571428572)","(101.0, 280.0, 270.8333333333333)"
11-01-2023 14:26:50.838559,"(4.4, 4.6, 4.512775330396476)","(6.5, 7.0, 6.953271028037383)","(4.6, 5.0, 4.996311475409836)","(4.6, 5.4, 5.313432835820896)","(3.2, 4.2, 4.277777777777778)","(101.0, 280.0, 226.66666666666666)"
11-01-2023 14:26:52.153511,"(4.4, 4.6, 4.496875)","(6.5, 7.0, 6.96078431372549)","(4.6, 5.1, 4.996707818930041)","(4.6, 5.4, 5.294545454545455)","(3.2, 4.3, 4.264705882352941)","(101.0, 280.0, 240.0)"
11-01-2023 14:26:53.358798,"(4.4, 4.5, 4.4876288659793815)","(6.5, 7.0, 6.96078431372549)","(4.6, 5.0, 4.996707818930041)","(4.6, 5.4, 5.304)","(3.2, 4.3, 4.353846153846154)","(101.0, 270.0, 252.85714285714286)"
11-01-2023 14:26:54.634585,"(4.4, 4.5, 4.4876288659793815)","(6.5, 7.0, 6.91869918699187)","(4.6, 5.0, 5.055061728395062)","(4.6, 5.4, 5.304)","(3.2, 4.4, 4.353846153846154)","(101.0, 270.0, 270.0)"
11-01-2023 14:26:55.893417,"(4.4, 4.5, 4.4890625)","(6.5, 7.0, 6.91869918699187)","(4.6, 5.1, 4.993771626297578)","(4.6, 5.4, 5.26046511627907)","(3.2, 4.4, 4.329577464788732)","(101.0, 300.0, 255.0)"
11-01-2023 14:26:57.296753,"(4.4, 4.6, 4.529012345679012)","(6.5, 7.0, 6.912741312741312)","(4.6, 5.0, 5.05606936416185)","(4.6, 5.3, 5.25)","(3.2, 4.4, 4.328)","(101.0, 300.0, 248.57142857142858)"
11-01-2023 14:26:58.496306,"(4.4, 4.6, 4.482634730538922)","(6.5, 7.0, 6.941860465116279)","(4.6, 5.1, 5.05606936416185)","(4.6, 5.4, 5.362500000000001)","(3.2, 4.4, 4.32987012987013)","(101.0, 300.0, 248.57142857142858)"
11-01-2023 14:26:59.788626,"(4.4, 4.6, 4.444444444444445)","(6.5, 7.0, 6.94475138121547)","(4.6, 5.1, 5.05606936416185)","(4.6, 5.4, 5.362500000000001)","(3.2, 4.4, 4.32987012987013)","(101.0, 300.0, 248.57142857142858)"
11-01-2023 14:27:00.987726,"(4.4, 4.4, 4.316204690831556)","(6.5, 7.0, 6.98581560283688)","(4.6, 5.1, 5.033734939759036)","(4.6, 5.4, 5.38581560283688)","(3.2, 4.4, 4.284375)","(101.0, 300.0, 248.57142857142858)"
11-01-2023 14:27:02.184376,"(4.4, 4.4, 4.30774647887324)","(6.5, 7.0, 6.91244635193133)","(4.6, 5.1, 5.0457446808510635)","(4.6, 5.4, 5.341176470588235)","(3.2, 4.3, 4.278260869565218)","(101.0, 300.0, 257.14285714285717)"
11-01-2023 14:27:03.407387,"(4.4, 4.4, 4.304146341463414)","(6.5, 7.2, 7.0125)","(4.6, 5.1, 5.043877551020408)","(4.6, 5.4, 5.341176470588235)","(3.2, 4.3, 4.2620689655172415)","(101.0, 300.0, 257.14285714285717)"
11-01-2023 14:27:04.594292,"(4.4, 4.4, 4.304207920792079)","(6.5, 7.2, 7.0125)","(4.6, 5.1, 5.043877551020408)","(4.6, 5.4, 5.341176470588235)","(3.2, 4.3, 4.2620689655172415)","(101.0, 300.0, 248.57142857142858)"
11-01-2023 14:27:05.820144,"(4.4, 4.4, 4.304207920792079)","(6.5, 7.2, 7.065384615384615)","(4.6, 5.1, 5.017857142857142)","(4.6, 5.4, 5.327450980392157)","(3.2, 4.3, 4.236170212765957)","(101.0, 300.0, 255.0)"
11-01-2023 14:27:07.068367,"(4.4, 4.4, 4.304314720812183)","(6.5, 7.4, 7.36)","(4.6, 5.1, 5.061805555555555)","(4.6, 5.4, 5.304)","(3.2, 4.3, 4.2684931506849315)","(101.0, 300.0, 260.0)"
11-01-2023 14:27:08.305329,"(4.2, 4.4, 4.301369863013699)","(6.5, 7.6, 7.416666666666667)","(4.6, 5.1, 5.061805555555555)","(4.6, 5.4, 5.304761904761905)","(3.3, 4.3, 4.2684931506849315)","(101.0, 300.0, 260.0)"
11-01-2023 14:27:09.736713,"(4.2, 4.4, 4.301369863013699)","(6.5, 7.6, 7.416666666666667)","(4.6, 5.1, 5.090946502057613)","(4.6, 5.4, 5.385865724381626)","(3.3, 4.3, 4.275714285714286)","(101.0, 300.0, 260.0)"
11-01-2023 14:27:11.076611,"(4.2, 4.4, 4.300340136054422)","(6.5, 7.6, 7.44695652173913)","(4.6, 5.1, 5.051851851851851)","(4.6, 5.4, 5.385865724381626)","(3.3, 4.3, 4.199193548387097)","(101.0, 300.0, 255.0)"
11-01-2023 14:27:12.473240,"(4.2, 4.4, 4.307096774193548)","(6.5, 7.6, 7.283040935672515)","(4.6, 5.1, 5.068131868131868)","(4.6, 5.4, 5.383673469387755)","(3.3, 4.2, 4.184892086330935)","(101.0, 300.0, 265.0)"
11-01-2023 14:27:13.814296,"(4.2, 4.4, 4.332346241457858)","(6.5, 7.4, 7.261306532663316)","(4.6, 5.1, 5.063917525773196)","(4.6, 5.4, 5.383892617449665)","(3.3, 4.2, 4.184892086330935)","(101.0, 290.0, 252.5)"
11-01-2023 14:27:14.983040,"(4.2, 4.4, 4.332346241457858)","(6.5, 7.4, 7.261306532663316)","(4.6, 5.1, 5.063917525773196)","(4.6, 5.4, 5.383892617449665)","(3.3, 4.2, 4.191666666666666)","(101.0, 290.0, 252.5)"
11-01-2023 14:27:16.231703,"(4.2, 4.4, 4.308333333333334)","(6.5, 7.4, 7.261306532663316)","(4.6, 5.1, 5.059770114942529)","(4.6, 5.4, 5.386394557823129)","(3.3, 4.2, 4.188268156424581)","(101.0, 290.0, 252.5)"
11-01-2023 14:27:17.471030,"(4.2, 4.4, 4.280430107526882)","(6.5, 7.4, 7.264705882352941)","(4.6, 5.1, 5.0516483516483515)","(4.6, 5.4, 5.386394557823129)","(3.3, 4.2, 4.173148148148148)","(101.0, 290.0, 257.27272727272725)"
11-01-2023 14:27:18.629433,"(4.2, 4.4, 4.296339113680155)","(6.5, 7.4, 7.264705882352941)","(4.6, 5.1, 4.989003436426117)","(4.6, 5.4, 5.385401459854015)","(3.3, 4.2, 4.173148148148148)","(101.0, 290.0, 257.27272727272725)"
11-01-2023 14:27:19.945806,"(4.2, 4.4, 4.314344262295082)","(6.5, 7.4, 7.298492462311558)","(4.6, 5.0, 4.987786259541985)","(4.6, 5.4, 5.37983193277311)","(3.3, 4.2, 4.173148148148148)","(101.0, 290.0, 257.27272727272725)"
11-01-2023 14:27:21.112296,"(4.2, 4.4, 4.314344262295082)","(6.5, 7.4, 7.298492462311558)","(4.6, 5.0, 4.987786259541985)","(4.6, 5.4, 5.371428571428572)","(3.3, 4.2, 4.173148148148148)","(101.0, 290.0, 257.27272727272725)"
11-01-2023 14:27:22.335988,"(4.0, 4.4, 4.34795918367347)","(6.5, 7.4, 7.298492462311558)","(4.6, 5.0, 5.02568306010929)","(4.6, 5.4, 5.367567567567568)","(3.3, 4.2, 4.154710144927536)","(101.0, 290.0, 242.0)"
11-01-2023 14:27:23.594524,"(4.0, 4.4, 4.35)","(6.5, 7.4, 7.296078431372549)","(4.6, 5.1, 5.02568306010929)","(4.6, 5.4, 5.367567567567568)","(3.3, 4.2, 4.159920634920635)","(101.0, 290.0, 235.45454545454544)"
11-01-2023 14:27:24.874819,"(4.2, 4.5, 4.4163265306122454)","(6.5, 7.4, 7.24179104477612)","(4.4, 5.1, 5.02568306010929)","(4.6, 5.4, 5.366666666666667)","(3.4, 4.2, 4.165938864628821)","(101.0, 280.0, 235.45454545454544)"
11-01-2023 14:27:26.038499,"(4.2, 4.5, 4.457281553398058)","(6.5, 7.4, 7.24179104477612)","(4.4, 5.1, 5.02568306010929)","(4.6, 5.4, 5.366666666666667)","(3.4, 4.2, 4.167364016736402)","(101.0, 280.0, 235.45454545454544)"
11-01-2023 14:27:27.532509,"(4.2, 4.5, 4.340740740740741)","(6.5, 7.4, 7.310222222222222)","(4.4, 5.1, 5.02568306010929)","(4.6, 5.4, 5.342011834319527)","(3.4, 4.2, 4.167364016736402)","(101.0, 280.0, 239.16666666666666)"
11-01-2023 14:27:28.899804,"(4.2, 4.5, 4.314285714285714)","(6.5, 7.4, 7.310222222222222)","(4.4, 5.1, 5.059402985074627)","(4.6, 5.4, 5.331474103585657)","(3.4, 4.2, 4.157297297297298)","(101.0, 280.0, 239.16666666666666)"
11-01-2023 14:27:30.257315,"(4.2, 4.5, 4.424338624338625)","(6.5, 7.4, 7.3137614678899086)","(4.4, 5.1, 5.052255639097744)","(4.6, 5.4, 5.3542056074766355)","(3.4, 4.2, 4.129677419354839)","(101.0, 280.0, 239.16666666666666)"
11-01-2023 14:27:31.735687,"(4.2, 4.3, 4.291397849462365)","(6.5, 7.4, 7.309615384615385)","(4.4, 5.1, 5.051340996168582)","(4.6, 5.4, 5.3542056074766355)","(3.4, 4.2, 4.129677419354839)","(101.0, 280.0, 239.16666666666666)"
11-01-2023 14:27:33.122414,"(4.2, 4.3, 4.291397849462365)","(6.5, 7.4, 7.343396226415095)","(4.4, 5.1, 4.947600767754319)","(4.6, 5.4, 5.327419354838709)","(3.4, 4.2, 4.14)","(101.0, 280.0, 227.5)"
11-01-2023 14:27:34.409988,"(4.2, 4.4, 4.37764705882353)","(6.5, 7.4, 7.348051948051948)","(4.4, 5.0, 4.947600767754319)","(4.6, 5.4, 5.325757575757576)","(3.4, 4.2, 4.131176470588235)","(101.0, 280.0, 227.5)"
11-01-2023 14:27:35.676705,"(4.2, 4.5, 4.355230125523012)","(6.5, 7.4, 7.342446043165468)","(4.4, 5.0, 4.941166077738516)","(4.6, 5.4, 5.325757575757576)","(3.4, 4.2, 4.131176470588235)","(101.0, 280.0, 227.5)"
11-01-2023 14:27:36.997056,"(4.2, 4.5, 4.3543209876543205)","(6.5, 7.4, 7.342446043165468)","(4.4, 5.0, 4.9391224862888485)","(4.6, 5.4, 5.325757575757576)","(3.4, 4.2, 4.117021276595745)","(101.0, 280.0, 227.5)"
11-01-2023 14:27:38.224929,"(4.2, 4.5, 4.347286821705426)","(6.5, 7.4, 7.342446043165468)","(4.4, 5.0, 4.944314381270903)","(4.6, 5.4, 5.3246153846153845)","(3.4, 4.2, 4.125)","(101.0, 280.0, 251.42857142857142)"
11-01-2023 14:27:39.557957,"(4.2, 4.4, 4.3559633027522935)","(6.5, 7.4, 7.313793103448276)","(4.4, 5.0, 4.893169877408057)","(4.6, 5.4, 5.268312757201646)","(3.4, 4.2, 4.296428571428571)","(101.0, 280.0, 285.0)"
11-01-2023 14:27:40.762258,"(4.2, 4.4, 4.355140186915888)","(6.5, 7.4, 7.313793103448276)","(4.4, 4.9, 4.888963210702341)","(4.6, 5.3, 5.267094017094017)","(3.4, 4.3, 4.296774193548387)","(101.0, 300.0, 275.0)"
11-01-2023 14:27:42.231947,"(4.2, 4.4, 4.369032258064516)","(6.5, 7.4, 7.310714285714286)","(4.4, 4.9, 4.880722891566266)","(4.6, 5.3, 5.267094017094017)","(3.4, 4.3, 4.25)","(101.0, 300.0, 275.0)"
11-01-2023 14:27:43.964067,"(4.2, 4.4, 4.397435897435898)","(6.5, 7.4, 7.287128712871287)","(4.4, 4.9, 4.801459854014598)","(4.6, 5.3, 5.2567415730337075)","(3.4, 4.3, 4.245833333333333)","(101.0, 300.0, 257.14285714285717)"
11-01-2023 14:27:45.366963,"(4.2, 4.4, 4.406341463414634)","(6.5, 7.4, 7.259863945578232)","(4.4, 4.9, 4.809322033898305)","(4.6, 5.3, 5.256818181818182)","(3.4, 4.3, 4.18655462184874)","(101.0, 300.0, 255.0)"
11-01-2023 14:27:47.047015,"(4.2, 4.5, 4.231093394077448)","(6.5, 7.4, 7.262207357859532)","(4.4, 4.9, 4.817857142857143)","(4.6, 5.3, 5.246478873239437)","(3.4, 4.2, 4.289285714285715)","(101.0, 300.0, 270.0)"
11-01-2023 14:27:48.419930,"(4.0, 4.3, 4.235180412371134)","(6.5, 7.4, 7.262207357859532)","(4.4, 4.9, 4.8649289099526065)","(4.6, 5.3, 5.2404761904761905)","(3.4, 4.3, 4.287878787878788)","(101.0, 300.0, 291.42857142857144)"
11-01-2023 14:27:50.087377,"(4.0, 4.3, 4.235408560311284)","(6.5, 7.4, 7.2638461538461545)","(4.4, 4.9, 4.865853658536586)","(4.6, 5.3, 5.241803278688525)","(3.4, 4.3, 4.287234042553191)","(101.0, 300.0, 291.42857142857144)"
11-01-2023 14:27:51.294580,"(3.9, 4.3, 4.235408560311284)","(6.5, 7.4, 7.2638461538461545)","(4.4, 4.9, 4.871774193548387)","(4.6, 5.3, 5.2541935483870965)","(3.4, 4.3, 4.326126126126126)","(101.0, 300.0, 275.0)"
11-01-2023 14:27:52.495166,"(3.9, 4.3, 4.237484586929717)","(6.5, 7.4, 6.628571428571428)","(4.4, 4.9, 4.513052208835341)","(4.6, 5.3, 5.504878048780488)","(3.4, 4.4, 4.495454545454546)","(101.0, 300.0, 290.0)"
