,Selynya Obi,Elenor Bale,Guster Bale,Daksha Bale,Smiling Olive,Arctic Bear,Myola Sunrise
07-01-2023 20:11:02.737359,"(1.6, 1.98, 1.593157894736842)","(7.5, 16.0, 13.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 48.0, 28.5)","(7.5, 20.0, 17.3)"
07-01-2023 20:11:03.720022,"(1.6, 1.98, 1.593157894736842)","(7.5, 16.0, 13.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 48.0, 28.5)","(7.5, 20.0, 17.3)"
07-01-2023 20:11:04.685147,"(1.6, 1.98, 1.593157894736842)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 48.0, 28.5)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:05.768615,"(1.6, 1.98, 1.593157894736842)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 48.0, 28.5)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:06.976616,"(1.6, 1.98, 1.593157894736842)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 48.0, 28.5)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:08.084186,"(1.6, 1.98, 1.593157894736842)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 48.0, 28.5)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:09.119710,"(1.6, 1.76, 1.6145454545454545)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 48.0, 28.5)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:10.060689,"(1.6, 1.76, 1.6145454545454545)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 48.0, 29.055555555555557)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:11.023706,"(1.6, 1.76, 1.6145454545454545)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 46.0, 26.9)","(7.5, 20.0, 17.96)"
07-01-2023 20:11:11.995482,"(1.6, 1.76, 1.6145454545454545)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 17.96)"
07-01-2023 20:11:13.005793,"(1.6, 1.76, 1.6145454545454545)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 18.57142857142857)"
07-01-2023 20:11:13.994645,"(1.6, 1.97, 1.5915384615384616)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 18.57142857142857)"
07-01-2023 20:11:14.943725,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 18.57142857142857)"
07-01-2023 20:11:16.022871,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 18.57142857142857)"
07-01-2023 20:11:17.098755,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 18.57142857142857)"
07-01-2023 20:11:18.219832,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:19.275051,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:20.301457,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:21.293628,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:22.210425,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:23.228446,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:24.199286,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 17.4)"
07-01-2023 20:11:25.308178,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 16.275)"
07-01-2023 20:11:26.402528,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 18.5, 18.542857142857144)"
07-01-2023 20:11:27.479193,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 13.625)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 20.0, 23.0)"
07-01-2023 20:11:28.529795,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 34.0, 28.82857142857143)"
07-01-2023 20:11:29.547676,"(1.6, 1.96, 1.6457142857142857)","(7.5, 16.0, 14.928571428571429)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 32.0, 28.82857142857143)"
07-01-2023 20:11:30.523336,"(1.6, 1.96, 1.6457142857142857)","(7.5, 16.0, 14.928571428571429)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 32.0, 19.4)"
07-01-2023 20:11:31.477565,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 21.0, 18.9)"
07-01-2023 20:11:32.430754,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 8.55)","(16.0, 44.0, 26.9)","(7.5, 21.0, 19.6875)"
07-01-2023 20:11:33.397968,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 44.0, 26.9)","(7.5, 21.0, 19.6875)"
07-01-2023 20:11:34.406620,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 44.0, 26.9)","(7.5, 21.0, 19.6875)"
07-01-2023 20:11:35.453716,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 44.0, 26.9)","(7.5, 21.0, 19.6875)"
07-01-2023 20:11:36.507297,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 44.0, 27.27777777777778)","(7.5, 21.0, 19.6875)"
07-01-2023 20:11:37.667202,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 42.0, 31.833333333333332)","(7.5, 21.0, 19.8125)"
07-01-2023 20:11:38.685901,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 31.833333333333332)","(7.5, 21.0, 19.8125)"
07-01-2023 20:11:39.688958,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 31.833333333333332)","(7.5, 21.0, 19.8125)"
07-01-2023 20:11:40.677471,"(1.6, 1.96, 1.6457142857142857)","(7.5, 18.0, 16.5)","(21.0, 60.0, 34.0)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 31.833333333333332)","(7.5, 21.0, 20.6875)"
07-01-2023 20:11:41.760911,"(1.6, 1.95, 1.59)","(7.5, 18.0, 16.5)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 31.833333333333332)","(7.5, 22.0, 20.6875)"
07-01-2023 20:11:42.830391,"(1.6, 1.95, 1.59)","(7.5, 18.0, 16.5)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 24.0)","(7.5, 22.0, 20.6875)"
07-01-2023 20:11:43.906908,"(1.6, 1.96, 1.5907692307692307)","(7.5, 18.0, 13.625)","(21.0, 60.0, 37.2)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 32.0)","(7.5, 22.0, 20.6875)"
07-01-2023 20:11:44.926015,"(1.6, 1.96, 1.5907692307692307)","(7.5, 18.0, 13.625)","(21.0, 60.0, 37.2)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 32.0)","(7.5, 22.0, 20.6875)"
07-01-2023 20:11:45.891273,"(1.6, 1.95, 1.6435714285714287)","(7.5, 18.0, 13.625)","(21.0, 60.0, 37.2)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 32.0)","(7.5, 22.0, 20.333333333333336)"
07-01-2023 20:11:46.865700,"(1.6, 1.95, 1.6435714285714287)","(7.5, 18.0, 13.625)","(21.0, 60.0, 37.2)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.32)","(16.0, 40.0, 32.0)","(7.5, 22.0, 20.666666666666668)"
07-01-2023 20:11:47.960564,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.05)","(16.0, 40.0, 24.0)","(7.5, 23.0, 20.666666666666668)"
07-01-2023 20:11:49.097553,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 9.6)","(16.0, 40.0, 24.0)","(7.5, 23.0, 20.142857142857142)"
07-01-2023 20:11:50.205950,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 9.6)","(16.0, 40.0, 24.0)","(7.5, 23.0, 19.2)"
07-01-2023 20:11:51.307363,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 9.6)","(16.0, 40.0, 24.0)","(7.5, 23.0, 19.2)"
07-01-2023 20:11:52.402619,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 9.6)","(16.0, 40.0, 24.0)","(7.5, 23.0, 20.625)"
07-01-2023 20:11:53.506413,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 9.6)","(16.0, 40.0, 24.0)","(7.5, 23.0, 20.625)"
07-01-2023 20:11:54.570606,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 10.0)","(16.0, 40.0, 24.0)","(7.5, 23.0, 20.625)"
07-01-2023 20:11:55.621905,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 23.0, 20.625)"
07-01-2023 20:11:56.566328,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 16.5, 15.5)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 23.0, 22.5)"
07-01-2023 20:11:57.612336,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.5)"
07-01-2023 20:11:58.703862,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.5)"
07-01-2023 20:11:59.867901,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.5)"
07-01-2023 20:12:01.042417,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.5)"
07-01-2023 20:12:02.196867,"(1.6, 1.95, 1.5829411764705883)","(7.5, 18.0, 13.625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.5)"
07-01-2023 20:12:03.283151,"(1.6, 1.95, 1.5829411764705883)","(7.5, 17.0, 12.8)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.5)"
07-01-2023 20:12:04.241810,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.5)"
07-01-2023 20:12:05.317259,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.566666666666666)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.5)"
07-01-2023 20:12:06.429956,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 10.5)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.333333333333336)"
07-01-2023 20:12:07.543528,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 21.625)"
07-01-2023 20:12:08.555862,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 21.625)"
07-01-2023 20:12:09.644794,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 21.625)"
07-01-2023 20:12:10.731269,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 21.625)"
07-01-2023 20:12:11.908869,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 21.625)"
07-01-2023 20:12:13.009952,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.642857142857142)"
07-01-2023 20:12:14.072050,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.642857142857142)"
07-01-2023 20:12:15.161641,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.642857142857142)"
07-01-2023 20:12:16.227415,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 22.642857142857142)"
07-01-2023 20:12:17.315650,"(1.6, 1.95, 1.5829411764705883)","(7.5, 16.5, 13.0625)","(21.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(16.0, 40.0, 24.0)","(7.5, 24.0, 20.07142857142857)"
07-01-2023 20:12:18.384097,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.07142857142857)"
07-01-2023 20:12:19.365693,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.07142857142857)"
07-01-2023 20:12:20.474157,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.07142857142857)"
07-01-2023 20:12:21.640445,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.07142857142857)"
07-01-2023 20:12:22.878781,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.07142857142857)"
07-01-2023 20:12:24.024189,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.0)"
07-01-2023 20:12:24.963129,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:26.027490,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:27.124157,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:28.250840,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 27.42857142857143)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:29.385666,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 35.7)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:30.405178,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 35.7)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:31.518098,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:32.626467,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:33.726480,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:34.790993,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:35.831907,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:36.937306,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:38.007456,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:39.053715,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:40.064590,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 33.333333333333336)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.214285714285715)"
07-01-2023 20:12:41.157511,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.166666666666668)"
07-01-2023 20:12:42.617475,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.166666666666668)"
07-01-2023 20:12:43.973735,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 20.166666666666668)"
07-01-2023 20:12:45.222816,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 19.4)"
07-01-2023 20:12:46.429531,"(1.55, 1.95, 1.5829411764705883)","(8.0, 16.5, 13.0625)","(26.0, 60.0, 36.0)","(8.0, 17.0, 15.875)","(5.5, 11.5, 9.533333333333333)","(17.0, 40.0, 24.0)","(7.5, 21.0, 19.4)"
